gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
FGFR1,4,INHIBITOR,NINTEDANIB;PAZOPANIB;PAZOPANIB HYDROCHLORIDE;REGORAFENIB,angiosarcoma;epistaxis;hereditary hemorrhagic telangiectasia,Phase 3,PAZOPANIB,angiosarcoma;epistaxis;hereditary hemorrhagic telangiectasia
MTOR,4,INHIBITOR,OSI-027;PERHEXILINE;PERHEXILINE MALEATE;RIDAFOROLIMUS,Non-ST Elevation Myocardial Infarction;ST Elevation Myocardial Infarction;acute coronary syndrome;angiosarcoma;cardiovascular disorder;coronary artery disorder;coronary stenosis;heart failure;hypertrophic cardiomyopathy;lymphatic malformation,Approved,PERHEXILINE,cardiovascular disorder
GRIA1,4,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE;ZONAMPANEL,brain ischemia;essential hypertension;ischemic stroke;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIA2,4,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE;ZONAMPANEL,brain ischemia;essential hypertension;ischemic stroke;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIA3,4,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE;ZONAMPANEL,brain ischemia;essential hypertension;ischemic stroke;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIA4,4,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE;ZONAMPANEL,brain ischemia;essential hypertension;ischemic stroke;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
TRPV1,3,ANTAGONIST;INHIBITOR;OPENER,ACETAMINOPHEN;CAPSAICIN;SB-705498,coronary artery disorder;hypertensive disorder;intracranial hemorrhage;ischemic stroke;migraine disorder;preeclampsia;retinopathy of prematurity;subarachnoid hemorrhage,Approved,ACETAMINOPHEN,migraine disorder
IL2RA,3,AGONIST;INHIBITOR,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;atherosclerosis;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis,Phase 2,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis
IL2RB,3,AGONIST;INHIBITOR,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;atherosclerosis;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis,Phase 2,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis
IL2RG,3,AGONIST;INHIBITOR,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;atherosclerosis;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis,Phase 2,ALDESLEUKIN;BASILIXIMAB;DACLIZUMAB,Behcet disease;Takayasu arteritis;acute coronary syndrome;diabetic retinopathy;granulomatosis with polyangiitis;myocardial infarction;myocardial ischemia;vasculitis
REN,3,INHIBITOR,ALISKIREN;ALISKIREN FUMARATE;SITOKIREN,abdominal aortic aneurysm;acute coronary syndrome;atherosclerosis;cardiovascular disorder;coronary artery disorder;diabetic macular edema;endothelial dysfunction;essential hypertension;heart failure;hypertensive disorder;stroke disorder;systolic heart failure,Approved,ALISKIREN;ALISKIREN FUMARATE,cardiovascular disorder;hypertensive disorder;stroke disorder
XDH,3,INHIBITOR,ALLOPURINOL;FEBUXOSTAT;OXYPURINOL,cardiovascular disorder;coronary artery disorder;diabetic retinopathy;dilated cardiomyopathy;endothelial dysfunction;essential hypertension;heart disorder;heart failure;hypertensive disorder;myocardial infarction,Phase 3,ALLOPURINOL;FEBUXOSTAT;OXYPURINOL,coronary artery disorder;endothelial dysfunction;heart failure;myocardial infarction
KCNA1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA10,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA3,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA4,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA6,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNA7,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNB1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNB2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNC1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNC2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNC3,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNC4,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCND1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCND2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNF1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNG1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNG2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNG3,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNG4,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH3,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH4,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH5,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH6,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH7,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNH8,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNS1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNS2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNS3,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNV1,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
KCNV2,3,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL,Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL,cardiac arrhythmia
SCNN1A,3,BLOCKER,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,acute coronary syndrome;cardiac arrhythmia;cardiovascular disorder;congestive heart failure;coronary artery disorder;endothelial dysfunction;essential hypertension;heart failure;hypertensive disorder;myocardial infarction;preeclampsia,Approved,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,cardiac arrhythmia;cardiovascular disorder;congestive heart failure;hypertensive disorder;preeclampsia
SCNN1B,3,BLOCKER,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,acute coronary syndrome;cardiac arrhythmia;cardiovascular disorder;congestive heart failure;coronary artery disorder;endothelial dysfunction;essential hypertension;heart failure;hypertensive disorder;myocardial infarction;preeclampsia,Approved,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,cardiac arrhythmia;cardiovascular disorder;congestive heart failure;hypertensive disorder;preeclampsia
SCNN1G,3,BLOCKER,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,acute coronary syndrome;cardiac arrhythmia;cardiovascular disorder;congestive heart failure;coronary artery disorder;endothelial dysfunction;essential hypertension;heart failure;hypertensive disorder;myocardial infarction;preeclampsia,Approved,AMILORIDE;AMILORIDE HYDROCHLORIDE;TRIAMTERENE,cardiac arrhythmia;cardiovascular disorder;congestive heart failure;hypertensive disorder;preeclampsia
CHRM2,3,ANTAGONIST;INHIBITOR,ATROPINE;GLYCOPYRRONIUM;GLYCOPYRRONIUM TOSYLATE,cardiac arrest;cardiac arrhythmia;catecholaminergic polymorphic ventricular tachycardia;diabetic peripheral angiopathy,Approved,GLYCOPYRRONIUM TOSYLATE,cardiac arrhythmia
HSD11B1,3,INHIBITOR,AZD-4017;BMS-823778;MK-0736,cardiovascular disorder;hypertensive disorder;ocular hypertension;peripheral arterial disease;pseudotumor cerebri,Phase 2,AZD-4017;BMS-823778;MK-0736,cardiovascular disorder;hypertensive disorder;ocular hypertension;pseudotumor cerebri
PIK3CG,3,INHIBITOR,AZD-6482;EGANELISIB;TG100-115,adrenal cortex carcinoma;angioedema;myocardial infarction;thrombotic disease,Phase 2,TG100-115,angioedema;myocardial infarction
KEAP1,3,ANTAGONIST;INHIBITOR,BARDOXOLONE METHYL;DIMETHYL FUMARATE;DIROXIMEL FUMARATE,intracerebral hemorrhage;ischemic stroke;peripheral arterial disease;pulmonary arterial hypertension;pulmonary hypertension,Phase 3,BARDOXOLONE METHYL,pulmonary arterial hypertension;pulmonary hypertension
CACNA1A,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNA1E,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNA2D3,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNA2D4,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNB1,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNB2,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNB3,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNB4,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG1,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG2,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG3,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG4,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG5,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG6,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG7,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNG8,3,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
NR1H3,3,AGONIST;MODULATOR,BMS-852927;CS-8080;LXR-623,arteriosclerosis,Phase 1,BMS-852927;CS-8080;LXR-623,arteriosclerosis
OPRK1,3,AGONIST;ANTAGONIST,BUPRENORPHINE;CODEINE PHOSPHATE;NALTREXONE,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome;vasculitis,Approved,CODEINE PHOSPHATE,migraine disorder
IL1B,3,INHIBITOR;NEGATIVE ALLOSTERIC MODULATOR,CANAKINUMAB;GEVOKIZUMAB;RILONACEPT,Behcet disease;Kawasaki disease;abdominal aortic aneurysm;acute coronary syndrome;atherosclerosis;cardiac sarcoidosis;coronary artery disorder;myocardial infarction;non-infectious posterior uveitis;pericarditis;peripheral arterial disease;proliferative diabetic retinopathy,Approved,RILONACEPT,pericarditis
NPR1,3,AGONIST,CARPERITIDE;NESIRITIDE;PL-3994,acute myocardial infarction;cardiovascular disorder;congenital heart disease;congestive heart failure;diastolic heart failure;dilated cardiomyopathy;heart disorder;heart failure;hypertensive disorder;myocardial infarction;myocardial ischemia;systolic heart failure,Approved,CARPERITIDE;NESIRITIDE,cardiovascular disorder;congestive heart failure
CSF2RB,3,AGONIST;ANTAGONIST,CIBINETIDE;MAVRILIMUMAB;SARGRAMOSTIM,Kaposi's sarcoma;diabetic macular edema;intermittent vascular claudication;peripheral arterial disease;primary systemic amyloidosis;temporal arteritis,Phase 2,MAVRILIMUMAB;SARGRAMOSTIM,intermittent vascular claudication;peripheral arterial disease;primary systemic amyloidosis;temporal arteritis
SELP,3,ANTAGONIST;BLOCKER;INHIBITOR,CRIZANLIZUMAB;INCLACUMAB;RG-1512,Non-ST Elevation Myocardial Infarction;acute coronary syndrome;peripheral arterial disease;retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,Phase 2,CRIZANLIZUMAB;INCLACUMAB;RG-1512,Non-ST Elevation Myocardial Infarction;acute coronary syndrome;retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations
POLA1,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLA2,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLD1,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLD2,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLD3,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLD4,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLE,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLE2,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
POLE3,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
PRIM1,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
PRIM2,3,INHIBITOR,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism,Phase 2,CYTARABINE;GEMCITABINE;GEMCITABINE HYDROCHLORIDE,adrenal cortex carcinoma;idiopathic hypereosinophilic syndrome;venous thromboembolism
MME,3,INHIBITOR,DAGLUTRIL;ILEPATRIL;SACUBITRIL,Chagas cardiomyopathy;Tako-tsubo cardiomyopathy;acute myocardial infarction;cardiovascular disorder;congenital heart disease;congestive heart failure;essential hypertension;heart disorder;heart failure;hypertensive disorder;hypertrophic cardiomyopathy;myocardial infarction,Approved,SACUBITRIL,congestive heart failure;heart failure
MYH6,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYH7,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYH7B,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYL2,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYL3,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYL4,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
MYL7,3,ACTIVATOR;INHIBITOR,DANICAMTIV;MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;dilated cardiomyopathy;heart failure;hypertrophic cardiomyopathy;ischemic cardiomyopathy;systolic heart failure,Approved,MAVACAMTEN;OMECAMTIV MECARBIL,cardiovascular disorder;hypertrophic cardiomyopathy
IL5,3,INHIBITOR,DEPEMOKIMAB;MEPOLIZUMAB;RESLIZUMAB,coronary artery disorder;eosinophilic granulomatosis with polyangiitis;granulomatosis with polyangiitis;hypereosinophilic syndrome;vasculitis,Approved,MEPOLIZUMAB,hypereosinophilic syndrome;vasculitis
GLRA1,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
GLRB,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
KCNK10,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
