gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
KCNK18,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
KCNK2,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
KCNK3,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
KCNK9,3,OPENER;POSITIVE ALLOSTERIC MODULATOR;POSITIVE MODULATOR,DESFLURANE;ISOFLURANE;SEVOFLURANE,acute myocardial infarction;aorta coarctation;aortic valve disorder;aortic valve insufficiency;aortic valve stenosis;atrial fibrillation;congenital heart disease;coronary artery disorder;heart valve disorder;hypotensive disorder;mitral valve disorder;mitral valve insufficiency,Phase 3,ISOFLURANE;SEVOFLURANE,aortic valve disorder;mitral valve disorder;myocardial infarction
TOP2B,3,INHIBITOR,DEXRAZOXANE;DEXRAZOXANE HYDROCHLORIDE;ETOPOSIDE,Kaposi's sarcoma;adrenal cortex carcinoma;cardiomyopathy;choroid plexus carcinoma;congenital heart disease;myocardial infarction,Approved,DEXRAZOXANE HYDROCHLORIDE,cardiomyopathy
PTGER3,3,AGONIST,DINOPROSTONE;MISOPROSTOL;SEPETAPROST,migraine without aura;ocular hypertension;preeclampsia,Phase 3,MISOPROSTOL;SEPETAPROST,ocular hypertension;preeclampsia
ALDH5A1,3,INHIBITOR,DIVALPROEX SODIUM;VALPROATE SODIUM;VALPROIC ACID,Kaposi's sarcoma;ischemic stroke;migraine disorder;rheumatic heart disease;subarachnoid hemorrhage,Approved,DIVALPROEX SODIUM,migraine disorder
MMP1,3,INHIBITOR,DOXYCYCLINE;MARIMASTAT;REBIMASTAT,AL amyloidosis;Kaposi's sarcoma;ST Elevation Myocardial Infarction;abdominal aortic aneurysm;acute coronary syndrome;aneurysm;arteriovenous hemangioma/malformation;cardiomyopathy;coronary artery disorder;diabetic foot;diabetic retinopathy;epistaxis,Phase 3,DOXYCYCLINE;REBIMASTAT,AL amyloidosis;Kaposi's sarcoma;ST Elevation Myocardial Infarction;acute coronary syndrome;pulmonary hypertension
GAA,3,INHIBITOR;STABILISER,DUVOGLUSTAT;DUVOGLUSTAT HYDROCHLORIDE;VOGLIBOSE,Glycogen storage disease due to acid maltase deficiency;cardiovascular disorder;glycogen storage disease II,Phase 3,DUVOGLUSTAT;VOGLIBOSE,Glycogen storage disease due to acid maltase deficiency;cardiovascular disorder;glycogen storage disease II
TNFRSF17,3,BINDING AGENT,ELRANATAMAB;IDECABTAGENE VICLEUCEL;TECLISTAMAB,AL amyloidosis;cardiovascular disorder;primary systemic amyloidosis;vascular disorder;vascular hemostatic disease,Approved,IDECABTAGENE VICLEUCEL,cardiovascular disorder;vascular disorder;vascular hemostatic disease
CALCA,3,ANTAGONIST;INHIBITOR,EPTINEZUMAB;FREMANEZUMAB;GALCANEZUMAB,migraine disorder,Approved,EPTINEZUMAB;FREMANEZUMAB;GALCANEZUMAB,migraine disorder
CALCB,3,ANTAGONIST;INHIBITOR,EPTINEZUMAB;FREMANEZUMAB;GALCANEZUMAB,migraine disorder,Approved,EPTINEZUMAB;FREMANEZUMAB;GALCANEZUMAB,migraine disorder
DRD1,3,AGONIST;ANTAGONIST,ERGOLOID MESYLATES;FENOLDOPAM;FENOLDOPAM MESYLATE,cardiovascular disorder;essential hypertension;hypertensive disorder;vascular dementia,Approved,ERGOLOID MESYLATES;FENOLDOPAM;FENOLDOPAM MESYLATE,cardiovascular disorder;hypertensive disorder
HRH2,3,AGONIST;ANTAGONIST,FAMOTIDINE;RANITIDINE;TOLAZOLINE,cardiovascular disorder;orthostatic hypotension;pulmonary arterial hypertension;pulmonary hypertension,Approved,TOLAZOLINE,cardiovascular disorder;pulmonary hypertension
ANGPT2,3,INHIBITOR,FARICIMAB;NESVACUMAB;TREBANANIB,angiosarcoma;diabetic macular edema;diabetic retinopathy;non-proliferative diabetic retinopathy;ocular vascular disorder;proliferative diabetic retinopathy;retinal vein occlusion,Approved,FARICIMAB,diabetic macular edema;ocular vascular disorder
TYMS,3,INHIBITOR,FLOXURIDINE;FLUOROURACIL;PEMETREXED,adrenal cortex carcinoma;angiosarcoma;thrombotic disease,Phase 2,FLOXURIDINE;FLUOROURACIL;PEMETREXED,adrenal cortex carcinoma;angiosarcoma;thrombotic disease
RRM1,3,INHIBITOR,GEMCITABINE;GEMCITABINE HYDROCHLORIDE;HYDROXYUREA,adrenal cortex carcinoma;cerebrovascular disorder;pulmonary arterial hypertension;pulmonary hypertension;stroke disorder;venous thromboembolism,Phase 3,HYDROXYUREA,stroke disorder
RRM2,3,INHIBITOR,GEMCITABINE;GEMCITABINE HYDROCHLORIDE;HYDROXYUREA,adrenal cortex carcinoma;cerebrovascular disorder;pulmonary arterial hypertension;pulmonary hypertension;stroke disorder;venous thromboembolism,Phase 3,HYDROXYUREA,stroke disorder
RRM2B,3,INHIBITOR,GEMCITABINE;GEMCITABINE HYDROCHLORIDE;HYDROXYUREA,adrenal cortex carcinoma;cerebrovascular disorder;pulmonary arterial hypertension;pulmonary hypertension;stroke disorder;venous thromboembolism,Phase 3,HYDROXYUREA,stroke disorder
NOS2,3,INHIBITOR,GW-274150;TILARGININE;TILARGININE ACETATE,acute myocardial infarction;cardiovascular disorder;cerebrovascular disorder;congestive heart failure;hypertensive disorder;migraine disorder;myocardial infarction;pulmonary arterial hypertension;pulmonary hypertension,Phase 3,TILARGININE ACETATE,acute myocardial infarction;myocardial infarction
CTLA4,3,INHIBITOR,IPILIMUMAB;TREMELIMUMAB;ZALIFRELIMAB,adrenal cortex carcinoma;angiosarcoma,Phase 2,IPILIMUMAB;TREMELIMUMAB;ZALIFRELIMAB,adrenal cortex carcinoma;angiosarcoma
CRBN,3,INHIBITOR;MODULATOR,LENALIDOMIDE;POMALIDOMIDE;THALIDOMIDE,AL amyloidosis;Kaposi's sarcoma;arteriovenous hemangioma/malformation;epistaxis;hereditary hemorrhagic telangiectasia;portal hypertension;primary systemic amyloidosis;vascular malformation,Phase 3,THALIDOMIDE,portal hypertension;vascular malformation
CUL4A,3,INHIBITOR;MODULATOR,LENALIDOMIDE;POMALIDOMIDE;THALIDOMIDE,AL amyloidosis;Kaposi's sarcoma;arteriovenous hemangioma/malformation;epistaxis;hereditary hemorrhagic telangiectasia;portal hypertension;primary systemic amyloidosis;vascular malformation,Phase 3,THALIDOMIDE,portal hypertension;vascular malformation
DDB1,3,INHIBITOR;MODULATOR,LENALIDOMIDE;POMALIDOMIDE;THALIDOMIDE,AL amyloidosis;Kaposi's sarcoma;arteriovenous hemangioma/malformation;epistaxis;hereditary hemorrhagic telangiectasia;portal hypertension;primary systemic amyloidosis;vascular malformation,Phase 3,THALIDOMIDE,portal hypertension;vascular malformation
RBX1,3,INHIBITOR;MODULATOR,LENALIDOMIDE;POMALIDOMIDE;THALIDOMIDE,AL amyloidosis;Kaposi's sarcoma;arteriovenous hemangioma/malformation;epistaxis;hereditary hemorrhagic telangiectasia;portal hypertension;primary systemic amyloidosis;vascular malformation,Phase 3,THALIDOMIDE,portal hypertension;vascular malformation
SLC10A2,3,INHIBITOR,MARALIXIBAT;MARALIXIBAT CHLORIDE;ODEVIXIBAT,Alagille syndrome,Approved,MARALIXIBAT CHLORIDE;ODEVIXIBAT,Alagille syndrome
CHRNA3,3,ANTAGONIST;NEGATIVE ALLOSTERIC MODULATOR,MECAMYLAMINE;PENTOLINIUM;TRIMETHAPHAN,aneurysm;diabetic macular edema;essential hypertension;hypertensive disorder;hypotensive disorder;malignant hypertension;postural orthostatic tachycardia syndrome,Approved,MECAMYLAMINE;PENTOLINIUM;TRIMETHAPHAN,aneurysm;essential hypertension;hypertensive disorder;hypotensive disorder;malignant hypertension
CHRNB4,3,ANTAGONIST;NEGATIVE ALLOSTERIC MODULATOR,MECAMYLAMINE;PENTOLINIUM;TRIMETHAPHAN,aneurysm;diabetic macular edema;essential hypertension;hypertensive disorder;hypotensive disorder;malignant hypertension;postural orthostatic tachycardia syndrome,Approved,MECAMYLAMINE;PENTOLINIUM;TRIMETHAPHAN,aneurysm;essential hypertension;hypertensive disorder;hypotensive disorder;malignant hypertension
FGFR2,3,AGONIST;INHIBITOR,NINTEDANIB;REGORAFENIB;TRAFERMIN,angiosarcoma;diabetic foot;epistaxis;hereditary hemorrhagic telangiectasia,Phase 3,TRAFERMIN,diabetic foot
BRAF,3,INHIBITOR,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;epithelioid hemangioendothelioma;pulmonary arterial hypertension;thrombotic disease,Phase 2,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE,adrenal cortex carcinoma;angiosarcoma;epithelioid hemangioendothelioma;thrombotic disease
RAF1,3,INHIBITOR,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;epithelioid hemangioendothelioma;pulmonary arterial hypertension;thrombotic disease,Phase 2,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE,adrenal cortex carcinoma;angiosarcoma;epithelioid hemangioendothelioma;thrombotic disease
IL6R,3,ANTAGONIST;INHIBITOR,SARILUMAB;SATRALIZUMAB;TOCILIZUMAB,Behcet disease;Non-ST Elevation Myocardial Infarction;Takayasu arteritis;acute myocardial infarction;aneurysm;coronary artery disorder;diabetic macular edema;granulomatosis with polyangiitis;intracranial subdural hematoma;ischemic stroke;myocardial infarction;pulmonary arterial hypertension,Approved,TOCILIZUMAB,temporal arteritis
GRIK1,3,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE,brain ischemia;essential hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIK2,3,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE,brain ischemia;essential hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIK3,3,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE,brain ischemia;essential hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIK4,3,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE,brain ischemia;essential hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
GRIK5,3,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,SELURAMPANEL;TEZAMPANEL ANHYDROUS;TOPIRAMATE,brain ischemia;essential hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,TOPIRAMATE,migraine disorder
IL6,3,ANTAGONIST;BINDING AGENT;INHIBITOR,SILTUXIMAB;SIRUKUMAB;ZILTIVEKIMAB,acute myocardial infarction;atherosclerosis;cardiovascular disorder;coronary artery disorder;coronary atherosclerosis;heart failure;primary systemic amyloidosis;temporal arteritis,Phase 3,SIRUKUMAB;ZILTIVEKIMAB,acute myocardial infarction;atherosclerosis;coronary artery disorder;coronary atherosclerosis;heart failure;temporal arteritis
ELANE,2,INHIBITOR,.ALPHA.1-PROTEINASE INHIBITOR HUMAN;SIVELESTAT,acute myocardial infarction;ischemic stroke,Phase 2,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,acute myocardial infarction
ITGAV,2,ANTAGONIST;INHIBITOR,ABCIXIMAB;CILENGITIDE,Kaposi's sarcoma;Non-ST Elevation Myocardial Infarction;ST Elevation Myocardial Infarction;acute myocardial infarction;congestive heart failure;intermediate coronary syndrome;intracranial hemorrhage;ischemic stroke;myocardial infarction;myocardial ischemia;peripheral arterial disease,Approved,ABCIXIMAB,intermediate coronary syndrome
CDK4,2,INHIBITOR,ABEMACICLIB;PALBOCICLIB,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma,Phase 2,ABEMACICLIB,Kaposi's sarcoma;adrenal cortex carcinoma
CDK6,2,INHIBITOR,ABEMACICLIB;PALBOCICLIB,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma,Phase 2,ABEMACICLIB,Kaposi's sarcoma;adrenal cortex carcinoma
MGAM,2,INHIBITOR,ACARBOSE;VOGLIBOSE,atherosclerosis;cardiovascular disorder;endothelial dysfunction;orthostatic hypotension;postprandial hypotension,Phase 3,ACARBOSE;VOGLIBOSE,atherosclerosis;cardiovascular disorder;endothelial dysfunction
CA4,2,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,ACETAZOLAMIDE;TOPIRAMATE,Cardiodysrhythmic potassium-sensitive periodic paralysis;brain ischemia;congestive heart failure;essential hypertension;heart failure;hypertensive disorder;intracranial hypertension;migraine disorder;migraine with aura;migraine without aura;ocular hypertension;orthostatic hypotension,Approved,ACETAZOLAMIDE;TOPIRAMATE,congestive heart failure;migraine disorder
PGF,2,INHIBITOR,AFLIBERCEPT;CONBERCEPT,diabetic macular edema;diabetic maculopathy;diabetic retinopathy;macrovascular complications of diabetes;non-proliferative diabetic retinopathy;ocular vascular disorder;proliferative diabetic retinopathy;retinal vasculitis;retinal vein occlusion;retinopathy of prematurity,Approved,AFLIBERCEPT,diabetic macular edema;diabetic retinopathy;macrovascular complications of diabetes;ocular vascular disorder;retinal vein occlusion
RXRA,2,AGONIST,ALITRETINOIN;BEXAROTENE,Kaposi's sarcoma,Approved,ALITRETINOIN,Kaposi's sarcoma
RXRB,2,AGONIST,ALITRETINOIN;BEXAROTENE,Kaposi's sarcoma,Approved,ALITRETINOIN,Kaposi's sarcoma
RXRG,2,AGONIST,ALITRETINOIN;BEXAROTENE,Kaposi's sarcoma,Approved,ALITRETINOIN,Kaposi's sarcoma
PIK3CA,2,INHIBITOR,ALPELISIB;AZD-6482,lymphangioma;lymphatic malformation;thrombotic disease;vascular anomaly;vascular malformation,Phase 3,ALPELISIB,lymphatic malformation
PTGER1,2,AGONIST,ALPROSTADIL;DINOPROSTONE,arteriosclerosis obliterans;cardiovascular disorder;diabetic foot;heart failure;intermittent vascular claudication;migraine without aura;peripheral arterial disease;persistent fetal circulation syndrome;pulmonary hypertension,Approved,ALPROSTADIL,cardiovascular disorder;diabetic foot
PARP1,2,INHIBITOR,AMELPARIB DIHYDROCHLORIDE DIHYDRATE;OLAPARIB,ischemic stroke;pulmonary arterial hypertension,Phase 2,AMELPARIB DIHYDROCHLORIDE DIHYDRATE;OLAPARIB,ischemic stroke;pulmonary arterial hypertension
ALOX5,2,INHIBITOR,ATRELEUTON;SULFASALAZINE,acute coronary syndrome;atherosclerosis;coronary artery disorder;pulmonary arterial hypertension,Phase 2,ATRELEUTON;SULFASALAZINE,acute coronary syndrome;atherosclerosis;pulmonary arterial hypertension
PIK3CD,2,INHIBITOR,AZD-6482;TG100-115,angioedema;myocardial infarction;thrombotic disease,Phase 2,TG100-115,angioedema;myocardial infarction
CXCR4,2,ANTAGONIST;PARTIAL AGONIST,BALIXAFORTIDE;PLERIXAFOR,ST Elevation Myocardial Infarction;diabetic foot;myocardial infarction,Phase 2,BALIXAFORTIDE,ST Elevation Myocardial Infarction;myocardial infarction
CALM1,2,BLOCKER;INHIBITOR,BENZIODARONE;PRENYLAMINE,cardiovascular disorder,Approved,BENZIODARONE;PRENYLAMINE,cardiovascular disorder
NPR2,2,AGONIST;BINDING AGENT,CARPERITIDE;VOSORITIDE,Noonan syndrome;acute myocardial infarction;congestive heart failure,Approved,CARPERITIDE,congestive heart failure
NR1H4,2,AGONIST,CHENODIOL;URSODIOL,atherosclerosis;heart failure,Phase 2,URSODIOL,heart failure
LHCGR,2,AGONIST,"CHORIOGONADOTROPIN ALFA;GONADOTROPIN, CHORIONIC",heart disorder;ischemic stroke,Phase 2,"CHORIOGONADOTROPIN ALFA;GONADOTROPIN, CHORIONIC",ischemic stroke
OPRD1,2,AGONIST;ANTAGONIST,CODEINE PHOSPHATE;NALTREXONE,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome;vasculitis,Approved,CODEINE PHOSPHATE,migraine disorder
COL11A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL11A2,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL15A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL18A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL1A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL1A2,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL24A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL27A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL28A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL2A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL3A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL4A1,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL4A2,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL4A3,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL4A4,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
COL4A5,2,HYDROLYTIC ENZYME;PROTEOLYTIC ENZYME,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM;OCRIPLASMIN,coronary artery disorder;diabetic foot;diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;retinal vein occlusion;stroke disorder,Phase 2,OCRIPLASMIN,diabetic macular edema;ischemic stroke;non-proliferative diabetic retinopathy;stroke disorder
