gene,condition,n_sig,group
CENPE,Stim48hr,0,other
CENPE,Stim8hr,0,other
CENPF,Rest,0,other
CENPF,Stim48hr,0,other
CENPF,Stim8hr,0,other
CENPO,Rest,0,other
CENPO,Stim48hr,0,other
CENPO,Stim8hr,0,other
CENPP,Rest,0,other
CENPP,Stim48hr,0,other
CENPQ,Rest,0,other
CENPQ,Stim48hr,0,other
CENPQ,Stim8hr,0,other
CENPS,Rest,0,other
CENPS,Stim48hr,0,other
CENPS,Stim8hr,0,other
CENPT,Stim8hr,0,other
CENPU,Rest,0,other
CENPU,Stim48hr,0,other
CENPU,Stim8hr,0,other
CENPV,Rest,0,other
CENPV,Stim48hr,0,other
CENPV,Stim8hr,0,other
CENPW,Rest,0,other
CENPW,Stim8hr,0,other
CENPX,Rest,0,other
CENPX,Stim48hr,0,other
CENPX,Stim8hr,0,other
CEP104,Rest,0,other
CEP104,Stim48hr,0,other
CEP104,Stim8hr,0,other
CEP112,Rest,0,other
CEP112,Stim48hr,0,other
CEP112,Stim8hr,0,other
CEP120,Rest,0,other
CEP120,Stim48hr,0,other
CEP120,Stim8hr,0,other
CEP126,Rest,0,other
CEP126,Stim48hr,1,other
CEP126,Stim8hr,0,other
CEP128,Rest,0,other
CEP128,Stim48hr,0,other
CEP128,Stim8hr,0,other
CEP131,Rest,0,other
CEP131,Stim48hr,0,other
CEP131,Stim8hr,0,other
CEP135,Rest,0,other
CEP135,Stim48hr,0,other
CEP135,Stim8hr,0,other
CEP15,Rest,0,other
CEP15,Stim48hr,0,other
CEP15,Stim8hr,0,other
CEP162,Rest,0,other
CEP162,Stim48hr,0,other
CEP162,Stim8hr,0,other
CEP164,Rest,0,other
CEP164,Stim48hr,0,other
CEP164,Stim8hr,0,other
CEP170,Rest,0,other
CEP170,Stim48hr,0,other
CEP170,Stim8hr,1,other
CEP170B,Rest,0,other
CEP170B,Stim48hr,0,other
CEP170B,Stim8hr,0,other
CEP19,Rest,0,other
CEP19,Stim48hr,0,other
CEP19,Stim8hr,0,other
CEP20,Rest,0,other
CEP20,Stim48hr,0,other
CEP20,Stim8hr,0,other
CEP250,Rest,0,other
CEP250,Stim48hr,0,other
CEP250,Stim8hr,0,other
CEP290,Rest,0,other
CEP290,Stim48hr,0,other
CEP290,Stim8hr,0,other
CEP295,Rest,1,other
CEP295,Stim48hr,0,other
CEP295,Stim8hr,0,other
CEP350,Rest,0,other
CEP350,Stim48hr,1,other
CEP350,Stim8hr,1,other
CEP41,Rest,0,other
CEP41,Stim48hr,0,other
CEP41,Stim8hr,0,other
CEP43,Rest,2,other
CEP43,Stim48hr,3,other
CEP43,Stim8hr,0,other
CEP44,Rest,0,other
CEP44,Stim48hr,0,other
CEP44,Stim8hr,0,other
CEP55,Rest,0,other
CEP55,Stim48hr,0,other
CEP55,Stim8hr,0,other
CEP57,Rest,0,other
CEP57,Stim48hr,0,other
CEP57,Stim8hr,0,other
CEP57L1,Rest,0,other
CEP57L1,Stim48hr,0,other
CEP57L1,Stim8hr,0,other
CEP68,Rest,0,other
CEP68,Stim48hr,0,other
CEP68,Stim8hr,0,other
CEP70,Rest,0,other
CEP70,Stim48hr,0,other
CEP70,Stim8hr,0,other
CEP72,Rest,0,other
CEP72,Stim48hr,0,other
CEP72,Stim8hr,0,other
CEP76,Rest,0,other
CEP76,Stim48hr,0,other
CEP76,Stim8hr,0,other
CEP78,Rest,0,other
CEP78,Stim48hr,0,other
CEP78,Stim8hr,0,other
CEP83,Rest,0,other
CEP83,Stim48hr,0,other
CEP83,Stim8hr,0,other
CEP85,Rest,0,other
CEP85,Stim8hr,0,other
CEP85L,Rest,0,other
CEP85L,Stim48hr,0,other
CEP85L,Stim8hr,0,other
CEP89,Rest,0,other
CEP89,Stim48hr,0,other
CEP89,Stim8hr,0,other
CEP95,Rest,0,other
CEP95,Stim48hr,0,other
CEP95,Stim8hr,0,other
CEP97,Rest,0,other
CEP97,Stim48hr,0,other
CEP97,Stim8hr,0,other
CEPT1,Rest,0,other
CEPT1,Stim48hr,0,other
CEPT1,Stim8hr,0,other
CERK,Rest,0,other
CERK,Stim48hr,0,other
CERK,Stim8hr,0,other
CERKL,Rest,0,other
CERKL,Stim48hr,0,other
CERKL,Stim8hr,0,other
CERS2,Rest,0,other
CERS2,Stim48hr,0,other
CERS2,Stim8hr,0,other
CERS4,Rest,0,other
CERS4,Stim48hr,0,other
CERS4,Stim8hr,0,other
CERS5,Rest,0,other
CERS5,Stim48hr,0,other
CERS5,Stim8hr,0,other
CERS6,Rest,0,other
CERS6,Stim48hr,0,other
CERS6,Stim8hr,0,other
CERT1,Rest,0,other
CERT1,Stim48hr,1,other
CERT1,Stim8hr,0,other
CES2,Rest,0,other
CES2,Stim48hr,0,other
CES2,Stim8hr,0,other
CES3,Rest,0,other
CES3,Stim48hr,0,other
CES3,Stim8hr,0,other
CES4A,Rest,0,other
CES4A,Stim48hr,0,other
CES4A,Stim8hr,0,other
CETN2,Rest,0,other
CETN2,Stim48hr,0,other
CETN2,Stim8hr,0,other
CETN3,Rest,0,other
CETN3,Stim48hr,0,other
CETN3,Stim8hr,0,other
CETP,Rest,0,other
CETP,Stim48hr,0,other
CETP,Stim8hr,0,other
CFAP126,Rest,0,other
CFAP126,Stim48hr,0,other
CFAP126,Stim8hr,0,other
CFAP141,Rest,0,other
CFAP141,Stim48hr,0,other
CFAP141,Stim8hr,0,other
CFAP184,Rest,0,other
CFAP184,Stim48hr,0,other
CFAP184,Stim8hr,0,other
CFAP20,Rest,3,other
CFAP20,Stim48hr,4,other
CFAP20,Stim8hr,1,other
CFAP210,Rest,0,other
CFAP210,Stim48hr,0,other
CFAP210,Stim8hr,0,other
CFAP298,Rest,5,other
CFAP298,Stim8hr,6,other
CFAP36,Rest,0,other
CFAP36,Stim48hr,0,other
CFAP36,Stim8hr,0,other
CFAP410,Rest,0,other
CFAP410,Stim48hr,0,other
CFAP410,Stim8hr,0,other
CFAP418,Rest,0,other
CFAP418,Stim48hr,0,other
CFAP418,Stim8hr,0,other
CFAP44,Rest,0,other
CFAP44,Stim48hr,0,other
CFAP44,Stim8hr,0,other
CFAP45,Rest,0,other
CFAP45,Stim48hr,0,other
CFAP45,Stim8hr,0,other
CFAP68,Rest,0,other
CFAP68,Stim48hr,0,other
CFAP68,Stim8hr,0,other
CFAP96,Rest,0,other
CFAP96,Stim48hr,0,other
CFAP96,Stim8hr,0,other
CFAP97,Rest,0,other
CFAP97,Stim48hr,0,other
CFAP97,Stim8hr,0,other
CFD,Rest,0,other
CFD,Stim48hr,0,other
CFD,Stim8hr,0,other
CFH,Rest,0,other
CFH,Stim48hr,0,other
CFH,Stim8hr,0,other
CFL2,Rest,0,other
CFL2,Stim48hr,0,other
CFL2,Stim8hr,0,other
CFP,Rest,0,other
CFP,Stim48hr,0,other
CFP,Stim8hr,0,other
CGAS,Rest,0,other
CGAS,Stim48hr,0,other
CGAS,Stim8hr,0,other
CGGBP1,Rest,0,other
CGGBP1,Stim8hr,0,other
CGREF1,Rest,0,other
CGREF1,Stim48hr,0,other
CGREF1,Stim8hr,0,other
CGRRF1,Rest,0,other
CGRRF1,Stim48hr,0,other
CGRRF1,Stim8hr,0,other
CH25H,Rest,1,other
CH25H,Stim48hr,1,other
CH25H,Stim8hr,0,other
CHAC1,Rest,0,other
CHAC1,Stim48hr,0,other
CHAC1,Stim8hr,0,other
CHAC2,Rest,0,other
CHAC2,Stim48hr,0,other
CHAC2,Stim8hr,0,other
CHAMP1,Rest,0,other
CHAMP1,Stim48hr,0,other
CHAMP1,Stim8hr,0,other
CHCHD1,Rest,0,other
CHCHD1,Stim48hr,0,other
CHCHD1,Stim8hr,0,other
CHCHD10,Rest,0,other
CHCHD10,Stim48hr,0,other
CHCHD10,Stim8hr,0,other
CHCHD2,Rest,0,other
CHCHD2,Stim48hr,0,other
CHCHD2,Stim8hr,0,other
CHCHD5,Rest,0,other
CHCHD5,Stim48hr,0,other
CHCHD5,Stim8hr,0,other
CHCHD6,Rest,0,other
CHCHD6,Stim48hr,0,other
CHCHD6,Stim8hr,0,other
CHCHD7,Rest,0,other
CHCHD7,Stim48hr,0,other
CHCHD7,Stim8hr,0,other
CHD1,Rest,0,other
CHD1,Stim48hr,0,other
CHD1,Stim8hr,0,other
CHD1L,Rest,0,other
CHD1L,Stim48hr,0,other
CHD1L,Stim8hr,0,other
CHD2,Rest,0,other
CHD2,Stim48hr,0,other
CHD2,Stim8hr,0,other
CHD3,Rest,0,other
CHD3,Stim48hr,0,other
CHD3,Stim8hr,0,other
CHD4,Rest,9,other
CHD4,Stim48hr,1,other
CHD4,Stim8hr,13,other
CHD6,Rest,0,other
CHD6,Stim48hr,0,other
CHD6,Stim8hr,0,other
CHD7,Rest,4,other
CHD7,Stim48hr,7,other
CHD7,Stim8hr,11,other
CHD8,Rest,0,other
CHD8,Stim48hr,0,other
CHD8,Stim8hr,1,other
CHD9,Stim48hr,0,other
CHDH,Rest,0,other
CHDH,Stim48hr,1,other
CHDH,Stim8hr,0,other
CHEK2,Rest,5,in_trials
CHEK2,Stim8hr,0,in_trials
CHFR,Rest,0,other
CHFR,Stim48hr,0,other
CHFR,Stim8hr,0,other
CHI3L2,Rest,0,other
CHI3L2,Stim48hr,0,other
CHI3L2,Stim8hr,0,other
CHIC1,Rest,0,other
CHIC1,Stim48hr,0,other
CHIC1,Stim8hr,0,other
CHIC2,Rest,0,other
CHIC2,Stim48hr,0,other
CHIC2,Stim8hr,0,other
CHID1,Rest,0,other
CHID1,Stim48hr,0,other
CHID1,Stim8hr,0,other
CHIT1,Rest,0,other
CHIT1,Stim48hr,0,other
CHIT1,Stim8hr,0,other
CHKA,Rest,0,other
CHKA,Stim48hr,0,other
CHKA,Stim8hr,0,other
CHKB,Rest,0,other
CHKB,Stim48hr,0,other
CHKB,Stim8hr,0,other
CHLSN,Rest,0,other
CHLSN,Stim48hr,0,other
CHLSN,Stim8hr,0,other
CHM,Rest,0,other
CHM,Stim48hr,0,other
CHM,Stim8hr,0,other
CHML,Rest,0,other
CHML,Stim48hr,0,other
CHML,Stim8hr,0,other
CHMP1A,Rest,0,other
CHMP1A,Stim48hr,0,other
CHMP1A,Stim8hr,0,other
CHMP1B,Rest,0,other
CHMP1B,Stim48hr,0,other
CHMP1B,Stim8hr,0,other
CHMP2B,Rest,0,other
CHMP2B,Stim48hr,0,other
CHMP2B,Stim8hr,0,other
CHMP4A,Rest,0,other
CHMP4A,Stim48hr,0,other
CHMP4A,Stim8hr,0,other
CHMP4B,Rest,0,other
CHMP4B,Stim48hr,0,other
CHMP4B,Stim8hr,0,other
CHMP7,Rest,0,other
CHMP7,Stim48hr,0,other
CHMP7,Stim8hr,0,other
CHN1,Rest,0,other
CHN1,Stim48hr,0,other
CHN1,Stim8hr,0,other
CHN2,Rest,0,other
CHN2,Stim48hr,0,other
CHN2,Stim8hr,0,other
CHORDC1,Rest,0,other
CHORDC1,Stim48hr,1,other
CHORDC1,Stim8hr,0,other
CHP1,Rest,0,other
CHP1,Stim48hr,0,other
CHP1,Stim8hr,0,other
CHPF,Rest,0,other
CHPF,Stim48hr,0,other
CHPF,Stim8hr,0,other
CHPF2,Rest,0,other
CHPF2,Stim48hr,0,other
CHPF2,Stim8hr,0,other
CHPT1,Rest,0,other
CHPT1,Stim48hr,0,other
CHPT1,Stim8hr,0,other
CHRAC1,Rest,0,other
CHRAC1,Stim48hr,0,other
CHRAC1,Stim8hr,0,other
CHRM4,Rest,0,other
CHRM4,Stim48hr,0,other
CHRM4,Stim8hr,0,other
CHRNA1,Rest,0,other
CHRNA1,Stim48hr,0,other
CHRNA1,Stim8hr,0,other
CHRNA10,Rest,0,other
CHRNA10,Stim48hr,0,other
CHRNA10,Stim8hr,0,other
CHRNA5,Rest,0,other
CHRNA5,Stim48hr,0,other
CHRNA5,Stim8hr,0,other
CHRNA6,Rest,0,other
CHRNA6,Stim48hr,0,other
CHRNA6,Stim8hr,0,other
CHRNB1,Rest,0,other
CHRNB1,Stim48hr,0,other
CHRNB1,Stim8hr,0,other
CHRNE,Rest,0,other
CHRNE,Stim48hr,0,other
CHRNE,Stim8hr,0,other
CHST10,Rest,0,other
CHST10,Stim48hr,0,other
CHST10,Stim8hr,0,other
CHST11,Rest,0,other
CHST11,Stim48hr,0,other
CHST11,Stim8hr,0,other
CHST12,Rest,0,other
CHST12,Stim48hr,0,other
CHST12,Stim8hr,0,other
CHST14,Rest,0,other
CHST14,Stim48hr,0,other
CHST14,Stim8hr,0,other
CHST15,Rest,0,other
CHST15,Stim48hr,0,other
CHST15,Stim8hr,0,other
CHST2,Rest,0,other
CHST2,Stim48hr,0,other
CHST2,Stim8hr,0,other
CHST7,Rest,0,other
CHST7,Stim48hr,0,other
CHST7,Stim8hr,0,other
CHSY1,Rest,0,other
CHSY1,Stim48hr,0,other
CHSY1,Stim8hr,0,other
CHTF18,Rest,0,other
CHTF18,Stim48hr,4,other
CHTF18,Stim8hr,0,other
CHTOP,Rest,0,other
CHTOP,Stim48hr,0,other
CHTOP,Stim8hr,0,other
CHUK,Rest,1,other
CHUK,Stim48hr,0,other
CHUK,Stim8hr,0,other
CHURC1,Rest,2,other
CHURC1,Stim48hr,0,other
CHURC1,Stim8hr,0,other
CIAO1,Rest,0,other
CIAO1,Stim48hr,0,other
CIAO1,Stim8hr,0,other
CIAO2A,Rest,0,other
CIAO2A,Stim48hr,0,other
CIAO2A,Stim8hr,0,other
CIAPIN1,Rest,0,other
CIART,Rest,0,other
CIART,Stim48hr,0,other
CIART,Stim8hr,0,other
CIB1,Rest,0,other
CIB1,Stim48hr,0,other
CIB1,Stim8hr,0,other
CIB2,Rest,1,other
CIB2,Stim8hr,0,other
CIBAR1,Rest,0,other
CIBAR1,Stim48hr,0,other
CIBAR1,Stim8hr,0,other
CIC,Rest,0,other
CIC,Stim48hr,0,other
CIC,Stim8hr,0,other
CIDEB,Rest,0,other
CIDEB,Stim48hr,0,other
CIDEB,Stim8hr,0,other
CIITA,Rest,0,other
CIITA,Stim48hr,0,other
CIITA,Stim8hr,0,other
CILK1,Rest,0,other
CILK1,Stim48hr,0,other
CILK1,Stim8hr,1,other
CIMAP1B,Rest,0,other
CIMAP1B,Stim48hr,0,other
CIMAP1B,Stim8hr,0,other
CIMIP5,Rest,0,other
CIMIP5,Stim48hr,0,other
CIMIP5,Stim8hr,0,other
CIP2A,Stim48hr,1,other
CIP2A,Stim8hr,0,other
CIPC,Rest,0,other
CIPC,Stim48hr,0,other
CIPC,Stim8hr,0,other
CIRBP,Rest,0,other
CIRBP,Stim48hr,0,other
CIRBP,Stim8hr,0,other
CIRSR,Rest,0,other
CIRSR,Stim48hr,0,other
CIRSR,Stim8hr,0,other
CISD1,Rest,0,other
CISD1,Stim48hr,0,other
CISD1,Stim8hr,3,other
CISD2,Rest,0,other
CISD2,Stim48hr,0,other
CISD2,Stim8hr,0,other
CISD3,Rest,0,other
CISD3,Stim48hr,0,other
CISD3,Stim8hr,0,other
CISH,Rest,0,other
CISH,Stim48hr,0,other
CISH,Stim8hr,0,other
CIT,Rest,0,other
CIT,Stim48hr,0,other
CIT,Stim8hr,0,other
CITED2,Rest,0,other
CITED2,Stim48hr,0,other
CITED2,Stim8hr,0,other
CITED4,Rest,0,other
CITED4,Stim48hr,0,other
CITED4,Stim8hr,0,other
CIZ1,Rest,0,other
CIZ1,Stim48hr,0,other
CIZ1,Stim8hr,0,other
CKAP2,Rest,1,other
CKAP2,Stim48hr,0,other
CKAP2,Stim8hr,2,other
CKAP2L,Rest,0,other
CKAP2L,Stim48hr,0,other
CKAP2L,Stim8hr,0,other
CKAP4,Rest,0,other
CKAP4,Stim48hr,0,other
CKAP4,Stim8hr,0,other
CKB,Rest,0,other
CKB,Stim48hr,0,other
CKB,Stim8hr,0,other
CKLF-CMTM1,Rest,0,other
CKLF-CMTM1,Stim48hr,0,other
CKLF-CMTM1,Stim8hr,0,other
CKS1B,Rest,3,other
CKS1B,Stim48hr,0,other
CKS1B,Stim8hr,0,other
CKS2,Rest,0,other
CKS2,Stim48hr,0,other
CKS2,Stim8hr,0,other
CLASP1,Rest,0,other
CLASP1,Stim48hr,0,other
CLASP1,Stim8hr,0,other
CLASP2,Rest,1,other
CLASP2,Stim48hr,0,other
CLASP2,Stim8hr,0,other
CLASRP,Rest,0,other
CLASRP,Stim48hr,3,other
CLASRP,Stim8hr,0,other
CLBA1,Rest,0,other
CLBA1,Stim48hr,0,other
CLBA1,Stim8hr,0,other
CLC,Rest,0,other
CLC,Stim48hr,0,other
CLC,Stim8hr,0,other
CLCA1,Rest,0,other
CLCA1,Stim48hr,0,other
CLCA1,Stim8hr,0,other
CLCC1,Rest,1,other
CLCC1,Stim48hr,3,other
CLCC1,Stim8hr,0,other
CLCF1,Rest,0,other
CLCF1,Stim48hr,0,other
CLCF1,Stim8hr,0,other
CLCN2,Rest,0,other
CLCN2,Stim48hr,0,other
CLCN2,Stim8hr,0,other
CLCN3,Rest,0,other
CLCN3,Stim48hr,0,other
CLCN3,Stim8hr,0,other
CLCN5,Rest,0,other
CLCN5,Stim48hr,0,other
CLCN5,Stim8hr,0,other
CLCN6,Rest,0,other
CLCN6,Stim48hr,0,other
CLCN6,Stim8hr,0,other
CLCN7,Stim48hr,0,other
CLCN7,Stim8hr,0,other
CLDN1,Rest,0,other
CLDN1,Stim48hr,0,other
CLDN1,Stim8hr,0,other
CLDN15,Rest,0,other
CLDN15,Stim48hr,0,other
CLDN15,Stim8hr,0,other
CLDN20,Rest,0,other
CLDN20,Stim48hr,0,other
CLDN20,Stim8hr,0,other
CLDN3,Rest,0,other
CLDN3,Stim48hr,0,other
CLDN3,Stim8hr,0,other
CLDN4,Rest,0,other
CLDN4,Stim48hr,0,other
CLDN4,Stim8hr,0,other
CLDN5,Rest,0,other
CLDN5,Stim48hr,0,other
CLDN5,Stim8hr,0,other
CLDN7,Rest,0,other
CLDN7,Stim48hr,0,other
CLDN7,Stim8hr,0,other
CLDND1,Rest,0,other
CLDND1,Stim48hr,0,other
CLDND1,Stim8hr,0,other
CLDND2,Rest,0,other
CLDND2,Stim48hr,0,other
CLDND2,Stim8hr,0,other
CLEC11A,Rest,0,other
CLEC11A,Stim48hr,0,other
CLEC11A,Stim8hr,0,other
CLEC12A,Rest,0,other
CLEC12A,Stim48hr,0,other
CLEC12A,Stim8hr,0,other
CLEC16A,Rest,0,other
CLEC16A,Stim48hr,0,other
CLEC16A,Stim8hr,0,other
CLEC2B,Rest,0,other
CLEC2B,Stim48hr,0,other
CLEC2B,Stim8hr,0,other
CLEC2D,Rest,0,other
CLEC2D,Stim48hr,0,other
CLEC2D,Stim8hr,0,other
CLEC4E,Rest,0,other
CLEC4E,Stim48hr,0,other
CLEC4E,Stim8hr,0,other
CLEC7A,Rest,0,other
CLEC7A,Stim48hr,0,other
CLEC7A,Stim8hr,0,other
CLHC1,Rest,0,other
CLHC1,Stim48hr,0,other
CLHC1,Stim8hr,0,other
CLIC1,Rest,0,other
CLIC1,Stim48hr,0,other
CLIC1,Stim8hr,0,other
CLIC2,Rest,0,other
CLIC2,Stim48hr,0,other
CLIC2,Stim8hr,0,other
CLIC3,Rest,0,other
CLIC3,Stim48hr,0,other
CLIC3,Stim8hr,0,other
CLIC4,Rest,0,other
CLIC4,Stim48hr,0,other
CLIC4,Stim8hr,0,other
CLIC5,Rest,0,other
CLIC5,Stim48hr,0,other
CLIC5,Stim8hr,0,other
CLINT1,Rest,0,other
CLINT1,Stim48hr,0,other
CLINT1,Stim8hr,0,other
CLIP1,Rest,0,other
CLIP1,Stim48hr,0,other
CLIP1,Stim8hr,0,other
CLIP2,Rest,0,other
CLIP2,Stim48hr,0,other
CLIP2,Stim8hr,0,other
CLIP3,Rest,0,other
CLIP3,Stim48hr,0,other
CLIP3,Stim8hr,0,other
CLIP4,Rest,0,other
CLIP4,Stim48hr,0,other
CLIP4,Stim8hr,0,other
CLK1,Rest,0,other
CLK1,Stim48hr,0,other
CLK1,Stim8hr,0,other
CLK2,Rest,0,other
CLK2,Stim48hr,0,other
CLK2,Stim8hr,0,other
CLK3,Rest,0,other
CLK3,Stim48hr,0,other
CLK3,Stim8hr,0,other
CLK4,Rest,0,other
CLK4,Stim48hr,0,other
CLK4,Stim8hr,0,other
CLMB,Rest,0,other
CLMB,Stim48hr,0,other
CLMB,Stim8hr,0,other
CLMP,Rest,0,other
CLMP,Stim48hr,0,other
CLMP,Stim8hr,0,other
CLN3,Rest,0,other
CLN3,Stim48hr,0,other
CLN3,Stim8hr,0,other
CLN5,Rest,0,other
CLN5,Stim48hr,0,other
CLN5,Stim8hr,0,other
CLN6,Rest,0,other
CLN6,Stim48hr,0,other
CLN6,Stim8hr,0,other
CLN8,Rest,0,other
CLN8,Stim48hr,0,other
CLN8,Stim8hr,0,other
CLNK,Rest,0,other
CLNK,Stim48hr,0,other
CLNK,Stim8hr,0,other
CLOCK,Rest,0,other
CLOCK,Stim48hr,0,other
CLOCK,Stim8hr,0,other
CLP1,Rest,0,other
CLP1,Stim48hr,0,other
CLP1,Stim8hr,0,other
CLPB,Rest,0,other
CLPB,Stim48hr,3,other
CLPB,Stim8hr,0,other
CLPP,Rest,0,other
CLPP,Stim48hr,0,other
CLPP,Stim8hr,0,other
CLPTM1,Rest,0,other
CLPTM1,Stim48hr,0,other
CLPTM1,Stim8hr,0,other
CLPTM1L,Rest,0,other
CLPTM1L,Stim48hr,0,other
CLPTM1L,Stim8hr,0,other
CLPX,Rest,0,other
CLPX,Stim48hr,0,other
CLPX,Stim8hr,0,other
CLSTN1,Rest,0,other
CLSTN1,Stim8hr,0,other
CLSTN3,Rest,0,other
CLSTN3,Stim48hr,0,other
CLSTN3,Stim8hr,0,other
CLTA,Rest,0,other
CLTA,Stim48hr,0,other
CLTA,Stim8hr,0,other
CLTB,Rest,0,other
CLTB,Stim48hr,0,other
CLTB,Stim8hr,0,other
CLU,Rest,0,other
CLU,Stim48hr,0,other
CLU,Stim8hr,0,other
CLUH,Rest,0,other
CLUH,Stim48hr,0,other
CLUH,Stim8hr,0,other
CLYBL,Rest,0,other
CLYBL,Stim48hr,0,other
CLYBL,Stim8hr,0,other
CMAS,Rest,0,other
CMAS,Stim48hr,0,other
CMAS,Stim8hr,0,other
CMC1,Rest,0,other
CMC1,Stim48hr,0,other
CMC1,Stim8hr,0,other
CMC2,Rest,0,other
CMC2,Stim48hr,0,other
CMC2,Stim8hr,0,other
CMIP,Rest,0,other
CMIP,Stim48hr,0,other
CMIP,Stim8hr,0,other
CMKLR1,Rest,0,other
CMKLR1,Stim48hr,0,other
CMKLR1,Stim8hr,0,other
CMPK2,Rest,0,other
CMPK2,Stim48hr,0,other
CMPK2,Stim8hr,0,other
CMSS1,Rest,0,other
CMSS1,Stim48hr,0,other
CMSS1,Stim8hr,0,other
CMTM1,Rest,0,other
CMTM1,Stim48hr,0,other
CMTM1,Stim8hr,0,other
CMTM2,Rest,0,other
CMTM2,Stim48hr,0,other
CMTM2,Stim8hr,0,other
CMTM3,Rest,0,other
CMTM3,Stim48hr,0,other
CMTM3,Stim8hr,0,other
CMTM5,Rest,0,other
CMTM5,Stim48hr,0,other
CMTM5,Stim8hr,0,other
CMTM6,Rest,0,other
CMTM6,Stim48hr,0,other
CMTM6,Stim8hr,0,other
CMTM7,Rest,1,other
CMTM7,Stim48hr,2,other
CMTM7,Stim8hr,0,other
CMTM8,Rest,0,other
CMTM8,Stim48hr,0,other
CMTM8,Stim8hr,0,other
CMTR1,Rest,0,other
CMTR1,Stim48hr,0,other
CMTR1,Stim8hr,0,other
CMTR2,Rest,0,other
CMTR2,Stim48hr,2,other
CMTR2,Stim8hr,8,other
CNBD2,Rest,0,other
CNBD2,Stim48hr,0,other
CNBD2,Stim8hr,0,other
CNBP,Rest,0,other
CNBP,Stim48hr,0,other
CNBP,Stim8hr,0,other
CNDP2,Rest,0,other
CNDP2,Stim48hr,0,other
CNDP2,Stim8hr,0,other
CNEP1R1,Rest,0,other
CNEP1R1,Stim48hr,0,other
CNEP1R1,Stim8hr,0,other
CNIH1,Rest,0,other
CNIH1,Stim48hr,0,other
CNIH1,Stim8hr,0,other
CNIH2,Rest,0,other
CNIH2,Stim48hr,0,other
CNIH2,Stim8hr,0,other
CNIH4,Rest,0,other
CNIH4,Stim48hr,0,other
CNIH4,Stim8hr,2,other
CNKSR1,Rest,0,other
CNKSR1,Stim48hr,0,other
CNKSR1,Stim8hr,0,other
CNKSR2,Rest,0,other
CNKSR2,Stim48hr,0,other
CNKSR2,Stim8hr,0,other
CNKSR3,Rest,0,other
CNKSR3,Stim48hr,0,other
CNKSR3,Stim8hr,0,other
CNN2,Rest,0,other
CNN2,Stim48hr,0,other
CNN2,Stim8hr,0,other
CNN3,Rest,0,other
CNN3,Stim48hr,0,other
CNN3,Stim8hr,0,other
CNNM2,Rest,0,other
CNNM2,Stim48hr,0,other
CNNM2,Stim8hr,0,other
CNNM3,Rest,0,other
CNNM3,Stim48hr,1,other
CNNM3,Stim8hr,0,other
CNNM4,Rest,0,other
CNNM4,Stim48hr,0,other
CNNM4,Stim8hr,0,other
CNOT10,Rest,0,other
CNOT10,Stim48hr,0,other
CNOT10,Stim8hr,0,other
CNOT11,Rest,2,other
CNOT11,Stim48hr,2,other
CNOT11,Stim8hr,5,other
CNOT12,Rest,0,other
CNOT12,Stim48hr,0,other
CNOT12,Stim8hr,0,other
CNOT2,Rest,0,other
CNOT2,Stim48hr,0,other
CNOT2,Stim8hr,0,other
CNOT4,Rest,1,other
CNOT4,Stim48hr,0,other
CNOT4,Stim8hr,0,other
CNOT6,Rest,0,other
CNOT6,Stim48hr,0,other
CNOT6,Stim8hr,0,other
CNOT6L,Rest,0,other
CNOT6L,Stim48hr,0,other
CNOT6L,Stim8hr,0,other
CNOT7,Rest,0,other
CNOT7,Stim48hr,0,other
CNOT7,Stim8hr,0,other
CNOT8,Rest,0,other
CNOT8,Stim48hr,0,other
CNOT8,Stim8hr,0,other
CNOT9,Rest,0,other
CNOT9,Stim48hr,0,other
CNOT9,Stim8hr,1,other
CNP,Rest,0,other
CNP,Stim48hr,0,other
CNP,Stim8hr,0,other
CNPPD1,Rest,0,other
CNPPD1,Stim48hr,0,other
CNPPD1,Stim8hr,0,other
CNPY2,Rest,0,other
CNPY2,Stim48hr,0,other
CNPY2,Stim8hr,0,other
CNPY3,Rest,0,other
CNPY3,Stim48hr,0,other
CNPY3,Stim8hr,0,other
CNPY4,Rest,0,other
CNPY4,Stim48hr,0,other
CNPY4,Stim8hr,0,other
CNST,Rest,0,other
CNST,Stim48hr,0,other
CNST,Stim8hr,0,other
CNTD1,Rest,0,other
CNTD1,Stim48hr,0,other
CNTD1,Stim8hr,0,other
CNTF,Rest,0,other
CNTF,Stim48hr,0,other
CNTF,Stim8hr,0,other
CNTNAP1,Rest,0,other
CNTNAP1,Stim48hr,0,other
CNTNAP1,Stim8hr,0,other
CNTRL,Rest,0,other
CNTRL,Stim48hr,0,other
CNTRL,Stim8hr,0,other
CNTROB,Rest,0,other
CNTROB,Stim48hr,0,other
CNTROB,Stim8hr,0,other
COA1,Rest,0,other
COA1,Stim48hr,0,other
COA1,Stim8hr,0,other
COA3,Rest,0,other
COA3,Stim48hr,0,other
COA3,Stim8hr,0,other
COA4,Rest,0,other
COA4,Stim48hr,0,other
COA4,Stim8hr,0,other
COA5,Rest,0,other
COA5,Stim48hr,0,other
COA5,Stim8hr,0,other
COA6,Rest,0,other
COA6,Stim48hr,1,other
COA6,Stim8hr,0,other
COA7,Rest,0,other
COA7,Stim48hr,2,other
COA7,Stim8hr,0,other
COA8,Rest,0,other
COA8,Stim48hr,0,other
COA8,Stim8hr,0,other
COASY,Rest,5,other
COASY,Stim48hr,3,other
