gene,kNN_max_score,nearest_immune_target,drug_name,immune_indications,is_approved_target,n_downstream_z3,culture_condition
COIL,0.2074405550956726,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,56,Stim48hr
NDUFC2,0.2073891758918762,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB PHOSPHATE; UMBRALISIB; UMBRALISIB TOSYLATE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Sjogren syndrome; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute myeloid leukemia; adult T-cell leukemia/lymphoma; allergic rhinitis; autoimmune hemolytic anemia; autoimmune lymphoproliferative syndrome,False,64,Stim48hr
EPS15,0.2073477804660797,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,24,Stim48hr
CCDC91,0.2072819322347641,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,31,Stim48hr
MOCS2,0.2072383314371109,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,8,Stim48hr
SH3TC1,0.2072273790836334,IMPDH2,MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Fanconi anemia; GATA2 deficiency with susceptibility to MDS/AML; Graves disease; Henoch-Schoenlein purpura; Langerhans cell histiocytosis; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,20,Stim48hr
TTLL12,0.2071536481380462,CD3G,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; Waldenstrom macroglobulinemia; acute leukemia of ambiguous lineage; acute myeloid leukemia,False,29,Stim48hr
HIBCH,0.2071496844291687,AHR,TAPINAROF,atopic eczema; cutaneous lupus erythematosus; psoriasis; psoriasis vulgaris,False,28,Stim48hr
TMED8,0.2071036994457245,ITGB2,EFALIZUMAB,Sjogren syndrome; atopic conjunctivitis; atopic eczema; discoid lupus erythematosus; graft versus host disease; psoriasis; psoriasis vulgaris; psoriatic arthritis; rheumatoid arthritis; type 1 diabetes mellitus,False,28,Stim48hr
SLC25A28,0.2070988267660141,IMPDH2,MYCOPHENOLATE SODIUM; MYCOPHENOLIC ACID; THIOGUANINE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Fanconi anemia; GATA2 deficiency with susceptibility to MDS/AML; Graves disease; Henoch-Schoenlein purpura; Langerhans cell histiocytosis; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,191,Stim48hr
LSM14A,0.2070790976285934,CD3E,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB; TEPLIZUMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Graves ophthalmopathy; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; T-cell large granular lymphocyte leukemia; T-cell prolymphocytic leukemia,False,195,Stim48hr
AMD1,0.2070626318454742,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,344,Stim48hr
PEBP1,0.2070536762475967,SIGMAR1,DEXTROMETHORPHAN HYDROBROMIDE,acute myeloid leukemia; allergic disease; multiple sclerosis; rheumatoid arthritis; seasonal allergic rhinitis,False,51,Stim48hr
TLR6,0.2069670408964157,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,20,Stim48hr
SERINC5,0.2069509327411651,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,102,Stim48hr
TMED5,0.2069045305252075,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,27,Stim48hr
FKTN,0.206902340054512,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,False,8,Stim48hr
DBT,0.2068999409675598,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,28,Stim48hr
GOPC,0.2068878412246704,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,29,Stim48hr
CHD4,0.2068153619766235,HDAC1,PANOBINOSTAT; PANOBINOSTAT LACTATE,"B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Niemann-Pick disease, type C1; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute monocytic leukemia",False,362,Stim48hr
PSMB8,0.2067807614803314,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,True,94,Stim48hr
CCR4,0.2067804187536239,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,True,39,Stim48hr
ACAP3,0.2067535519599914,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB PHOSPHATE; UMBRALISIB; UMBRALISIB TOSYLATE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Sjogren syndrome; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute myeloid leukemia; adult T-cell leukemia/lymphoma; allergic rhinitis; autoimmune hemolytic anemia; autoimmune lymphoproliferative syndrome,False,20,Stim48hr
TXLNA,0.2067471593618393,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,False,60,Stim48hr
MTERF4,0.2066728621721267,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,59,Stim48hr
GPATCH8,0.2066500782966613,CD3G,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; Waldenstrom macroglobulinemia; acute leukemia of ambiguous lineage; acute myeloid leukemia,False,237,Stim48hr
TM9SF2,0.206598162651062,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,111,Stim48hr
PLA2G6,0.206541359424591,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,59,Stim48hr
APOO,0.2064753323793411,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,17,Stim48hr
ZNF891,0.2064444869756698,IDH2,ENASIDENIB MESYLATE,acute myeloid leukemia; acute myeloid leukemia by FAB classification; chronic myelomonocytic leukemia; myelofibrosis; myeloid leukemia; myeloproliferative neoplasm; plasma cell myeloma,False,49,Stim48hr
ADAP1,0.2063932716846466,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,25,Stim48hr
CD276,0.2063931226730346,ITGA4,NATALIZUMAB; VEDOLIZUMAB,Crohn disease; acute graft versus host disease; colitis; graft versus host disease; inflammatory bowel disease; multiple sclerosis; plasma cell myeloma; relapsing-remitting multiple sclerosis; rheumatoid arthritis; type 1 diabetes mellitus; ulcerative colitis,False,30,Stim48hr
SLC19A1,0.2063887268304824,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,7,Stim48hr
RELT,0.2063861042261123,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,111,Stim48hr
PLEKHO1,0.2062771469354629,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,False,13,Stim48hr
MTMR4,0.2062699347734451,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,False,43,Stim48hr
TSC22D3,0.2062523066997528,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,34,Stim48hr
ERMARD,0.2062339782714843,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,93,Stim48hr
TIMM10B,0.2061679810285568,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,15,Stim48hr
ELP4,0.2060982882976532,CUL4A,LENALIDOMIDE; POMALIDOMIDE; THALIDOMIDE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Castleman disease; Crohn disease; Erdheim-Chester disease; HIV wasting syndrome; Langerhans cell histiocytosis; MALT lymphoma; POEMS syndrome; Sjogren syndrome; T-cell acute lymphoblastic leukemia,False,144,Stim48hr
PUSL1,0.206092357635498,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB PHOSPHATE; UMBRALISIB; UMBRALISIB TOSYLATE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Sjogren syndrome; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute myeloid leukemia; adult T-cell leukemia/lymphoma; allergic rhinitis; autoimmune hemolytic anemia; autoimmune lymphoproliferative syndrome,False,32,Stim48hr
SMG8,0.2060407102108001,CD3E,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB; TEPLIZUMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Graves ophthalmopathy; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; T-cell large granular lymphocyte leukemia; T-cell prolymphocytic leukemia,False,439,Stim48hr
LMBR1,0.2060094773769378,IDH2,ENASIDENIB MESYLATE,acute myeloid leukemia; acute myeloid leukemia by FAB classification; chronic myelomonocytic leukemia; myelofibrosis; myeloid leukemia; myeloproliferative neoplasm; plasma cell myeloma,False,19,Stim48hr
ELAPOR1,0.2059672474861145,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,57,Stim48hr
SINHCAF,0.2059644758701324,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,339,Stim48hr
GPAM,0.205874502658844,PRKCA,MIDOSTAURIN,"B-cell chronic lymphocytic leukemia; acute myeloid leukemia; acute myeloid leukemia by FAB classification; aggressive systemic mastocytosis; chronic myelogenous leukemia, BCR-ABL1 positive; diffuse large B-cell lymphoma; juvenile myelomonocytic leukemia; mast cell leukemia; mast cell sarcoma; mastocytosis; myeloid leukemia; myeloid sarcoma",False,14,Stim48hr
ANKEF1,0.2058601826429367,AHR,TAPINAROF,atopic eczema; cutaneous lupus erythematosus; psoriasis; psoriasis vulgaris,False,31,Stim48hr
DHX58,0.2057517170906067,PRKCA,MIDOSTAURIN,"B-cell chronic lymphocytic leukemia; acute myeloid leukemia; acute myeloid leukemia by FAB classification; aggressive systemic mastocytosis; chronic myelogenous leukemia, BCR-ABL1 positive; diffuse large B-cell lymphoma; juvenile myelomonocytic leukemia; mast cell leukemia; mast cell sarcoma; mastocytosis; myeloid leukemia; myeloid sarcoma",False,21,Stim48hr
GALNT3,0.2057388424873352,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,39,Stim48hr
MTCH1,0.2056862562894821,KEAP1,DIMETHYL FUMARATE; DIROXIMEL FUMARATE; MONOMETHYL FUMARATE,B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; immune system disorder; mixed connective tissue disease; multiple sclerosis; psoriasis; psoriatic arthritis; relapsing-remitting multiple sclerosis; rheumatoid arthritis; type 1 diabetes mellitus,False,62,Stim48hr
SRP68,0.2056741863489151,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,False,38,Stim48hr
HDAC4,0.2056740522384643,RXRB,ACITRETIN; ETRETINATE,acute myeloid leukemia; cutaneous lupus erythematosus; hand eczema; palmoplantar pustulosis; psoriasis; psoriasis vulgaris; psoriatic arthritis; vitiligo,True,20,Stim48hr
EIF4EBP2,0.2056647688150406,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,15,Stim48hr
DIAPH2,0.2056303769350052,IL2RB,BASILIXIMAB; DACLIZUMAB,AIDS; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Crohn disease; Henoch-Schoenlein purpura; Sjogren syndrome; T-cell acute lymphoblastic leukemia; T-cell large granular lymphocyte leukemia; T-cell leukemia; Wiskott-Aldrich syndrome; acute graft versus host disease; acute myeloid leukemia,False,30,Stim48hr
ZNF770,0.205561414361,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,27,Stim48hr
TBL2,0.2054888606071472,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,26,Stim48hr
NT5M,0.2054464519023895,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB PHOSPHATE; UMBRALISIB; UMBRALISIB TOSYLATE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Sjogren syndrome; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute myeloid leukemia; adult T-cell leukemia/lymphoma; allergic rhinitis; autoimmune hemolytic anemia; autoimmune lymphoproliferative syndrome,False,28,Stim48hr
BAD,0.2053885459899902,PRKCA,MIDOSTAURIN,"B-cell chronic lymphocytic leukemia; acute myeloid leukemia; acute myeloid leukemia by FAB classification; aggressive systemic mastocytosis; chronic myelogenous leukemia, BCR-ABL1 positive; diffuse large B-cell lymphoma; juvenile myelomonocytic leukemia; mast cell leukemia; mast cell sarcoma; mastocytosis; myeloid leukemia; myeloid sarcoma",False,23,Stim48hr
ALKBH7,0.2053284794092178,IL2RB,BASILIXIMAB; DACLIZUMAB,AIDS; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Crohn disease; Henoch-Schoenlein purpura; Sjogren syndrome; T-cell acute lymphoblastic leukemia; T-cell large granular lymphocyte leukemia; T-cell leukemia; Wiskott-Aldrich syndrome; acute graft versus host disease; acute myeloid leukemia,False,46,Stim48hr
ARMC10,0.205324187874794,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,23,Stim48hr
CRLF3,0.2052691280841827,PIK3CD,COPANLISIB; COPANLISIB HYDROCHLORIDE; DUVELISIB; DUVELISIB MONOHYDRATE; IDELALISIB; LENIOLISIB PHOSPHATE; UMBRALISIB; UMBRALISIB TOSYLATE,B-cell acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Sjogren syndrome; Waldenstrom macroglobulinemia; acquired polycythemia vera; acute myeloid leukemia; adult T-cell leukemia/lymphoma; allergic rhinitis; autoimmune hemolytic anemia; autoimmune lymphoproliferative syndrome,False,49,Stim48hr
PTRH1,0.2052622586488723,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,58,Stim48hr
DGKE,0.2052473574876785,INSR,INSULIN DETEMIR; INSULIN GLARGINE,Burkitt lymphoma; Sjogren syndrome; latent autoimmune diabetes in adults; multiple sclerosis; pemphigus vulgaris; plasma cell myeloma; rheumatoid arthritis; type 1 diabetes mellitus,False,27,Stim48hr
APPL2,0.2051995545625686,IDH2,ENASIDENIB MESYLATE,acute myeloid leukemia; acute myeloid leukemia by FAB classification; chronic myelomonocytic leukemia; myelofibrosis; myeloid leukemia; myeloproliferative neoplasm; plasma cell myeloma,False,38,Stim48hr
GRAP,0.2051893472671508,PRKCA,MIDOSTAURIN,"B-cell chronic lymphocytic leukemia; acute myeloid leukemia; acute myeloid leukemia by FAB classification; aggressive systemic mastocytosis; chronic myelogenous leukemia, BCR-ABL1 positive; diffuse large B-cell lymphoma; juvenile myelomonocytic leukemia; mast cell leukemia; mast cell sarcoma; mastocytosis; myeloid leukemia; myeloid sarcoma",False,55,Stim48hr
C5orf24,0.2051531821489334,PRKCA,MIDOSTAURIN,"B-cell chronic lymphocytic leukemia; acute myeloid leukemia; acute myeloid leukemia by FAB classification; aggressive systemic mastocytosis; chronic myelogenous leukemia, BCR-ABL1 positive; diffuse large B-cell lymphoma; juvenile myelomonocytic leukemia; mast cell leukemia; mast cell sarcoma; mastocytosis; myeloid leukemia; myeloid sarcoma",False,42,Stim48hr
RAB20,0.2050671428442001,RRM2B,FLUDARABINE PHOSPHATE; HYDROXYUREA,AIDS; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; B-cell prolymphocytic leukemia; Burkitt lymphoma; Crohn disease; Fanconi anemia; Langerhans cell histiocytosis; POEMS syndrome; T-cell acute lymphoblastic leukemia,False,69,Stim48hr
VDAC1,0.2050637602806091,CD3E,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB; TEPLIZUMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Graves ophthalmopathy; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; T-cell large granular lymphocyte leukemia; T-cell prolymphocytic leukemia,False,41,Stim48hr
UBE2G1,0.2050022333860397,CD3E,BLINATUMOMAB; ELRANATAMAB; EPCORITAMAB; GLOFITAMAB; MOSUNETUZUMAB; MUROMONAB-CD3; ODRONEXTAMAB; TALQUETAMAB; TECLISTAMAB; TEPLIZUMAB,B-cell acute lymphoblastic leukemia; B-cell adult acute lymphocytic leukemia; B-cell childhood acute lymphoblastic leukemia; B-cell chronic lymphocytic leukemia; B-cell non-Hodgkin lymphoma; Burkitt lymphoma; Crohn disease; Graves ophthalmopathy; T-cell acute lymphoblastic leukemia; T-cell adult acute lymphocytic leukemia; T-cell large granular lymphocyte leukemia; T-cell prolymphocytic leukemia,False,63,Stim48hr
LYAR,0.2050004750490188,CD2,ALEFACEPT,Chediak-Higashi syndrome; Chédiak-Higashi syndrome; Fanconi anemia; Wiskott-Aldrich syndrome; acute graft versus host disease; autoimmune hepatitis; chronic graft versus host disease; chronic granulomatous disease; graft versus host disease; immune system disorder; leukocyte adhesion deficiency; lymphoproliferative syndrome,False,53,Stim48hr
