gene,pu_score
KCNQ5,0.8858099076151847
PSMC4,0.8857230243086814
ANK2,0.8855192930270464
RACK1,0.8854131832414743
PHF21A,0.885186724251297
GOLGA8B,0.8851825014138833
HAVCR2,0.8849579584598541
HNRNPK,0.8849142251870571
CASP8,0.8847084534168244
NRXN3,0.8846275785247687
FGFR2,0.8845675086975098
SCN3A,0.8841590890288353
NFKB2,0.8839801015631522
ARHGAP5,0.8839570457611851
ILF2,0.8839430682586901
DNM2,0.8836811252129384
POLR3B,0.8835265706033271
PRPF19,0.883295398281545
FCGR3A,0.8832205497673925
SERPING1,0.8831946564089391
SUPT5H,0.8830744037356402
CDK6,0.8828880521655083
CD59,0.8828786987848957
PIK3CD,0.8827147096395492
DNMT1,0.8824225917458535
BCL11B,0.8823102827023979
RRM1,0.8818413585424423
CADM1,0.8817317151293462
KIF5A,0.8816256137809368
PMVK,0.8815311987165342
PSMA2,0.8814620479941369
CCR1,0.8813417369127273
STAT5B,0.8812831143538157
GATA3,0.8810891484476856
TTN,0.8806624721043074
PPP2R2C,0.880641826649302
RBPJ,0.8805335031615363
PRMT1,0.8804576950843888
FRG2,0.8804366913985233
TLR8,0.880406576693058
NBEAL2,0.8803148324672992
DAPK1,0.8802192056844682
TOP2A,0.8798497781157494
ZBTB7B,0.8796162490892891
NR3C1,0.8794473636150361
CACNG3,0.879431588947773
NFAT5,0.8791950311587782
KCNQ2,0.8791031530499458
EGR3,0.879017731156012
ITPKB,0.8788287538748522
PITPNM2,0.8787837000993582
PSMD2,0.878694589138031
ABCA2,0.8783736775830849
ADA,0.87832623898983
TGFBR2,0.8779463465443722
SAMD9,0.8777888681815595
LTBR,0.8777241938472412
CAMK2G,0.8776480758250668
PAK1,0.877385861042774
MSTO1,0.8773189304406162
PRKDC,0.8772354313731193
TP63,0.8771070792358748
WDFY3,0.8769022343736707
CFP,0.8768573533068049
SLC46A1,0.8766125101728488
JAK2,0.8766122996807099
PSMC1,0.8765429165959359
GOLGA6L6,0.876488601674839
PTEN,0.8764712932434949
NAA15,0.8763538416551084
MAD2L2,0.8762846640786346
SNAP25,0.8762238225340844
LAS1L,0.8761758500215958
VARS1,0.8760492795489613
FRY,0.8759184355663164
ITGA4,0.8755884286761284
ATAD3A,0.8754517702281778
ABCE1,0.8753725433227967
RYBP,0.8753357569376627
SEPHS1,0.8752709813607045
IKBKG,0.8750387050888755
ISG15,0.8750329511810322
TLE3,0.8750013122239064
ITK,0.8749393478035927
MACF1,0.8749130634806264
ESPL1,0.8747944165498782
MEF2C,0.8744228656845864
SMARCA2,0.874227128847681
PACSIN1,0.8741254201348947
SUOX,0.8741100451455044
CARD9,0.8739154630651077
PLXNB2,0.8736919757678424
DEF6,0.8735068858873964
SATB2,0.8733339950666955
KCNB1,0.873314605653286
KCND3,0.8732939648628235
CARD14,0.8731733560562134
NOTCH2,0.8731244048924026
TENM3,0.8730269577836743
IL22,0.8729355588555336
SLC39A7,0.8723413747610506
ATG16L1,0.8722948731489517
KSR2,0.8722503981009353
ITCH,0.8721132484184304
ACTB,0.8720852163568813
KLHL2,0.8719779762128989
LCK,0.8719500309228897
SLC4A10,0.8718470026393832
ST7,0.8711807592348619
FOXP1,0.8711618277894791
TAGAP,0.8711069671007303
PPARG,0.871083045899868
EEF1G,0.8710797131061554
UBE2QL1,0.8709990197631914
RAC2,0.8704575516960837
POLR3F,0.8700873411618746
KLHL11,0.8700675070285797
PSMD12,0.8696298211812973
FASN,0.8695191692824316
PLK1,0.8694513648748398
TPP2,0.8693402960444941
ARPC5,0.8693399244758684
USP18,0.8691638655613123
FAT4,0.8690604552476093
SLC39A8,0.8687921711802482
SRSF2,0.8686457423063425
DNMT3A,0.8685858330130577
HDAC4,0.8684609043598175
HDAC1,0.868407210111618
RASA1,0.8678865012178566
DNMT3B,0.8678154607816618
DOCK1,0.8674883039630189
LY96,0.8674400232054971
TGFB1,0.8672608408331871
NCSTN,0.8672389170527458
POLR1B,0.8671948759211707
METTL16,0.8671781796999652
TUBB,0.8670927858352662
NSF,0.867027655695424
SPPL2A,0.8670160018618981
IRF9,0.8667647024405372
PLXNA2,0.8665763935461868
RASGEF1A,0.8664429021187318
POLR1A,0.8663238408614178
SASH1,0.8659917976783247
STAT6,0.8659589736101528
CYFIP2,0.8657797941565514
NR3C2,0.8655193105340004
RBMX,0.8653740678170715
ATP1A1,0.8652359455823898
KCNG1,0.865224480330944
SARS1,0.8650241657562062
DENND4A,0.8648852160827598
TP53,0.8648160725831986
DHX15,0.8647493814327278
NOTCH1,0.8647017163933868
PRKCD,0.8644710019230842
IL12RB2,0.8643413543701172
HSPD1,0.8639851306121387
U2AF2,0.8639250674418041
CD3E,0.8637866914272309
ADCY2,0.863550247282398
CUX2,0.8634873528261574
PDE10A,0.8634028807282448
ZSWIM6,0.8632242316007614
PRDM1,0.8631065448528619
MAGT1,0.8630742282431743
RAD50,0.862936673430622
LGALS9C,0.8628993010280108
HDLBP,0.8628503339631217
SORT1,0.8628137397584577
COL5A2,0.8623041571403036
IKBKB,0.8619698280096054
DDX4,0.8619219931412716
KRAS,0.8618872880327458
TENM1,0.8615492723095957
STT3B,0.8615333561343376
AIRE,0.8612995396821926
OAS1,0.8612903050926267
DUT,0.8612819286772442
DROSHA,0.860850364726207
USP11,0.8608102226994702
LRP4,0.8606842873674451
GLUL,0.8604650591230635
EPHB1,0.8604207217693329
TAPBP,0.8603403505050775
RET,0.8601484397053718
NALCN,0.8601322809451728
CR2,0.8601156933053495
GRAMD1B,0.8601065883176581
STAT5A,0.8600253408330346
IL4R,0.8600049337744713
KCNA2,0.8599466264247895
IRF7,0.8594819162097679
RARA,0.8594673898816109
REL,0.8589136566871252
ABCB1,0.8589129975438118
HCK,0.8587551671266556
BRCA1,0.8586312723038766
WNK1,0.8585926409300209
EPHB3,0.8585755038261413
MMP16,0.8585219434937652
GNA11,0.8582139135611178
WSB2,0.8577148433850736
ABR,0.8576909493316304
CD83,0.8576503855927946
NRXN2,0.857635825568316
PNP,0.8575832077860832
MAP3K5,0.857486623156931
GOLGA8R,0.8574561760833226
L1CAM,0.8574446083344135
EPHA4,0.8572677215933799
EFR3B,0.857111527907605
OGDH,0.8571095987401828
ZBTB18,0.857062282285305
TENT4B,0.8569723891852489
RCC1,0.8569485781093439
STXBP2,0.856933597723643
FLT4,0.8569210183620453
HMGCR,0.8567846804857254
VCL,0.8565510979065528
SPTBN1,0.8564385064525307
NRP1,0.8563342807219201
PREX1,0.856262249301891
PSMD3,0.8562562194466591
ACKR4,0.8562530847266316
CD86,0.85602928429842
PLAU,0.8559986123671899
JAG1,0.8557698446692843
OAS2,0.8556561175049567
THBS1,0.8553709769860293
PRICKLE1,0.8553323724548224
LMO4,0.8552714048326016
YWHAE,0.8552404814565242
PPAT,0.8551545354723931
CAMK2D,0.8543541668048457
NHS,0.8543452334647276
LMNA,0.8539344744804578
MECOM,0.8537866441991316
CACNA2D1,0.8536073538661003
PEX5L,0.8534657201791173
BCL2,0.8534149017930031
FCGR1A,0.8531035603296877
SH3KBP1,0.8529295544235074
LRBA,0.8528560901299501
GTF2IRD1,0.8527054279735408
HDAC5,0.8525323712825775
IL13,0.852456909418106
SF3A3,0.8524312868950858
CFHR1,0.852209366284884
KLHL29,0.8519654141873428
JADE2,0.8517864267031352
BMAL1,0.8517580876487711
CHD5,0.851726969605998
TSPAN5,0.8514097160100937
ITPR3,0.8510627217438756
KCNA3,0.8510227105021477
ATP2B4,0.8509145780485503
SMAD1,0.8508784608963208
PLEKHM1,0.8508570726752887
ELMO1,0.8508570284272233
RHOB,0.8505757058840342
KCNJ6,0.8505602552340581
TMC8,0.8504358738812093
AMD1,0.850365968644619
SLC16A6,0.8502374143164775
SF3A1,0.8501291005744547
TNFSF4,0.8500990188121795
WNK3,0.8499220262220757
CBX3,0.8496158700140696
ANK1,0.8493843616583409
CFHR3,0.8492987081408501
ZMYND11,0.8491075610751428
POLE2,0.8489591655135155
SLC39A10,0.8489040704873893
ADGRB1,0.8488693355905766
IMPDH2,0.8487548249959945
SPI1,0.8487016630532155
ZC3H12C,0.8485150518756227
DDX21,0.8482179812450504
CAMK2A,0.8482136577367783
PRKG1,0.8477674215724788
EIF2S2,0.8477589403312218
OSTM1,0.8476571616731159
ZMYND8,0.8475792593493754
TENM2,0.8475555241407462
LAT,0.8475503132893489
RAN,0.8473120156278465
PHB1,0.8469262332940588
POLE,0.8468791091442108
CD27,0.8468701273202897
GLS,0.8466869133710861
XRCC5,0.8465480728417026
TUBA3C,0.8462654960155487
ANKS1B,0.8462590690081319
KCNJ3,0.8461958077085677
NCBP1,0.84613077044487
SUPT16H,0.8460273661805158
ABCC9,0.8457823726534843
NPTN,0.8456110729999149
AGO2,0.8454999248993579
BLTP1,0.8454955782987139
NHP2,0.8454325764129559
ACP5,0.8454211545842034
PCSK2,0.8454091659526235
ACOXL,0.84536531372885
RUNX3,0.8453035396758957
IPO5,0.8452307950312169
IGF1R,0.8452143123745919
TUBB4B,0.8450996047258377
MDN1,0.8450370300181058
KAT2B,0.8449726265094002
COPS2,0.8448890196019082
KCNQ3,0.8447787767648697
PSMB8,0.8446489769220352
EIF4A2,0.8444495813630933
INHBA,0.8442807844281197
FNDC3B,0.8442726174191614
MAP2K6,0.8441600672484655
PSMB4,0.844146635234356
CHD7,0.8438684633144966
RDH10,0.8436651171782078
SRM,0.8435806465148926
PLK2,0.8435106310917406
C5,0.8434596940875053
PA2G4,0.8432693336949204
LCP2,0.8432556961973509
DCLRE1B,0.8432052628118165
IGF2BP2,0.8431979371234775
UPF1,0.8431157665421264
PTPN4,0.843053691351234
EPG5,0.8429716099337273
UHRF1,0.8429393724215274
TAP2,0.8428287636868808
GINS4,0.8427950601385097
RNF213,0.8427942313101827
IL18R1,0.842629417181015
PSMC6,0.8425600096583367
IVNS1ABP,0.8423129556766108
LRP1,0.8419097808691172
PABPC4,0.8416624823395087
ZNF521,0.8415826017759285
LPIN2,0.841579880206113
ANXA8,0.8414968791032078
POMP,0.8410640032447163
TCERG1,0.8410327804394258
SLC8A2,0.8406979462822076
PDE4D,0.8406046319007874
DSCAM,0.8405743030586628
PRF1,0.840385784655053
MEIS1,0.8402092712266105
ZAP70,0.8401791161420394
ITGA6,0.8401042982704281
MID1,0.8395852735456155
GPR65,0.8393767104699061
ATP1A3,0.8393472176790238
CTNNA2,0.8392913572642268
MAP3K3,0.8392547343285556
GTPBP1,0.8390322191461088
PAX5,0.839017211487799
RARG,0.8389251092076302
ST8SIA4,0.8389034286216276
DLGAP1,0.8387836057522575
CHRFAM7A,0.8386208737383083
ABHD17C,0.8384567502217415
SRC,0.8383481276035308
PSEN1,0.8383217990398407
SLC12A6,0.8383204591579926
GOLGA8M,0.8383176704147952
PPFIA3,0.8381704621169032
ZMYM3,0.8380871627798032
TOX,0.83794553638721
CDC42BPB,0.8379343088829156
PSMA5,0.8378716653585434
GAS7,0.8377204790259852
IL2RG,0.837651071548462
ACD,0.8376196607643244
EOMES,0.837524439023836
TNFRSF9,0.837492309063673
IGF2BP3,0.8374807603657246
NFIL3,0.8374135649325897
RHOG,0.8373511527874031
GPHN,0.8373289129455682
COPA,0.8372538892468017
CYFIP1,0.8371982228755951
ZBTB20,0.83711116645754
TINF2,0.8369084827753962
NDST1,0.8366781351517658
SASH3,0.8366045107696262
WNT3,0.8364829127558597
KCNH1,0.8362058243155479
SYT1,0.8360629263263063
IGF2BP1,0.8360095536770599
EEF2,0.8358524870872498
CCDC6,0.8355256402492524
DSTYK,0.8354602086668214
TLE4,0.8353590005636216
PIK3R5,0.8353427240252495
AP1S3,0.8353254105233904
CD274,0.8351641219854354
CHD3,0.8351036720738119
BCL6,0.8350176103789397
BLNK,0.8349498662413383
TCN2,0.8348984296875771
PGM3,0.8346196073324569
C2,0.83444983815428
GRIA2,0.83431720495224
DSCAML1,0.8342328769992097
CD3D,0.8341748008131981
ZBTB16,0.8339256078154598
PHACTR1,0.8337996540925442
IL1RN,0.8337371498346329
ARHGAP21,0.8336244140352521
KCNH7,0.833575082719326
H2AZ1,0.8333643066577422
SORL1,0.8332445216920091
STIM1,0.8328239187902334
HNRNPUL1,0.8326955117172932
ZNF341,0.832563611895147
ATP13A3,0.8325604675996183
RFX3,0.8324343668563026
CD58,0.8322832890045948
RBBP7,0.8322601400467814
IL10RB,0.8322189584374428
PSMA4,0.8320274695754051
SLIT3,0.832011289447546
KALRN,0.8318486255407334
DOCK7,0.8318000532159902
MAST4,0.8316824822401514
USP24,0.8316748195886612
ZC3H11B,0.8316306964475282
PCNA,0.8313602649386803
CD3G,0.8312615099549293
FLT3LG,0.8311427722727587
FERMT1,0.8311225607167536
GDF11,0.8309806030319662
LCT,0.8309272852810946
KCND2,0.8308918437361718
ARK2C,0.8308577561865047
ATP2B2,0.8308366129592973
MYH10,0.8307264350975553
ARHGAP35,0.83051771137315
NEK7,0.8305137224343359
ARHGEF9,0.8304957300424576
ZNF423,0.8303252804518944
CFTR,0.8301085811581104
G6PC3,0.8300428559081723
SNX10,0.83000380912593
RIGI,0.82991774357743
TAP1,0.8298142214818877
ACTR3B,0.8296625201518719
SGPL1,0.8296401555163001
TRPM3,0.8295726960685652
EIF4A3,0.8295121438007065
CASK,0.8294482676669804
USP15,0.8294289172603394
GRB10,0.8293594049684929
CLPB,0.8293087872756919
PRMT8,0.8292752271376286
TNFSF13,0.8291554932296276
RNF145,0.8291294718400026
IL12A,0.8289003539085388
USP12,0.8287460943163955
FZD2,0.8286987747901525
CYBB,0.8283270215145265
CCDC88A,0.8282454133033752
EIF2S1,0.8282279281446776
SOX2,0.8281278591795066
KPNA3,0.828124867410076
CHRNA7,0.8280939808487893
IQSEC2,0.8280796815048564
AGPAT4,0.8279454831523124
PRMT5,0.8279200810194015
RNF19B,0.8279050284563892
MARK1,0.8278384230523833
NOMO1,0.8277683295309544
CLTC,0.8276950490051115
SYK,0.8276174086332321
SLC29A3,0.8275821354183449
EIF3E,0.8274884712156938
SF3B4,0.827330860360783
SYNGAP1,0.8272492994511793
TUBA1C,0.8271081644296646
HMOX1,0.8269696912982247
JAZF1,0.8269404660571705
FNIP1,0.8266091105265495
PCDH1,0.8265016502535283
SNRPC,0.8264949302924307
PHC1,0.8262571087389281
TET3,0.8261111320889726
ERCC6L2,0.8260507874077346
SIAH1,0.8260238933928159
CDK1,0.8256513759493828
MDM2,0.825624603331089
DNM1L,0.8256155024377667
APOBR,0.8255203444224137
TNFSF15,0.8253600756929378
TOP2B,0.8252463573217392
CNKSR2,0.8250666765534148
SRPRA,0.8249426984416388
PHYHIP,0.8248757849438022
CFI,0.8248108947763637
PI4KA,0.8246991308694033
CD79A,0.8246801762851244
CPSF3,0.8245699682406017
NCKAP1,0.8244307805993119
NAMPT,0.8244010338187218
MYBL1,0.8241811421784487
CLCN7,0.824064146443672
ARHGAP32,0.8239585900918032
HECTD4,0.8238020030098345
LEF1,0.8236307054001668
SLC6A11,0.8235629335719736
FBXO32,0.8233341130675101
NSD3,0.8233200439385006
INPP5D,0.8231543134152889
KLHL15,0.8229703478099126
PRKCA,0.8229404580593109
DCLK1,0.8226437660364004
PLXNA4,0.822401554897578
POLD3,0.8223686325550079
UNC13D,0.822307884084935
FAR2,0.8222602819785093
KSR1,0.8222507710384234
ATL1,0.8221609202599285
NAV1,0.8221180463078046
GABBR1,0.8221035546064377
EIF5B,0.8220785804016074
ACHE,0.8220015981793404
DOCK9,0.8219512688744929
FMNL3,0.8218726585359137
ICAM5,0.8218529787328508
UNC93B1,0.8216760477849415
KCNA1,0.8215719234943389
TANC2,0.821558191017671
PBX1,0.8215526622353178
AFF3,0.8214886347351945
GRM5,0.8213866310241895
PSMB9,0.8213655906915664
EMSY,0.8212633604297832
GABRB3,0.8212626719474793
COL2A1,0.8212576393548607
ZBTB17,0.8212129584292776
CACNA1C,0.8210081401467323
CASP8AP2,0.8208517650057217
ACTR3,0.8205748590721091
NCAM1,0.8205459041893483
TNFRSF4,0.8205108499526977
DPYSL2,0.8203746625269303
PPP3CB,0.8203293550759554
ABCF1,0.8200801148706552
PPP5C,0.8200455126166344
RBM39,0.8199792547324269
SCAI,0.8199221770170376
SLC20A1,0.8198513235801306
DDR2,0.8196463149785995
SMCHD1,0.8193056978208503
TNFSF9,0.8192380471060975
ARHGAP23,0.8192200150245276
PLXNB1,0.819136577934476
SLC25A5,0.8189209585812822
GRIA1,0.8188111871480942
ANKH,0.8186594934632936
TOMM40,0.8183612814545631
TMC6,0.8183461593257056
LRRC4C,0.8182583191455939
PELI1,0.8182197270952926
ANAPC1,0.8181843453585499
PIM1,0.8179413501918316
UBE2E3,0.8177866851012718
ELAVL1,0.8177513644403341
FBN1,0.8176097216046586
USP46,0.8175280476227785
FSCN1,0.8174797660112381
TXNL4A,0.8174535787227203
GTF2IRD2,0.8174424081137686
SCD,0.817393623215636
MYO9B,0.8173191634693531
ATP2B1,0.8172888193375025
AHCTF1,0.8170541253685951
RUVBL2,0.8169763558950179
FOXN1,0.8169436571524316
FCN3,0.816875378191471
MAP4K4,0.8167522599551883
NBEA,0.8167462805095984
RRAS2,0.81649660338
ELAVL3,0.8164517885506756
ADCY5,0.8162436566161151
OTULIN,0.816022289916873
RBBP4,0.8159547357848196
CASTOR2,0.8158294757714077
DST,0.8157461476204965
XPR1,0.8156591987971104
PSMC2,0.8155448722839356
AGO4,0.815313955557715
FBXW11,0.8151571081609142
WDR26,0.8151207210458055
ZNF217,0.8148806244883705
IGHM,0.8146315671655596
EML5,0.8145647068717041
BMPR2,0.814436466404886
SRP72,0.8142142343760734
RYR2,0.8141506233689736
MAOA,0.8141027635335922
ATP9A,0.8139990741501049
SLIT1,0.8139885691355686
CD247,0.813718038950211
GABRA2,0.8136821040511131
WIPI1,0.813644298656502
ATP8B2,0.8136359578523881
SOX13,0.813556728024168
KLF7,0.8134981060996274
CACNA1G,0.8134916305541993
MAST3,0.813417355940132
MAP3K8,0.8133957976102829
ILRUN,0.8133785757587184
USP8,0.8133744516433814
ATP1B1,0.8132304760813713
NTNG2,0.8132082360044954
INTS6,0.8130630892724847
GJA1,0.8129181296087159
ARHGAP26,0.8128881781089186
GIMAP6,0.8127614297927954
KCNJ11,0.812682799845934
DAGLA,0.8126020227767983
ITGAL,0.8125471630692482
SPTBN4,0.8124077019065318
PRKCG,0.8122499504685402
CHD2,0.8118306196161679
HNRNPC,0.8117403532426382
GIMAP5,0.8117285751379453
TAFAZZIN,0.8117152028241936
ZNF362,0.8116761355689077
UBE4B,0.8114518940751323
TRERF1,0.8114029271434052
CDC14B,0.8108265618888699
CD2,0.8106493219733238
OPHN1,0.8103121243757645
CASZ1,0.8102360320877908
CACNA2D2,0.8101876394450664
TSPOAP1,0.8101218312978744
KCNJ13,0.8100869673762829
WDTC1,0.8098428085142252
MUC20,0.8096689028617663
EFL1,0.8096351746159295
NUTF2,0.8096303362019208
GNPDA1,0.8095814783354195
HERC1,0.8094585200353545
MYRF,0.8092251748147637
PTPRS,0.8090681311411735
VMP1,0.8090025198519529
SCUBE3,0.8089114791307694
STRBP,0.8088321576868822
DLG4,0.8087939259409904
LRP8,0.8085043567175768
EGR1,0.8084429643093012
SP110,0.8083465503355891
RRM2,0.8083241099119186
FOXI3,0.808251972579714
SAT1,0.8080593295318564
RIMKLB,0.8080188368782779
MTMR4,0.80787329787585
ELMO2,0.807745081821674
FOSL2,0.8076258271478759
GABRG2,0.8073995190858841
PTPRM,0.8072187614684202
KCNN3,0.807173354285104
MEIS2,0.8071291830939085
ATP2A2,0.8070391282743338
INSR,0.8070035415887833
OXCT1,0.80699577851949
SNX9,0.8069125078242234
KCNV1,0.8068725910782814
