gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
MRPS11,0.1933889127507501,0.2015690698389908,15572,non-target,unlabeled,,0.3886242542284971,0.3886242542284971,1.53,-0.546,0,0.0,0.0,,,,,,0.5757101902528017,0.466632705043301,0.5683246073298429,0.1090774852095006,,,,0.0,0.0,7.0,0.0,1.0,2.0,1
CRYL1,0.1933804162461118,0.2015177930468669,15573,non-target,unlabeled,,,,1.08,-0.0647,0,0.0,0.0,5.476869540306379,0.0915791049174228,-0.6741601821350482,1.2468544390785057,1.282536961951087,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
OPN1SW,0.1933623982458999,0.2014665162547431,15574,non-target,unlabeled,,,,1.09,0.484,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
PPP6R2,0.1933603286743164,0.2014152394626192,15575,non-target,unlabeled,,0.8760616061329913,0.8760616061329913,0.765,1.6,0,0.0,0.0,-21.882349098605133,,,,,0.3468855876987229,0.3703515028018339,0.0107329842931937,0.3596185185086402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GHRHR,0.1933587644364416,0.2013639626704953,15576,non-target,unlabeled,,,,0.893,-0.177,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
NRAP,0.193349054365447,0.2013126858783714,15577,non-target,unlabeled,,,,0.944,-0.0669,0,0.03068,0.0,,,,,,,,,,,,,,,,,,,0
OR1B1,0.1933384442973376,0.2012614090862475,15578,non-target,unlabeled,,,,,-0.253,0,0.0,0.0,,0.4545493146762903,0.4915864861498322,,2.0896106694085916,,,,,,,,,,,,,,0
ANKRD49,0.193332861409272,0.2012101322941236,15579,non-target,unlabeled,,0.3427829897577952,0.3427829897577952,1.36,1.62,0,0.138654,0.0,-29.30974697620948,,,,,0.8605681522022414,0.9052470708099848,0.8206806282722513,0.0845664425377334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZMPSTE24,0.1933286436998904,0.2011588555019998,15580,non-target,unlabeled,,,,1.08,0.833,0,0.0,0.0,-9.72111008956305,,,-1.3144753064993362,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZFTA,0.1932179230421327,0.2011075787098759,15581,non-target,unlabeled,,,,1.11,0.349,0,0.0,0.0,-1.7285333732992576,,,7.593144087277205,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACSF3,0.1931540891528129,0.201056301917752,15582,non-target,unlabeled,,,,1.77,-2.55,0,0.0,0.0,5.927603870014664,,,4.233301256452547,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PLEKHG6,0.1931368043380124,0.2010050251256281,15583,non-target,unlabeled,,,,1.11,-0.173,0,0.13311,0.0,,-0.3750145766116778,0.4062807456166299,-0.8945222104310495,1.222089551379513,,,,,,,,,,,,,,0
KRT73,0.1931217213978572,0.2009537483335042,15584,non-target,unlabeled,,,,1.2,-0.136,0,0.0,0.0,,-0.530636594794315,-0.9119882326631966,-0.8805985139499268,-1.1637207368237616,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
MRPS18C,0.1931033273208506,0.2009024715413803,15585,non-target,unlabeled,,0.7341283603787789,0.7341283603787789,1.44,0.635,0,0.0,0.0,,,,,,0.2022413343758144,0.4477840040753948,0.2554973821989529,0.2455426696995804,,,,0.0,0.0,0.0,0.0,1.0,0.0,1
MRPL18,0.193101501579468,0.2008511947492564,15586,non-target,unlabeled,,0.5982198308948307,0.5982198308948307,1.16,-0.0687,0,0.0,0.0,,,,,,0.946572843367214,0.9207845134997452,0.9445026178010472,0.0257883298674688,,,,0.0,0.0,0.0,0.0,0.0,4.0,1
KLK7,0.1930480595964651,0.2007999179571326,15587,non-target,unlabeled,,,,1.21,-0.17,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SPESP1,0.1930173542542556,0.2007486411650087,15588,non-target,unlabeled,,,,1.54,0.255,0,0.0,0.0,-15.361015661646752,,,,,,,,,0.0,0.0,0.0,,,,,,,0
SDR42E1,0.1929884259517376,0.2006973643728848,15589,non-target,unlabeled,,,,4.08,-2.29,0,0.083898,0.0,-3.285677157013565,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ERCC5,0.1929812752571537,0.2006460875807609,15590,non-target,unlabeled,,,,0.788,0.606,0,0.41354,0.0,-15.01533164496622,,,-1.1663211900398809,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CD300E,0.1929783234276722,0.200594810788637,15591,non-target,unlabeled,,,,1.05,0.454,0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
NAPRT,0.1929586474793126,0.2005435339965131,15592,non-target,unlabeled,,,,1.33,-1.36,0,0.0,0.0,5.39973681655519,0.3733316841961504,-0.9164349920235724,1.987027870041994,-1.6949564036020472,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GPS2,0.1929175348073092,0.2004922572043893,15593,non-target,unlabeled,,0.3560450980735116,0.3560450980735116,0.653,0.863,0,0.0,0.0,-12.893752447308328,,,,,0.1409955694553036,0.1209882832399388,0.2209424083769633,0.0999541251370245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CARHSP1,0.1929138231292441,0.2004409804122654,15594,non-target,unlabeled,,,,1.75,-4.25,0,0.125243,0.0,8.200564758900109,0.0046588966392942,-0.0215710184534438,2.0725741472835577,-0.1940050077726264,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HEATR6,0.1928829129672411,0.2003897036201415,15595,non-target,unlabeled,,,,0.938,0.972,0,0.0,0.0,-18.477753988152266,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FOXB2,0.1928689124965176,0.2003384268280176,15596,non-target,unlabeled,,,,5.18,-0.739,0,0.195167,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
TBCB,0.1928247950559285,0.2002871500358937,15597,non-target,unlabeled,,,,0.915,0.0359,0,0.0,0.0,-11.777540221058176,,,,,,,,,0.0,0.0,0.0,,,,,,,0
TMEM45B,0.1927705663794548,0.2002358732437698,15598,non-target,unlabeled,,0.1110809336532641,0.1110809336532641,1.45,-0.0939,0,0.0,0.0,,-0.3466822970117774,-1.0767347239763458,0.6185382639810459,2.035272945679011,0.2144904873599166,0.1003565970453387,0.2193717277486911,0.1190151307033524,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
H1-2,0.1927564438356428,0.200184596451646,15599,non-target,unlabeled,,,,1.82,-10.9,0,0.0,0.0,-85.3389770034879,,,-1.5403368514280804,,,,,,0.0,0.0,0.0,,,,,,,0
NRK,0.1927521475996726,0.2001333196595221,15600,non-target,unlabeled,,,,0.656,-0.385,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TIMM22,0.1927428193616144,0.2000820428673982,15601,non-target,unlabeled,,,,1.06,-0.675,0,0.074479,0.0,,-0.6056100295615945,0.1472158406911877,-0.8386653854568576,-0.9498464740080104,,,,,,,,,,,,,,0
FRS3,0.1927420031565886,0.2000307660752743,15602,non-target,unlabeled,,0.2359223661102135,0.2359223661102135,0.608,0.874,0,0.030577,0.0,-14.599322940563132,,,,,0.0200677612718269,0.0094243504839531,0.0120418848167539,0.0106434107878738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INKA2,0.1927347483497169,0.1999794892831504,15603,non-target,unlabeled,,,,0.792,-0.166,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ATP6V0E1,0.1927257476102871,0.1999282124910265,15604,non-target,unlabeled,,,,0.791,-0.211,0,0.0,0.0,2.113825765578999,-1.0350328862556493,2.697626313587752,-0.1132325163914437,1.3950559820154087,0.3854573885848319,0.9648497198166072,0.4981675392670157,0.5793923312317752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FAM209B,0.1926854046783885,0.1998769356989026,15605,non-target,unlabeled,,0.2906421256971715,0.2906421256971715,1.62,0.902,0,0.0,0.0,-11.247818991230938,,,,,0.8954912692207454,0.7776362710137544,0.6172774869109947,0.2782137823097507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C20orf202,0.1926749396018492,0.1998256589067787,15606,non-target,unlabeled,,,,1.98,-0.443,0,0.0,0.0,,0.2231459131442493,-0.9073040101680014,,0.9527133171250382,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
USHBP1,0.1926359104126999,0.1997743821146549,15607,non-target,unlabeled,,,,1.08,-0.226,0,0.0,0.0,,,,-0.8225519780075867,,,,,,,,,,,,,,,0
CRELD1,0.1926333030167314,0.199723105322531,15608,non-target,unlabeled,,,,0.934,0.745,0,0.0,0.0,7.732928917586129,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF493,0.1926239082570543,0.1996718285304071,15609,non-target,unlabeled,,,,1.5,-0.615,0,0.0,0.0,14.401071752585992,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TOR2A,0.1926206565481059,0.1996205517382832,15610,non-target,unlabeled,,,,1.18,0.446,0,0.0,0.0,-15.71629945000428,-0.5994387997182983,0.4378925541954915,,-3.197673552159018,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
B3GALNT2,0.1926128981205133,0.1995692749461593,15611,non-target,unlabeled,,,,1.09,1.35,0,0.16415,0.0,-17.81520839834948,,,4.7648154634974,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BTBD16,0.1925909994886471,0.1995179981540354,15612,non-target,unlabeled,,,,1.2,-0.31,0,0.187748,0.0,,,,,,,,,,,,,,,,,,,0
EIF3K,0.1925796032420003,0.1994667213619116,15613,non-target,unlabeled,,0.4893443877274467,0.4893443877274467,1.09,1.11,0,0.0,0.0,-27.176726716956058,0.2928871065412518,0.6835274371367062,,-2.780165773523175,0.0372686995048214,0.0219052470708099,0.2277486910994764,0.2058434440286665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
DDA1,0.1925621591697489,0.1994154445697877,15614,non-target,unlabeled,,0.6803083047022479,0.6803083047022479,0.417,1.2,0,0.0,0.0,-18.867380654775506,,,,,0.0328381548084441,0.2412124299541518,0.0054973821989528,0.235715047755199,0.0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,1
RHCG,0.1924454915252599,0.1993641677776638,15615,non-target,unlabeled,,,,0.92,-0.121,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PYHIN1,0.1924410744355275,0.1993128909855399,15616,non-target,unlabeled,,,,0.985,0.0269,0,0.392349,0.0,-27.184155118191484,0.1211373371996433,0.2144603072052668,-1.7316359912105794,2.0444665709891696,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PHLDB3,0.1924387777242997,0.199261614193416,15617,non-target,unlabeled,,,,1.2,-1.76,0,0.0,0.0,,,,1.3941778198604158,,,,,,,,,,,,,,,0
YIPF5,0.1924373181346728,0.1992103374012921,15618,non-target,unlabeled,,,,0.475,0.487,0,0.153734,0.0,-18.878431890300813,-0.0328828473717362,-1.9215717944417616,,3.4697379021837427,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PARVB,0.1923871940590557,0.1991590606091683,15619,non-target,unlabeled,,,,1.25,-0.0282,0,0.0,0.0,6.3243541317139,-0.0410902732232849,1.6584922635888806,-0.3228852896963993,1.683832282547738,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DCAF16,0.1923772368047918,0.1991077838170444,15620,non-target,unlabeled,,-0.023583100693373,-0.023583100693373,0.98,-0.0394,0,0.0,0.0,-3.406637688747346,0.5925639590265706,-1.8542267328960544,,-1.137109390795246,0.5970810529059161,0.3183902190524707,0.6950261780104712,0.3766359589580004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
SMIM13,0.1923744691622689,0.1990565070249205,15621,non-target,unlabeled,,,,1.31,1.01,0,0.031576,0.0,-20.909717554468596,,,-2.82795409097188,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VENTX,0.1923669616908136,0.1990052302327966,15622,non-target,unlabeled,,0.5360730269495635,0.5360730269495635,1.96,-1.34,0,0.0,0.0,,,,,,0.4130831378681261,0.6411105450840551,0.4735602094240838,0.2280274072159289,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ZBTB3,0.1923535566929043,0.1989539534406727,15623,non-target,unlabeled,,,,0.754,0.888,0,0.0,0.0,-3.347770657706119,-0.0430930482155687,-0.6938087638605038,-0.2610327015885769,-0.4841288758394468,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TRMT6,0.1923109721202327,0.1989026766485488,15624,non-target,unlabeled,,0.3801034856426191,0.3801034856426191,0.767,0.512,0,0.0,0.0,-13.720095569446,-0.8433182772709522,0.7551734408510057,-0.1619370345684058,-2.144183883559174,0.4610372686995048,0.1497707590422822,0.481151832460733,0.3313810734184508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
DNAAF4,0.1922964517559324,0.1988513998564249,15625,non-target,unlabeled,,,,1.07,-1.69,0,0.0,0.0,,-2.495792968534946,-1.8862545282298344,2.736109274953703,1.7574072344474012,,,,,,,,,,,,,,0
MCM3AP,0.1922858552348734,0.1988001230643011,15626,non-target,unlabeled,,,,0.793,-0.144,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LCE1F,0.1922430597818814,0.1987488462721772,15627,non-target,unlabeled,,,,,-0.0165,0,0.033083,0.0,,,,,,,,,,,,,,,,,,,0
ECD,0.1922251322311372,0.1986975694800533,15628,non-target,unlabeled,,,,0.95,0.916,0,0.0,0.0,-37.16060374023049,,,,,,,,,0.0,0.0,0.0,,,,,,,0
F8A1,0.1921814769124373,0.1986462926879294,15629,non-target,unlabeled,,,,,,0,0.0,0.0,-15.489902585886547,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRMT6,0.1921485983101385,0.1985950158958055,15630,non-target,unlabeled,,,,1.07,-0.258,0,0.440292,0.0,-26.618643032416117,,,-2.971327440015018,,0.7352097993223873,0.8140601120733572,0.624869109947644,0.1891910021257131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMEM25,0.192141855315206,0.1985437391036816,15631,non-target,unlabeled,,,,1.28,0.661,0,0.0,0.0,2.3441688331272736,-0.0263760803115881,0.8172551670625098,,3.4566149533943475,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMED5,0.192134090034025,0.1984924623115578,15632,non-target,unlabeled,,,,1.62,0.663,0,0.142459,0.0,6.208289656731949,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PDILT,0.192131212965036,0.1984411855194339,15633,non-target,unlabeled,,,,1.03,-0.236,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
MTRNR2L8,0.1921163343946741,0.19838990872731,15634,non-target,unlabeled,,,,,0.884,0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1
USP4,0.1921110427772938,0.1983386319351861,15635,non-target,unlabeled,,0.496506924359085,0.496506924359085,0.741,1.84,0,0.054794,0.0,-31.63568679426557,,,,,0.4730258014073495,0.3813041263372389,0.2175392670157068,0.2554865343916427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRTFDC1,0.1921063574905298,0.1982873551430622,15636,non-target,unlabeled,,,,1.44,0.33,0,0.0,0.0,0.113064811173313,-0.0480610936288926,-3.908799154569949,0.8767422463761446,-0.1518272906241497,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
WAC,0.1921009135551941,0.1982360783509383,15637,non-target,unlabeled,,0.6452523717186106,0.6452523717186106,0.229,0.698,0,0.354318,0.0,-36.749395675902974,,,,,0.2303883242116236,0.6441670911869587,0.0348167539267015,0.6093503372602572,0.0,0.0,0.0,2.0,4.0,3.0,4.0,13.0,3.0,1
NAALAD2,0.1920740407091289,0.1981848015588145,15638,non-target,unlabeled,,,,1.11,-0.312,0,0.063147,0.0,,0.0800881122157047,0.7664300370531403,0.0189440910686137,-0.969543658474086,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
PSTK,0.1920731392426368,0.1981335247666906,15639,non-target,unlabeled,,,,0.936,-0.178,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ZDBF2,0.1920713577039387,0.1980822479745667,15640,non-target,unlabeled,,,,1.27,0.566,0,0.0,0.0,2.1882833812213605,-1.1428779525998578,0.2056810358758294,,2.78902564452322,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UBAP2,0.1920537665410309,0.1980309711824428,15641,non-target,unlabeled,,,,0.651,0.0187,0,0.463062,0.0,-26.71127174275763,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NDUFA10,0.1920506701245904,0.1979796943903189,15642,in-trial,trial_heldout,Phase 3,0.3485806966716169,0.3485806966716169,1.09,0.764,0,0.0,0.0,-48.87658751024202,0.5578824369831535,-0.8358034227339857,,-1.326476763853741,0.5413083137868127,0.5376974019358125,0.1887434554973822,0.3525648582894304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SPATA24,0.1920467458966404,0.197928417598195,15643,non-target,unlabeled,,,,1.05,0.765,0,0.0,0.0,-3.86487723821458,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PPP1R18,0.1920013841528159,0.1978771408060711,15644,non-target,unlabeled,,0.5943528024144413,0.5943528024144413,0.764,1.39,0,0.0,0.0,2.9078676661905547,0.1764909787656738,-0.6098483027199633,-1.5324659174016055,0.3426815988600302,0.2715663278603075,0.2200713194090677,0.8633507853403142,0.6432794659312464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SLC2A9,0.192000481554053,0.1978258640139472,15645,non-target,unlabeled,,,,1.01,-0.138,0,0.056794,0.0,-2.2135126147641913,,,,,,,,,0.0,0.0,0.0,,,,,,,0
CYP26A1,0.191951544471085,0.1977745872218234,15646,in-trial,trial_heldout,Phase 2,,,1.24,-0.598,0,0.0,0.0,,-0.3524449078866245,1.418548879046749,-0.0320872448641453,0.8595988438282083,,,,,,,,,,,,,,0
MBOAT4,0.1919356025176344,0.1977233104296995,15647,non-target,unlabeled,,,,1.38,0.858,0,0.092079,0.0,,,,3.3274384686412355,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
EXPH5,0.191799229900142,0.1976720336375756,15648,non-target,unlabeled,,,,1.32,0.147,0,0.0,0.0,-8.606465045470252,-0.7020782961713139,-0.747105027793157,-2.467467043396301,4.1660024867643894,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TMEM106A,0.1917663881352528,0.1976207568454517,15649,non-target,unlabeled,,,,1.25,1.03,0,0.0,0.0,-3.9821553262102376,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SPATA33,0.1917227018378712,0.1975694800533278,15650,non-target,unlabeled,,0.0675245861558561,0.0675245861558561,1.9,-2.0,0,0.048268,0.0,-10.815991935375775,,,1.2068714521967716,,0.4774563461037269,0.0825267447784004,0.2837696335078534,0.3949296013253265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PYM1,0.1917195051984133,0.1975182032612039,15651,non-target,unlabeled,,,,0.636,1.51,0,0.03281,0.0,-36.35380833824812,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZBTB45,0.1916885191217215,0.1974669264690801,15652,non-target,unlabeled,,,,1.1,1.47,0,0.0,0.0,-29.037554636692416,,,,,0.1548084440969507,0.0511971472236372,0.112565445026178,0.1036112968733135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
TGM6,0.1916782498980561,0.1974156496769562,15653,non-target,unlabeled,,,,1.16,-0.386,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SAGE1,0.1916506711636955,0.1973643728848323,15654,non-target,unlabeled,,,,1.24,-0.09,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
DIPK1B,0.191646439510251,0.1973130960927084,15655,non-target,unlabeled,,,,1.23,-0.802,0,0.0,0.0,,-1.0473793519892989,2.2882677463707584,3.534189849516439,-1.0817404352677389,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
FXYD6-FXYD2,0.1916428336183431,0.1972618193005845,15656,non-target,unlabeled,,,,0.767,-0.112,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
GABRE,0.1915930943191051,0.1972105425084606,15657,in-trial,trial_heldout,Phase 3,,,0.937,-0.196,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CEP162,0.1915915439247476,0.1971592657163368,15658,non-target,unlabeled,,,,0.958,-0.137,0,0.40715,0.0,-14.824091315806175,,,2.8334100623629217,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DHRS2,0.1915852567039165,0.1971079889242129,15659,non-target,unlabeled,,,,1.5,-1.6,0,0.0,0.0,-7.076012781939929,0.0621056613517946,-0.6215341098082414,4.8630868309260835,5.456908058775019,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNC1LI1,0.191546116988671,0.197056712132089,15660,non-target,unlabeled,,,,0.437,1.11,0,0.0,0.0,-25.307059585644936,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC39A2,0.1915253169643573,0.1970054353399651,15661,non-target,unlabeled,,,,1.22,-0.0979,0,0.053151,0.0,,,,,,,,,,,,,,,,,,,0
ERICH6,0.1914911898335224,0.1969541585478412,15662,non-target,unlabeled,,,,1.22,-0.162,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
KRI1,0.1914895128722142,0.1969028817557173,15663,non-target,unlabeled,,,,1.03,0.174,0,0.034996,0.0,-14.830314642652532,-0.6983965493003191,1.807609888291514,-0.5949164271192721,-0.154887557363183,0.8074016158457128,0.6113092205807438,0.7604712041884817,0.196092395264969,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
TASOR2,0.1914319532676315,0.1968516049635934,15664,non-target,unlabeled,,,,0.505,0.319,0,0.122516,0.0,-33.36455474852653,-0.4424944422022422,-0.2709841801078024,-1.873427019843822,-0.7612702780535215,0.9431847797758666,0.8993886907794193,0.97434554973822,0.0749568589588006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AGR3,0.19143166757968,0.1968003281714695,15665,non-target,unlabeled,,,,1.99,-1.14,0,0.058715,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
OR56A5,0.1914109749354652,0.1967490513793457,15666,non-target,unlabeled,,,,1.23,-0.135,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
POLL,0.1913493184622415,0.1966977745872218,15667,non-target,unlabeled,,,,0.974,1.65,0,0.034849,0.0,-28.679919266794855,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZFAND2B,0.1913421791761032,0.1966464977950979,15668,non-target,unlabeled,,,,0.974,0.669,0,0.0,0.0,-11.35787812675539,-0.1067182020198423,-0.5494193933040968,-1.0904442165019266,-1.6492204025469936,0.1201459473547042,0.1938359653591441,0.2732984293193717,0.1531524819646675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC2A8,0.1912954371761192,0.196595221002974,15669,non-target,unlabeled,,,,1.35,-0.269,0,0.0,0.0,8.458280195008577,0.7931260350452111,0.3558073943473905,-0.0754729564202506,3.932608721745644,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRAMEF2,0.1912909346373425,0.1965439442108501,15670,non-target,unlabeled,,,,1.22,-0.148,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CIB2,0.1912553784608537,0.1964926674187262,15671,non-target,unlabeled,,0.2656445034111316,0.2656445034111316,1.21,0.591,0,0.0,0.0,-1.8004142192423476,-1.1709805124295651,4.785467545281482,3.3199092432244552,0.5629953550819832,0.63721657544957,0.0776872134488028,,0.5595293620007672,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
TIMM9,0.191233610164146,0.1964413906266024,15672,non-target,unlabeled,,-0.0545879830655381,-0.0545879830655381,1.26,0.585,0,0.066701,0.0,-15.02146478080546,-0.4448243252647165,0.9860570907234988,-1.0616173055254758,-1.356993324150428,0.9124315871774824,0.4388690779419256,0.5235602094240838,0.4735625092355568,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
TMPRSS11E,0.191074975560873,0.1963901138344785,15673,non-target,unlabeled,,,,1.04,-0.361,0,0.0,0.0,,,,-0.4024542414189453,,,,,,,,,,,,,,,0
JAM3,0.1910701253347926,0.1963388370423546,15674,non-target,unlabeled,,,,1.06,-1.37,0,0.0,0.0,8.550349072950508,-0.3783706330131209,1.3007656775773726,4.474798481375028,4.4882060592343285,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C9orf40,0.1910474192351103,0.1962875602502307,15675,non-target,unlabeled,,,,0.801,0.325,0,0.134821,0.0,-4.40848983262829,-0.4464460475363655,-0.0711999525423524,-1.6182755997207334,-4.579993132726991,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC7A2,0.1910058576421639,0.1962362834581068,15676,non-target,unlabeled,,,,1.04,-3.13,0,0.0,0.0,,-0.621782288066431,-1.6068606622862165,0.3356166890825486,3.0462980259425403,,,,,,,,,,,,,,0
MRS2,0.1909939505611405,0.1961850066659829,15677,non-target,unlabeled,,,,0.99,1.12,0,0.433607,0.0,-21.190054553238483,,,1.795266203520426,,0.3666927286942924,0.8981151299032094,0.805759162303665,0.531422401208917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RSRC1,0.1909674228727817,0.1961337298738591,15678,non-target,unlabeled,,,,1.04,0.306,0,0.394166,0.0,-19.084263622618376,,,1.6445079165093874,,0.1681000781860828,0.2671930718288334,0.4513089005235602,0.2832088223374774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PSMC3IP,0.1909434170968036,0.1960824530817352,15679,non-target,unlabeled,,,,1.03,0.344,0,0.095051,0.0,-3.328966167903966,-0.0746954436273141,0.5748530910247207,0.1799247188071747,-0.7982813355430843,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
