gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
TMEM183A,0.2878392007615831,0.451081940313814,10706,non-target,unlabeled,,,,0.648,2.93,0,0.0,0.0,-35.28384323283529,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC26A6,0.2877919516209418,0.4510306635216901,10707,non-target,unlabeled,,,,0.943,0.97,0,0.046408,0.0,-18.716337652998984,-0.1016342714987968,4.658010165195693,0.3027155859590282,-4.995590394543922,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LEAP2,0.2877659650177371,0.4509793867295662,10708,non-target,unlabeled,,,,2.21,-0.175,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
MYBPH,0.2877623718518477,0.4509281099374423,10709,non-target,unlabeled,,,,1.16,1.13,0,0.098635,0.0,,,,,,,,,,,,,,,,,,,0
SLC44A4,0.2877589548477018,0.4508768331453184,10710,non-target,unlabeled,,,,0.926,1.48,0,0.0,0.189978,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
GZMM,0.2877370237405576,0.4508255563531945,10711,non-target,unlabeled,,,,1.69,-0.473,0,0.0,0.0,1.7729134794072865,0.9384885951146252,-0.2802156360756633,1.1942984465802295,-2.916763718875599,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RAB17,0.2877124665639339,0.4507742795610706,10712,non-target,unlabeled,,,,1.2,0.189,0,0.0,0.0,,0.9978872671476549,-0.2395507575618125,,1.7887011341519563,,,,,,,,,,,,,,0
CLDN18,0.2876892885348449,0.4507230027689468,10713,non-target,unlabeled,,,,1.16,1.11,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
NEU2,0.2876885865974908,0.4506717259768228,10714,non-target,unlabeled,,,,2.1,-0.0944,0,0.056438,0.0,,,,,,,,,,,,,,,,,,,0
SNX21,0.2876416046384702,0.450620449184699,10715,non-target,unlabeled,,,,1.54,0.16,0,0.061188,0.0,,-1.631677844626829,4.11560962466445,3.483797912291797,2.3004250561552886,,,,,,,,,,,,,,0
IRS1,0.2876341795921325,0.4505691723925751,10716,in-trial,trial_heldout,Phase 3,,,0.69,0.814,0,0.375029,0.0,17.630279035287373,-0.1956223037402243,-4.433453805399155,,1.040823048318655,0.1464685952567109,0.5035659704533877,0.2086387434554973,0.3570973751966768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
NEIL2,0.2876293613678879,0.4505178956004512,10717,non-target,unlabeled,,,,1.47,-3.78,0,0.290695,0.0,-12.443367722850695,0.6858980138687026,-0.2025027988258424,1.2150271487976876,-0.5944330366723642,0.4378420641125879,0.3716250636780438,0.3505235602094241,0.0873185039031638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
INSYN1,0.2875919082206697,0.4504666188083273,10718,non-target,unlabeled,,,,0.77,1.31,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SAMM50,0.2875747532804602,0.4504153420162035,10719,non-target,unlabeled,,,,0.897,1.05,0,0.0,0.0,-31.529671857391403,0.0166220115932148,-0.1135242571073038,,-6.291514472200168,,,,,0.0,0.0,0.0,,,,,,,0
PTK6,0.2875743363052606,0.4503640652240795,10720,in-trial,trial_heldout,Phase 2,0.2580978354084363,0.2580978354084363,1.26,0.125,0,0.0,0.0,,-1.0068037587213283,-0.5568608856407865,-3.650322349971798,1.1330560161521617,0.7852488923638259,0.7460519612837494,0.8471204188481676,0.1010684575644181,,,,0.0,0.0,2.0,0.0,0.0,0.0,1
GEMIN7,0.2875731769368876,0.4503127884319557,10721,non-target,unlabeled,,0.3111921882560943,0.3111921882560943,1.69,0.551,0,0.0,0.0,-18.679862299224677,-0.0958359841121679,0.1724303743246656,-2.7124995397875384,-2.0080608325689244,,0.5099337748344371,0.5335078534031413,0.0235740785687041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC13A2,0.2875617963435062,0.4502615116398318,10722,non-target,unlabeled,,,,0.891,1.21,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SIGLEC10,0.2875534419578557,0.4502102348477079,10723,non-target,unlabeled,,,,0.844,1.35,0,0.0,0.0,,-0.0416429340926197,6.301774689496851,-0.4988350599656931,3.045120228134206,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
KIF4B,0.2875293725911452,0.450158958055584,10724,non-target,unlabeled,,,,1.08,1.06,0,0.222041,0.0,,,,,,,,,,,,,,,,,,,0
KRTAP20-1,0.2874897615094879,0.4501076812634602,10725,non-target,unlabeled,,,,2.29,-0.063,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
GJA10,0.2874878346920013,0.4500564044713362,10726,non-target,unlabeled,,,,,-0.553,0,0.089836,0.0,,0.0386377871558661,-2.932835894564633,-3.6057880450932607,-2.370231536647555,,,,,,,,,,,,,,0
POP5,0.2874864600975104,0.4500051276792124,10727,non-target,unlabeled,,,,1.29,0.0969,0,0.0,0.0,,-0.0962770866988632,1.6541359046260562,,-3.4329205017572453,,,,,,,,,,,,,,0
WDR38,0.2874536213217949,0.4499538508870885,10728,non-target,unlabeled,,,,1.33,0.0748,0,0.378947,0.0,,,,,,,,,,,,,,,,,,,0
MYOZ2,0.2874354397764011,0.4499025740949646,10729,non-target,unlabeled,,,,1.1,1.15,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SAC3D1,0.2874054353173614,0.4498512973028407,10730,non-target,unlabeled,,0.0704692970733172,0.0704692970733172,1.34,0.91,0,0.0,0.0,-5.154186281421286,-0.1475783594624558,1.397937832033916,-0.5508008140279598,-2.694273001864108,0.4474850143341152,0.3965868568517575,0.1986910994764398,0.2487939148576754,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1
SLC17A5,0.2873798104725322,0.4498000205107168,10731,non-target,unlabeled,,-0.1162339691818378,-0.1162339691818378,1.01,1.28,0,0.430959,0.0,-15.699293516740717,0.1302874510437396,-1.9994652479781432,-2.1504034666335823,2.592982980567828,0.4683346364347146,0.3973509933774834,0.0607329842931937,0.4076016521415209,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1
SFXN1,0.2873640324547887,0.4497487437185929,10732,non-target,unlabeled,,0.1410530805363515,0.1410530805363515,1.09,0.108,0,0.188363,0.0,-15.080540358739611,-0.4639286557588004,1.0595141175592215,-3.712639373396359,-2.6529495099032285,0.0065155069064373,0.1551197147223637,0.0123036649214659,0.1486042078159264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
APOD,0.2873422976094062,0.449697466926469,10733,non-target,unlabeled,,,,1.54,0.186,0,0.0,0.0,4.3534400875871,0.2843283970028858,0.9762246887110656,5.508096868840644,20.266199501673288,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C20orf173,0.2872468201071024,0.4496461901343452,10734,non-target,unlabeled,,,,1.18,1.09,0,0.045304,0.0,,,,,,,,,,,,,,,,,,,0
TMEM80,0.2872407780677983,0.4495949133422213,10735,non-target,unlabeled,,,,1.78,0.551,0,0.0,0.0,10.564993150330569,0.1630289591325446,0.5888561867987934,0.5170930599719723,0.4503440275674361,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IQCF3,0.2871847882562754,0.4495436365500974,10736,non-target,unlabeled,,,,2.56,0.227,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
DNAJC28,0.2871727370066086,0.4494923597579735,10737,non-target,unlabeled,,,,1.02,0.264,0,0.282999,0.0,,-0.4326885351308291,0.6434288169817538,2.538323887707148,1.0108364903309088,,,,,,,,,,,,,,0
C1orf185,0.28717100719104,0.4494410829658496,10738,non-target,unlabeled,,,,1.28,0.149,0,0.289837,0.0,,,,,,,,,,,,,,,,,,,0
KCNH6,0.2871695395559072,0.4493898061737257,10739,approved,P,Approved,,,1.17,1.04,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SERTM1,0.2871186047641917,0.4493385293816019,10740,non-target,unlabeled,,,,0.856,1.21,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
BBS9,0.2870869097597708,0.449287252589478,10741,non-target,unlabeled,,,,0.902,0.795,0,0.399625,0.0,11.04724860209649,-0.1286503062024976,-0.5433163330991251,2.3115652587697726,2.21840289221869,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DOP1B,0.2870636599204564,0.4492359757973541,10742,non-target,unlabeled,,0.1459387898825348,0.1459387898825348,0.845,1.56,0,0.054952,0.0,-6.192203102044636,-0.4288841611936703,-2.128980683938905,0.4896597103019301,-1.7173191383334443,0.4255929111284858,0.6072338257768721,0.7649214659685863,0.3393285548401005,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,1
MYL3,0.2870499158335715,0.4491846990052302,10743,non-target,unlabeled,,,,0.853,1.27,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
KCNK4,0.2870255663078658,0.4491334222131063,10744,non-target,unlabeled,,,,1.09,1.15,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CATSPERE,0.2870057497532839,0.4490821454209824,10745,non-target,unlabeled,,,,0.968,0.933,0,0.0,0.0,,-1.8705219280864769,0.4189727698224437,2.942495331411485,2.1056011291207546,,,,,,,,,,,,,,0
RTL1,0.2869917154312134,0.4490308686288586,10746,non-target,unlabeled,,,,,0.878,0,0.279001,0.0,,,,,,,,,,,,,,,,,,,0
EEF1AKMT4,0.2869903916089805,0.4489795918367347,10747,non-target,unlabeled,,,,1.11,0.361,0,0.0,0.0,,0.357575039547519,1.0324962418877162,1.4871904694121014,-0.4193988531964707,,,,,,,,,,,,,,0
SYNGR3,0.2869831437865893,0.4489283150446108,10748,non-target,unlabeled,,,,0.917,-0.0516,0,0.0,0.0,34.69774985571443,0.8566824321531387,0.3620754887024496,5.841645620539185,4.11499015405105,0.4852749543914516,0.8657666836474783,0.7931937172774869,0.3804917292560267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LKAAEAR1,0.2869770365144739,0.4488770382524869,10749,non-target,unlabeled,,,,1.69,0.284,0,0.033877,0.0,,-0.0653225727254481,-0.6262579978286195,1.0877931139273438,3.0507270928538706,,,,,,,,,,,,,,0
NUP214,0.2869657589008613,0.448825761460363,10750,non-target,unlabeled,,,,0.486,0.601,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
IGFLR1,0.2868805282454394,0.4487744846682391,10751,non-target,unlabeled,,,,1.09,-1.93,0,0.0,0.0,149.98487135879893,0.4813146170090408,-1.0241345919029872,-1.5245376900929395,2.26913158872683,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AMHR2,0.2868764667938917,0.4487232078761152,10752,non-target,unlabeled,,,,0.775,1.22,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PRAMEF1,0.2868203598321701,0.4486719310839914,10753,non-target,unlabeled,,,,0.791,1.23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
FHIP2B,0.286806800763826,0.4486206542918675,10754,non-target,unlabeled,,,,1.04,-0.0424,0,0.0,0.0,2.4387925650733373,-1.046600089710903,-0.2548423666406214,6.32228119132436,8.156058570668538,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VBP1,0.2867969252206952,0.4485693774997436,10755,non-target,unlabeled,,0.7397817271667385,0.7397817271667385,0.591,1.14,0,0.0,0.0,-1.2082639720509671,0.4685767004677406,1.3812433764284415,-1.8765328538422024,-4.380505394227379,0.1282251759186864,0.3960774325012736,0.7950261780104712,0.6668010020917847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ELN,0.286729551776491,0.4485181007076197,10756,non-target,unlabeled,,,,0.755,1.2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
STRA8,0.2867112485121708,0.4484668239154958,10757,non-target,unlabeled,,,,0.719,1.13,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PRMT3,0.2867109701411808,0.4484155471233719,10758,non-target,unlabeled,,,,1.07,-0.335,0,0.0,0.0,21.02474149933951,0.6462869985477638,-1.0964117290399131,-1.2723905597037213,-3.411337984004803,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTMT2,0.2866805016685644,0.4483642703312481,10759,non-target,unlabeled,,,,1.29,0.363,0,0.405028,0.0,,,,,,,,,,,,,,,,,,,0
RAMACL,0.2866720418135325,0.4483129935391242,10760,non-target,unlabeled,,,,1.17,0.629,0,0.073022,0.0,,0.6038669018943076,-1.0992038453033333,0.1270135487379698,0.8349351616902486,,,,,,,,,,,,,,0
PLEKHM3,0.2866717292712284,0.4482617167470003,10761,non-target,unlabeled,,,,0.706,1.91,0,0.0,0.0,-15.52606182863673,-0.0240629596523787,-1.3138078512378049,,0.4754651897947301,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNLT2B,0.2866606497854898,0.4482104399548764,10762,non-target,unlabeled,,,,1.12,1.35,0,0.0,0.0,19.855401075748343,,,-1.830687361237722,,0.8019285900443055,0.6856851757514009,0.8916230366492146,0.2059378608978137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PRDM13,0.2866272047702513,0.4481591631627525,10763,non-target,unlabeled,,,,0.635,-0.408,0,0.044287,0.0,,1.2454471146886217,1.2500863550908383,,0.3378371809536746,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF620,0.2866084085663362,0.4481078863706286,10764,non-target,unlabeled,,,,1.28,0.748,0,0.199311,0.0,-8.77171084539466,-0.5032785541638981,-1.3808986449955445,-4.263343128600872,1.8548426302945067,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GRAP2,0.2866057927921875,0.4480566095785048,10765,non-target,unlabeled,,,,0.962,1.11,0,0.400433,0.0,9.444857955095577,0.3551458827507415,-0.2826324865188976,-1.3178278256582667,3.8926839777933537,0.0596820432629658,0.5333672949566989,0.1667539267015707,0.4736852516937331,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EEF1AKMT4-ECE2,0.2865938590887265,0.4480053327863809,10766,non-target,unlabeled,,,,0.91,1.21,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
NCKAP5L,0.2865815377770326,0.4479540559942569,10767,non-target,unlabeled,,,,0.656,0.179,0,0.0,0.0,6.465931016124368,-0.895667200506208,2.827111242979422,2.8593619277636813,1.4612361073855202,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CFAP97D1,0.286573911579896,0.4479027792021331,10768,non-target,unlabeled,,,,1.13,1.04,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LAMC3,0.2865596982993578,0.4478515024100092,10769,non-target,unlabeled,,,,0.853,1.23,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
RNF222,0.2865334804811626,0.4478002256178853,10770,non-target,unlabeled,,,,2.03,-0.0552,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SIRT1,0.2864494886994362,0.4477489488257614,10771,in-trial,trial_heldout,Phase 1,,,0.497,0.895,0,0.04448,0.0,,-0.0639015878375003,-2.408718978299194,-1.2287294015353998,2.895463037829214,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
DCTN6,0.2863966135891399,0.4476976720336376,10772,non-target,unlabeled,,,,0.894,1.09,0,0.075228,0.0,-32.19787876925418,-0.1629086848459419,-0.4549741713648608,-1.4152074670301642,-1.8297624807709143,,,,,0.0,0.0,0.0,,,,,,,0
IL36G,0.2863879285360637,0.4476463952415137,10773,non-target,unlabeled,,,,1.26,0.119,0,0.277198,0.0,,-0.1254395855759342,-0.4722411412666749,0.1327318042383825,4.8469649457593915,,,,,,,,,,,,,,0
MED9,0.2863725072841354,0.4475951184493898,10774,non-target,unlabeled,,,,1.1,0.412,0,0.26815,0.0,,,,,,,,,,,,,,,,,,,0
SLC38A6,0.2863648206147612,0.4475438416572659,10775,non-target,unlabeled,,0.4775435100241829,0.4775435100241829,1.37,-0.553,0,0.090956,0.0,-13.451258950802982,-0.2777777908935989,2.6604253181065243,-3.9693973884313634,-4.6165169098545435,0.4949179046129789,0.3074375955170657,0.2609947643979057,0.2339231402150732,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
SIGLEC12,0.2863249627101903,0.447492564865142,10776,non-target,unlabeled,,,,1.03,-1.05,0,0.0,0.0,-8.731630359692627,-0.9114423756395515,6.2211582645650285,-10.128642814133624,1.0071283804030404,,,,,0.0,0.0,0.0,,,,,,,0
EPHX2,0.2863071656227112,0.4474412880730181,10777,non-target,unlabeled,,,,1.14,-0.2,0,0.0,0.0,11.967214860095046,-0.9739180184149692,0.3599594839664176,2.2868928830477384,6.1615676359765414,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KRTAP22-2,0.2863040969921992,0.4473900112808943,10778,non-target,unlabeled,,,,,-0.0498,0,0.0,0.0,,-0.2101439508980737,0.3102703468905891,-2.3075675633932056,-2.042289781854001,,,,,,,,,,,,,,0
PINK1,0.2862825389875441,0.4473387344887704,10779,non-target,unlabeled,,,,1.29,0.503,0,0.0,0.0,28.881514483951516,0.193550592662255,0.1971677130087452,4.266067928091251,2.195794025417998,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SUSD5,0.2862559054336399,0.4472874576966465,10780,non-target,unlabeled,,,,1.49,0.372,0,0.0,0.0,,-0.3816558300267449,1.664993071931937,0.2854844300853585,1.611611813867493,,,,,,,,,,,,,,0
BUD23,0.2862473340265116,0.4472361809045226,10781,non-target,unlabeled,,,,0.964,0.41,0,0.0,0.0,6.161584186242106,-0.1823029499820911,0.5192884850566863,-2.769068082489962,-1.1031219272723318,,0.4044829342842588,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1
SLC22A14,0.2862392389380992,0.4471849041123987,10782,non-target,unlabeled,,,,1.17,1.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
UCP3,0.2862337360500681,0.4471336273202748,10783,non-target,unlabeled,,,,1.2,0.522,0,0.0,0.0,19.920762550536818,-0.0743900205078329,-1.7009964456936673,-0.7932479345259219,4.70155046632598,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CD37,0.2862144085392356,0.447082350528151,10784,in-trial,trial_heldout,Phase 2,,,1.25,0.204,0,0.261577,0.0,109.4913323960098,-0.392441271076425,-0.5503976605015719,-0.6182971092720335,-0.1419640547320333,0.8292937190513422,0.9610290371879776,0.7811518324607329,0.1798772047272446,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
TRAPPC6A,0.2861765507322091,0.4470310737360271,10785,non-target,unlabeled,,,,1.68,-0.101,0,0.0,0.0,45.98028804434708,-0.4582744220224495,0.9658542043169857,-0.0203031657615207,3.011235832095772,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NKTR,0.286158253537051,0.4469797969439031,10786,non-target,unlabeled,,0.6440729512637691,0.6440729512637691,0.525,1.3,0,0.267236,0.0,-16.59071645224442,-0.6384803164906532,-1.294184452606836,,-0.6671433166811119,0.0695856137607505,0.0224146714212939,0.1342931937172775,0.1118785222959835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FRMD7,0.2861166632145035,0.4469285201517793,10787,non-target,unlabeled,,,,0.496,0.398,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SLC5A11,0.2860962027552152,0.4468772433596554,10788,non-target,unlabeled,,,,0.875,1.19,0,0.053619,0.0,,,,,,,,,,,,,,,,,,,0
FAM174C,0.2860764358854535,0.4468259665675315,10789,non-target,unlabeled,,,,2.27,-1.51,0,0.0,0.0,-3.536382206199141,0.4162996116109542,0.5822112299498635,-1.5796993150169572,-2.039484348865955,0.9890539483971852,0.8716250636780438,0.8539267015706806,0.1351272468265045,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
P3H2,0.2860235221110857,0.4467746897754076,10790,non-target,unlabeled,,,,1.11,-1.08,0,0.487211,0.0,,,,,,,,,,,,,,,,,,,0
XPA,0.2860205119787739,0.4467234129832838,10791,non-target,unlabeled,,,,1.04,-0.26,0,0.414728,0.0,-5.7378077296359535,0.0900532216246554,-0.897613817592481,2.469001530122896,-2.260951900872663,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HMMR,0.2859667846605406,0.4466721361911598,10792,non-target,unlabeled,,,,1.25,-0.37,0,0.07086,0.0,42.05386817445126,0.0467538012973147,0.1148671418751505,-2.03677109586844,-3.8224663719830634,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PLPP2,0.2859256104613193,0.446620859399036,10793,non-target,unlabeled,,,,1.12,0.489,0,0.0,0.0,-11.05101536426291,-0.4692901558627739,-4.100952270044525,12.431166282977546,-4.777453069533406,,,,,0.0,0.0,0.0,,,,,,,0
MYMK,0.285896541436716,0.4465695826069121,10794,non-target,unlabeled,,,,1.09,1.13,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SYT5,0.2858700924958938,0.4465183058147882,10795,non-target,unlabeled,,,,1.1,0.0757,0,0.0,0.0,,-0.5048340429684122,-1.7659094552374284,1.4554982387994324,2.28290039362963,,,,,,,,,,,,,,0
KRTAP21-2,0.2858530669049783,0.4464670290226643,10796,non-target,unlabeled,,,,,-0.0784,0,0.04313,0.0,,0.8761243266017228,2.128746199137142,-0.1137785886384388,0.3657656787395553,,,,,,,,,,,,,,0
MAP7D2,0.2858525820649587,0.4464157522305405,10797,non-target,unlabeled,,,,0.695,-0.381,0,0.0,0.0,-10.71170847961177,-2.237949989528623,1.9903147005246504,,-2.45901689759855,,,,,0.0,0.0,0.0,,,,,,,0
ACTRT2,0.2858249320445327,0.4463644754384165,10798,non-target,unlabeled,,,,3.81,0.189,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ARL10,0.2857553436973978,0.4463131986462927,10799,non-target,unlabeled,,,,1.25,0.559,0,0.0,0.0,6.101814397476969,-0.5374649984723073,0.446973010335572,6.474066380283657,6.3923644929792145,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SNX32,0.2857042669796096,0.4462619218541688,10800,non-target,unlabeled,,,,1.27,-0.877,0,0.516371,0.0,,,,,,,,,,,,,,,,,,,0
KCNE4,0.2856939713924359,0.4462106450620449,10801,non-target,unlabeled,,,,1.29,0.192,0,0.4055,0.0,,,,,,,,,,,,,,,,,,,0
ZNF264,0.2856759039934763,0.446159368269921,10802,non-target,unlabeled,,,,1.63,0.248,0,0.0,0.0,36.08376327627352,0.3486638848471586,-1.520169944249592,0.3311366489931264,0.0098387669227066,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HPD,0.285661349366159,0.4461080914777972,10803,non-target,unlabeled,,,,0.816,1.23,0,0.0,0.0,,,,-0.65951486194882,,,,,,,,,,,,,,,0
MT1X,0.2856358072283316,0.4460568146856732,10804,non-target,unlabeled,,,,1.52,0.112,0,0.0,0.0,43.413312067247205,-0.8591999086351929,6.721095005203493,0.2177657414055253,3.9350380604110953,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CLEC10A,0.2855849266816408,0.4460055378935493,10805,non-target,unlabeled,,,,1.18,1.1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
INPP5J,0.2855727735358446,0.4459542611014255,10806,non-target,unlabeled,,,,1.05,1.31,0,0.0,0.0,,-0.3048471512181345,-0.6357087591789161,-0.4363180339460636,0.4084519286174354,,,,,,,,,,,,,,0
PTGFR,0.2855708435177803,0.4459029843093016,10807,in-trial,trial_heldout,Phase 3,,,0.883,1.2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
HOXC6,0.2855297772563653,0.4458517075171777,10808,non-target,unlabeled,,,,0.706,1.11,0,0.0,0.0,,-0.2207213904864259,-0.7263186757184875,2.5456220345451324,1.3876549458105067,,,,,,,,,,,,,,0
CCN3,0.285505770010694,0.4458004307250538,10809,non-target,unlabeled,,,,0.87,-0.193,0,0.072371,0.0,,-1.6669543007441048,4.389561638822788,-0.902569169971746,-2.5682905022104245,,,,,,,,,,,,,,0
PGA5,0.2854438534149757,0.4457491539329299,10810,non-target,unlabeled,,,,1.75,0.609,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CCDC30,0.2854289526358629,0.445697877140806,10811,non-target,unlabeled,,,,0.852,1.83,0,0.037645,0.0,-8.157375365564913,-0.3588294449143759,-1.4201848758984827,,0.5806851116637394,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NIPSNAP2,0.2854153449003844,0.4456466003486822,10812,non-target,unlabeled,,,,1.12,0.762,0,0.066837,0.0,-23.70501388731341,0.0728416849022004,1.300444259406359,,-1.113473458439331,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTUS1,0.2854015025300811,0.4455953235565583,10813,non-target,unlabeled,,,,1.06,-8.01,0,0.0,0.0,21.148483528225587,-0.3957750291525117,0.4365421828726764,-2.503366150227033,-2.349530932107961,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GBA2,0.2853565257498804,0.4455440467644344,10814,non-target,unlabeled,,0.2328557776376858,0.2328557776376858,0.844,1.82,0,0.0,0.0,-22.06940834853243,0.5644413755886262,-0.429199714785333,,-2.360243702803304,0.7534532186604118,0.0132450331125827,0.0206806282722513,0.7402081855478291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TERB1,0.2853246099086263,0.4454927699723105,10815,non-target,unlabeled,,,,0.842,1.98,0,0.0,0.0,-9.641608480004525,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRL,0.2853040397931368,0.4454414931801866,10816,non-target,unlabeled,,,,0.825,0.273,0,0.388612,0.0,,,,,,,,,,,,,,,,,,,0
LXN,0.2852998059623095,0.4453902163880627,10817,non-target,unlabeled,,,,1.29,0.915,0,0.0,0.0,6.803045232026574,0.2312842990509031,2.477718871464465,-2.185810909796005,1.4350403486296903,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ACCSL,0.2852937202465715,0.4453389395959389,10818,non-target,unlabeled,,,,1.12,1.07,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
CLUL1,0.2852726192498693,0.445287662803815,10819,non-target,unlabeled,,,,1.12,1.07,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
OSTN,0.2852658960722424,0.4452363860116911,10820,non-target,unlabeled,,,,1.3,0.149,0,0.42454,0.0,,,,,,,,,,,,,,,,,,,0
