model,fpr,tpr
full,0.16962299972877679,0.35075653370013754
full,0.17092487116897206,0.35075653370013754
full,0.17092487116897206,0.35213204951856947
full,0.17119609438567943,0.35213204951856947
full,0.17119609438567943,0.3535075653370014
full,0.1721182533224844,0.3535075653370014
full,0.1721182533224844,0.35488308115543327
full,0.17293192297260646,0.35488308115543327
full,0.17293192297260646,0.3562585969738652
full,0.17385408190941146,0.3562585969738652
full,0.17385408190941146,0.3576341127922971
full,0.17407106048277732,0.3576341127922971
full,0.17407106048277732,0.35900962861072905
full,0.1742880390561432,0.35900962861072905
full,0.1742880390561432,0.3603851444291609
full,0.174613506916192,0.3603851444291609
full,0.174613506916192,0.36176066024759285
full,0.1762950908597776,0.36176066024759285
full,0.1762950908597776,0.3631361760660248
full,0.17634933550311907,0.3631361760660248
full,0.17634933550311907,0.36451169188445665
full,0.17640358014646054,0.36451169188445665
full,0.17640358014646054,0.3658872077028886
full,0.17727149443992407,0.3658872077028886
full,0.17727149443992407,0.3672627235213205
full,0.1786276105234608,0.3672627235213205
full,0.1786276105234608,0.3686382393397524
full,0.179224301600217,0.3686382393397524
full,0.179224301600217,0.3700137551581843
full,0.17949552481692432,0.3700137551581843
full,0.17949552481692432,0.3713892709766162
full,0.17960401410360727,0.3713892709766162
full,0.17960401410360727,0.3741403026134801
full,0.17965825874694874,0.3741403026134801
full,0.17965825874694874,0.37551581843191195
full,0.18068890697043666,0.37551581843191195
full,0.18068890697043666,0.3768913342503439
full,0.1842690534309737,0.3768913342503439
full,0.1842690534309737,0.3782668500687758
full,0.18649308380797397,0.3782668500687758
full,0.18649308380797397,0.3796423658872077
full,0.18806617846487658,0.3796423658872077
full,0.18806617846487658,0.3810178817056396
full,0.1896935177651207,0.3810178817056396
full,0.1896935177651207,0.38239339752407153
full,0.1906156767019257,0.38239339752407153
full,0.1906156767019257,0.38376891334250346
full,0.1907241659886086,0.38376891334250346
full,0.1907241659886086,0.38514442916093533
full,0.1940330892324383,0.38514442916093533
full,0.1940330892324383,0.38651994497936726
full,0.19506373745592623,0.38651994497936726
full,0.19506373745592623,0.3878954607977992
full,0.1963656088961215,0.3878954607977992
full,0.1963656088961215,0.3892709766162311
full,0.1965825874694874,0.3892709766162311
full,0.1965825874694874,0.390646492434663
full,0.19788445890968268,0.390646492434663
full,0.19788445890968268,0.3920220082530949
full,0.19799294819636562,0.3920220082530949
full,0.19799294819636562,0.39339752407152684
full,0.1985896392731218,0.39339752407152684
full,0.1985896392731218,0.3947730398899587
full,0.20222403037700026,0.3947730398899587
full,0.20222403037700026,0.39614855570839064
full,0.20271223216707351,0.39614855570839064
full,0.20271223216707351,0.39752407152682256
full,0.2037971250339029,0.39752407152682256
full,0.2037971250339029,0.3988995873452545
full,0.20439381611065907,0.3988995873452545
full,0.20439381611065907,0.4016506189821183
full,0.20461079468402496,0.4016506189821183
full,0.20461079468402496,0.4030261348005502
full,0.20645511255763493,0.4030261348005502
full,0.20645511255763493,0.40440165061898214
full,0.20661784648765935,0.40440165061898214
full,0.20661784648765935,0.405777166437414
full,0.20754000542446432,0.405777166437414
full,0.20754000542446432,0.40715268225584594
full,0.20862489829129374,0.40715268225584594
full,0.20862489829129374,0.40852819807427787
full,0.20911310008136696,0.40852819807427787
full,0.20911310008136696,0.40990371389270974
full,0.2094385679414158,0.40990371389270974
full,0.2094385679414158,0.4126547455295736
full,0.20965554651478166,0.4126547455295736
full,0.20965554651478166,0.4140302613480055
full,0.2115541090317331,0.4140302613480055
full,0.2115541090317331,0.4154057771664374
full,0.212693246541904,0.4154057771664374
full,0.212693246541904,0.4167812929848693
full,0.21285598047192839,0.4167812929848693
full,0.21285598047192839,0.41815680880330125
full,0.2132356929753187,0.41815680880330125
full,0.2132356929753187,0.4195323246217332
full,0.21399511798209928,0.4195323246217332
full,0.21399511798209928,0.42090784044016505
full,0.21638188228912394,0.42090784044016505
full,0.21638188228912394,0.422283356258597
full,0.21757526444263628,0.422283356258597
full,0.21757526444263628,0.4236588720770289
full,0.21833468944941686,0.4236588720770289
full,0.21833468944941686,0.4250343878954608
full,0.21855166802278275,0.4250343878954608
