gene,group,gwas_score
KIF9,other,0.372444
KIFAP3,other,0.403638
KIFC1,other,0.104126
KIR2DL3,in_trials,0.031858
KIR3DL2,in_trials,0.064689
KIRREL1,other,0.401216
KIRREL3,other,0.519599
KISS1R,other,0.164905
KIT,approved,0.686777
KL,other,0.52276
KLB,other,0.073242
KLC2,other,0.061594
KLF10,other,0.084206
KLF12,other,0.776047
KLF13,other,0.813543
KLF14,other,0.071863
KLF17,other,0.483956
KLF2,other,0.837121
KLF3,other,0.62759
KLF4,other,0.426231
KLF5,other,0.797116
KLF6,other,0.428823
KLF7,other,0.045841
KLF9,other,0.060752
KLHDC1,other,0.055291
KLHDC10,other,0.40258
KLHDC2,other,0.053564
KLHDC4,other,0.092284
KLHDC7A,other,0.173491
KLHDC7B,other,0.057589
KLHDC8B,other,0.14001
KLHL1,other,0.766305
KLHL18,other,0.069717
KLHL20,other,0.038099
KLHL22,other,0.042611
KLHL25,other,0.111367
KLHL29,other,0.429971
KLHL33,other,0.219746
KLHL38,other,0.037757
KLHL42,other,0.036133
KLK3,other,0.174261
KLK4,other,0.575765
KLKB1,other,0.416122
KLLN,other,0.415284
KLRC1,in_trials,0.101853
KLRC2,other,0.163147
KLRC3,other,0.337398
KLRC4,other,0.119272
KLRC4-KLRK1,other,0.086474
KLRD1,other,0.048588
KLRF1,other,0.058596
KLRG1,other,0.343821
KLRK1,other,0.466457
KMO,other,0.033237
KMT2A,in_trials,0.140187
KMT2E,other,0.031596
KMT5A,other,0.213955
KNDC1,other,0.157628
KNOP1,other,0.067214
KPNA3,other,0.073626
KPNA4,other,0.163088
KPNA7,other,0.324484
KPNB1,other,0.365049
KPRP,other,0.322527
KRAS,other,0.403036
KRABD3,other,0.038651
KREMEN1,other,0.473365
KRI1,other,0.034996
KRT222,other,0.069067
KRT24,other,0.270162
KRT28,other,0.051664
KRT3,other,0.135748
KRT4,other,0.117046
KRT80,other,0.126238
KRTAP19-8,other,0.179741
KRTAP21-1,other,0.046234
KRTAP21-2,other,0.04313
KRTAP5-10,other,0.031596
KRTAP5-4,other,0.044285
KRTAP5-5,other,0.13051
KRTAP5-7,other,0.040451
KRTAP5-8,other,0.043398
KRTAP5-9,other,0.046234
KRTAP7-1,other,0.043398
KRTAP8-1,other,0.046843
KSR1,other,0.654927
KSR2,other,0.410412
KTN1,other,0.215007
KY,other,0.156599
KYAT1,other,0.047907
KYNU,other,0.427419
L1CAM,other,0.137397
L1TD1,other,0.041791
L3HYPDH,other,0.21755
L3MBTL3,other,0.510106
L3MBTL4,other,0.327845
LACC1,other,0.881881
LACTB,other,0.417989
LACTB2,other,0.037683
LACTBL1,other,0.035163
LAG3,in_trials,0.197606
LAMA2,other,0.047409
LAMA4,other,0.047536
LAMB1,other,0.529664
LAMB2,other,0.033291
LAMTOR2,other,0.064462
LAMTOR4,other,0.031783
LANCL1,other,0.084636
LAPTM4B,other,0.328367
LARP1B,other,0.062462
LARP4B,other,0.040323
LARS1,other,0.030707
LAT2,other,0.389225
LAX1,other,0.086754
LAYN,other,0.60027
LBH,other,0.857547
LBP,other,0.038599
LCE1A,other,0.061363
LCE1B,other,0.049153
LCE1C,other,0.080143
LCE1D,other,0.062162
LCE1E,other,0.051289
LCE1F,other,0.033083
LCE3A,other,0.253756
LCE3B,other,0.183446
LCE3C,other,0.253535
LCE3D,other,0.300187
LCE3E,other,0.198387
LCE4A,other,0.044301
LCE5A,other,0.424145
LCLAT1,other,0.430838
LCMT1,other,0.037655
LCN1,other,0.050007
LCN9,other,0.363093
LCOR,other,0.596164
LCP1,other,0.436173
LCT,other,0.544966
LCTL,other,0.155738
LDAH,other,0.308956
LDB2,other,0.485147
LDLR,other,0.254051
LDLRAD1,other,0.424504
LDLRAP1,other,0.597092
LEF1,other,0.7648
LEFTY1,other,0.077191
LEKR1,other,0.612272
LELP1,other,0.139694
LEMD2,other,0.508137
LEO1,other,0.200259
LETM1,other,0.554219
CIMAP2,other,0.460122
LGALS3BP,other,0.036165
LGALS8,other,0.109478
LGALS9,other,0.139988
LGI2,other,0.06083
LGR5,other,0.058011
LGR6,other,0.339612
LGSN,other,0.539261
LHCGR,in_trials,0.320332
LHFPL2,other,0.485393
LHFPL3,other,0.603121
LHFPL5,other,0.209931
LHFPL6,other,0.541239
LHPP,other,0.552107
LHX1,other,0.333882
LHX2,other,0.545502
LHX4,other,0.22611
LHX9,other,0.03173
LIAS,other,0.036407
LIF,other,0.090854
LIFR,other,0.43912
LIG3,other,0.125331
LILRA6,other,0.053955
LILRB3,other,0.501011
LIM2,other,0.100234
LIME1,other,0.530046
LIMK1,other,0.297899
LIMK2,other,0.290695
LIMS1,other,0.393594
LIN28B,other,0.383787
LIN54,other,0.033107
LINGO1,in_trials,0.604868
LINGO2,other,0.600998
LINGO4,other,0.100528
LINS1,other,0.112016
LIPF,other,0.08147
LIPJ,other,0.494067
LIPK,other,0.064359
LITAF,other,0.755098
LIX1,other,0.158639
LKAAEAR1,other,0.033877
LLPH,other,0.034713
LMAN1,other,0.133722
LMAN1L,other,0.466393
LMAN2,other,0.338611
LMBRD1,other,0.243587
LMCD1,other,0.505665
LMF1,other,0.042024
CIROP,other,0.053638
LMNA,other,0.296572
LMNTD2,other,0.084954
LMO3,other,0.518449
LMO4,other,0.535533
LMO7,other,0.558562
LMOD3,other,0.52256
LMTK2,other,0.395238
LMTK3,other,0.362875
LMX1A,other,0.357918
LMX1B,other,0.0633
LNPEP,in_trials,0.434498
LONRF2,other,0.599508
LOX,other,0.033274
LOXHD1,other,0.455791
LOXL1,other,0.489123
LPA,other,0.074745
LPAR3,other,0.08034
LPAR4,other,0.375203
LPCAT1,other,0.357832
LPIN1,other,0.532075
LPIN3,other,0.256588
LPL,other,0.036473
LPP,other,0.835886
LPXN,other,0.030968
LRAT,other,0.062159
LRATD1,other,0.713106
LRATD2,other,0.46204
LRBA,other,0.531815
LRCH1,other,0.442277
LRCH4,other,0.087604
LRFN2,other,0.476054
LRFN5,other,0.418715
LRIG1,other,0.399934
LRIG2,other,0.2054
LRIG3,other,0.345673
LRIT1,other,0.076407
LRIT2,other,0.452373
LRMDA,other,0.507777
LRP1,other,0.498935
LRP11,other,0.391236
LRP1B,other,0.676238
LRP4,other,0.032475
LRP6,other,0.031208
LRR1,other,0.399531
LRRC1,other,0.164637
LRRC17,other,0.043061
LRRC18,other,0.595051
LRRC19,other,0.048518
LRRC25,other,0.386306
LRRC30,other,0.039409
LRRC31,other,0.066116
LRRC32,other,0.347432
LRRC34,other,0.397894
LRRC37A2,other,0.036589
LRRC3C,other,0.102656
LRRC40,other,0.11254
LRRC42,other,0.040243
LRRC43,other,0.627935
LRRC49,other,0.357408
LRRC4C,other,0.676959
LRRC52,other,0.454895
LRRC56,other,0.140499
LRRC57,other,0.071443
LRRC61,other,0.036719
LRRC63,other,0.107184
LRRC69,other,0.366168
LRRC7,other,0.497743
LRRC70,other,0.361402
LRRC72,other,0.050143
LRRC74A,other,0.274381
LRRC75A,other,0.419603
LRRC8B,other,0.458834
LRRC8C,other,0.030632
LRRC9,other,0.062145
LRRFIP1,other,0.416122
LRRIQ1,other,0.043593
LRRIQ3,other,0.250791
LRRIQ4,other,0.251259
LRRK1,other,0.048055
LRRK2,other,0.509476
LRRN2,other,0.066362
LRRN3,other,0.153734
LRRTM1,other,0.303165
LRRTM2,other,0.043876
LRRTM3,other,0.169472
LRRTM4,other,0.624073
LSAMP,other,0.291401
LSM14B,other,0.115172
LSM5,other,0.281741
LSM8,other,0.195236
LSP1,other,0.606001
LTA4H,in_trials,0.046613
LTBP1,other,0.402487
LTBP2,other,0.260102
LTBR,other,0.850701
LTF,other,0.354279
LTK,other,0.038682
LTV1,other,0.071869
LUM,other,0.098029
LURAP1L,other,0.081314
LUZP1,other,0.103287
LUZP2,other,0.455454
LY86,other,0.36167
LYAR,other,0.032044
LYG1,other,0.337197
LYN,approved,0.397045
LYPD1,other,0.124123
LYPD6,other,0.049228
LYPLAL1,other,0.204587
LYRM1,other,0.038312
LYRM2,other,0.065627
LYRM7,other,0.424146
LYRM9,other,0.407475
LYSMD1,other,0.15739
LYSMD3,other,0.412486
LYSMD4,other,0.336592
LYST,other,0.614238
LYVE1,other,0.288961
LYZ,other,0.492851
LYZL2,other,0.348761
LZTFL1,other,0.534752
LZTS1,other,0.432151
M1AP,other,0.03666
M6PR,other,0.303273
MAB21L2,other,0.263071
MAB21L3,other,0.15973
MACC1,other,0.362041
MACF1,other,0.535074
MACIR,other,0.812227
MACO1,other,0.046733
MACROD1,other,0.060589
MACROD2,other,0.512301
MACROH2A1,other,0.068286
MAD1L1,other,0.575162
MADCAM1,in_trials,0.31049
MADD,other,0.121221
MAEL,other,0.38207
MAF,other,0.810807
MAF1,other,0.042025
MAFB,other,0.51042
MAFF,other,0.052873
MAFK,other,0.055359
MAGEB2,other,0.279761
MAGEC1,other,0.032402
MAGEC2,other,0.443855
MAGEC3,other,0.043995
MAGEE1,other,0.259135
MAGI1,other,0.531306
MAGI2,other,0.345673
MAGI3,other,0.651409
MAIP1,other,0.054511
MAL2,other,0.570788
MALT1,other,0.622592
MAMDC4,other,0.176277
MAML2,other,0.479647
MAMSTR,other,0.472051
MAN1A1,other,0.37056
MAN1C1,other,0.066091
MAN2A1,other,0.394902
MANBA,other,0.678929
MANEAL,other,0.367122
MANSC4,other,0.041791
MAOB,in_trials,0.058645
MAP10,other,0.038494
MAP1B,other,0.392587
MAP1LC3B,other,0.047628
MAP2K3,other,0.506599
MAP2K4,other,0.511816
MAP2K5,other,0.185687
MAP2K6,other,0.330003
MAP3K1,in_trials,0.376914
MAP3K13,other,0.346444
MAP3K14,other,0.462499
MAP3K19,other,0.040262
MAP3K2,other,0.376461
MAP3K20,other,0.141561
MAP3K21,other,0.138749
MAP3K7,other,0.590465
MAP3K8,in_trials,0.821365
MAP4,other,0.426149
MAP4K2,other,0.073645
MAP4K3,other,0.348674
MAPK1,in_trials,0.341912
MAPK10,in_trials,0.040715
MAPK12,other,0.108432
MAPK13,other,0.079317
MAPK14,in_trials,0.63191
MAPK3,in_trials,0.563102
MAPK6,other,0.162265
MAPK8,in_trials,0.112595
MAPK9,in_trials,0.038858
MAPKAP1,other,0.422971
MAPKAPK5,in_trials,0.079588
MAPRE1,other,0.072388
MAPRE2,other,0.063399
MAPT,other,0.631995
MARCHF1,other,0.657955
MARCHF11,other,0.52276
MARCHF5,other,0.466966
MARCHF7,other,0.113782
MARCHF9,other,0.054594
MARCKS,other,0.37167
MARCO,other,0.106655
MARK1,other,0.42102
MARS1,other,0.06646
MARS2,other,0.112777
MARVELD2,other,0.145674
MARVELD3,other,0.11564
MAST2,other,0.377922
MAST3,other,0.066375
MAST4,other,0.667185
MAT2B,other,0.228335
MATN2,other,0.060354
MAU2,other,0.056655
MAX,other,0.364336
MB21D2,other,0.65164
MBD2,other,0.28069
MBIP,other,0.70552
MBL2,other,0.693094
MBLAC2,other,0.061326
MBNL1,other,0.418573
MBNL2,other,0.073484
MBOAT1,other,0.484188
MBOAT2,other,0.269044
MBOAT4,other,0.092079
MBP,other,0.065954
MC1R,in_trials,0.578554
MC3R,other,0.381959
MC4R,other,0.358345
MCCC2,other,0.102163
MCFD2,other,0.12006
MCHR1,other,0.040757
MCHR2,other,0.330003
MCL1,in_trials,0.225851
MCM2,other,0.120091
MCM4,other,0.115133
MCM6,other,0.334487
MCPH1,other,0.477513
MCTP2,other,0.439475
MDFIC,other,0.442415
MDGA1,other,0.351062
MDGA2,other,0.680132
MDH1B,other,0.149608
MDK,other,0.033227
SAXO6,other,0.407149
MDM4,other,0.10077
MDN1,other,0.437696
ME1,other,0.283949
MEAF6,other,0.364723
MEAK7,other,0.401223
MECOM,other,0.380144
MECP2,other,0.175939
MECR,other,0.397787
MED1,other,0.081568
MED13,other,0.618347
MED13L,other,0.250884
MED15,other,0.506798
MED16,other,0.038581
MED24,other,0.297882
MED27,other,0.422971
MED7,other,0.184468
MED9,other,0.26815
MEDAG,other,0.039916
MEF2A,other,0.219437
MEF2C,other,0.106522
MEFV,other,0.249614
MEGF11,other,0.404446
MEGF6,other,0.250757
MEI1,other,0.315909
MEI4,other,0.404786
MEIOSIN,other,0.155905
MEIS1,other,0.299831
MEIS2,other,0.774374
MELTF,other,0.065154
MEN1,in_trials,0.336649
MEOX1,other,0.290695
MERTK,in_trials,0.443196
METRN,other,0.104783
METTL1,other,0.125208
METTL15,other,0.338006
METTL16,other,0.267236
METTL17,other,0.037071
METTL24,other,0.234892
METTL25,other,0.29241
METTL2B,other,0.04296
METTL4,other,0.228335
METTL5,other,0.043398
METTL6,other,0.038117
METTL8,other,0.526372
MEX3B,other,0.047592
MEX3C,other,0.356081
MFAP1,other,0.074834
MFAP2,other,0.317978
MFAP3,other,0.041232
MFAP3L,other,0.480144
MFF,other,0.075877
MFHAS1,other,0.526119
MFN2,other,0.655476
MFSD1,other,0.120625
MFSD12,other,0.384948
SLC68A1,other,0.611141
SLC60A2,other,0.599184
MFSD6,other,0.648361
MFSD8,other,0.034138
MGARP,other,0.043856
MGAT2,other,0.104434
MGAT4C,other,0.046641
MGAT5,other,0.796272
MGME1,other,0.154706
MGMT,other,0.607792
MGST1,other,0.081993
MGST2,other,0.390042
MIA,other,0.500174
MIA3,other,0.427086
MICOS10,other,0.384284
MICU2,other,0.097281
MICU3,other,0.113658
MIDEAS,other,0.307867
MIDN,other,0.348027
MIEN1,other,0.052972
MIER1,other,0.581931
MIER2,other,0.233812
MIGA1,other,0.332672
MIIP,other,0.377763
MINAR2,other,0.330328
MINDY1,other,0.033412
MIOS,other,0.43855
MIPOL1,other,0.392729
MITD1,other,0.061714
MITF,other,0.039305
MKI67,other,0.424264
MKLN1,other,0.43136
MKRN2,other,0.306432
MKRN2OS,other,0.302981
MLANA,other,0.130038
MLF1,other,0.203206
MLF2,other,0.476746
MLIP,other,0.040017
MLKL,other,0.055329
MLLT3,other,0.098561
MLN,other,0.727793
MLX,other,0.106468
MLXIP,other,0.042328
MMADHC,other,0.345673
MMD,other,0.164951
MME,other,0.433485
MMEL1,other,0.747393
MMP12,other,0.735482
MMP16,other,0.555648
MMP17,other,0.039903
MMP26,other,0.093712
MMP3,other,0.248913
MMP9,in_trials,0.636628
MMRN1,other,0.07971
MMUT,other,0.032431
MN1,other,0.276337
MNAT1,other,0.470517
MNDA,other,0.356096
MNS1,other,0.551155
MNX1,other,0.045841
MOB3A,other,0.155905
MOB4,other,0.063146
MOBP,other,0.034984
MOCS2,other,0.341467
MOCS3,other,0.037328
MOGAT1,other,0.060974
MON1A,other,0.083532
MORC3,other,0.407395
MORF4L1,other,0.036354
MOXD1,other,0.42102
MPC1,other,0.055325
MPDZ,other,0.562008
MPHOSPH6,other,0.073856
MPHOSPH8,other,0.417831
MPHOSPH9,other,0.169249
MPI,other,0.2507
MPP7,other,0.340722
MPPED2,other,0.405391
MPRIP,other,0.482819
MPV17L2,other,0.371655
MRE11,other,0.421433
MREG,other,0.178628
MRFAP1L1,other,0.079143
MRGPRF,other,0.053807
MRM2,other,0.078906
MROH1,other,0.049263
MROH2A,other,0.26408
MROH2B,other,0.040776
MROH7,other,0.416122
MROH9,other,0.072222
MRPL11,other,0.094228
MRPL19,other,0.095125
MRPL20,other,0.069204
MRPL22,other,0.041873
MRPL24,other,0.049028
MRPL3,other,0.484188
MRPL30,other,0.058049
MRPL33,other,0.048845
MRPL36,other,0.062329
MRPL38,other,0.060253
MRPL39,other,0.214349
MRPL4,other,0.37412
MRPL42,other,0.048066
MRPL47,other,0.079778
MRPL50,other,0.044299
MRPS14,other,0.4406
MRPS15,other,0.074352
MRPS21,other,0.452704
MRPS28,other,0.047187
MRPS31,other,0.541995
MRPS33,other,0.063799
MRPS35,other,0.031384
MRPS6,other,0.079599
MRPS7,other,0.145791
MRPS9,other,0.030789
MRS2,other,0.433607
MRTFA,other,0.18146
MRTFB,other,0.246441
MS4A4A,other,0.41354
MS4A6E,other,0.039843
MS4A8,other,0.259372
MSANTD1,other,0.269124
MSANTD4,other,0.038532
MSC,other,0.093147
MSGN1,other,0.138336
MSH2,other,0.500565
MSH3,other,0.060354
MSH6,other,0.057127
MSI2,other,0.519194
MSL2,other,0.232355
MSR1,other,0.506417
MSRA,other,0.735407
MSRB3,other,0.482267
MST1,other,0.886428
MST1R,in_trials,0.097644
MSTO1,other,0.037505
MSX1,other,0.513103
MSX2,other,0.624359
MT1HL1,other,0.077707
MTA1,other,0.046742
MTA3,other,0.052424
MTAP,other,0.536081
MTARC2,other,0.532545
MTCH1,other,0.03761
MTCL1,other,0.189833
MTERF1,other,0.067109
MTF1,other,0.35616
MTFR1,other,0.658995
MTFR2,other,0.034204
MTHFD1,other,0.036878
MTHFD2L,other,0.078233
MTHFR,other,0.357393
MTHFS,other,0.290183
MTHFSD,other,0.119136
MTIF3,other,0.375252
MTMR2,other,0.056568
MTMR3,other,0.563636
MTMR6,other,0.030969
MTMR9,other,0.288901
MTO1,other,0.062433
MTOR,in_trials,0.393114
MTPN,other,0.396262
MTR,other,0.045455
MTRES1,other,0.030666
MTRFR,other,0.162867
MTRR,other,0.268679
MTUS2,other,0.406221
MTX1,other,0.199208
MTX2,other,0.249132
MTX3,other,0.102102
MUC1,in_trials,0.576389
MUC15,other,0.084421
MUC19,other,0.78427
MUCL1,other,0.27723
MUS81,other,0.085789
MUSTN1,other,0.130103
MX2,other,0.076153
MXD3,other,0.220292
MXI1,other,0.468787
MXRA7,other,0.130742
MXRA8,other,0.337354
MYB,other,0.634425
MYBPC1,other,0.034144
MYBPC3,other,0.067345
MYBPH,other,0.098635
MYC,other,0.772828
MYCBP2,other,0.225742
MYCN,other,0.3454
MYCT1,other,0.06691
MYEF2,other,0.076303
MYEOV,other,0.397185
MYH11,other,0.170684
MYH15,other,0.037106
MYH2,other,0.040551
MYH3,other,0.034138
MYH7B,other,0.031324
MYL1,other,0.033375
MYL12A,other,0.102582
MYL12B,other,0.103976
MYL2,other,0.684101
MYLIP,other,0.278907
MYLK,other,0.432523
MYLK4,other,0.190543
MYNN,other,0.466128
MYO10,other,0.455791
MYO16,other,0.71865
MYO18B,other,0.47897
MYO19,other,0.246998
MYO1B,other,0.066961
MYO3A,other,0.192168
MYO3B,other,0.589214
MYO7A,other,0.435636
MYO7B,other,0.4674
MYOC,other,0.468993
MYOCD,other,0.494477
MYOM1,other,0.038103
MYOM2,other,0.439205
MYOT,other,0.038566
MYPN,other,0.571174
MYRF,other,0.408259
MYRFL,other,0.418889
MYRIP,other,0.681545
MYSM1,other,0.054227
MYT1,other,0.441475
MYT1L,other,0.646704
MYZAP,other,0.340097
N4BP1,other,0.055033
N4BP2L1,other,0.043228
NAA10,other,0.183811
NAA15,other,0.034138
NAA25,other,0.188819
NAA35,other,0.462849
NAA80,other,0.056104
NAALAD2,other,0.063147
NAALADL2,other,0.47897
NAB1,other,0.694238
NAB2,other,0.079077
NABP1,other,0.362497
NACA,other,0.055153
NACA2,other,0.526108
NADSYN1,other,0.503894
NAF1,other,0.336812
NAGK,other,0.036133
NAGLU,other,0.058403
NAGPA,other,0.518055
NALCN,other,0.589878
NALF1,other,0.597259
NAP1L1,other,0.038495
NAP1L5,other,0.194381
NAPA,other,0.290695
NAPG,other,0.049583
NARF,other,0.206667
NARS1,other,0.110141
NAT1,other,0.061905
NAT8,other,0.134617
NAV2,other,0.652874
NAV3,other,0.586447
NAXE,other,0.12747
NBAS,other,0.049177
NBEA,other,0.432091
NBEAL1,other,0.30344
NBEAL2,other,0.036206
NBL1,other,0.39378
NBN,other,0.055354
NBPF1,other,0.081156
NBPF11,other,0.034798
NBPF12,other,0.038772
NBPF15,other,0.300329
NBPF3,other,0.416122
NBPF4,other,0.144874
NCAM2,other,0.464126
NCAN,other,0.062109
NCAPG2,other,0.042114
NCAPH2,other,0.043721
NCBP3,other,0.384727
NCDN,other,0.280375
NCF1,other,0.440947
NCF2,other,0.896317
NCF4,other,0.798903
NCK1,other,0.25863
NCK2,other,0.502168
NCKAP5,other,0.580897
NCKIPSD,other,0.167109
NCLN,other,0.053422
NCMAP,other,0.047418
NCOA2,other,0.529442
NCOA3,other,0.030504
NCOA5,other,0.521886
NCOA7,other,0.597261
NCOR2,other,0.78252
NCR3LG1,other,0.066539
NDC80,other,0.331806
NDFIP1,other,0.752488
NDFIP2,other,0.0838
NDNF,other,0.566052
NDP,other,0.653729
NDRG1,other,0.391036
NDST1,other,0.416122
NDST2,other,0.117584
NDST3,other,0.345137
NDST4,other,0.485147
NDUFA13,in_trials,0.045377
COXFA4,in_trials,0.312162
NDUFAF1,in_trials,0.368557
NDUFAF2,in_trials,0.29014
NDUFAF6,other,0.051311
NDUFB1,in_trials,0.117853
NDUFB3,in_trials,0.037011
NDUFB6,in_trials,0.420968
NDUFC2,in_trials,0.03623
NDUFS2,in_trials,0.049375
NDUFS4,in_trials,0.048159
NDUFS6,in_trials,0.059549
NDUFV1,in_trials,0.092401
NEBL,other,0.481771
NECAB2,other,0.407419
NECAP2,other,0.105375
NECTIN1,other,0.218798
NECTIN3,other,0.52276
NEDD1,other,0.623427
NEDD4,other,0.188919
NEDD9,other,0.342549
NEFL,other,0.102481
NEFM,other,0.448232
NEGR1,other,0.613631
NEIL2,other,0.290695
NEIL3,other,0.395195
NEK1,other,0.428396
NEK11,other,0.050587
NEK5,other,0.318415
NEK6,other,0.740289
NEK7,other,0.655359
NELL1,other,0.512959
NELL2,other,0.589866
NEMF,other,0.233812
NEMP2,other,0.512347
NEO1,other,0.237315
NES,other,0.12106
NETO2,other,0.148904
NEU2,other,0.056438
NEU4,other,0.698797
NEURL1,other,0.378731
NEURL1B,other,0.508369
NEURL4,other,0.218974
NEUROD1,other,0.040189
NEUROD4,other,0.032239
NEXN,other,0.139408
NF1,other,0.476195
NF2,other,0.303212
NFATC1,other,0.852873
NFATC2,other,0.84501
NFATC3,other,0.327796
NFE2L2,in_trials,0.04151
NFIA,other,0.73564
NFIB,other,0.622856
NFIC,other,0.648898
NFIL3,other,0.414958
NFKB1,other,0.945454
NFKB2,other,0.044872
NFKBIA,other,0.884652
NFKBIE,other,0.854349
NFKBIZ,other,0.774089
NFU1,other,0.140914
NGEF,other,0.467879
NGF,other,0.548926
NGFR,other,0.071111
NGRN,other,0.031989
NHLH1,other,0.21037
NHLH2,other,0.119318
NHLRC1,other,0.065438
NHS,other,0.064074
NICN1,other,0.387732
NIF3L1,other,0.10086
NINJ2,other,0.55128
NIPSNAP2,other,0.066837
NIT1,other,0.048379
NKAIN2,other,0.413851
NKAIN3,other,0.034138
NKD1,other,0.588478
NKD2,other,0.199963
NKIRAS1,other,0.089609
NKTR,other,0.267236
NKX1-2,other,0.156334
NKX2-1,other,0.158039
NKX2-3,other,0.818049
NKX2-4,other,0.040342
NKX2-8,other,0.053099
NKX3-2,other,0.063935
NKX6-2,other,0.060521
NKX6-3,other,0.053276
NLE1,other,0.040973
NLGN1,other,0.685942
NLGN2,other,0.214899
NLK,other,0.249641
NLRC3,other,0.051744
NLRC5,other,0.513657
NLRP10,other,0.812715
NLRP3,other,0.244028
NLRP5,other,0.545982
NLRP8,other,0.388612
NMB,other,0.101325
NMBR,other,0.047082
NME7,other,0.395866
NME8,other,0.272594
NMI,other,0.032796
NMNAT2,other,0.453569
NMRK1,other,0.081314
NMS,other,0.036125
NMT2,other,0.263366
NMUR2,other,0.372564
NOA1,other,0.068091
NOCT,other,0.398124
NOD2,other,0.913
NOG,other,0.184389
NOL10,other,0.038036
NOL4,other,0.298592
NOP58,other,0.47056
NOS1,in_trials,0.495263
NOS1AP,other,0.67229
NOS2,in_trials,0.766585
NOS3,in_trials,0.624742
NOTCH2,other,0.57808
NOTCH2NLC,other,0.038092
NOTO,other,0.371461
NOVA1,other,0.70713
NOX4,other,0.03856
NPAS2,other,0.656947
NPAS3,other,0.406221
NPAT,other,0.088129
NPBWR1,other,0.429803
NPBWR2,other,0.146051
NPEPPS,in_trials,0.274
NPFFR2,other,0.351552
NPHP3,other,0.493099
NPHP4,other,0.296857
NPIPB13,other,0.083705
NPIPB6,other,0.167674
NPIPB7,other,0.283982
NPIPB8,other,0.066238
NPM2,other,0.159263
NPPA,other,0.18344
NPPB,other,0.325743
NPR3,other,0.437929
NPS,other,0.211906
NPTX2,other,0.333882
NPVF,other,0.41942
NPY1R,other,0.163872
NPY2R,other,0.36656
NPY5R,other,0.131938
NR1D2,other,0.407841
NR1H3,in_trials,0.067605
NR1I2,other,0.416122
NR1I3,other,0.064327
NR2F1,other,0.510772
NR2F2,other,0.508403
NR2F6,other,0.452308
NR3C1,approved,0.62088
NR3C2,in_trials,0.582725
NR4A2,other,0.60778
NR4A3,other,0.524417
NR5A2,other,0.79298
NR6A1,other,0.400279
NRAP,other,0.03068
NRBF2,other,0.089415
NRBP1,other,0.038105
NRBP2,other,0.033276
NRCAM,other,0.043766
NRDC,other,0.065542
NREP,other,0.541517
NRG1,other,0.794208
NRG3,other,0.658526
NRG4,other,0.052035
NRIP1,other,0.490935
NRIP2,other,0.414956
NRL,other,0.072325
NRN1,other,0.4334
NRP1,other,0.482091
NRP2,other,0.664468
NRROS,other,0.690306
NRSN1,other,0.63482
NRXN1,other,0.40045
NRXN3,other,0.650123
NSD2,other,0.367795
NSG1,other,0.067435
NSG2,other,0.079502
NSMAF,other,0.397062
NSMCE1,other,0.518108
NSMCE2,other,0.058271
NSMCE4A,other,0.19928
NSRP1,other,0.459543
NSUN2,other,0.108164
NSUN3,other,0.228335
NSUN6,other,0.206803
NSUN7,other,0.180554
NT5C1B,other,0.055946
NT5C2,other,0.043097
NT5C3A,other,0.039116
NT5DC2,other,0.049696
NT5E,other,0.0933
NT5M,other,0.056587
NTF3,other,0.407072
NTM,other,0.534772
NTMT2,other,0.405028
NTN1,other,0.428087
NTN5,other,0.035506
NTNG1,other,0.103729
NTNG2,other,0.031481
NTPCR,other,0.054248
NTRK1,approved,0.247675
NTRK2,approved,0.072971
NTS,other,0.10822
NTSR1,in_trials,0.386542
NTSR2,other,0.107421
NUAK1,other,0.079371
NUB1,other,0.337082
NUBP1,other,0.246229
NUBPL,other,0.598713
NUDCD2,other,0.058011
NUDT1,other,0.171919
NUDT12,other,0.192061
NUDT16,other,0.041645
NUDT3,other,0.60225
NUDT4,other,0.051152
NUDT5,other,0.033237
NUDT6,other,0.167453
NUF2,other,0.312162
NUFIP1,other,0.114447
NUGGC,other,0.433768
NUMBL,other,0.044852
NUP133,other,0.030399
NUP205,other,0.436099
NUP85,other,0.279041
NUP93,other,0.113401
NUPR1,other,0.455115
NUPR2,other,0.225044
NUS1,other,0.319213
NUSAP1,other,0.143404
NUTM2F,other,0.401247
NXN,other,0.466827
NXPE1,other,0.798285
NXPE3,other,0.429985
NXPE4,other,0.217558
NXPH1,other,0.606434
NXPH2,other,0.087459
NYAP2,other,0.47897
OAS1,other,0.406803
OAS2,other,0.05798
OAS3,other,0.359391
OASL,other,0.455279
OBI1,other,0.345673
OBP2B,other,0.054223
OC90,other,0.512091
OCA2,other,0.407658
OCEL1,other,0.043578
OCM,other,0.451171
OCSTAMP,other,0.034849
ODAD2,other,0.110381
ODAPH,other,0.094445
ODC1,in_trials,0.254213
ODF1,other,0.272748
ODF2L,other,0.418889
CIMAP1B,other,0.598588
OGDHL,other,0.046715
OGFRL1,other,0.04313
OIP5,other,0.046957
OLFM1,other,0.075918
OLFM2,other,0.138789
OLFM3,other,0.571566
OLFM4,other,0.253104
OLFML1,other,0.138749
OLFML2A,other,0.035687
OLFML2B,other,0.283591
OLIG2,other,0.279646
OLIG3,other,0.613127
OMG,other,0.034789
OPCML,other,0.611578
OPLAH,other,0.039665
OPRD1,in_trials,0.071239
OPRL1,other,0.084491
OPRM1,in_trials,0.070854
OPTN,other,0.036878
