gene,condition,n_sig,group
IKZF3,Rest,0,non-target
IKZF3,Stim48hr,0,non-target
IKZF3,Stim8hr,0,non-target
IKZF4,Rest,0,non-target
IKZF4,Stim48hr,0,non-target
IKZF4,Stim8hr,0,non-target
IKZF5,Rest,0,non-target
IKZF5,Stim48hr,0,non-target
IKZF5,Stim8hr,0,non-target
IL10,Rest,0,non-target
IL10,Stim48hr,0,non-target
IL10,Stim8hr,0,non-target
IL10RA,Rest,0,non-target
IL10RA,Stim48hr,0,non-target
IL10RA,Stim8hr,0,non-target
IL10RB,Rest,0,in-trial
IL10RB,Stim48hr,0,in-trial
IL10RB,Stim8hr,0,in-trial
IL11RA,Rest,0,in-trial
IL11RA,Stim48hr,0,in-trial
IL11RA,Stim8hr,0,in-trial
IL12A,Rest,0,approved
IL12A,Stim48hr,0,approved
IL12A,Stim8hr,0,approved
IL12RB1,Rest,0,non-target
IL12RB1,Stim48hr,0,non-target
IL12RB1,Stim8hr,0,non-target
IL12RB2,Rest,0,non-target
IL12RB2,Stim48hr,2,non-target
IL12RB2,Stim8hr,1,non-target
IL13,Rest,0,approved
IL13,Stim48hr,0,approved
IL13,Stim8hr,0,approved
IL13RA1,Rest,0,non-target
IL13RA1,Stim48hr,0,non-target
IL13RA1,Stim8hr,0,non-target
IL15,Rest,0,in-trial
IL15,Stim48hr,0,in-trial
IL15,Stim8hr,0,in-trial
IL15RA,Rest,0,in-trial
IL15RA,Stim48hr,0,in-trial
IL15RA,Stim8hr,0,in-trial
IL16,Rest,0,non-target
IL16,Stim48hr,0,non-target
IL16,Stim8hr,0,non-target
IL17A,Rest,0,approved
IL17A,Stim48hr,0,approved
IL17A,Stim8hr,0,approved
IL17D,Rest,0,non-target
IL17D,Stim48hr,0,non-target
IL17D,Stim8hr,0,non-target
IL17F,Rest,0,approved
IL17F,Stim48hr,0,approved
IL17F,Stim8hr,0,approved
IL17RA,Rest,0,approved
IL17RA,Stim48hr,0,approved
IL17RA,Stim8hr,0,approved
IL17RB,Rest,0,non-target
IL17RB,Stim48hr,0,non-target
IL17RB,Stim8hr,0,non-target
IL17RE,Rest,0,non-target
IL17RE,Stim48hr,0,non-target
IL17RE,Stim8hr,0,non-target
IL18BP,Rest,0,non-target
IL18BP,Stim48hr,0,non-target
IL18BP,Stim8hr,0,non-target
IL18R1,Rest,0,in-trial
IL18R1,Stim48hr,0,in-trial
IL18R1,Stim8hr,0,in-trial
IL18RAP,Rest,0,in-trial
IL18RAP,Stim48hr,0,in-trial
IL18RAP,Stim8hr,0,in-trial
IL1A,Rest,0,in-trial
IL1A,Stim48hr,0,in-trial
IL1A,Stim8hr,0,in-trial
IL1B,Rest,0,approved
IL1B,Stim48hr,0,approved
IL1B,Stim8hr,0,approved
IL1R1,Rest,0,approved
IL1R1,Stim48hr,0,approved
IL1R1,Stim8hr,0,approved
IL1R2,Rest,0,non-target
IL1R2,Stim48hr,0,non-target
IL1R2,Stim8hr,0,non-target
IL1RAP,Rest,0,approved
IL1RAP,Stim48hr,0,approved
IL1RAP,Stim8hr,0,approved
IL1RL1,Rest,0,in-trial
IL1RL1,Stim48hr,0,in-trial
IL1RL1,Stim8hr,0,in-trial
IL1RN,Rest,0,non-target
IL1RN,Stim48hr,0,non-target
IL1RN,Stim8hr,0,non-target
IL2,Rest,0,non-target
IL2,Stim48hr,0,non-target
IL2,Stim8hr,0,non-target
IL21,Rest,0,in-trial
IL21,Stim48hr,0,in-trial
IL21,Stim8hr,1,in-trial
IL21R,Rest,0,non-target
IL21R,Stim48hr,1,non-target
IL21R,Stim8hr,0,non-target
IL22,Rest,0,in-trial
IL22,Stim48hr,0,in-trial
IL22,Stim8hr,0,in-trial
IL23A,Rest,0,approved
IL23A,Stim48hr,0,approved
IL23A,Stim8hr,0,approved
IL23R,Rest,0,non-target
IL23R,Stim48hr,0,non-target
IL23R,Stim8hr,0,non-target
IL24,Rest,0,non-target
IL24,Stim48hr,0,non-target
IL24,Stim8hr,0,non-target
IL26,Rest,0,non-target
IL26,Stim48hr,0,non-target
IL26,Stim8hr,0,non-target
IL27RA,Rest,0,non-target
IL2RA,Rest,1,approved
IL2RA,Stim48hr,1,approved
IL2RA,Stim8hr,1,approved
IL2RB,Stim48hr,7,approved
IL2RB,Stim8hr,3,approved
IL3,Rest,0,non-target
IL3,Stim48hr,0,non-target
IL3,Stim8hr,0,non-target
IL31,Rest,0,non-target
IL31,Stim48hr,0,non-target
IL31,Stim8hr,0,non-target
IL32,Rest,0,non-target
IL32,Stim48hr,0,non-target
IL32,Stim8hr,0,non-target
IL36A,Rest,0,non-target
IL36A,Stim48hr,0,non-target
IL36A,Stim8hr,0,non-target
IL36RN,Rest,0,non-target
IL36RN,Stim48hr,0,non-target
IL36RN,Stim8hr,0,non-target
IL3RA,Rest,0,approved
IL3RA,Stim48hr,0,approved
IL3RA,Stim8hr,0,approved
IL4,Rest,0,in-trial
IL4,Stim48hr,0,in-trial
IL4,Stim8hr,0,in-trial
IL4I1,Rest,0,non-target
IL4I1,Stim48hr,0,non-target
IL4I1,Stim8hr,0,non-target
IL4R,Rest,1,approved
IL4R,Stim48hr,8,approved
IL4R,Stim8hr,4,approved
IL5,Rest,0,approved
IL5,Stim48hr,0,approved
IL5,Stim8hr,0,approved
IL5RA,Rest,0,in-trial
IL5RA,Stim48hr,0,in-trial
IL5RA,Stim8hr,0,in-trial
IL6R,Rest,0,approved
IL6R,Stim48hr,0,approved
IL6R,Stim8hr,0,approved
IL6ST,Rest,0,approved
IL6ST,Stim48hr,0,approved
IL6ST,Stim8hr,0,approved
IL7R,Stim48hr,0,non-target
IL7R,Stim8hr,4,non-target
IL9,Rest,0,non-target
IL9,Stim48hr,0,non-target
IL9,Stim8hr,0,non-target
IL9R,Rest,0,non-target
IL9R,Stim48hr,0,non-target
IL9R,Stim8hr,0,non-target
ILDR2,Rest,0,non-target
ILDR2,Stim48hr,0,non-target
ILDR2,Stim8hr,0,non-target
ILK,Rest,0,non-target
ILK,Stim48hr,0,non-target
ILK,Stim8hr,0,non-target
ILKAP,Rest,0,non-target
ILKAP,Stim48hr,1,non-target
ILKAP,Stim8hr,0,non-target
ILRUN,Rest,0,non-target
ILRUN,Stim48hr,0,non-target
ILRUN,Stim8hr,0,non-target
IMMP1L,Rest,1,non-target
IMMP1L,Stim48hr,0,non-target
IMMP1L,Stim8hr,0,non-target
IMMP2L,Rest,0,non-target
IMMP2L,Stim48hr,0,non-target
IMMP2L,Stim8hr,0,non-target
IMMT,Rest,0,non-target
IMMT,Stim48hr,0,non-target
IMMT,Stim8hr,0,non-target
IMPA1,Rest,0,in-trial
IMPA1,Stim48hr,0,in-trial
IMPA1,Stim8hr,0,in-trial
IMPA2,Rest,1,non-target
IMPA2,Stim48hr,0,non-target
IMPA2,Stim8hr,0,non-target
IMPACT,Rest,0,non-target
IMPACT,Stim48hr,0,non-target
IMPACT,Stim8hr,0,non-target
IMPDH1,Rest,0,approved
IMPDH1,Stim48hr,0,approved
IMPDH1,Stim8hr,0,approved
IMPDH2,Rest,0,approved
IMPDH2,Stim48hr,2,approved
IMPDH2,Stim8hr,2,approved
IMPG2,Rest,0,non-target
IMPG2,Stim48hr,0,non-target
IMPG2,Stim8hr,0,non-target
INAFM1,Rest,0,non-target
INAFM1,Stim48hr,0,non-target
INAFM1,Stim8hr,0,non-target
INAFM2,Rest,0,non-target
INAFM2,Stim48hr,0,non-target
INAFM2,Stim8hr,0,non-target
INCA1,Rest,0,non-target
INCA1,Stim48hr,0,non-target
INCA1,Stim8hr,0,non-target
INF2,Rest,0,non-target
INF2,Stim48hr,0,non-target
INF2,Stim8hr,0,non-target
ING1,Rest,0,non-target
ING1,Stim48hr,0,non-target
ING1,Stim8hr,0,non-target
ING2,Rest,0,non-target
ING2,Stim48hr,0,non-target
ING2,Stim8hr,0,non-target
ING3,Rest,0,non-target
ING3,Stim48hr,0,non-target
ING3,Stim8hr,0,non-target
ING4,Rest,0,non-target
ING4,Stim48hr,0,non-target
ING4,Stim8hr,0,non-target
ING5,Rest,0,non-target
ING5,Stim48hr,0,non-target
ING5,Stim8hr,6,non-target
INIP,Rest,0,non-target
INIP,Stim48hr,0,non-target
INIP,Stim8hr,0,non-target
INO80,Rest,2,non-target
INO80,Stim48hr,2,non-target
INO80,Stim8hr,0,non-target
INO80B,Rest,0,non-target
INO80B,Stim48hr,1,non-target
INO80B,Stim8hr,1,non-target
INO80C,Rest,1,non-target
INO80C,Stim48hr,2,non-target
INO80C,Stim8hr,0,non-target
INO80D,Rest,0,non-target
INO80D,Stim48hr,0,non-target
INO80D,Stim8hr,0,non-target
INO80E,Stim48hr,0,non-target
INO80E,Stim8hr,0,non-target
INPP4A,Rest,0,non-target
INPP4A,Stim48hr,0,non-target
INPP4A,Stim8hr,0,non-target
INPP4B,Rest,0,non-target
INPP4B,Stim48hr,0,non-target
INPP4B,Stim8hr,0,non-target
INPP5A,Rest,0,non-target
INPP5A,Stim48hr,0,non-target
INPP5A,Stim8hr,0,non-target
INPP5B,Rest,0,non-target
INPP5B,Stim48hr,0,non-target
INPP5B,Stim8hr,0,non-target
INPP5D,Rest,0,in-trial
INPP5D,Stim48hr,2,in-trial
INPP5D,Stim8hr,0,in-trial
INPP5E,Rest,0,non-target
INPP5E,Stim48hr,0,non-target
INPP5E,Stim8hr,0,non-target
INPP5F,Rest,1,non-target
INPP5F,Stim48hr,0,non-target
INPP5F,Stim8hr,0,non-target
INPP5K,Rest,0,non-target
INPP5K,Stim48hr,0,non-target
INPP5K,Stim8hr,0,non-target
INPPL1,Rest,0,non-target
INPPL1,Stim48hr,0,non-target
INPPL1,Stim8hr,0,non-target
INSIG1,Rest,0,non-target
INSIG1,Stim48hr,0,non-target
INSIG1,Stim8hr,0,non-target
INSIG2,Rest,0,non-target
INSIG2,Stim48hr,0,non-target
INSIG2,Stim8hr,0,non-target
INSL3,Rest,0,non-target
INSL3,Stim48hr,0,non-target
INSL3,Stim8hr,0,non-target
INSM1,Rest,0,non-target
INSM1,Stim48hr,0,non-target
INSM1,Stim8hr,0,non-target
INSM2,Rest,0,non-target
INSM2,Stim48hr,0,non-target
INSM2,Stim8hr,0,non-target
INSR,Rest,0,approved
INSR,Stim48hr,0,approved
INSR,Stim8hr,0,approved
INTS10,Rest,2,non-target
INTS10,Stim48hr,5,non-target
INTS10,Stim8hr,4,non-target
INTS12,Rest,2,non-target
INTS12,Stim48hr,0,non-target
INTS12,Stim8hr,2,non-target
INTS13,Rest,1,non-target
INTS13,Stim48hr,4,non-target
INTS13,Stim8hr,3,non-target
INTS14,Rest,2,non-target
INTS14,Stim48hr,1,non-target
INTS14,Stim8hr,3,non-target
INTS15,Rest,0,non-target
INTS15,Stim48hr,0,non-target
INTS15,Stim8hr,0,non-target
INTS6,Rest,0,non-target
INTS6,Stim48hr,0,non-target
INTS6,Stim8hr,0,non-target
INTS6L,Rest,0,non-target
INTS6L,Stim48hr,0,non-target
INTS6L,Stim8hr,0,non-target
INTS7,Rest,0,non-target
INTS7,Stim48hr,0,non-target
INTS7,Stim8hr,0,non-target
INVS,Rest,0,non-target
INVS,Stim48hr,0,non-target
INVS,Stim8hr,0,non-target
IP6K2,Rest,0,non-target
IP6K2,Stim48hr,0,non-target
IP6K2,Stim8hr,0,non-target
IPCEF1,Rest,0,non-target
IPCEF1,Stim48hr,0,non-target
IPCEF1,Stim8hr,0,non-target
IPMK,Stim48hr,3,non-target
IPMK,Stim8hr,1,non-target
IPO11,Rest,0,non-target
IPO11,Stim48hr,0,non-target
IPO11,Stim8hr,0,non-target
IPO4,Rest,0,non-target
IPO4,Stim48hr,0,non-target
IPO4,Stim8hr,0,non-target
IPO7,Rest,1,non-target
IPO7,Stim8hr,0,non-target
IPO8,Rest,0,non-target
IPO8,Stim48hr,0,non-target
IPO8,Stim8hr,0,non-target
IPO9,Rest,0,non-target
IPO9,Stim48hr,0,non-target
IPO9,Stim8hr,0,non-target
IPP,Rest,0,non-target
IPP,Stim48hr,0,non-target
IPP,Stim8hr,0,non-target
IPPK,Rest,0,non-target
IPPK,Stim48hr,0,non-target
IPPK,Stim8hr,0,non-target
IQCB1,Rest,0,non-target
IQCB1,Stim48hr,0,non-target
IQCB1,Stim8hr,0,non-target
IQCC,Rest,0,non-target
IQCC,Stim48hr,0,non-target
IQCC,Stim8hr,0,non-target
IQCE,Rest,0,non-target
IQCE,Stim48hr,0,non-target
IQCE,Stim8hr,0,non-target
IQCN,Rest,0,non-target
IQCN,Stim48hr,0,non-target
IQCN,Stim8hr,0,non-target
IQGAP1,Rest,0,non-target
IQGAP1,Stim48hr,0,non-target
IQGAP1,Stim8hr,0,non-target
IQGAP2,Rest,0,non-target
IQGAP2,Stim48hr,0,non-target
IQGAP2,Stim8hr,0,non-target
IQGAP3,Rest,0,non-target
IQGAP3,Stim48hr,0,non-target
IQGAP3,Stim8hr,0,non-target
IRAG2,Rest,0,non-target
IRAG2,Stim48hr,0,non-target
IRAG2,Stim8hr,0,non-target
IRAK1,Rest,0,approved
IRAK1,Stim48hr,0,approved
IRAK1,Stim8hr,0,approved
IRAK1BP1,Rest,0,non-target
IRAK1BP1,Stim48hr,0,non-target
IRAK1BP1,Stim8hr,0,non-target
IRAK2,Rest,0,non-target
IRAK2,Stim48hr,0,non-target
IRAK2,Stim8hr,0,non-target
IRAK3,Rest,0,non-target
IRAK3,Stim48hr,0,non-target
IRAK3,Stim8hr,0,non-target
IRAK4,Rest,0,in-trial
IRAK4,Stim48hr,0,in-trial
IRAK4,Stim8hr,0,in-trial
IREB2,Rest,0,non-target
IREB2,Stim48hr,0,non-target
IREB2,Stim8hr,0,non-target
IRF1,Rest,2,non-target
IRF1,Stim48hr,0,non-target
IRF1,Stim8hr,2,non-target
IRF2,Rest,0,non-target
IRF2,Stim48hr,0,non-target
IRF2,Stim8hr,0,non-target
IRF2BP1,Rest,0,non-target
IRF2BP1,Stim48hr,0,non-target
IRF2BP1,Stim8hr,2,non-target
IRF2BP2,Rest,0,non-target
IRF2BP2,Stim48hr,0,non-target
IRF2BP2,Stim8hr,0,non-target
IRF2BPL,Rest,0,non-target
IRF2BPL,Stim48hr,0,non-target
IRF2BPL,Stim8hr,0,non-target
IRF3,Rest,0,non-target
IRF3,Stim48hr,0,non-target
IRF3,Stim8hr,0,non-target
IRF4,Rest,4,non-target
IRF4,Stim48hr,7,non-target
IRF4,Stim8hr,3,non-target
IRF5,Rest,0,non-target
IRF5,Stim48hr,0,non-target
IRF5,Stim8hr,0,non-target
IRF6,Rest,0,non-target
IRF6,Stim48hr,0,non-target
IRF6,Stim8hr,0,non-target
IRF7,Rest,0,non-target
IRF7,Stim48hr,0,non-target
IRF7,Stim8hr,0,non-target
IRF8,Rest,0,non-target
IRF8,Stim48hr,0,non-target
IRF8,Stim8hr,0,non-target
IRF9,Rest,1,non-target
IRF9,Stim48hr,0,non-target
IRF9,Stim8hr,1,non-target
IRGM,Rest,0,non-target
IRGM,Stim48hr,0,non-target
IRGM,Stim8hr,0,non-target
IRGQ,Rest,0,non-target
IRGQ,Stim48hr,0,non-target
IRGQ,Stim8hr,0,non-target
IRS1,Rest,0,in-trial
IRS1,Stim48hr,1,in-trial
IRS1,Stim8hr,0,in-trial
IRS2,Rest,0,non-target
IRS2,Stim48hr,0,non-target
IRS2,Stim8hr,0,non-target
IRX1,Rest,0,non-target
IRX1,Stim48hr,0,non-target
IRX1,Stim8hr,0,non-target
IRX2,Rest,0,non-target
IRX2,Stim48hr,0,non-target
IRX2,Stim8hr,1,non-target
IRX3,Rest,0,non-target
IRX3,Stim48hr,0,non-target
IRX3,Stim8hr,0,non-target
IRX4,Rest,0,non-target
IRX4,Stim48hr,0,non-target
IRX4,Stim8hr,0,non-target
IRX5,Rest,0,non-target
IRX5,Stim48hr,0,non-target
IRX5,Stim8hr,0,non-target
IRX6,Rest,0,non-target
IRX6,Stim48hr,0,non-target
IRX6,Stim8hr,0,non-target
ISCA1,Rest,1,non-target
ISCA1,Stim48hr,0,non-target
ISCA1,Stim8hr,0,non-target
ISCA2,Rest,0,non-target
ISCA2,Stim48hr,5,non-target
ISCA2,Stim8hr,1,non-target
ISG15,Rest,0,non-target
ISG15,Stim48hr,0,non-target
ISG15,Stim8hr,0,non-target
ISG20,Rest,0,non-target
ISG20,Stim48hr,0,non-target
ISG20,Stim8hr,0,non-target
ISL1,Rest,0,non-target
ISL1,Stim48hr,0,non-target
ISL1,Stim8hr,0,non-target
ISL2,Rest,0,non-target
ISL2,Stim48hr,0,non-target
ISL2,Stim8hr,0,non-target
ISM1,Rest,0,non-target
ISM1,Stim48hr,0,non-target
ISM1,Stim8hr,0,non-target
ISOC1,Rest,0,non-target
ISOC1,Stim48hr,0,non-target
ISOC1,Stim8hr,0,non-target
ISOC2,Rest,0,non-target
ISOC2,Stim48hr,0,non-target
ISOC2,Stim8hr,0,non-target
IST1,Rest,4,non-target
IST1,Stim48hr,0,non-target
IST1,Stim8hr,0,non-target
ISX,Rest,0,non-target
ISX,Stim48hr,0,non-target
ISX,Stim8hr,0,non-target
ISYNA1,Rest,0,non-target
ISYNA1,Stim48hr,1,non-target
ISYNA1,Stim8hr,0,non-target
ITCH,Rest,0,non-target
ITCH,Stim48hr,0,non-target
ITCH,Stim8hr,0,non-target
ITFG1,Rest,0,non-target
ITFG1,Stim48hr,0,non-target
ITFG1,Stim8hr,0,non-target
ITFG2,Rest,0,non-target
ITFG2,Stim48hr,0,non-target
ITFG2,Stim8hr,0,non-target
ITGA1,Rest,0,non-target
ITGA1,Stim48hr,0,non-target
ITGA1,Stim8hr,0,non-target
ITGA10,Rest,0,non-target
ITGA10,Stim48hr,0,non-target
ITGA10,Stim8hr,0,non-target
ITGA2,Rest,0,in-trial
ITGA2,Stim48hr,0,in-trial
ITGA2,Stim8hr,0,in-trial
ITGA2B,Rest,1,non-target
ITGA2B,Stim48hr,1,non-target
ITGA2B,Stim8hr,1,non-target
ITGA3,Rest,0,non-target
ITGA3,Stim48hr,0,non-target
ITGA3,Stim8hr,0,non-target
ITGA4,Rest,0,approved
ITGA4,Stim48hr,0,approved
ITGA4,Stim8hr,0,approved
ITGA5,Rest,0,non-target
ITGA5,Stim48hr,0,non-target
ITGA5,Stim8hr,0,non-target
ITGA6,Rest,0,non-target
ITGA6,Stim48hr,0,non-target
ITGA6,Stim8hr,0,non-target
ITGAE,Rest,0,non-target
ITGAE,Stim48hr,0,non-target
ITGAE,Stim8hr,0,non-target
ITGAL,Rest,0,approved
ITGAL,Stim48hr,0,approved
ITGAL,Stim8hr,0,approved
ITGAM,Rest,0,non-target
ITGAM,Stim48hr,0,non-target
ITGAM,Stim8hr,0,non-target
ITGAV,Rest,0,in-trial
ITGAV,Stim48hr,0,in-trial
ITGAV,Stim8hr,0,in-trial
ITGAX,Rest,0,non-target
ITGAX,Stim48hr,0,non-target
ITGAX,Stim8hr,0,non-target
ITGB1,Rest,0,approved
ITGB1,Stim48hr,0,approved
ITGB1,Stim8hr,0,approved
ITGB1BP2,Rest,0,non-target
ITGB1BP2,Stim48hr,0,non-target
ITGB1BP2,Stim8hr,0,non-target
ITGB2,Rest,0,approved
ITGB2,Stim48hr,0,approved
ITGB2,Stim8hr,0,approved
ITGB3,Rest,0,in-trial
ITGB3,Stim48hr,0,in-trial
ITGB3,Stim8hr,0,in-trial
ITGB3BP,Rest,0,non-target
ITGB3BP,Stim48hr,0,non-target
ITGB3BP,Stim8hr,0,non-target
ITGB5,Rest,0,in-trial
ITGB5,Stim48hr,0,in-trial
ITGB5,Stim8hr,0,in-trial
ITGB7,Rest,0,approved
ITGB7,Stim48hr,0,approved
ITGB7,Stim8hr,0,approved
ITIH4,Rest,0,non-target
ITIH4,Stim48hr,0,non-target
ITIH4,Stim8hr,0,non-target
ITK,Rest,0,in-trial
ITK,Stim48hr,17,in-trial
ITK,Stim8hr,19,in-trial
ITM2A,Rest,0,non-target
ITM2A,Stim48hr,0,non-target
ITM2A,Stim8hr,0,non-target
ITM2B,Rest,1,non-target
ITM2B,Stim48hr,0,non-target
ITM2B,Stim8hr,0,non-target
ITM2C,Rest,0,non-target
ITM2C,Stim48hr,0,non-target
ITM2C,Stim8hr,0,non-target
ITPA,Rest,0,non-target
ITPA,Stim48hr,1,non-target
ITPA,Stim8hr,0,non-target
ITPK1,Rest,0,non-target
ITPK1,Stim48hr,0,non-target
ITPK1,Stim8hr,0,non-target
ITPKB,Rest,0,non-target
ITPKB,Stim48hr,0,non-target
ITPKB,Stim8hr,0,non-target
ITPKC,Rest,0,non-target
ITPKC,Stim48hr,0,non-target
ITPKC,Stim8hr,0,non-target
ITPR1,Rest,0,non-target
ITPR1,Stim48hr,0,non-target
ITPR1,Stim8hr,0,non-target
ITPR2,Rest,0,non-target
ITPR2,Stim48hr,0,non-target
ITPR2,Stim8hr,0,non-target
ITPR3,Rest,0,non-target
ITPR3,Stim48hr,0,non-target
ITPR3,Stim8hr,0,non-target
ITPRID2,Rest,0,non-target
ITPRID2,Stim48hr,0,non-target
ITPRID2,Stim8hr,0,non-target
ITPRIP,Rest,0,non-target
ITPRIP,Stim48hr,0,non-target
ITPRIP,Stim8hr,0,non-target
ITPRIPL1,Rest,0,non-target
ITPRIPL1,Stim48hr,0,non-target
ITPRIPL1,Stim8hr,0,non-target
ITPRIPL2,Rest,0,non-target
ITPRIPL2,Stim48hr,0,non-target
ITPRIPL2,Stim8hr,0,non-target
ITSN1,Rest,0,non-target
ITSN1,Stim48hr,0,non-target
ITSN1,Stim8hr,0,non-target
ITSN2,Rest,0,non-target
ITSN2,Stim48hr,0,non-target
ITSN2,Stim8hr,0,non-target
IVD,Rest,0,non-target
IVD,Stim48hr,0,non-target
IVD,Stim8hr,0,non-target
IVNS1ABP,Rest,0,non-target
IVNS1ABP,Stim48hr,0,non-target
IVNS1ABP,Stim8hr,0,non-target
IWS1,Rest,1,non-target
IWS1,Stim48hr,0,non-target
IWS1,Stim8hr,0,non-target
IZUMO4,Rest,0,non-target
IZUMO4,Stim48hr,0,non-target
IZUMO4,Stim8hr,0,non-target
JADE1,Rest,0,non-target
JADE1,Stim48hr,0,non-target
JADE1,Stim8hr,0,non-target
JADE2,Rest,0,non-target
JADE2,Stim48hr,0,non-target
JADE2,Stim8hr,0,non-target
JAG1,Rest,0,non-target
JAG1,Stim48hr,0,non-target
JAG1,Stim8hr,0,non-target
JAGN1,Rest,0,non-target
JAGN1,Stim48hr,0,non-target
JAGN1,Stim8hr,0,non-target
JAK2,Rest,0,approved
JAK2,Stim48hr,0,approved
JAK2,Stim8hr,1,approved
JAKMIP1,Rest,0,non-target
JAKMIP1,Stim48hr,0,non-target
JAKMIP1,Stim8hr,0,non-target
JAKMIP2,Rest,0,non-target
JAKMIP2,Stim48hr,0,non-target
JAKMIP2,Stim8hr,0,non-target
JAM3,Rest,0,non-target
JAM3,Stim48hr,0,non-target
JAM3,Stim8hr,0,non-target
JAML,Rest,0,non-target
JAML,Stim48hr,0,non-target
JAML,Stim8hr,0,non-target
JAZF1,Rest,0,non-target
JAZF1,Stim48hr,0,non-target
JAZF1,Stim8hr,0,non-target
JCHAIN,Rest,0,non-target
JCHAIN,Stim48hr,0,non-target
JCHAIN,Stim8hr,0,non-target
JDP2,Rest,0,non-target
JDP2,Stim48hr,0,non-target
JDP2,Stim8hr,0,non-target
JHY,Rest,0,non-target
JHY,Stim48hr,0,non-target
JHY,Stim8hr,0,non-target
JKAMP,Rest,0,non-target
JKAMP,Stim48hr,0,non-target
JKAMP,Stim8hr,0,non-target
JMJD1C,Rest,0,non-target
JMJD1C,Stim48hr,0,non-target
JMJD1C,Stim8hr,0,non-target
JMJD4,Rest,0,non-target
JMJD4,Stim48hr,0,non-target
JMJD4,Stim8hr,0,non-target
JMJD6,Rest,0,non-target
JMJD6,Stim48hr,0,non-target
JMJD6,Stim8hr,0,non-target
JMJD7-PLA2G4B,Rest,0,non-target
JMJD7-PLA2G4B,Stim48hr,0,non-target
JMJD7-PLA2G4B,Stim8hr,0,non-target
JMJD8,Rest,0,non-target
JMJD8,Stim48hr,0,non-target
JMJD8,Stim8hr,0,non-target
JMY,Rest,0,non-target
JMY,Stim48hr,0,non-target
JMY,Stim8hr,0,non-target
JOSD1,Rest,0,non-target
JOSD1,Stim48hr,0,non-target
JOSD1,Stim8hr,0,non-target
JOSD2,Rest,0,non-target
JOSD2,Stim48hr,0,non-target
JOSD2,Stim8hr,0,non-target
JPT1,Rest,0,non-target
JPT1,Stim48hr,0,non-target
JPT1,Stim8hr,0,non-target
JPT2,Rest,0,non-target
JPT2,Stim48hr,0,non-target
JPT2,Stim8hr,0,non-target
JRK,Rest,0,non-target
JRK,Stim48hr,0,non-target
JRK,Stim8hr,0,non-target
JRKL,Rest,0,non-target
JRKL,Stim48hr,0,non-target
JRKL,Stim8hr,0,non-target
JTB,Rest,0,non-target
JTB,Stim48hr,0,non-target
JTB,Stim8hr,0,non-target
JUN,Rest,0,non-target
JUN,Stim48hr,0,non-target
JUN,Stim8hr,0,non-target
JUNB,Rest,0,non-target
JUNB,Stim48hr,0,non-target
JUNB,Stim8hr,0,non-target
JUND,Rest,1,non-target
JUND,Stim48hr,0,non-target
JUND,Stim8hr,0,non-target
JUP,Rest,0,non-target
JUP,Stim48hr,0,non-target
JUP,Stim8hr,0,non-target
KALRN,Rest,0,non-target
KALRN,Stim48hr,0,non-target
KALRN,Stim8hr,0,non-target
KANK1,Rest,0,non-target
KANK1,Stim48hr,0,non-target
KANK1,Stim8hr,0,non-target
KANSL1,Rest,0,non-target
KANSL1,Stim48hr,0,non-target
KANSL1,Stim8hr,0,non-target
KANSL1L,Rest,0,non-target
KANSL1L,Stim48hr,0,non-target
KANSL1L,Stim8hr,0,non-target
KAT14,Rest,1,non-target
KAT14,Stim48hr,1,non-target
KAT14,Stim8hr,2,non-target
KAT2A,Rest,0,non-target
KAT2A,Stim48hr,0,non-target
KAT2A,Stim8hr,0,non-target
KAT2B,Rest,0,non-target
KAT2B,Stim48hr,0,non-target
KAT2B,Stim8hr,0,non-target
KAT5,Rest,1,non-target
KAT5,Stim48hr,0,non-target
KAT5,Stim8hr,0,non-target
KAT6A,Rest,0,non-target
KAT6A,Stim48hr,0,non-target
KAT6A,Stim8hr,1,non-target
KAT6B,Rest,0,non-target
KAT6B,Stim48hr,0,non-target
KAT6B,Stim8hr,0,non-target
KAT7,Rest,3,non-target
KAT7,Stim48hr,0,non-target
KATNA1,Rest,0,non-target
KATNA1,Stim48hr,0,non-target
KATNA1,Stim8hr,0,non-target
KATNAL1,Rest,0,non-target
KATNAL1,Stim48hr,0,non-target
KATNAL1,Stim8hr,0,non-target
KATNAL2,Rest,0,non-target
KATNAL2,Stim48hr,0,non-target
KATNAL2,Stim8hr,0,non-target
KATNB1,Rest,0,non-target
KATNB1,Stim48hr,0,non-target
KATNB1,Stim8hr,0,non-target
KATNBL1,Rest,0,non-target
KATNBL1,Stim48hr,0,non-target
KATNBL1,Stim8hr,0,non-target
KATNIP,Rest,0,non-target
KATNIP,Stim48hr,1,non-target
KATNIP,Stim8hr,0,non-target
KBTBD11,Rest,0,non-target
KBTBD11,Stim48hr,0,non-target
KBTBD11,Stim8hr,0,non-target
KBTBD2,Rest,2,non-target
KBTBD2,Stim48hr,0,non-target
KBTBD2,Stim8hr,0,non-target
KBTBD3,Rest,0,non-target
KBTBD3,Stim48hr,0,non-target
KBTBD3,Stim8hr,0,non-target
KBTBD6,Rest,0,non-target
KBTBD6,Stim48hr,0,non-target
KBTBD6,Stim8hr,0,non-target
KBTBD7,Rest,0,non-target
KBTBD7,Stim48hr,0,non-target
KBTBD7,Stim8hr,0,non-target
KBTBD8,Rest,0,non-target
KBTBD8,Stim48hr,0,non-target
KBTBD8,Stim8hr,0,non-target
