perm,genetic,genetic+observational,genetic+perturbational,full
343,0.4775197115461319,0.47909191276185004,0.4807629349542909,0.4822215893680499
344,0.510722698192377,0.5148733866207182,0.5041198806617847,0.5063358860224318
345,0.48619062205842467,0.48481732318639414,0.4814097544632173,0.48719403628009383
346,0.5122271095582253,0.5174012189090444,0.5291388024697267,0.5263293128480033
347,0.5097159495205731,0.49012069433143474,0.511753330461558,0.49504409770417523
348,0.5082530672154948,0.4968968713604238,0.5090220488520876,0.500443513776544
349,0.45915162973244633,0.46980205491472415,0.4762443721182533,0.4775579540196877
350,0.47529628743279245,0.4709822907193797,0.4601472422980584,0.4655493067853667
351,0.5147405031988386,0.5002213979163675,0.5026022112669315,0.4917156304344358
352,0.513368033950765,0.4964427639241214,0.5058514175401649,0.5085398618357025
353,0.4810647106686451,0.5016308332934476,0.5062372405430845,0.5187662694044257
354,0.4837690933167409,0.5043095773704112,0.4729176279136553,0.505841829001739
355,0.5233313071363613,0.5354591011343512,0.5393675074586385,0.5414507729861677
356,0.4961023628328467,0.5048950525694411,0.46366282167871214,0.4794165509979419
357,0.49004964980296434,0.5325973292490308,0.49892522216372315,0.5260560155714036
358,0.5200655881555225,0.5244358716635555,0.5207524848832942,0.5254934507570319
359,0.5021348298473173,0.5139114695512054,0.5249886564878189,0.5241405733977887
360,0.5002962555241787,0.497016911565277,0.5031714768901865,0.49808688715518756
361,0.49526961183171403,0.49537701622553,0.4955687072225147,0.495155442811787
362,0.5055505033583817,0.4954307662853587,0.5334743853603281,0.5196048756361781
363,0.5159868217425294,0.5198065540292602,0.5222654796662359,0.5266528023740009
364,0.4864689768503007,0.48705946170168646,0.5100834250705979,0.5058940793567224
365,0.492355142870818,0.5182118891494759,0.49723647473635507,0.52266614017454
