gene,group,mis_z_score
H4C16,other,-0.201
H4C1,other,0.868
H4C11,other,2.88
H4C12,other,2.52
H4C13,other,-0.854
H4C2,other,-4.29
H4C3,other,-1.33
H4C4,other,-2.59
H4C5,other,-0.257
H4C6,other,-2.97
H4C7,other,-0.347
H4C8,other,-2.41
H4C9,other,-0.26
H6PD,other,-0.366
HAAO,other,-0.971
HABP2,other,-1.54
HABP4,other,1.06
HACD1,other,-0.348
HACD2,other,0.724
HACD3,other,1.57
HACD4,other,-1.19
HACE1,other,4.54
HACL1,other,-0.132
HADH,other,1.01
HADHA,other,1.79
HADHB,other,1.45
HAGH,other,-1.22
HAGHL,other,-2.62
HAL,other,0.569
HAMP,other,-0.0359
HAND1,other,-0.0141
HAND2,other,0.931
HAO1,other,-0.286
HAO2,other,-0.941
HAP1,other,-0.604
HAPLN1,other,0.665
HAPLN2,other,0.588
HAPLN3,other,-0.159
HAPLN4,other,0.271
HARBI1,other,1.01
HARS1,other,2.27
HARS2,other,0.978
HAS1,other,-1.87
HAS2,other,5.0
HAS3,other,3.53
HASPIN,other,0.0339
HAT1,other,1.83
HAUS1,other,0.0809
HAUS2,other,-0.416
HAUS3,other,-1.33
HAUS4,other,1.21
HAUS5,other,1.29
HAUS6,other,-0.471
HAUS7,other,0.329
HAUS8,other,0.332
HAVCR1,other,0.453
HAVCR2,in_trials,0.623
HAX1,other,0.102
HBA1,other,3.9
HBA2,other,2.29
HBB,other,0.673
HBD,other,-0.474
HBE1,other,0.124
HBEGF,other,1.33
HBG1,other,2.51
HBG2,other,3.31
HBM,other,-0.567
HBP1,other,2.27
HBQ1,other,-0.827
HBS1L,other,1.31
HBZ,other,2.19
HCAR1,other,0.0749
HCAR2,other,2.55
HCAR3,other,1.85
HCCS,other,1.85
HCFC1,other,7.58
HCFC1R1,other,-1.28
HCFC2,other,5.21
HCK,approved,2.09
HCLS1,other,0.175
HCN1,other,4.32
HCN2,other,2.78
HCN3,other,1.94
HCN4,other,3.08
HCRT,other,-0.468
HCRTR1,other,1.48
HCRTR2,other,1.23
HCST,other,0.623
HDAC1,approved,4.3
HDAC10,approved,-0.831
HDAC11,approved,1.47
HDAC2,approved,5.39
HDAC3,approved,5.19
HDAC4,approved,4.05
HDAC5,approved,4.68
HDAC6,approved,4.13
HDAC7,approved,3.05
HDAC8,approved,4.51
HDAC9,approved,1.78
HDC,other,1.81
HDDC2,other,-0.291
HDDC3,other,-0.594
HDGF,other,2.18
HDGFL1,other,-1.27
HDGFL2,other,-0.0363
HDGFL3,other,1.16
HDHD2,other,0.346
HDHD3,other,0.457
HDHD5,other,-0.519
HDLBP,other,5.73
HDX,other,-0.731
HEATR1,other,0.724
HEATR3,other,1.25
HEATR4,other,1.23
HEATR5A,other,-0.0093
HEATR5B,other,1.8
HEATR6,other,0.972
HEATR9,other,0.29
HEBP1,other,0.171
HEBP2,other,0.236
HECA,other,2.82
HECTD1,other,7.02
HECTD2,other,4.76
HECTD3,other,1.55
HECTD4,other,10.1
HECW1,other,3.44
HECW2,other,4.54
HEG1,other,1.53
HELB,other,0.972
HELLS,other,4.65
HELQ,other,1.05
HELT,other,-0.936
HELZ,other,4.75
HELZ2,other,0.724
HEMGN,other,0.613
HEMK1,other,1.05
HENMT1,other,0.622
HEPACAM,other,1.74
HEPACAM2,other,0.581
HEPH,other,-3.2
HEPHL1,other,-0.243
HEPN1,other,0.264
HERC1,other,5.54
HERC2,other,10.6
HERC3,other,4.95
HERC4,other,6.28
HERC5,other,-0.311
HERC6,other,1.19
HERPUD1,other,1.36
HERPUD2,other,0.83
HES1,other,1.12
HES2,other,-0.165
HES3,other,-0.133
HES4,other,-1.33
HES5,other,-1.05
HES6,other,-0.895
HES7,other,-0.35
HESX1,other,0.339
HEXA,other,0.0675
HEXB,other,0.983
HEXD,other,1.23
HEXIM1,other,1.67
HEXIM2,other,-0.478
HEY1,other,0.306
HEY2,other,0.0174
HEYL,other,0.5
HFE,other,1.15
HFM1,other,0.0735
HGD,other,0.0932
HGF,in_trials,2.48
HGFAC,other,-1.54
HGH1,other,-0.413
HGS,other,0.956
HGSNAT,other,0.324
HHAT,other,-0.0726
HHATL,other,0.766
HHEX,other,0.705
HHIP,other,0.836
HHIPL1,other,1.28
HHIPL2,other,0.357
HHLA1,other,-0.721
HHLA2,other,0.62
HIBADH,other,-0.0627
HIBCH,other,-0.0065
HIC1,other,1.44
HIC2,other,2.18
HID1,other,2.45
HIF1A,other,2.69
HIF1AN,other,2.31
HIF3A,other,0.612
HIGD1A,other,0.463
HIGD1B,other,-0.572
HIGD1C,other,0.08
HIGD2A,other,0.0621
HIGD2B,other,-2.03
HIKESHI,other,1.56
HILPDA,other,0.0755
HINFP,other,2.63
HINT1,other,0.396
HINT2,other,-0.15
HINT3,other,0.816
HIP1,other,2.82
HIP1R,other,-0.329
HIPK1,other,3.92
HIPK2,other,3.54
HIPK3,other,1.88
HIPK4,other,1.94
HIRA,other,5.65
HIRIP3,other,-0.956
HIVEP1,other,0.938
HIVEP2,other,3.34
HIVEP3,other,2.4
HJURP,other,0.395
HJV,other,-0.345
HK1,other,5.49
HK2,other,3.23
HK3,other,0.15
HKDC1,other,-0.0361
HLA-A,other,1.91
HLA-B,other,1.76
HLA-C,other,2.74
HLA-DMA,other,1.92
HLA-DMB,other,1.5
HLA-DOA,other,0.197
HLA-DOB,other,0.448
HLA-DPA1,other,1.05
HLA-DPB1,other,1.57
HLA-DQA1,other,4.14
HLA-DQA2,other,1.69
HLA-DQB1,other,3.97
HLA-DQB2,other,1.62
HLA-DRA,other,1.74
HLA-DRB1,in_trials,4.59
HLA-DRB5,in_trials,4.34
HLA-E,other,2.5
HLA-F,other,1.48
HLA-G,other,0.746
HLCS,other,1.41
HLF,other,1.95
HLTF,other,0.595
HLX,other,-0.18
HM13,other,2.89
HMBOX1,other,3.43
HMBS,other,1.21
HMCES,other,0.81
HMCN1,other,1.54
HMCN2,other,1.13
HMG20A,other,1.98
HMG20B,other,-0.344
HMGA1,other,1.7
HMGA2,other,0.997
HMGB1,other,4.67
HMGB1P1,other,2.37
HMGB2,other,2.09
HMGB3,other,2.73
HMGB4,other,0.0989
HMGCL,other,0.408
HMGCLL1,other,-0.721
HMGCR,in_trials,5.01
HMGCS1,other,5.15
HMGCS2,other,0.161
HMGN1,other,-1.24
HMGN2,other,0.662
HMGN3,other,0.289
HMGN4,other,1.49
HMGN5,other,-0.142
HMGXB3,other,2.41
HMGXB4,other,1.24
HMHB1,other,-0.825
HMMR,other,-0.37
HMOX1,other,-0.0284
HMOX2,other,-0.0829
HMSD,other,-0.0898
HMX1,other,-1.13
HMX2,other,-1.28
HMX3,other,-0.12
HNF1A,other,2.15
HNF1B,other,2.43
HNF4A,other,2.82
HNF4G,other,0.584
HNMT,other,0.435
HNRNPA0,other,3.72
HNRNPA1,other,5.39
HNRNPA1L2,other,1.85
HNRNPA1L3,other,1.72
HNRNPA2B1,other,4.12
HNRNPA3,other,5.79
HNRNPAB,other,0.813
HNRNPC,other,4.98
HNRNPCL1,other,0.628
HNRNPCL2,other,-0.0209
HNRNPCL3,other,6.6
HNRNPCL4,other,1.52
HNRNPD,other,3.35
HNRNPDL,other,-0.226
HNRNPF,other,4.41
HNRNPH1,other,5.26
HNRNPH2,other,5.4
HNRNPH3,other,3.43
HNRNPK,other,5.93
HNRNPL,other,4.73
HNRNPLL,other,2.17
HNRNPM,other,3.64
HNRNPR,other,5.55
HNRNPU,other,4.47
HNRNPUL1,other,4.55
HNRNPUL2,other,0.614
HNRNPUL2-BSCL2,other,0.505
HOATZ,other,-0.736
HOGA1,other,0.399
HOMER1,other,3.46
HOMER2,other,-0.164
HOMER3,other,0.335
HOMEZ,other,1.66
HOOK1,other,1.25
HOOK2,other,-0.369
HOOK3,other,2.93
HOPX,other,0.0391
HORMAD1,other,1.96
HORMAD2,other,0.646
HOXA1,other,-0.24
HOXA10,other,-1.24
HOXA11,other,0.844
HOXA13,other,-0.434
HOXA2,other,0.847
HOXA3,other,-0.664
HOXA4,other,-0.263
HOXA5,other,0.618
HOXA6,other,-0.78
HOXA7,other,-1.19
HOXA9,other,-1.57
HOXB1,other,0.797
HOXB13,other,-0.215
HOXB2,other,-1.81
HOXB3,other,-0.355
HOXB4,other,0.317
HOXB5,other,0.368
HOXB6,other,-0.576
HOXB7,other,-0.416
HOXB8,other,0.872
HOXB9,other,-0.842
HOXC10,other,0.119
HOXC11,other,-0.02
HOXC12,other,-0.615
HOXC13,other,0.767
HOXC4,other,0.236
HOXC5,other,-0.736
HOXC6,other,1.11
HOXC8,other,-0.174
HOXC9,other,-0.38
HOXD1,other,-0.792
HOXD10,other,-0.196
HOXD11,other,-1.31
HOXD12,other,-2.38
HOXD13,other,0.03
HOXD3,other,1.3
HOXD4,other,-0.0788
HOXD8,other,-2.4
HOXD9,other,0.0108
HP,other,0.981
HP1BP3,other,2.5
HPCA,other,2.74
HPCAL1,other,2.75
HPCAL4,other,1.14
HPD,other,1.23
HPDL,other,-0.67
HPF1,other,0.821
HPGD,other,-0.426
HPGDS,other,-0.875
HPN,other,2.22
HPR,other,-0.505
HPRT1,other,3.3
HPS1,other,0.68
HPS3,other,0.113
HPS4,other,0.164
HPS5,other,0.53
HPS6,other,-0.578
HPSE,other,-0.11
HPSE2,other,0.43
HPX,other,0.827
HR,other,0.909
HRAS,other,1.38
HRC,other,0.671
HRCT1,other,-0.797
HRG,other,-0.276
HRH1,approved,1.74
HRH2,approved,4.2
HRH3,in_trials,2.76
HRH4,in_trials,0.767
HRK,other,-0.178
HRNR,other,1.02
HROB,other,1.21
HS1BP3,other,0.309
HS2ST1,other,2.04
HS3ST1,other,-0.261
HS3ST2,other,1.89
HS3ST3A1,other,2.37
HS3ST3B1,other,1.73
HS3ST4,other,0.127
HS3ST5,other,2.01
HS3ST6,other,-0.893
HS6ST1,other,5.18
HS6ST2,other,0.594
HS6ST3,other,0.958
HSBP1,other,-1.07
HSBP1L1,other,-0.443
HSCB,other,-0.224
HSD11B1,other,1.73
HSD11B1L,other,0.633
HSD11B2,other,1.5
HSD17B1,other,-1.45
HSD17B10,other,3.81
HSD17B11,other,0.845
HSD17B12,other,0.891
HSD17B13,other,-0.167
HSD17B14,other,-0.078
HSD17B2,other,-2.85
HSD17B3,other,1.14
HSD17B4,other,-1.31
HSD17B6,other,0.631
HSD17B7,other,2.34
HSD17B8,other,0.0576
HSD3B1,other,-0.711
HSD3B2,other,0.772
HSD3B7,other,1.49
HSDL1,other,-1.81
HSDL2,other,0.983
HSF1,other,-0.159
HSF2,other,2.2
HSF2BP,other,-0.102
HSF4,other,0.686
HSF5,other,3.07
HSFX1,other,3.68
HSFX2,other,3.8
HSFX3,other,4.01
HSFX4,other,4.09
HSH2D,other,0.475
HSP90AA1,in_trials,2.45
HSP90AB1,in_trials,2.98
HSP90B1,other,3.89
HSPA12A,other,3.05
HSPA12B,other,0.955
HSPA13,other,1.98
HSPA14,other,0.754
HSPA1A,other,4.6
HSPA1B,other,4.67
HSPA1L,other,1.56
HSPA2,other,4.59
HSPA4,other,2.1
HSPA4L,other,1.39
HSPA5,other,6.6
HSPA6,other,2.08
HSPA8,in_trials,6.81
HSPA9,other,2.36
HSPB1,other,-1.47
IFT25,other,0.91
HSPB2,other,-0.00802
HSPB2-C11orf52,other,-0.00802
HSPB3,other,0.253
HSPB6,other,0.11
HSPB7,other,-0.0579
HSPB8,other,0.354
HSPB9,other,0.303
HSPBAP1,other,1.42
HSPBP1,other,0.945
HSPD1,other,4.26
HSPE1,other,1.79
HSPE1-MOB4,other,3.62
HSPG2,other,4.07
HSPH1,other,1.86
HTATIP2,other,0.14
HTATSF1,other,1.94
HTD2,other,-3.36
HTN1,other,-0.667
HTN3,other,-0.561
HTR1A,in_trials,0.9
HTR1B,other,0.95
HTR1D,other,0.494
HTR1E,other,1.48
HTR1F,other,0.759
HTR2A,in_trials,2.34
HTR2B,other,0.284
HTR2C,in_trials,2.22
HTR3A,in_trials,-0.739
HTR3B,other,0.174
HTR3C,other,0.612
HTR3D,other,1.12
HTR3E,other,0.673
HTR4,in_trials,1.02
HTR5A,other,-0.145
HTR6,other,0.653
HTR7,other,2.07
HTRA1,other,1.75
HTRA2,other,2.54
HTRA3,other,0.32
HTRA4,other,0.59
HTT,other,4.27
HUNK,other,2.41
HUS1,other,-0.0538
HUS1B,other,-1.83
HUWE1,other,11.8
HVCN1,other,1.82
HYAL1,other,1.56
HYAL2,other,0.193
HYAL3,other,1.94
HYAL4,other,0.00728
HYDIN,other,13.2
HYI,other,-2.1
HYKK,other,1.08
HYLS1,other,0.293
HYOU1,other,2.31
HYPK,other,0.667
IAH1,other,-0.00138
IAPP,other,-0.361
IARS1,other,0.699
IARS2,other,1.44
IBA57,other,-2.07
IBSP,other,0.486
IBTK,other,2.71
ICA1,other,-0.0273
ICA1L,other,0.88
ICAM1,in_trials,0.839
ICAM2,other,1.0
ICAM3,other,0.0468
ICAM4,other,0.587
ICAM5,other,2.88
ICE1,other,-0.0989
ICE2,other,-2.22
ICMT,other,2.07
ICOS,in_trials,0.923
ICOSLG,in_trials,4.18
ID1,other,-3.66
ID2,other,0.397
ID3,other,-0.88
ID4,other,-0.971
IDE,other,3.07
IDH1,approved,1.78
IDH2,approved,1.6
IDH3A,other,2.85
IDH3B,other,1.05
IDH3G,other,2.71
IDI1,other,0.589
IDI2,other,-0.831
IDNK,other,0.769
IDO1,in_trials,-0.464
IDO2,other,-1.01
IDS,other,2.42
IDUA,other,-1.5
IER2,other,-1.1
IER3,other,1.74
IER3IP1,other,0.0336
IER5,other,-0.703
IER5L,other,-0.565
IFFO1,other,1.24
IFFO2,other,2.49
IFI16,other,0.901
IFI27,other,0.192
IFI27L1,other,0.0456
IFI27L2,other,-0.8
IFI30,other,0.397
IFI35,other,-0.342
IFI44,other,-1.81
IFI44L,other,-1.35
IFI6,other,0.838
IFIH1,other,-1.46
IFIT1,other,0.899
IFIT1B,other,0.209
IFIT2,other,1.19
IFIT3,other,1.46
IFIT5,other,0.704
IFITM1,other,1.08
IFITM10,other,0.328
IFITM2,other,0.543
IFITM3,other,0.683
IFITM5,other,-1.34
IFNA1,in_trials,2.58
IFNA10,in_trials,-0.964
IFNA13,in_trials,1.57
IFNA14,in_trials,-3.55
IFNA16,in_trials,-3.46
IFNA17,in_trials,-2.11
IFNA2,in_trials,-1.46
IFNA21,in_trials,-1.73
IFNA4,in_trials,-0.295
IFNA5,in_trials,-1.55
IFNA6,in_trials,-0.66
IFNA7,in_trials,-1.79
IFNA8,in_trials,-0.986
IFNAR1,approved,0.274
IFNAR2,approved,0.388
IFNB1,in_trials,-1.66
IFNE,other,-1.22
IFNG,approved,1.92
IFNGR1,approved,0.891
IFNGR2,approved,1.12
IFNK,other,-0.304
IFNL1,other,-0.34
IFNL2,other,0.858
IFNL3,other,-0.0128
IFNL4,other,-0.996
IFNLR1,in_trials,0.6
IFNW1,other,-1.84
IFRD1,other,0.614
IFRD2,other,0.537
IFT122,other,2.13
IFT140,other,-0.698
IFT172,other,2.21
IFT20,other,-0.152
IFT22,other,0.055
IFT27,other,0.64
IFT43,other,-0.212
IFT46,other,0.688
IFT52,other,1.33
IFT57,other,0.972
IFT74,other,-1.82
IFT80,other,1.65
IFT81,other,0.978
IFT88,other,0.228
IFTAP,other,0.364
IGBP1,other,1.94
IGBP1C,other,-1.94
IGDCC3,other,0.688
IGDCC4,other,1.69
IGF1,other,2.0
IGF1R,approved,4.77
IGF2,other,1.48
IGF2BP1,other,4.92
IGF2BP2,other,3.93
IGF2BP3,other,2.75
IGF2R,other,2.9
IGFALS,other,-2.16
IGFBP1,other,0.212
IGFBP2,other,2.3
IGFBP3,other,0.966
IGFBP4,other,1.12
IGFBP5,other,0.821
IGFBP6,other,-0.147
IGFBP7,other,0.0545
IGFBPL1,other,-1.24
IGFL1,other,-0.263
IGFL2,other,0.343
IGFL3,other,-0.0493
IGFL4,other,0.763
IGFLR1,other,-1.93
IGFN1,other,1.35
IGHA1,other,-1.77
IGHA2,other,-1.84
IGHD,other,-7.89
IGHD1-1,other,-0.378
IGHD1-14,other,-0.942
IGHD1-20,other,-1.22
IGHD1-26,other,-0.287
IGHD1-7,other,-1.51
IGHD1OR15-1A,other,0.374
IGHD2-15,other,-0.902
IGHD2-2,other,-3.66
IGHD2-21,other,-1.03
IGHD2-8,other,-1.43
IGHD2OR15-2A,other,0.529
IGHD3-10,other,-2.2
IGHD3-16,other,-3.57
IGHD3-22,other,-2.42
IGHD3-3,other,-3.27
IGHD3-9,other,-5.29
IGHD4-11,other,-1.51
IGHD4-17,other,-1.54
IGHD4-23,other,-2.3
IGHD4-4,other,-1.58
IGHD5-12,other,-1.07
IGHD5-18,other,-0.0647
IGHD5-24,other,-1.89
IGHD5-5,other,-0.0418
IGHD5OR15-5A,other,0.102
IGHD6-13,other,-4.59
IGHD6-19,other,-4.01
IGHD6-25,other,-4.37
IGHD6-6,other,-3.57
IGHD7-27,other,-2.53
IGHE,in_trials,-3.32
IGHG1,other,-1.59
IGHG2,other,-5.64
IGHG3,other,-5.71
IGHG4,other,-5.78
IGHJ1,other,-5.1
IGHJ2,other,-7.05
IGHJ3,other,-11.8
IGHJ4,other,-11.0
IGHJ5,other,-11.9
IGHJ6,other,-12.5
IGHM,other,-2.79
IGHMBP2,other,0.936
IGHV1-18,other,-6.82
IGHV1-2,other,-7.45
IGHV1-24,other,-8.92
IGHV1-3,other,-7.95
IGHV1-45,other,-2.91
IGHV1-46,other,-3.79
IGHV1-58,other,-4.32
IGHV1-69,other,1.68
IGHV1-69D,other,2.72
IGHV1OR15-9,other,-3.42
IGHV1OR21-1,other,-0.767
IGHV2-26,other,-4.23
IGHV2-5,other,-9.78
IGHV2-70,other,-1.67
IGHV2-70D,other,-9.12
IGHV2OR16-5,other,2.63
IGHV3-11,other,-4.81
IGHV3-13,other,-7.06
IGHV3-15,other,-5.74
IGHV3-16,other,-2.13
IGHV3-20,other,-3.18
IGHV3-21,other,-3.92
IGHV3-23,other,-0.962
IGHV3-30,other,1.03
IGHV3-33,other,-2.72
IGHV3-35,other,-2.77
IGHV3-38,other,-2.08
IGHV3-43,other,-1.1
IGHV3-48,other,-1.52
IGHV3-49,other,-5.52
IGHV3-53,other,-1.73
IGHV3-64,other,-2.69
IGHV3-64D,other,-4.2
IGHV3-66,other,-0.822
IGHV3-7,other,-6.18
IGHV3-72,other,-3.6
IGHV3-73,other,-3.14
IGHV3-74,other,-2.57
IGHV3OR15-7,other,-2.98
IGHV3OR16-12,other,1.23
IGHV3OR16-13,other,-2.22
IGHV3OR16-17,other,-2.25
IGHV3OR16-8,other,-5.18
IGHV3OR16-9,other,-2.21
IGHV4-28,other,-0.152
IGHV4-31,other,1.2
IGHV4-34,other,-3.48
IGHV4-39,other,-0.859
IGHV4-4,other,-1.02
IGHV4-59,other,2.66
IGHV4-61,other,1.4
IGHV5-10-1,other,-8.58
IGHV5-51,other,-4.47
IGHV6-1,other,-13.5
IGHV7-4-1,other,-7.55
IGHV7-81,other,-3.68
IGIP,other,0.256
IGKC,other,-2.33
IGKJ1,other,-4.66
IGKJ2,other,-10.6
IGKJ3,other,-10.2
IGKJ4,other,-9.92
IGKJ5,other,-9.42
IGKV1-12,other,2.09
IGKV1-16,other,-4.96
IGKV1-17,other,-3.65
IGKV1-27,other,-2.12
IGKV1-33,other,-1.42
IGKV1-37,other,2.21
IGKV1-5,other,-13.1
IGKV1-6,other,-4.98
IGKV1-8,other,-7.19
IGKV1-9,other,-6.35
IGKV1D-13,other,1.77
IGKV1D-16,other,-4.92
IGKV1D-17,other,-5.91
IGKV1D-33,other,-0.187
IGKV1D-37,other,2.39
IGKV1D-42,other,-4.29
IGKV1D-43,other,-7.42
IGKV1D-8,other,-5.22
IGKV1OR2-108,other,-1.85
IGKV2-24,other,-3.53
IGKV2-28,other,2.09
IGKV2-30,other,-1.52
IGKV2D-24,other,-2.97
IGKV2D-26,other,-4.17
IGKV2D-28,other,2.86
IGKV2D-29,other,-3.86
IGKV2D-30,other,-3.08
IGKV2D-40,other,-0.0924
IGKV3-11,other,-8.27
IGKV3-15,other,-0.151
IGKV3-20,other,-5.24
IGKV3-7,other,-5.13
IGKV3D-11,other,-5.47
IGKV3D-15,other,-0.245
IGKV3D-20,other,-2.46
IGKV3D-7,other,-2.11
IGKV3OR2-268,other,0.262
IGKV4-1,other,-23.3
IGKV5-2,other,-11.5
IGKV6-21,other,-0.153
IGKV6D-21,other,-0.866
IGKV6D-41,other,-3.59
IGLC1,other,-0.338
IGLC2,other,2.99
IGLC3,other,2.5
IGLC7,other,-0.151
IGLJ1,other,-0.261
IGLJ2,other,-0.987
IGLJ3,other,-0.877
IGLJ4,other,-0.218
IGLJ5,other,-0.901
IGLJ6,other,-0.655
IGLJ7,other,-0.493
IGLL1,other,-0.136
IGLL5,other,-5.3
IGLON5,other,2.28
IGLV1-36,other,-3.19
IGLV1-40,other,-5.8
IGLV1-44,other,-5.46
IGLV1-47,other,-4.13
IGLV1-50,other,-2.34
IGLV1-51,other,-6.2
IGLV10-54,other,-7.89
IGLV11-55,other,-2.6
IGLV2-11,other,-4.89
IGLV2-14,other,-5.94
IGLV2-18,other,-3.21
IGLV2-23,other,-3.77
IGLV2-33,other,-2.12
IGLV2-8,other,-6.71
IGLV3-1,other,-24.1
IGLV3-10,other,-7.64
IGLV3-12,other,-4.86
IGLV3-16,other,-3.45
IGLV3-19,other,-10.3
IGLV3-21,other,-10.1
IGLV3-22,other,-4.31
IGLV3-25,other,-7.07
IGLV3-27,other,-5.4
IGLV3-32,other,-2.47
IGLV3-9,other,-5.82
IGLV4-3,other,-7.68
IGLV4-60,other,-10.4
IGLV4-69,other,-10.0
IGLV5-37,other,-3.49
IGLV5-45,other,-3.62
IGLV5-48,other,-1.48
IGLV5-52,other,-1.75
IGLV6-57,other,-11.0
IGLV7-43,other,-6.64
IGLV7-46,other,-7.06
IGLV8-61,other,-6.2
IGLV9-49,other,-7.14
IGSF1,other,1.59
IGSF10,other,-1.1
IGSF11,other,1.61
IGSF21,other,0.686
IGSF22,other,2.04
IGSF23,other,0.759
IGSF3,other,4.48
IGSF5,other,0.145
IGSF6,other,-0.0351
IGSF8,other,1.5
IGSF9,other,1.11
IGSF9B,other,2.63
IHH,other,2.2
IHO1,other,1.44
IK,other,5.19
IKBIP,other,-0.226
IKBKB,in_trials,3.71
IKBKE,other,3.25
IKBKG,other,3.39
IKZF1,other,3.58
IKZF2,other,1.61
IKZF3,other,2.76
IKZF4,other,3.47
IKZF5,other,3.3
IL10,other,1.52
IL10RA,other,1.32
IL10RB,in_trials,1.48
IL11,other,-1.22
IL11RA,in_trials,0.76
IL12A,approved,0.78
IL12B,approved,0.997
IL12RB1,other,0.607
IL12RB2,other,0.915
IL13,approved,0.0475
IL13RA1,other,0.329
IL13RA2,other,-0.408
IL15,in_trials,-0.328
IL15RA,in_trials,0.0549
IL16,other,1.15
IL17A,approved,0.185
IL17B,other,0.53
IL17C,other,-2.01
IL17D,other,-1.53
IL17F,approved,0.165
IL17RA,approved,-1.32
IL17RB,other,0.0108
IL17RC,other,-0.236
IL17RD,other,-0.951
IL17RE,other,0.626
IL17REL,other,-0.322
IL18,in_trials,1.83
IL18BP,other,0.0455
IL18R1,in_trials,0.638
IL18RAP,in_trials,0.607
IL19,other,0.411
IL1A,in_trials,0.114
IL1B,approved,1.71
IL1F10,other,-0.218
IL1R1,approved,2.74
IL1R2,other,-0.666
IL1RAP,approved,1.97
IL1RAPL1,other,3.36
IL1RAPL2,other,2.02
IL1RL1,in_trials,-1.82
IL1RL2,approved,-0.316
IL1RN,other,0.259
IL2,other,1.5
IL20,in_trials,-0.0631
IL20RA,other,0.27
IL20RB,other,0.865
IL21,in_trials,1.81
IL21R,other,1.53
IL22,in_trials,-0.278
IL22RA1,in_trials,0.291
IL22RA2,other,-0.0547
IL23A,approved,1.53
IL23R,other,1.5
IL24,other,-0.084
IL25,other,-0.0724
IL26,other,-0.242
IL27,other,0.276
IL27RA,other,1.1
IL2RA,approved,0.676
IL2RB,approved,1.0
IL2RG,approved,1.75
IL3,other,0.929
IL31,other,1.3
IL31RA,approved,1.71
IL32,other,-0.117
IL33,in_trials,-2.29
IL34,other,-1.33
IL36A,other,-0.0654
IL36B,other,-0.496
IL36G,other,0.119
IL36RN,other,0.00825
IL37,other,-0.192
IL3RA,approved,-3.03
IL4,in_trials,0.427
IL4I1,other,1.52
IL4R,approved,0.912
IL5,approved,-0.175
IL5RA,in_trials,-1.9
IL6,approved,-0.403
IL6R,approved,1.45
IL6ST,approved,2.14
IL7,other,0.76
IL7R,other,-1.81
IL9,other,0.0997
IL9R,other,1.44
ILDR1,other,-0.406
ILDR2,other,0.717
ILF2,other,4.09
ILF3,other,3.02
ILK,other,1.18
ILKAP,other,2.79
ILRUN,other,3.64
HACL2,other,0.983
IMMP1L,other,0.173
IMMP2L,other,-0.427
IMMT,other,1.14
IMP3,other,-0.788
IMP4,other,0.618
IMPA1,in_trials,0.87
IMPA2,other,1.16
IMPACT,other,0.469
IMPDH1,approved,2.67
IMPDH2,approved,3.54
IMPG1,other,-0.91
IMPG2,other,0.353
INA,other,1.51
INAFM1,other,-2.76
INAFM2,other,0.911
INAVA,other,0.462
INCA1,other,-0.454
INCENP,other,1.95
INF2,other,2.39
ING1,other,2.96
ING2,other,2.24
ING3,other,3.46
ING4,other,1.63
ING5,other,1.91
INHA,other,0.589
INHBA,in_trials,3.09
INHBB,other,1.72
INHBC,other,1.17
INHBE,other,0.734
INIP,other,1.72
INKA1,other,0.569
INKA2,other,-0.166
INMT,other,0.469
INMT-MINDY4,other,0.7
INO80,other,4.83
INO80B,other,0.125
INO80B-WBP1,other,0.182
INO80C,other,0.0266
INO80D,other,3.56
INO80E,other,-0.811
INPP1,other,0.663
INPP4A,other,3.97
INPP4B,other,1.26
INPP5A,other,2.09
INPP5B,other,1.8
INPP5D,in_trials,4.08
INPP5E,other,-0.517
INPP5F,other,1.16
INPP5J,other,1.31
INPP5K,other,0.638
INPPL1,other,2.66
INS,other,1.07
INS-IGF2,other,0.618
INSC,other,-0.357
INSIG1,other,2.15
INSIG2,other,2.39
INSL3,other,0.21
INSL4,other,-2.09
INSL5,other,-0.24
INSL6,other,-3.56
INSM1,other,-1.28
INSM2,other,0.688
INSR,approved,5.83
INSRR,other,0.801
INSYN1,other,1.31
INSYN2A,other,0.614
INSYN2B,other,0.645
INTS1,other,-0.316
INTS10,other,1.04
INTS11,other,-0.729
INTS12,other,2.01
INTS13,other,3.66
INTS14,other,1.95
INTS2,other,2.71
INTS3,other,6.46
INTS4,other,3.81
INTS5,other,2.11
INTS6,other,6.26
INTS6L,other,2.12
INTS7,other,2.58
INTS8,other,2.2
INTS9,other,1.64
INTU,other,0.558
INVS,other,1.52
IP6K1,other,3.53
IP6K2,other,3.79
IP6K3,other,1.05
IPCEF1,other,1.05
IPMK,other,1.89
IPO11,other,1.45
IPO13,other,5.16
IPO4,other,1.23
IPO5,other,3.78
IPO7,other,4.65
IPO8,other,3.22
IPO9,other,4.26
IPP,other,0.869
IPPK,other,1.68
IQANK1,other,-1.11
IQCA1,other,0.554
IQCB1,other,0.867
IQCC,other,0.185
IQCD,other,1.04
IQCE,other,-1.87
IQCF1,other,0.143
IQCF2,other,0.911
IQCF3,other,0.227
IQCF5,other,0.759
IQCF6,other,0.862
DRC9,other,0.553
IQCH,other,1.72
IQCJ,other,-0.471
IQCJ-SCHIP1,other,1.13
IQCK,other,-1.07
IQCM,other,0.822
IQCN,other,1.03
IQGAP1,other,2.72
IQGAP2,other,1.76
IQGAP3,other,2.19
IQSEC1,other,2.02
IQSEC2,other,6.75
IQSEC3,other,2.27
