gene,group,residual
CREBBP,in-trial,-16.94841588368837
CREBL2,non-target,8.730338799174106
CREBRF,non-target,89.67956598879364
CREBZF,non-target,-8.487662470238098
CREG1,non-target,62.62804225090238
CRELD1,non-target,7.732928917586129
CRELD2,non-target,27.08813147000225
CREM,non-target,-23.827342744837768
CRIM1,non-target,52.69882120157888
CRIP1,non-target,19.499655019560407
CRIPT,non-target,-30.459536105088983
CRISPLD1,non-target,-5.691126374518533
CRK,non-target,-36.529523626054136
CRKL,non-target,-47.55927570121336
CRLF2,non-target,0.0606220735654764
CRLF3,non-target,-31.066862263141015
CRLS1,non-target,-8.027932403872597
CROT,non-target,-6.2256878003108085
CRTAM,non-target,45.570553355357426
CRTAP,non-target,24.027774618747532
CRTC1,non-target,-9.991913772905813
CRTC2,non-target,-8.003308524331572
CRTC3,non-target,-12.706372444591429
CRY1,non-target,18.52440770046537
CRY2,non-target,-10.54213222354852
CRYBG1,non-target,11.29340815227395
CRYBG3,non-target,-3.7336104486111297
CRYL1,non-target,5.476869540306379
CRYZ,non-target,3.8125793032051143
CRYZL1,non-target,-23.196728172379796
CS,non-target,-21.407951560207113
CSAD,non-target,-6.59983042611973
CSDE1,non-target,-48.7946871983527
CSE1L,non-target,27.298629724875884
CSF1,in-trial,2.543480188345709
CSF2,in-trial,24.52563566523371
CSF2RA,approved,-4.762289684603598
CSF2RB,approved,15.673585115859774
CSGALNACT1,non-target,10.46155872803974
CSGALNACT2,non-target,39.57938932181776
CSK,non-target,21.711126289240184
CSKMT,non-target,-1.2057473811120367
CSNK1D,non-target,-27.54460424104849
CSNK1E,approved,-12.499845954377008
CSNK1G1,non-target,-36.20257685632016
CSNK1G2,non-target,-18.403316835472157
CSNK1G3,non-target,-24.05079563721307
CSNK2A1,in-trial,-29.584441692996503
CSNK2A2,non-target,-30.708754698386795
CSNK2B,non-target,-44.90243045910941
CSPP1,non-target,-27.75394943469168
CSRNP1,non-target,3.438834534469573
CSRNP2,non-target,-6.572622380022479
CSRP1,non-target,-16.791730643617413
CST3,non-target,10.091403583021147
CST6,non-target,24.905874507942553
CST7,non-target,97.1885041769293
CSTB,non-target,-0.0854159211177858
CSTF2,non-target,-24.298298777664456
CSTF2T,non-target,-6.209507635066103
CTBP2,non-target,4.783594398560209
CTBS,non-target,35.969398338193876
CTC1,non-target,1.2490243940371186
CTDNEP1,non-target,-41.777491057542385
CTDSP1,non-target,6.72848298136159
CTDSP2,non-target,14.083550309786908
CTDSPL,non-target,8.342464119680782
CTDSPL2,non-target,-32.543985469133574
CTH,non-target,75.11341947929756
CTHRC1,non-target,23.308540945630615
CTLA4,in-trial,37.64170046444138
CTNNA1,non-target,29.236998233114676
CTNNAL1,non-target,5.102447955536422
CTNNB1,in-trial,-8.468864991032317
CTNNBIP1,non-target,7.789765814349387
CTNNBL1,non-target,-40.04618083248916
CTNND1,non-target,11.594167183004416
CTNS,non-target,28.986035017167453
CTPS1,non-target,48.25275816685019
CTPS2,non-target,-9.509766212479027
CTRL,non-target,-18.673338065857063
CTSA,non-target,41.29644677428723
CTSB,non-target,41.46857638978519
CTSC,non-target,24.300109851226207
CTSD,non-target,59.312117776751414
CTSF,non-target,-1.9830114407762205
CTSH,non-target,-14.935710357947718
CTSK,non-target,2.158844963255541
CTSL,non-target,10.188954215506506
CTSO,non-target,29.34003752772368
CTSS,in-trial,52.68069074153161
CTSW,non-target,146.75523235728417
CTSZ,non-target,17.475551053735416
CTTN,non-target,19.714558354053995
CTTNBP2NL,non-target,15.317381445067925
CTU1,non-target,-20.479100090863152
CTU2,non-target,19.727947558945612
CUEDC2,non-target,-19.83751964532968
CUL2,non-target,-39.115473834542335
CUL3,non-target,-55.77375313265909
CUL4A,approved,-39.49476708539853
CUL4B,non-target,-12.499707922684934
CUL5,non-target,-45.55821908831707
CUL7,non-target,-4.087267436006072
CUL9,non-target,-17.14795382747614
CUTA,non-target,78.64941235001578
CUTC,non-target,-5.101577551689648
CUX1,non-target,20.36416563770668
CUZD1,non-target,-16.783188963448517
CWC15,non-target,-45.62735779866184
CWC22,non-target,-46.22654734363996
CWC25,non-target,-39.903747417431255
CWC27,non-target,-46.69280724394011
CWF19L1,non-target,-43.13303205643507
CX3CR1,non-target,38.88907557782705
CXADR,non-target,-2.0396697892805933
CXCL10,in-trial,26.1293759305906
CXCL11,non-target,-5.57492999346984
CXCL16,non-target,18.19622207646378
CXCL2,non-target,-12.595107396183195
CXCL8,non-target,57.27145698455225
CXCL9,non-target,-10.845106167444529
CXCR3,non-target,33.74099418169955
CXCR4,approved,82.60952015741616
CXCR5,non-target,9.092044334035284
CXCR6,non-target,61.48832458980477
CXXC1,non-target,-38.54821112074469
CXXC5,non-target,42.96232032621314
CXorf38,non-target,-25.001281274323997
CXorf65,non-target,8.876785837374998
CYB561,non-target,25.866259209113903
CYB561A3,non-target,-16.144372473113272
CYB561D1,non-target,-10.822593561702451
CYB561D2,non-target,-24.770047468250365
CYB5A,non-target,17.334025305959468
CYB5B,non-target,-7.920220853652087
CYB5D1,non-target,-16.05266411405268
CYB5D2,non-target,-2.6208179191352894
CYB5R1,non-target,-6.387863808464288
CYB5R3,non-target,8.295906234906496
CYB5R4,non-target,-26.04433114150582
CYB5RL,non-target,-22.813003826912507
CYBA,non-target,21.240457226917457
CYBC1,non-target,-19.26850529190932
CYBRD1,non-target,28.06745933557242
CYC1,non-target,3.534455455988843
CYCS,non-target,90.01602718257163
CYFIP1,non-target,49.25009522798816
CYFIP2,non-target,21.348688275651583
ZFTRAF1,non-target,-14.59668962729324
CYLD,non-target,-5.6588228555502935
CYP1A1,non-target,25.874850184745224
CYP1B1,non-target,-13.255078132451471
CYP20A1,non-target,-20.372136275457088
CYP2D6,non-target,-9.762994879231014
CYP2E1,non-target,8.9133893360339
CYP2R1,non-target,4.358412932579026
CYP2U1,non-target,-0.5956028854714029
CYP4F22,non-target,-9.295884030457016
CYP4V2,non-target,29.33548115857941
CYP51A1,non-target,82.90292316198493
CYP7B1,non-target,11.153491932357149
CYREN,non-target,-27.82191195726547
CYRIA,non-target,-6.499847737642125
CYRIB,non-target,-27.38841800466751
CYS1,non-target,27.049916402590387
CYSLTR1,approved,14.994894797275528
CYSLTR2,non-target,37.832864273369424
CYSTM1,non-target,5.548433750994474
CYTH1,non-target,19.75436957760959
CYTH2,non-target,4.342527572289957
CYTH3,non-target,-13.176157724143303
CYTH4,non-target,76.57174925945911
CYTIP,non-target,26.386525571054733
CZIB,non-target,-20.085100897275144
D2HGDH,non-target,-13.609581606799765
DAAM1,non-target,9.64322694546108
DACT1,non-target,12.100933316406696
DAG1,non-target,-18.780338601817306
DAGLB,non-target,-26.11065785412561
DALRD3,non-target,-15.896897077960432
DAP,non-target,-7.259137333233355
DAP3,non-target,-24.199101324653626
DAPK1,non-target,-2.8862462481176494
DAPK2,non-target,35.66828910428672
DAPK3,non-target,-28.126451885860615
DAPP1,non-target,3.932776358879489
DARS1,non-target,17.5692666587952
DARS2,non-target,-15.626884020090715
DAXX,non-target,-44.03931457705659
DAZAP1,non-target,13.802842315640357
DAZAP2,non-target,6.792787734806936
DBF4,non-target,-15.426983602937137
DBF4B,non-target,-21.833498618118625
DBI,non-target,24.047245049857665
DBN1,non-target,11.825942930631056
DBNDD2,non-target,25.418587325732563
DBNL,non-target,-11.286220986639298
DBP,non-target,21.999353165243875
DBR1,non-target,-39.08086690393424
DBT,non-target,-39.88111955597881
DCAF1,non-target,-32.9081138537427
DCAF10,non-target,-25.512284698698764
DCAF11,non-target,-6.041814265481032
DCAF12,non-target,-40.95437291680419
DCAF15,non-target,-24.974087213508863
DCAF16,non-target,-3.406637688747346
DCAF17,non-target,-22.65705905480074
DCAF4,non-target,-6.954681985339289
DCAF5,non-target,-10.430011173985337
DCAF6,non-target,-7.080805618672469
DCAF7,non-target,-59.38859812066881
DCAKD,non-target,-22.788519129403568
DCBLD1,non-target,-1.8505313405807613
DCBLD2,non-target,27.06446354502367
DCHS1,non-target,-0.285323912677164
DCK,non-target,-0.3590333997327472
DCLRE1A,non-target,-27.28462110843901
DCLRE1B,non-target,-19.8789734081091
DCLRE1C,non-target,-21.14755272877186
DCP1A,non-target,-44.5415970685346
DCP1B,non-target,13.994971649753955
DCP2,non-target,-26.13773357884062
DCPS,non-target,-10.663445947854544
DCTD,non-target,6.132397221186072
DCTN2,non-target,-16.391873051763525
DCTN3,non-target,-7.463748441467653
DCTN4,non-target,-26.886197158851548
DCTN6,non-target,-32.19787876925418
DCTPP1,non-target,57.120728497874346
DCUN1D1,non-target,-47.326573279140064
DCUN1D2,non-target,-25.73023436868248
DCUN1D3,non-target,19.237748432085652
DCUN1D4,non-target,-9.698926727206915
DCUN1D5,non-target,83.69962107682859
DCXR,non-target,41.70682689704427
DDA1,non-target,-18.867380654775506
DDAH2,non-target,13.83464655229252
DDB1,approved,-37.45658789692999
DDB2,non-target,52.88544253671882
DDHD1,non-target,-2.955238037453521
DDHD2,non-target,7.804720320922328
DDI2,non-target,-29.385880347372886
DDIAS,non-target,-4.053889048348978
DDIT3,non-target,127.26023376586578
DDIT4,non-target,81.90719795008987
DDOST,non-target,-30.99787051744057
DDR1,non-target,17.349337932093437
DDRGK1,non-target,-15.313146585373994
DDT,non-target,15.697945977588892
DDTL,non-target,-20.520149286460477
DDX1,non-target,17.38791590792987
DDX17,non-target,38.84786326101959
DDX19A,non-target,-19.42566559886394
DDX19B,non-target,-29.610959310153017
DDX20,non-target,-24.376451407658134
DDX23,non-target,-48.38944505463422
DDX24,non-target,-32.01412661869154
DDX28,non-target,-9.86105878431138
DDX31,non-target,-3.034040718328281
DDX39A,non-target,123.33133358002402
DDX39B,non-target,-26.52877611273872
DDX3X,non-target,-15.420108067505092
DDX3Y,non-target,-33.51473782710736
DDX42,non-target,-41.54309466306876
DDX43,non-target,-14.204738890787675
DDX5,non-target,-29.93469091157063
DDX50,non-target,-35.91566646937191
DDX54,non-target,-22.224082402322797
DDX55,non-target,-13.040569453690877
RIGI,non-target,49.92185159769257
DDX59,non-target,-10.141724848370073
DDX6,non-target,19.609770595312835
DDX60,non-target,69.26776156248457
DDX60L,non-target,78.3610077644994
DEAF1,non-target,17.653196554358587
DECR1,non-target,9.479003971851103
DEDD,non-target,-53.20399680867675
DEDD2,non-target,-0.492984425436352
DEF6,non-target,13.335505356046562
DEF8,non-target,-12.934999109410334
DEGS1,non-target,-0.1571168366566695
DEK,non-target,-6.640200313542053
DELE1,non-target,-14.778824222898928
DENND10,non-target,19.90416874501729
DENND11,non-target,21.235532145389495
DENND1A,non-target,-13.864953479906127
DENND1B,non-target,7.416236790925164
DENND1C,non-target,3.0196407022931453
DENND2B,non-target,7.783292574794001
DENND2D,non-target,32.44245059217854
DENND3,non-target,37.711002881496874
DENND4A,non-target,15.246065141932316
DENND4B,non-target,-37.35831515455813
DENND4C,non-target,20.60452363336644
DENND5A,non-target,22.161728544148797
DENND6A,non-target,-14.027848215070229
DENND6B,non-target,14.855810804970018
DENR,non-target,-25.564744599648353
DEPDC1,non-target,12.86877193719466
DEPDC1B,non-target,16.921624620055102
DEPDC5,non-target,-25.38102492540177
DEPDC7,non-target,4.352831064694316
DEPP1,non-target,-5.700355229583202
DEPTOR,non-target,-10.618831143940794
DERA,non-target,0.7987453260326021
DERL1,non-target,-23.480799036374435
DERL2,non-target,-16.03828126364507
DERL3,non-target,14.9966134841637
DESI1,non-target,58.43994670749195
DESI2,non-target,-34.70922917252435
DET1,non-target,-10.545400265538833
DEXI,non-target,-24.93322301429121
DFFA,non-target,-7.7654760347009
DFFB,non-target,-13.562094563672806
DGAT1,non-target,-21.096086868354902
DGAT2,non-target,10.875469844429569
DGCR2,non-target,-29.58065188870674
DGKA,non-target,43.332765993284006
DGKD,non-target,12.151596347248278
DGKE,non-target,-13.69491450126709
DGKG,non-target,-16.666156496356376
DGKH,non-target,-1.2101774979781863
DGKI,non-target,34.17587948477104
DGKQ,non-target,-10.000051381165926
DGKZ,non-target,-24.803002512577933
DGLUCY,non-target,11.97759035005319
DGUOK,non-target,-11.9360388118595
DHCR24,non-target,76.5044080982513
DHCR7,non-target,54.98869999628036
DHDDS,non-target,-37.17551922303033
DHFR2,non-target,-18.867215394635917
DHPS,non-target,-31.529293448924523
DHRS1,non-target,11.98629567451055
DHRS11,non-target,-10.336415277267884
DHRS12,non-target,17.77520043114783
DHRS13,non-target,-14.06742657418012
DHRS2,non-target,-7.076012781939929
DHRS3,non-target,54.083717969829515
DHRS4,non-target,-16.243080972405618
DHRS7,non-target,5.812280385916189
DHRS7B,non-target,-16.0291550073821
DHTKD1,non-target,1.2660898095661253
DHX15,non-target,-14.349752790726654
DHX29,non-target,-36.19463579474101
DHX30,non-target,-29.293880246874775
DHX32,non-target,-8.059534038125372
DHX34,non-target,-24.61413118567668
DHX35,non-target,-24.670497144658565
DHX36,non-target,-39.5791677967217
DHX38,non-target,-63.37657866296801
DHX40,non-target,-24.86326881990262
DHX57,non-target,-21.106441607143015
DHX58,non-target,40.47127813710798
DHX9,non-target,6.657841268891322
DIAPH1,non-target,-44.13910515986286
DIAPH2,non-target,-12.10411288849883
DIAPH3,non-target,-4.319450037778243
DICER1,non-target,-47.77119244104006
DIDO1,non-target,-16.815308595311723
DIMT1,non-target,13.44417494092437
DIP2A,non-target,-18.34652217617197
DIP2B,non-target,-27.425202717154654
DIP2C,non-target,-13.133481086311043
DIPK1A,non-target,-9.202175862918772
DIPK2A,non-target,-31.02503672157656
DIS3,non-target,-37.983607060096865
DIS3L,non-target,-23.115515601110072
DIS3L2,non-target,-32.140963205158876
DISC1,non-target,2.262612915803922
DISP3,non-target,-10.738706834800196
DIXDC1,non-target,16.56491980609721
DKC1,non-target,55.428936803389
DLAT,non-target,7.715155732048191
DLD,non-target,-25.335094178357483
DLG1,non-target,-26.12122380158483
DLG3,non-target,-24.131729290498964
DLG4,non-target,39.51087972820864
DLG5,non-target,14.380993992683916
DLGAP4,non-target,6.344706143634313
DLGAP5,non-target,27.804290697881186
DLK2,non-target,-8.338270108712376
DLL3,non-target,-4.255073785841486
DLST,non-target,-39.56463544822885
DMAC1,non-target,0.8816328512523484
DMAC2,non-target,-39.01756062745641
DMAC2L,non-target,-4.0633788738608105
DMC1,non-target,-0.8343096905693864
DMD,non-target,27.44603905718272
DMRT2,non-target,-17.47511446174358
DMTF1,non-target,-5.2000681527947465
DMTN,non-target,19.027223251480176
DMWD,non-target,18.4154852186307
DMXL1,non-target,-1.2843532425515345
DMXL2,non-target,5.743811178981667
DNA2,non-target,-5.680103188083905
DNAAF10,non-target,-26.66674437708519
DNAAF2,non-target,-17.972549180749084
DNAAF5,non-target,0.9590099767563084
DNAAF9,non-target,9.154422900681055
DNAI2,non-target,-5.743085279532753
DNAI3,non-target,-0.032822999373538
DNAJA1,non-target,18.40589346548786
DNAJA2,non-target,-39.68513884072532
DNAJA4,non-target,6.946116179536728
DNAJB1,non-target,-3.1740050409331864
DNAJB11,non-target,29.763702333488595
DNAJB12,non-target,-32.29997323994616
DNAJB14,non-target,-35.2682101871631
DNAJB2,non-target,34.026565657063806
DNAJB4,non-target,2.0415991926272596
DNAJB5,non-target,-3.138582315073928
DNAJB6,non-target,-32.31688812982881
DNAJB9,non-target,65.41445993170258
DNAJC1,non-target,9.098848266352766
DNAJC10,non-target,-8.588489956247415
DNAJC12,non-target,31.657400290586818
DNAJC13,non-target,-26.53370803128522
DNAJC14,non-target,-34.4313602759639
DNAJC15,non-target,-36.07725447665178
DNAJC16,non-target,-17.451666569134236
DNAJC18,non-target,17.84617662235956
DNAJC19,non-target,-15.278779470587793
DNAJC2,non-target,4.962832504308335
DNAJC21,non-target,-45.25129505591483
DNAJC24,non-target,-21.098916494306753
DNAJC27,non-target,-17.511567529614073
DNAJC3,non-target,43.932668887417016
DNAJC30,non-target,-23.78376342986454
DNAJC4,non-target,8.809091093181928
DNAJC5,non-target,-30.81546462387433
DNAJC6,non-target,30.018172255624776
DNAJC7,non-target,-26.02030851921549
DNAJC8,non-target,-43.336139578326915
DNAJC9,non-target,-5.811767116687714
DNAL1,non-target,-5.8291988562482615
DNAL4,non-target,-7.134860709502756
DNASE1,non-target,2.2875985440270816
DNASE1L1,non-target,-1.503003401324835
DNASE2,non-target,3.9472542365548655
DNHD1,non-target,-11.040960602014428
DNLZ,non-target,-13.311769251336992
DNM1L,non-target,-23.50955885878477
DNM3,non-target,-2.1016522703860585
DNMBP,non-target,-8.62713259047547
DNMT1,approved,1.8681295960124895
DNMT3A,approved,22.60965460796864
DNMT3B,non-target,-5.816081196381368
DNPEP,in-trial,-1.7517511876837757
DNPH1,non-target,60.33803595512418
DNTTIP1,non-target,-29.76588647116063
DNTTIP2,non-target,-35.62218654795236
DOCK10,non-target,24.62398423609562
DOCK11,non-target,5.126727431752996
DOCK2,non-target,-0.8140713447628704
DOCK3,non-target,-3.8226127750199503
DOCK5,non-target,9.760554856120056
DOCK7,non-target,33.48074894981017
DOCK8,non-target,-2.4940249411490356
DOCK9,non-target,18.82317642316175
DOHH,non-target,-16.92207642064503
DOK1,non-target,-21.922784947642945
DOK2,non-target,7.001128759900605
DOK3,non-target,-9.378080544252075
DOK4,non-target,9.31620645574924
DOK5,non-target,28.32668206492939
DOLK,non-target,-15.024404644041004
DOLPP1,non-target,-27.414778939405252
DONSON,non-target,-19.442541982805576
DOP1A,non-target,-14.015963179141004
DOP1B,non-target,-6.192203102044636
DOT1L,non-target,15.182786472172362
DPCD,non-target,6.911763281409525
DPEP2,non-target,24.788964150346843
DPF2,non-target,-21.8674986520988
DPF3,non-target,26.06668106123824
DPH1,non-target,-21.33288483206756
DPH2,non-target,-0.1140930053752669
DPH3,non-target,22.377072540173145
DPH5,non-target,19.4966417369498
DPH6,non-target,4.112796383009365
DPH7,non-target,-25.15776231613
DPM1,non-target,-9.286133154496747
DPM2,non-target,-14.319771767042392
DPM3,non-target,0.1943587591865802
DPP3,non-target,-24.74759915595222
DPP4,in-trial,45.14373685790368
DPP7,non-target,-0.0361291140224295
DPP8,non-target,-31.422086335409364
DPP9,non-target,-29.49726899974363
DPY19L1,non-target,-7.842982407711337
DPY19L3,non-target,-13.640507608158524
DPY19L4,non-target,-7.682039486251244
DPY30,non-target,-37.33126186987795
DPYD,non-target,39.444559668064386
DPYSL2,non-target,93.292450685905
DR1,non-target,-56.10063762318156
DRAM1,non-target,28.997212644051817
DRAM2,non-target,12.38633499394669
DRAP1,non-target,55.1097003160059
DRG2,non-target,-37.35896429004959
DRICH1,non-target,-10.971212355751597
DROSHA,non-target,-25.279055555123268
DSCC1,non-target,23.985541480009044
DSE,non-target,15.96712652332809
DSG2,non-target,-8.798239155059816
DSN1,non-target,-1.3114476535319142
DST,non-target,10.611984655501791
DSTN,non-target,-26.84711041841151
DSTYK,non-target,22.802719661872032
DTD1,non-target,18.42522844017936
DTD2,non-target,-6.607245804425337
DTHD1,non-target,0.906907907603296
DTL,non-target,4.884060825560326
DTNB,non-target,-21.84530215418678
DTNBP1,non-target,-5.225120983144297
DTWD1,non-target,-24.068136533604516
DTWD2,non-target,-9.32406494006722
DTX3,non-target,17.528193536782492
DTX3L,non-target,52.03247551090872
DTYMK,non-target,57.189948806351374
DUS1L,non-target,16.27047352021752
DUS2,non-target,-18.65634233945974
DUS3L,non-target,-0.2211320867775228
DUS4L,non-target,-20.66183472836399
DUSP1,non-target,0.2397284733872808
DUSP10,non-target,39.27768708752465
DUSP11,non-target,-35.11523240597303
DUSP12,non-target,-14.782452932380677
DUSP14,non-target,7.999222231776852
DUSP16,non-target,12.148236327748023
DUSP18,non-target,6.470048326590988
DUSP19,non-target,-2.193829841762534
DUSP2,non-target,43.70238044907857
DUSP22,non-target,30.46357090911037
DUSP23,non-target,-2.183292824737194
DUSP3,non-target,-11.188741218948977
DUSP4,non-target,51.06082187280689
DUSP5,non-target,121.54561458141931
DUSP6,non-target,58.949920829497024
DUSP7,non-target,-8.731461463129934
DUSP8,non-target,5.271709594274465
DUT,non-target,50.04325078608016
DVL1,non-target,-22.335504642045077
DVL2,non-target,-23.47519635900603
DVL3,non-target,-12.04277049942923
DXO,non-target,-17.72100266337435
DYM,non-target,-34.07353444385589
DYNC1I2,non-target,-12.17944109430364
DYNC1LI1,non-target,-25.307059585644936
DYNC1LI2,non-target,-20.7499122318988
DYNC2H1,non-target,5.0390141573567755
DYNC2I1,non-target,5.666023921380638
DYNC2I2,non-target,-8.320680954682324
DYNC2LI1,non-target,11.016314648509132
DYNLL1,non-target,-22.095165817109592
DYNLL2,non-target,-24.985268488261045
DYNLRB1,non-target,-3.167434597562812
DYNLT1,non-target,43.666556632141635
DYNLT2,non-target,-7.802284264980263
DYNLT2B,non-target,19.855401075748343
DYNLT3,non-target,50.10035912250613
DYNLT4,non-target,-8.283154931154428
DYRK1A,non-target,-24.670224412589015
DYRK1B,non-target,21.698057625200676
DYRK2,non-target,36.52617132185248
DYRK3,non-target,-4.328880095130512
DYRK4,non-target,-9.903744042196989
DZANK1,non-target,-7.383170721645283
DZIP1,non-target,-6.836497076778226
DZIP3,non-target,3.6548242605067
E2F1,non-target,-0.6503721452520352
E2F2,non-target,17.380433501025273
E2F3,non-target,-27.57361231171899
E2F4,non-target,19.69778047532725
E2F5,non-target,2.6499477836557133
E2F6,non-target,-8.683325134722079
E2F7,non-target,1.669562745925063
E2F8,non-target,-7.360144714319676
EAF1,non-target,-26.488767776010334
EAF2,non-target,45.22868975221055
EARS2,non-target,-12.817621521265467
EBAG9,non-target,-11.394375381941032
EBF4,non-target,20.420147250823774
EBI3,non-target,96.92290401606571
EBP,non-target,68.34077731575918
EBPL,non-target,-19.92913540756363
ECD,non-target,-37.16060374023049
ECE1,non-target,31.963347461382323
ECH1,non-target,22.926633804805594
ECHDC1,non-target,-21.94121129975224
ECHDC2,non-target,3.843557785656419
ECHS1,non-target,-18.955392356248467
ECI1,non-target,13.751257133415123
ECI2,non-target,-8.888586361547775
ECPAS,non-target,-34.412564085789136
ECSIT,non-target,-5.240201137624406
ECT2,non-target,1.597695633378578
EDA,non-target,-6.968172818798397
EDARADD,non-target,22.39655688993822
EDC3,non-target,-40.29381548145613
EDC4,non-target,-41.85112506567284
EDEM1,non-target,13.555090429685569
EDEM2,non-target,-5.810565677431716
EDEM3,non-target,-16.549133133520755
EDF1,non-target,-11.715431134552626
EDRF1,non-target,-40.7729110978331
EEA1,non-target,1.3313605001228812
EED,non-target,36.4135309870833
EEF1AKMT1,non-target,-6.492547332524736
EEF1AKMT2,non-target,-46.61492736619325
EEF1AKMT3,non-target,-9.909082206936436
EEF1B2,non-target,51.73102926880048
EEF1E1,non-target,20.537075966879097
EEF1G,non-target,30.96719713217317
EEF2K,non-target,-7.890128907538762
EEF2KMT,non-target,-4.18283923013271
EEFSEC,non-target,-22.86847765685462
EEPD1,non-target,-3.1940600066568305
EFCAB11,non-target,-14.492111392354277
EFCAB13,non-target,-1.5919452773077651
EFCAB14,non-target,-19.964747832193172
DRC8,non-target,4.651408282026078
EFCAB7,non-target,-17.950036526909766
EFEMP2,non-target,-0.0331665294232455
EFHC1,non-target,5.971048881340148
EFHD1,non-target,-16.661296184137388
EFHD2,non-target,38.954000120661966
EFL1,non-target,-33.91592325004425
EFNA4,non-target,-15.815847366941432
EFNB1,non-target,-2.7327731095139285
EFNB2,in-trial,-4.725950803423715
EFR3A,non-target,-7.052364400690483
EFTUD2,non-target,13.739393647723851
EGFL6,non-target,28.76110179742965
EGFL7,non-target,-4.005453360658938
EGLN1,non-target,0.4068970766182549
EGLN2,non-target,-24.94094772272362
EGLN3,non-target,65.59395707868174
EGR1,non-target,43.06071281631393
EGR2,non-target,53.459568576905006
EGR3,non-target,38.45550981396173
EHBP1,non-target,-10.349548680836362
EHBP1L1,non-target,23.444741677956415
EHD1,non-target,-2.8704704561293064
EHD3,non-target,4.166413686014553
EHD4,non-target,22.196423833352572
EHHADH,non-target,-11.034939097858398
EHMT1,non-target,-42.56056884034802
EHMT2,non-target,-18.322653103752582
EI24,non-target,-34.59057297661945
EID1,non-target,13.276646405636356
EID2,non-target,-27.16112049258307
EID2B,non-target,-11.5362699993036
EID3,non-target,-23.45334330966638
EIF1,non-target,71.08517342373412
EIF1AD,non-target,-43.288638554340565
EIF1AX,non-target,-20.89394534934281
EIF1AY,non-target,-52.419877138442416
EIF1B,non-target,-21.175367024733557
EIF2A,non-target,-9.73395904914941
EIF2AK1,non-target,-47.195831239583526
EIF2AK2,non-target,11.836576410070547
EIF2AK3,non-target,12.619986131496754
EIF2AK4,non-target,-16.24446478236371
EIF2B3,non-target,5.993667405414608
EIF2D,non-target,-6.564433842882219
EIF2S2,non-target,-14.848592988508834
EIF2S3,non-target,-23.07114823234704
EIF3A,non-target,-55.125939670154025
EIF3D,non-target,-29.708573824629855
EIF3F,non-target,-11.527785425521625
EIF3H,non-target,-44.977473879954154
EIF3J,non-target,46.9696687179497
EIF3K,non-target,-27.176726716956058
EIF3L,non-target,11.40401683781618
EIF3M,non-target,18.94930228931994
EIF4A1,non-target,69.7462269033765
EIF4A2,non-target,33.465660806063596
EIF4B,non-target,-3.3438124353075693
EIF4E,non-target,-8.65741488796256
EIF4E2,non-target,-29.461067547106207
EIF4E3,non-target,9.730871831317662
EIF4EBP1,non-target,84.71769135987815
EIF4EBP2,non-target,15.59391772513974
EIF4EBP3,non-target,-1.511437884730718
EIF4ENIF1,non-target,-6.838466183581784
EIF4G1,non-target,29.089643832724175
EIF4G2,non-target,-28.011889570325412
EIF4G3,non-target,-8.78458098623848
EIF4H,non-target,-41.69979912943172
EIF5,non-target,78.82834971918236
EIF5A2,non-target,-13.41165802471601
EIF5B,non-target,22.501216822162004
EIPR1,non-target,-44.67576492143214
ELAC1,non-target,-1.8810463022853792
ELAC2,non-target,-13.844926701358313
ELAPOR1,non-target,77.23604038448781
ELAPOR2,non-target,-20.651732684438148
ELAVL1,non-target,-16.018331313701655
ELF2,non-target,-24.037935977834376
ELF4,non-target,-15.380120178485532
ELK1,non-target,-32.30325502598031
ELK3,non-target,-5.242952976515977
ELK4,non-target,8.628866528024366
ELL,non-target,-30.505708186418097
ELL2,non-target,-6.099297767927183
ELMO1,non-target,-10.11220322392552
ELMO2,non-target,-2.519216918571596
ELMOD2,non-target,-23.67778240014495
ELMOD3,non-target,-26.61966167383385
ELOA,non-target,-31.16193623925332
ELOB,non-target,-23.94825459781482
ELOC,non-target,-0.5971149709631666
ELOF1,non-target,-34.46424570664248
ELOVL1,non-target,-34.42544164744684
ELOVL4,non-target,10.61951710791894
ELOVL5,non-target,-38.84975304501546
ELOVL6,non-target,27.2400508506253
ELOVL7,non-target,2.105312832428508
ELP1,non-target,-37.32187426312196
ELP2,non-target,-25.157756404594135
ELP3,non-target,-27.848792839340508
ELP4,non-target,-30.44635769594088
ELP5,non-target,-12.6092173047601
ELP6,non-target,-19.868092331752457
EMB,non-target,75.46254944425876
EMC1,non-target,-9.460971014874309
EMC10,non-target,12.515573777843777
EMC2,non-target,-36.55289136739523
EMC3,non-target,3.864548211798621
EMC4,non-target,-51.39641963148921
EMC6,non-target,-0.0663282734888071
EMC7,non-target,-20.375769374248936
EMC8,non-target,-8.337280314177782
EMC9,non-target,-10.461921932002555
EMD,non-target,-20.962535800393592
EME1,non-target,-9.986681915070465
EME2,non-target,-13.033322698044763
EMG1,non-target,56.79850548337678
EMILIN2,non-target,-10.292337189022286
EML2,non-target,16.798180398445528
EML4,in-trial,3.865449667554425
EML5,non-target,-4.248980378610553
EMP1,non-target,55.80570860855926
EMP3,non-target,32.12283873864108
ENC1,non-target,24.57819612996396
ENDOD1,non-target,-1.7807463940455268
ENDOG,non-target,-5.970688654283151
ENDOV,non-target,2.531311228713283
ENG,non-target,-31.562742524764975
ENGASE,non-target,-18.73111084964086
