gene,core,pctile_genetics,pctile_full,rank_shift,cov_class,gen_dec
ANKRD55,none,0.7238231976207569,0.88344785150241,0.15962465388165314,both,7
ANKRD6,none,0.5636857758178648,0.4146754179058558,-0.149010357912009,both,5
ANKRD60,none,0.10773254025228182,0.16716234232386423,0.05942980207158241,none,1
ANKRD61,none,0.20644036509075991,0.08096605476361399,-0.12547431032714593,cau,2
ANKRD62,none,0.6626499846169623,0.690852220285099,0.02820223566813662,obs,6
ANKRD63,none,0.20310737360270742,0.34504153420162037,0.14193416059891295,none,2
ANKRD65,none,0.43569890267664857,0.3630909650292278,-0.0726079376474208,none,4
ANKRD66,none,0.17818685263049944,0.21172187467952006,0.03353502204902062,none,1
ANKRD7,none,0.6068095579940519,0.6301404984104194,0.023330940416367518,obs,6
ANKRD9,none,0.3542200799917957,0.02656137832017229,-0.3276587016716234,cau,3
ANKS1A,none,0.9792328991898267,0.8342734078556046,-0.14495949133422215,cau,9
ANKS1B,none,0.9253922674597477,0.9706696749051379,0.045277407445390216,obs,9
ANKS3,none,0.058250435852733054,0.0034868218644241618,-0.054763613988308896,cau,0
ANKS4B,none,0.23500153830376372,0.3217105937852528,0.08670905548148908,none,2
ANKS6,none,0.3004820018459645,0.3706286534714388,0.07014665162547429,both,3
ANKUB1,none,0.35104091888011485,0.34191364988206335,-0.009127268998051496,none,3
ANKZF1,none,0.3602707414624141,0.363449902574095,0.0031791611116808727,both,3
ANLN,none,0.8397600246128603,0.8193005845554302,-0.020459440057430056,both,8
ANO1,none,0.8522715618910881,0.8403753461183469,-0.011896215772741248,obs,8
ANO10,none,0.2273612962773049,0.7368475028202236,0.5094862065429187,both,2
ANO2,none,0.6213208901651113,0.5487642293098144,-0.07255666085529688,none,6
ANO3,none,0.9664137011588555,0.9313916521382423,-0.03502204902061323,none,9
ANO4,none,0.8577581786483438,0.8450415342016203,-0.01271664444672349,none,8
ANO5,none,0.5548148907804328,0.560045123577069,0.005230232796636258,obs,5
ANO6,none,0.7327453594503128,0.7459747718182751,0.013229412367962268,both,7
ANO7,none,0.23530919905650702,0.14706183981130141,-0.0882473592452056,none,2
ANO8,none,0.7070044098041226,0.743769869756948,0.03676545995282543,both,7
ANO9,none,0.2860732232591529,0.5192287970464567,0.23315557378730384,both,2
ANOS1,none,0.801148600143575,0.7688954978976515,-0.03225310224592348,none,8
ANP32A,none,0.8915495846579838,0.9202133114552353,0.028663726797251488,both,8
ANP32B,none,0.7591529073941135,0.6673161727002359,-0.09183673469387754,cau,7
ANP32D,none,0.07265921443954466,0.12732027484360578,0.054661060404061115,none,0
ANP32E,none,0.8048405291764947,0.9002666393190442,0.09542611014254943,both,8
ANPEP,none,0.35950158958055584,0.7047995077427957,0.3452979181622398,both,3
ANTKMT,none,0.16495744026253717,0.5023587324376987,0.3374012921751615,both,1
ANTXR1,none,0.856271151676751,0.9168803199671829,0.060609168290431836,obs,8
ANTXR2,none,0.2122346426007589,0.6431648036098861,0.4309301610091273,both,2
ANTXRL,none,0.28858578607322327,0.22823300174341093,-0.06035278432981234,none,2
ANXA1,none,0.5944005743000718,0.7934570813249923,0.1990565070249205,both,5
ANXA10,none,0.4130345605578915,0.29530304584145217,-0.11773151471643933,none,4
ANXA11,none,0.6967490513793457,0.5408676033227361,-0.15588144805660964,cau,6
ANXA13,none,0.29238026869039074,0.29432878679109836,0.001948518100707619,obs,2
ANXA2,none,0.4435442518716029,0.458619628756025,0.01507537688442212,both,4
ANXA2R,none,0.15152292072607937,0.48395036406522407,0.3324274433391447,both,1
ANXA3,none,0.649010357912009,0.871859296482412,0.222848938570403,both,6
ANXA4,none,0.6173213003794482,0.6427545892728951,0.02543328889344687,both,6
ANXA5,none,0.35888626807506924,0.24300071787508973,-0.11588555019997951,both,3
ANXA6,none,0.42795610706594195,0.040354835401497285,-0.3876012716644447,cau,4
ANXA7,none,0.3760639934365706,0.0859911803917547,-0.2900728130448159,cau,3
ANXA8,none,0.9294431340375346,0.9681571120910676,0.03871397805353294,obs,9
ANXA8L1,none,0.8496051687006461,0.8468362219259563,-0.002768946774689751,none,8
ANXA9,none,0.5047687416675213,0.34981027586914165,-0.15495846579837963,cau,5
AOAH,promoted,0.24571838785765562,0.7700748641165008,0.5243564762588452,both,2
AOC1,none,0.2654086760332274,0.42087990975284584,0.15547123371961846,obs,2
AOC2,none,0.05358424776945954,0.011229617475130757,-0.04235463029432878,cau,0
AOC3,none,0.6958260691211158,0.5625576863911393,-0.13326838272997643,cau,6
AOPEP,none,0.2643318633986258,0.13562711516767512,-0.12870474823095068,cau,2
AOX1,none,0.310942467439237,0.3132499230848118,0.0023074556455748296,obs,3
AP1AR,none,0.14680545585068197,0.06840324069326223,-0.07840221515741974,both,1
AP1B1,none,0.9098041226540867,0.9099579530304585,0.00015383037637173302,both,9
AP1G1,none,0.8728335555327659,0.7011588555019997,-0.17167470003076613,cau,8
AP1G2,none,0.3828325299969234,0.5293303250948621,0.1464977950979387,both,3
AP1M1,none,0.8935493795508153,0.6612142344374936,-0.23233514511332165,both,8
AP1M2,none,0.45077427956107063,0.405701979284176,-0.04507230027689463,none,4
AP1S1,none,0.7391549584657984,0.6355245615834273,-0.10363039688237108,both,7
AP1S2,none,0.858117116193211,0.7413085837350015,-0.11680853245820944,both,8
AP1S3,none,0.9846169623628346,0.9653368885242539,-0.019280073838580658,both,9
AP2A1,none,0.9343144292893036,0.8338119167264896,-0.10050251256281406,both,9
AP2A2,none,0.8659111885960414,0.9099066762383345,0.04399548764229311,both,8
AP2B1,none,0.9289303661162958,0.754896933647831,-0.1740334324684648,cau,9
AP2M1,none,0.9448261716747001,0.8728848323248898,-0.07194133934981028,cau,9
AP2S1,none,0.9104707209516972,0.8501692134140089,-0.06030150753768837,both,9
AP3B1,none,0.9906163470413291,0.84160598912932,-0.149010357912009,cau,9
AP3B2,none,0.7711516767511024,0.8931391652138242,0.12198748846272178,obs,7
AP3D1,none,0.9492359757973541,0.8266844426212696,-0.12255153317608447,cau,9
AP3M1,none,0.6421392677674085,0.1917752025433289,-0.45036406522407957,cau,6
AP3M2,none,0.6451645985027177,0.65747102861245,0.012306430109732314,both,6
AP3S1,none,0.8163778074043688,0.6944415957337708,-0.12193621167059798,both,8
AP3S2,none,0.10701466516254743,0.08306840324069326,-0.023946261921854173,cau,1
AP4B1,none,0.22018254537996104,0.0067172597682288995,-0.21346528561173214,cau,2
AP4E1,none,0.45318428879089323,0.03338119167264896,-0.41980309711824426,cau,4
AP4M1,none,0.1621372166957235,0.045482514613885756,-0.11665470208183776,cau,1
AP4S1,none,0.22715618910880936,0.2910470720951697,0.06389088298636036,both,2
AP5B1,none,0.08147882268485283,0.04676443441698287,-0.03471438826786996,cau,0
AP5M1,none,0.4320582504358527,0.04435442518716029,-0.3877038252486924,cau,4
AP5S1,none,0.07563326838272998,0.013485796328581684,-0.06214747205414829,both,0
AP5Z1,none,0.10496359347759204,0.03948312993539124,-0.0654804635422008,both,1
APAF1,none,0.6784432365911188,0.3730386627012614,-0.3054045738898574,both,6
APBA1,none,0.6030663521690083,0.8800635832222337,0.2769972310532254,both,6
APBA2,none,0.7628448364270332,0.8049430827607424,0.04209824633370929,both,7
APBA3,none,0.08086350117936622,0.036919290329197,-0.04394421085016922,cau,0
APBB1,none,0.7252589478002256,0.7503845759409291,0.025125628140703515,both,7
APBB1IP,none,0.4063173007896626,0.6012203876525485,0.19490308686288588,both,4
APBB2,none,0.7978156086555225,0.9408778586811609,0.14306225002563844,both,7
APBB3,none,0.6168598092503333,0.4170341503435545,-0.19982565890677884,cau,6
APC,none,0.37632037739719004,0.01876730591734181,-0.3575530714798482,cau,3
APC2,none,0.06353194544149318,0.11614193416059891,0.05260998871910573,none,0
APCDD1,none,0.5860424571838786,0.5918367346938775,0.005794277509998946,none,5
APCDD1L,none,0.1524459029843093,0.23925751205004614,0.08681160906573684,none,1
APCS,none,0.6972105425084607,0.5518408368372475,-0.1453697056712132,none,6
APEH,none,0.6329094451851092,0.7618193005845554,0.12890985539944622,both,6
APEX1,none,0.03989334427238232,0.2159265716336786,0.17603322736129629,both,0
APEX2,none,0.6468054558506819,0.21238847297713054,-0.4344169828735514,cau,6
APH1A,none,0.7031073736027074,0.534252897138755,-0.16885447646395235,both,7
APH1B,none,0.11537278227874065,0.4838478104809763,0.36847502820223565,both,1
API5,none,0.9388780637883294,0.7922264383140191,-0.14665162547431032,both,9
APIP,none,0.2337708952927905,0.31842887908932416,0.08465798379653366,both,2
APLF,none,0.07706901856219875,0.08301712644856937,0.005948107886370624,cau,0
APLN,none,0.0893241718798072,0.1181930058455543,0.028868833965747104,obs,0
APLNR,none,0.3441185519433904,0.3405291764947185,-0.0035893754486719387,none,3
APLP1,none,0.4923597579735412,0.6427033124807712,0.15034355450722997,both,4
APLP2,none,0.2500769151881858,0.5856322428468875,0.3355553276587017,both,2
APMAP,none,0.37488462721772126,0.14547225925546098,-0.22941236796226028,cau,3
APOA1,none,0.15665059993846786,0.04368782688954979,-0.11296277304891808,cau,1
APOA2,none,0.591631627525382,0.5697364372884832,-0.021895190236898787,obs,5
APOA4,none,0.07968413496051686,0.03738078145831197,-0.0423033535022049,cau,0
APOA5,none,0.4429289303661163,0.3895497897651523,-0.05337914060096399,none,4
APOB,none,0.16223977027997127,0.24130858373500153,0.07906881345503025,none,1
APOBEC1,none,0.4873346323454005,0.4099579530304584,-0.07737667931494208,none,4
APOBEC2,none,0.09681058352989437,0.04255973746282433,-0.05425084606707004,cau,0
APOBEC3A,none,0.7242846887498718,0.8387344887703825,0.11444980002051064,both,7
APOBEC3B,none,0.7318736539842068,0.9140600964003692,0.18218644241616244,both,7
APOBEC3C,none,0.35811711619321096,0.4781560865552251,0.12003897036201416,both,3
APOBEC3D,none,0.375448671931084,0.32919700543534,-0.046251666495744026,both,3
APOBEC3F,none,0.22592554609783613,0.3707312070556866,0.14480566095785044,both,2
APOBEC3G,none,0.38539636960311763,0.3519639011383448,-0.033432468464772824,both,3
APOBEC3H,none,0.4184186237308994,0.6866475233309404,0.268228899600041,both,4
APOBEC4,none,0.5830684032406933,0.5776843400676853,-0.005384063173007991,obs,5
APOBR,none,0.8832940211260384,0.9603630396882371,0.07706901856219872,both,8
APOC1,none,0.05619936416777766,0.17064916418828838,0.11444980002051072,both,0
APOC2,none,0.3724233411957748,0.30904522613065327,-0.06337811506512153,obs,3
APOC3,none,0.2999692339247257,0.17777663829350837,-0.12219259563121732,cau,2
APOC4,none,0.5508153009947697,0.43159675930673774,-0.11921854168803198,none,5
APOC4-APOC2,none,0.3917546918264793,0.3197620756845452,-0.07199261614193414,none,3
APOD,none,0.21987488462721771,0.44969746692646906,0.22982258229925134,both,2
APOE,none,0.624551328068916,0.47051584452876627,-0.15403548354014973,cau,6
APOF,none,0.6296790072813044,0.5647625884524664,-0.06491641882883803,none,6
APOH,none,0.2041329094451851,0.2804327761255256,0.07629986668034047,none,2
APOL1,none,0.8884729771305507,0.9205722490001026,0.03209927186955186,both,8
APOL2,none,0.44621064506204494,0.47830991693159675,0.032099271869551804,both,4
APOL3,none,0.45790175366629066,0.6062455132806892,0.14834375961439855,both,4
APOL4,none,0.48615526612655113,0.7795097938672957,0.29335452774074455,both,4
APOL5,none,0.31207055686596247,0.2998666803404779,-0.012203876525484547,none,3
APOL6,none,0.5252794585170751,0.7850476874166752,0.25976822889960005,both,5
APOLD1,none,0.40513793457081326,0.18962157727412574,-0.21551635729668753,cau,4
APOM,none,0.3236078350938365,0.11393703209927188,-0.20967080299456464,cau,3
APOO,none,0.05384063173007897,0.10363039688237104,0.04978976515229207,both,0
APOOL,none,0.1389601066557276,0.03235565583017126,-0.10660445082555635,both,1
APP,none,0.7922264383140191,0.8896523433494,0.09742590503538096,both,7
APPBP2,none,0.9258537585888627,0.7948415547123372,-0.13101220387652546,cau,9
APPL1,none,0.5888114039585683,0.5748128397087479,-0.013998564249820489,obs,5
APPL2,none,0.6374218028920111,0.46569582606912113,-0.17172597682288998,both,6
APRT,none,0.11203979079068814,0.373653984206748,0.26161419341605985,both,1
APTX,none,0.29330325094862064,0.15818890370218439,-0.13511434724643626,both,2
AQP1,none,0.42718695518408367,0.26520356886473184,-0.16198338631935183,cau,4
AQP10,none,0.7631012203876526,0.7315659932314634,-0.03153522715618917,none,7
AQP11,none,0.13080709670802995,0.6227053635524562,0.4918982668444263,both,1
AQP12A,none,0.48846272177212596,0.5663521690083069,0.07788944723618091,none,4
AQP12B,none,0.492000820428674,0.5921443954466209,0.1001435750179469,none,4
AQP2,none,0.47702799712849964,0.5585580966054764,0.08153009947697676,none,4
AQP3,none,0.7981745462003897,0.823402727925341,0.025228181724951226,both,7
AQP4,none,0.32288996000410214,0.2183365808635012,-0.10455337914060095,none,3
AQP5,none,0.16895703004820017,0.12009024715413803,-0.04886678289406214,cau,1
AQP6,none,0.21572146446518306,0.38190954773869346,0.1661880832735104,none,2
AQP7,none,0.6745974771818275,0.6235770690185622,-0.05102040816326525,obs,6
AQP8,none,0.3826274228284279,0.3770382524869244,-0.005589170341503469,none,3
AQP9,none,0.20259460568146856,0.31678802174135984,0.11419341605989128,both,2
AQR,none,0.9711311660342529,0.9031381396779817,-0.06799302635627114,cau,9
AR,none,0.7903291970054354,0.9069838990872731,0.1166547020818377,both,7
ARAF,none,0.7708440159983592,0.4984104194441596,-0.2724335965541996,cau,7
ARAP1,none,0.8791406009640037,0.8476566505999384,-0.03148395036406526,both,8
ARAP2,none,0.4969233924725669,0.7920726079376474,0.29514921546508055,both,4
ARAP3,none,0.8044815916316276,0.9407753050969131,0.13629371346528552,both,8
ARC,none,0.6385498923187365,0.5314326735719413,-0.10711721874679514,both,6
ARCN1,none,0.8307353091990565,0.7021331145523536,-0.12860219464670286,cau,8
AREG,none,0.2782278740641985,0.5589170341503436,0.28068916008614503,both,2
AREL1,none,0.6756230130243052,0.4565172802789457,-0.21910573274535944,both,6
ARF1,none,0.9528253512460261,0.742436673161727,-0.21038867808429906,cau,9
ARF3,none,0.9130858373500154,0.8958568351963901,-0.017229002153625217,both,9
ARF4,none,0.8282227463849862,0.9493385293816019,0.12111578299661574,both,8
ARF5,none,0.7498205312275664,0.6802892011075787,-0.06953133011998769,both,7
ARF6,none,0.8680135370731207,0.6527535637370526,-0.21525997333606806,cau,8
ARFGAP1,none,0.3458619628756025,0.026510101528048405,-0.3193518613475541,cau,3
ARFGAP2,none,0.3467849451338324,0.03620141523946262,-0.31058352989436977,cau,3
ARFGAP3,none,0.41657265921443953,0.3868321197825864,-0.02974053943185312,both,4
ARFGEF1,none,0.8902676648548867,0.6450620449184699,-0.24520561993641687,both,8
ARFGEF2,none,0.9280586606501897,0.8243257101835709,-0.10373295046661879,both,9
ARFGEF3,none,0.827402317711004,0.8584760537380781,0.031073736027074084,obs,8
ARFIP1,none,0.7187467952004922,0.57563326838273,-0.14311352681776224,cau,7
ARFIP2,none,0.7783304276484463,0.601886985950159,-0.1764434416982873,both,7
ARFRP1,none,0.5289713875499948,0.13588349912829453,-0.3930878884217003,cau,5
ARG1,none,0.23223259152907394,0.09783611937237206,-0.13439647215670186,cau,2
ARG2,none,0.4245205619936417,0.63701158855502,0.21249102656137836,both,4
ARGFX,none,0.6263972925853759,0.4781048097631012,-0.1482924828222747,cau,6
ARGLU1,none,0.901702389498513,0.4130345605578915,-0.4886678289406215,cau,9
ARHGAP1,none,0.6492154650805045,0.34786175776843403,-0.3013537073120705,cau,6
ARHGAP10,none,0.26310122038765255,0.2897651522920726,0.02666393190442007,both,2
ARHGAP11A,none,0.6045533791406009,0.47707927392062355,-0.12747410521997737,both,6
ARHGAP11A-SCG5,none,0.8246846477284381,0.7768946774689776,-0.047789970259460524,none,8
ARHGAP11B,none,0.6683417085427136,0.46185006665982975,-0.20649164188288383,both,6
ARHGAP12,none,0.630755819915906,0.7894062147472054,0.1586503948312994,both,6
ARHGAP15,none,0.7163880627627935,0.7686391139370321,0.05225105117423856,both,7
ARHGAP17,none,0.6046046559327248,0.4570300482001846,-0.14757460773254022,both,6
ARHGAP18,none,0.6980309711824428,0.8592964824120602,0.1612655112296174,both,6
ARHGAP19,none,0.28632960721977235,0.46061942364885655,0.1742898164290842,both,2
ARHGAP19-SLIT1,none,0.18957030048200185,0.27515126653676547,0.08558096605476362,none,1
ARHGAP20,none,0.7955594298020716,0.8408368372474618,0.045277407445390216,obs,7
ARHGAP21,none,0.9175981950569172,0.9646190134345195,0.0470208183776023,both,9
ARHGAP22,none,0.07178750897343862,0.1319351861347554,0.06014767716131679,obs,0
ARHGAP23,none,0.8678597066967491,0.9571326017844324,0.08927289508768332,both,8
ARHGAP24,none,0.6470618398113014,0.4648241206030151,-0.1822377192082863,cau,6
ARHGAP25,none,0.6323966772638704,0.7548456568557071,0.12244897959183676,both,6
ARHGAP26,none,0.9129320069736437,0.9539021638806277,0.04097015690698391,both,9
ARHGAP27,none,0.722387447441288,0.625474310327146,-0.09691313711414207,both,7
ARHGAP28,none,0.6088093528868834,0.7327453594503128,0.1239360065634294,obs,6
ARHGAP29,none,0.8192493077633063,0.8557583837555123,0.036509075992205986,obs,8
ARHGAP30,none,0.49800020510716847,0.5177417700748641,0.019741564967695635,both,4
ARHGAP31,none,0.8369398010460466,0.9043175058968311,0.06737770485078454,both,8
ARHGAP32,none,0.8970362014152394,0.9596451645985027,0.06260896318326326,both,8
ARHGAP33,none,0.7904317505896831,0.7515639421597785,-0.03886780842990456,both,7
ARHGAP35,none,0.9595938878063789,0.9631319864629269,0.003538098656547972,both,9
ARHGAP36,none,0.600964003691929,0.5566608552968926,-0.04430314839503646,none,6
ARHGAP39,none,0.5093836529586709,0.6021946467029022,0.0928109937442313,obs,5
ARHGAP4,none,0.49779509793867294,0.4845144087785868,-0.013280689160086123,obs,4
ARHGAP40,none,0.6143985232283868,0.618346836221926,0.003948312993539149,none,6
ARHGAP42,none,0.8792944313403753,0.899035996308071,0.019741564967695635,obs,8
ARHGAP44,none,0.7501794687724336,0.8604245718387857,0.11024510306635216,obs,7
ARHGAP45,none,0.5365090759922059,0.6949543636550097,0.15844528766280386,both,5
ARHGAP5,none,0.900369192903292,0.9850784534919496,0.08470926058865758,both,9
ARHGAP6,none,0.7310019485181007,0.6768023792431546,-0.05419956927494618,both,7
ARHGAP8,none,0.4008819608245308,0.42190544559532356,0.021023484770792744,obs,4
ARHGAP9,none,0.5723515536868014,0.7314121628550918,0.15906060916829046,both,5
ARHGDIA,none,0.42026458824735924,0.3404778997025946,-0.07978668854476462,both,4
ARHGDIB,none,0.11132191570095375,0.0906573684750282,-0.020664547225925547,both,1
ARHGDIG,none,0.3055584042662291,0.21310634806686493,-0.09245205619936417,none,3
ARHGEF1,none,0.9898471951594708,0.9902574094964619,0.000410214336991066,both,9
ARHGEF10,none,0.29940518921136294,0.24330837862783306,-0.05609681058352989,both,2
ARHGEF10L,none,0.7950466618808327,0.775356373705261,-0.019690288175571724,none,7
ARHGEF11,none,0.7955081530099477,0.7956619833863193,0.000153830376371622,both,7
ARHGEF12,none,0.9185724541072711,0.9486206542918675,0.03004820018459642,both,9
ARHGEF15,none,0.5179981540354835,0.45149215465080506,-0.0665059993846785,none,5
ARHGEF16,none,0.20233822172084914,0.2993026356271152,0.09696441390626603,none,2
ARHGEF17,none,0.3707824838478105,0.5246641370115885,0.15388165316377805,obs,3
ARHGEF18,none,0.7112091067582812,0.7137729463644754,0.002563839606194218,both,7
ARHGEF19,none,0.16603425289713875,0.0396369603117629,-0.12639729258537585,both,1
ARHGEF2,none,0.9298020715824018,0.934622090042047,0.004820018459645192,both,9
ARHGEF25,none,0.4555430212285919,0.49256486514203673,0.03702184391344482,obs,4
ARHGEF26,none,0.0617885345092811,0.35078453491949546,0.28899600041021434,obs,0
ARHGEF28,none,0.40390729155984,0.5104091888011486,0.1065018972413086,obs,4
ARHGEF3,none,0.8296584965644549,0.8283765767613578,-0.001281919803097109,both,8
ARHGEF33,none,0.04691826479335453,0.204184186237309,0.15726592144395446,obs,0
ARHGEF35,none,0.8782176187057738,0.8798071992616142,0.001589580555840464,none,8
ARHGEF37,none,0.4864116500871705,0.4247256691621372,-0.0616859809250333,none,4
ARHGEF38,none,0.15890677879191878,0.13680648138652446,-0.02210029740539432,none,1
ARHGEF39,none,0.11747513075581992,0.4067787919187776,0.2893036611629577,both,1
ARHGEF4,none,0.29540559942569994,0.3680135370731207,0.07260793764742074,obs,2
ARHGEF40,none,0.6097836119372372,0.7519741564967696,0.1421905445595324,both,6
ARHGEF5,none,0.9574402625371756,0.8600656342939186,-0.09737462824325704,both,9
ARHGEF6,none,0.7560762998666803,0.7807404368782689,0.02466413701158854,both,7
ARHGEF7,none,0.7964824120603015,0.6516254743103271,-0.14485693774997432,cau,7
ARHGEF9,none,0.9301097323351452,0.9630294328786791,0.03291970054353399,both,9
ARID1A,none,0.8730899394933853,0.757101835709158,-0.1159881037842273,both,8
ARID1B,none,0.8010973233514511,0.7364885652753563,-0.06460875807609479,both,8
ARID2,none,0.9290841964926674,0.8085837350015384,-0.12050046149112903,both,9
ARID3A,none,0.7835606604450825,0.6758793969849246,-0.10768126346015794,both,7
ARID3B,none,0.8732437698697569,0.7733053020203056,-0.09993846784945137,both,8
ARID3C,none,0.08558096605476362,0.03958568351963901,-0.04599528253512461,cau,0
ARID4A,none,0.7847913034560557,0.6684442621269613,-0.11634704132909446,both,7
ARID4B,none,0.8998564249820531,0.905701979284176,0.005845554302122857,both,8
ARID5A,none,0.6519331350630705,0.6788021741359861,0.0268690390729156,both,6
ARID5B,none,0.9776945954261101,0.9373910368167367,-0.0403035586093734,both,9
ARIH1,none,0.972874576966465,0.544046764434417,-0.42882781253204794,cau,9
ARIH2,none,0.982206953133012,0.8211465490718901,-0.16106040406112188,both,9
ARL1,none,0.8281714695928623,0.7888934468259665,-0.03927802276689574,both,8
ARL10,none,0.16398318121218336,0.4463131986462927,0.28233001743410935,both,1
ARL11,none,0.13860116911086043,0.32719721054250844,0.18859604143164801,obs,1
ARL13A,none,0.24018049430827607,0.23884729771305507,-0.0013331965952209923,cau,2
ARL13B,none,0.4419546713157625,0.22351553686801354,-0.21843913444774896,both,4
ARL14,none,0.40493282740231773,0.22218234027279254,-0.18275048712952519,cau,4
ARL14EP,none,0.5056917239257512,0.02051071684955389,-0.4851810070761973,both,5
ARL14EPL,none,0.09060609168290432,0.32560762998666803,0.23500153830376372,obs,0
ARL15,none,0.6183981130140498,0.5443031483950364,-0.07409496461901344,both,6
ARL16,none,0.48969336478309916,0.104091888011486,-0.38560147677161316,cau,4
ARL17A,none,0.6377807404368783,0.5648138652445903,-0.07296687519228795,cau,6
ARL17B,none,0.45738898574505177,0.3703209927186955,-0.08706799302635626,cau,4
ARL2,none,0.4077017741770075,0.6386011691108604,0.23089939493385292,both,4
ARL2-SNX15,none,0.1853143267357194,0.2733053020203056,0.08799097528458621,none,1
ARL2BP,none,0.5255358424776946,0.49348784740026663,-0.03204799507742795,both,5
ARL3,none,0.7128499641062455,0.8485283560660445,0.13567839195979903,both,7
ARL4A,none,0.7750487129525176,0.7205927597169521,-0.05445595323556551,cau,7
ARL4C,none,0.9004717464875397,0.9228797046456774,0.022407958158137675,both,9
ARL4D,none,0.5368167367449492,0.6328068916008615,0.09599015485591222,both,5
ARL5A,none,0.5438416572659215,0.43103271459337505,-0.11280894267254643,both,5
ARL5B,none,0.6900830684032407,0.4553891908522203,-0.23469387755102045,cau,6
ARL5C,none,0.2844323659111886,0.36847502820223565,0.08404266229104707,none,2
ARL6,none,0.28115065121525995,0.12778176597272076,-0.1533688852425392,both,2
ARL6IP1,none,0.6912111578299661,0.6336785970669675,-0.05753256076299862,both,6
ARL6IP4,none,0.087632037739719,0.0015895805558404266,-0.08604245718387858,cau,0
ARL6IP5,none,0.397241308583735,0.651676751102451,0.254435442518716,both,3
ARL6IP6,none,0.2961747513075582,0.45323556558301714,0.15706081427545893,both,2
ARL8A,none,0.8316582914572864,0.891908522202851,0.06025023074556457,both,8
ARL8B,none,0.7609475951184493,0.5610193826274228,-0.19992821249102655,cau,7
ARL9,none,0.2558711926981848,0.29458517075171775,0.03871397805353294,both,2
ARMC1,none,0.8143267357194134,0.45846579837965334,-0.35586093733976004,cau,8
ARMC10,none,0.7554097015690698,0.5058968310942468,-0.24951287047482307,both,7
ARMC12,none,0.6493180186647524,0.5794277509998974,-0.06989026766485495,both,6
ARMC2,none,0.6049123166854682,0.5483540149728233,-0.056558301712644865,both,6
ARMC3,none,0.4674392370013332,0.42800738385806586,-0.03943185314326736,none,4
ARMC5,none,0.5535329709773357,0.30499435955286636,-0.2485386114244693,cau,5
ARMC6,none,0.4785150241000923,0.4351861347554097,-0.0433288893446826,both,4
ARMC7,none,0.3583222233617065,0.003435545072300277,-0.35488667828940623,both,3
ARMC8,none,0.8961644959491334,0.6782894062147472,-0.21787508973438618,cau,8
ARMC9,none,0.5214336991077838,0.5528663726797252,0.03143267357194135,both,5
ARMCX1,none,0.6776740847092606,0.7572043892934058,0.07953030458414523,obs,6
ARMCX2,none,0.7330017434109322,0.7056712132089017,-0.027330530202030467,both,7
ARMCX3,none,0.7453081735206646,0.5544559532355656,-0.19085222028509896,cau,7
ARMCX4,none,0.8188903702184391,0.8261716747000307,0.007281304481591588,both,8
ARMCX5,none,0.5709158035073326,0.29027792021331145,-0.2806378832940212,cau,5
ARMCX5-GPRASP2,none,0.5413290944518511,0.5120500461491129,-0.029279048302738198,none,5
ARMCX6,none,0.10619423648856527,0.2256691621372167,0.11947492564865142,both,1
ARMH1,none,0.12685878371449083,0.06060916829043175,-0.06624961542405908,cau,1
ARMH2,none,0.48666803404778997,0.3666803404778997,-0.11998769356989025,both,4
ARMH3,none,0.7055686596246539,0.22284893857040303,-0.48271972105425087,both,7
ARMH4,none,0.25192287970464566,0.25576863911393705,0.0038457594092913827,obs,2
ARMS2,none,0.30709670802994565,0.41929032919700543,0.11219362116705978,none,3
DCPH1,none,0.22356681366013742,0.16495744026253717,-0.05860937339760025,both,2
ARNT,none,0.8636037329504667,0.8039175469182648,-0.05968618603220188,both,8
ARNT2,none,0.8244795405599425,0.9075479438006359,0.08306840324069331,both,8
BMAL1,none,0.9069326222951493,0.972823300174341,0.06589067787919178,both,9
BMAL2,none,0.39965131781355756,0.7978156086555225,0.3981642908419649,both,3
ARPC1A,none,0.8863706286534715,0.9303148395036407,0.043944210850169196,both,8
ARPC1B,none,0.9833350425597375,0.9054968721156804,-0.07783817044405705,both,9
ARPC2,none,0.910163060198954,0.76069121115783,-0.14947184904112398,both,9
ARPC3,none,0.6402933032509486,0.39406214747205415,-0.24623115577889443,both,6
ARPC4,none,0.8635524561583428,0.8975489693364783,0.03399651317813557,cau,8
ARPC4-TTLL3,none,0.7083888831914675,0.5688134550302533,-0.13957542816121427,cau,7
ARPC5,none,0.9843605784022151,0.9795405599425699,-0.004820018459645192,both,9
ARPC5L,none,0.5715311250128192,0.8980104604655933,0.3264793354527741,both,5
ARPIN,none,0.04579017536662906,0.14495949133422212,0.09916931596759306,obs,0
ARPIN-AP3S2,none,0.25971695210747614,0.18275048712952519,-0.07696646497795095,none,2
ARPP19,none,0.32612039790790687,0.23013024305199467,-0.0959901548559122,cau,3
ARPP21,none,0.07368475028202236,0.13475540970156907,0.061070659419546716,none,0
ARR3,none,0.5207671008101733,0.4911803917546918,-0.029586709055481497,none,5
ARRB1,none,0.7525894780022562,0.7918675007691519,0.03927802276689574,both,7
ARRB2,none,0.8158650394831299,0.8349400061532151,0.019074966670085125,both,8
ARRDC1,none,0.6575735821966978,0.39237001333196597,-0.26520356886473184,both,6
ARRDC2,none,0.30073838580658396,0.5878884217003384,0.28715003589375443,both,3
ARRDC3,none,0.7567941749564148,0.8540149728233002,0.09722079786688542,both,7
