gene,culture_condition,n_sig
GEMIN6,Stim8hr,0
GEMIN7,Stim48hr,0
GEMIN7,Stim8hr,0
GEMIN8,Stim48hr,0
GEN1,Rest,2
GEN1,Stim48hr,0
GEN1,Stim8hr,0
GET1,Rest,0
GET1,Stim8hr,3
GET3,Rest,0
GET3,Stim48hr,0
GET3,Stim8hr,0
GET4,Rest,0
GET4,Stim48hr,0
GET4,Stim8hr,0
GFER,Stim48hr,0
GFER,Stim8hr,2
GFI1,Rest,0
GFI1,Stim48hr,0
GFI1,Stim8hr,0
GFI1B,Rest,0
GFI1B,Stim48hr,0
GFI1B,Stim8hr,0
GFM1,Rest,0
GFM1,Stim48hr,0
GFM1,Stim8hr,0
GFM2,Rest,0
GFM2,Stim48hr,0
GFM2,Stim8hr,0
GFOD1,Rest,0
GFOD1,Stim48hr,0
GFOD1,Stim8hr,0
GFOD2,Rest,0
GFOD2,Stim48hr,0
GFOD2,Stim8hr,0
GFPT2,Rest,0
GFPT2,Stim48hr,0
GFPT2,Stim8hr,0
GFUS,Rest,0
GFUS,Stim48hr,0
GFUS,Stim8hr,0
GGA1,Rest,0
GGA1,Stim48hr,0
GGA1,Stim8hr,0
GGA2,Rest,0
GGA2,Stim48hr,0
GGA2,Stim8hr,0
GGA3,Rest,1
GGA3,Stim48hr,0
GGA3,Stim8hr,0
GGACT,Rest,0
GGACT,Stim48hr,0
GGACT,Stim8hr,0
GGCT,Rest,0
GGCT,Stim48hr,0
GGCT,Stim8hr,0
GGCX,Rest,0
GGCX,Stim48hr,0
GGCX,Stim8hr,0
GGH,Rest,0
GGH,Stim48hr,0
GGH,Stim8hr,0
GGNBP2,Rest,0
GGNBP2,Stim48hr,0
GGNBP2,Stim8hr,0
GGPS1,Stim48hr,1
GGPS1,Stim8hr,0
GGT1,Rest,1
GGT1,Stim48hr,0
GGT1,Stim8hr,0
GGT7,Rest,0
GGT7,Stim48hr,0
GGT7,Stim8hr,0
GHDC,Rest,0
GHDC,Stim48hr,0
GHDC,Stim8hr,0
GHITM,Rest,0
GHITM,Stim48hr,0
GHITM,Stim8hr,0
GID4,Rest,0
GID4,Stim48hr,0
GID4,Stim8hr,0
GID8,Rest,0
GID8,Stim48hr,0
GID8,Stim8hr,0
GIGYF2,Rest,0
GIGYF2,Stim48hr,0
GIGYF2,Stim8hr,0
GIMAP1-GIMAP5,Rest,0
GIMAP1-GIMAP5,Stim48hr,0
GIMAP1-GIMAP5,Stim8hr,0
GIMAP2,Rest,0
GIMAP2,Stim48hr,0
GIMAP2,Stim8hr,0
GIMAP4,Rest,0
GIMAP4,Stim48hr,0
GIMAP4,Stim8hr,0
GIMAP5,Rest,0
GIMAP5,Stim48hr,0
GIMAP5,Stim8hr,0
GIMAP6,Rest,0
GIMAP6,Stim48hr,0
GIMAP6,Stim8hr,0
GIMAP7,Rest,0
GIMAP7,Stim48hr,0
GIMAP7,Stim8hr,0
GIMAP8,Rest,0
GIMAP8,Stim48hr,0
GIMAP8,Stim8hr,0
GIN1,Rest,0
GIN1,Stim48hr,0
GIN1,Stim8hr,0
GINM1,Rest,0
GINM1,Stim48hr,0
GINM1,Stim8hr,1
GINS2,Rest,0
GINS2,Stim48hr,0
GINS2,Stim8hr,0
GIPC1,Rest,0
GIPC1,Stim48hr,0
GIPC1,Stim8hr,0
GIPC3,Rest,0
GIPC3,Stim48hr,0
GIPC3,Stim8hr,0
GIPR,Rest,0
GIPR,Stim48hr,0
GIPR,Stim8hr,0
GIT1,Rest,0
GIT1,Stim48hr,0
GIT1,Stim8hr,0
GIT2,Rest,0
GIT2,Stim48hr,0
GIT2,Stim8hr,0
GJB2,Rest,0
GJB2,Stim48hr,0
GJB2,Stim8hr,0
GJB6,Rest,1
GJB6,Stim48hr,0
GJB6,Stim8hr,0
GJC1,Rest,0
GJC1,Stim48hr,0
GJC1,Stim8hr,0
GK,Rest,0
GK,Stim48hr,0
GK,Stim8hr,0
GK5,Rest,0
GK5,Stim48hr,0
GK5,Stim8hr,0
GKAP1,Rest,0
GKAP1,Stim48hr,0
GKAP1,Stim8hr,0
GLA,Rest,0
GLA,Stim48hr,0
GLA,Stim8hr,0
GLB1,Rest,0
GLB1,Stim48hr,0
GLB1,Stim8hr,0
GLB1L,Rest,0
GLB1L,Stim48hr,0
GLB1L,Stim8hr,0
GLB1L2,Rest,0
GLB1L2,Stim48hr,0
GLB1L2,Stim8hr,0
GLB1L3,Rest,0
GLB1L3,Stim48hr,0
GLB1L3,Stim8hr,0
GLCCI1,Rest,0
GLCCI1,Stim48hr,0
GLCCI1,Stim8hr,0
GLCE,Rest,0
GLCE,Stim48hr,0
GLCE,Stim8hr,0
GLDC,Rest,0
GLDC,Stim48hr,0
GLDC,Stim8hr,0
GLG1,Rest,0
GLG1,Stim48hr,0
GLG1,Stim8hr,0
GLI1,Rest,0
GLI1,Stim48hr,0
GLI1,Stim8hr,0
GLI2,Rest,0
GLI2,Stim48hr,0
GLI2,Stim8hr,0
GLI3,Rest,0
GLI3,Stim48hr,0
GLI3,Stim8hr,0
GLI4,Rest,0
GLI4,Stim48hr,0
GLI4,Stim8hr,0
GLIPR1,Rest,0
GLIPR1,Stim48hr,0
GLIPR1,Stim8hr,0
GLIPR2,Rest,0
GLIPR2,Stim48hr,0
GLIPR2,Stim8hr,0
GLIS1,Rest,0
GLIS1,Stim48hr,0
GLIS1,Stim8hr,0
GLIS2,Rest,0
GLIS2,Stim48hr,0
GLIS2,Stim8hr,0
GLIS3,Rest,0
GLIS3,Stim48hr,0
GLIS3,Stim8hr,0
GLMN,Stim48hr,0
GLMN,Stim8hr,0
GLMP,Rest,0
GLMP,Stim48hr,0
GLMP,Stim8hr,0
GLO1,Rest,0
GLO1,Stim48hr,0
GLO1,Stim8hr,0
GLOD4,Rest,0
GLOD4,Stim48hr,0
GLOD4,Stim8hr,0
GLRX,Rest,0
GLRX,Stim48hr,0
GLRX,Stim8hr,0
GLRX2,Rest,0
GLRX2,Stim48hr,0
GLRX2,Stim8hr,0
GLRX3,Rest,0
GLRX3,Stim48hr,0
GLRX3,Stim8hr,0
GLRX5,Rest,0
GLRX5,Stim48hr,0
GLRX5,Stim8hr,0
GLS,Rest,0
GLS,Stim48hr,0
GLS,Stim8hr,1
GLS2,Rest,0
GLS2,Stim48hr,0
GLS2,Stim8hr,1
GLT8D1,Rest,0
GLT8D1,Stim48hr,0
GLT8D1,Stim8hr,0
GLTP,Rest,0
GLTP,Stim48hr,0
GLTP,Stim8hr,0
GLUD1,Rest,0
GLUD1,Stim48hr,0
GLUD1,Stim8hr,0
GLUL,Rest,0
GLUL,Stim48hr,0
GLUL,Stim8hr,0
GLYCTK,Rest,0
GLYCTK,Stim48hr,0
GLYCTK,Stim8hr,0
GLYR1,Rest,0
GLYR1,Stim48hr,0
GLYR1,Stim8hr,0
GM2A,Rest,0
GM2A,Stim48hr,0
GM2A,Stim8hr,0
GMCL1,Rest,0
GMCL1,Stim48hr,0
GMCL1,Stim8hr,0
GMDS,Rest,0
GMDS,Stim48hr,0
GMDS,Stim8hr,0
GMEB1,Rest,0
GMEB1,Stim48hr,0
GMEB1,Stim8hr,0
GMEB2,Rest,0
GMEB2,Stim8hr,1
GMFB,Rest,0
GMFB,Stim48hr,0
GMFB,Stim8hr,0
GMFG,Rest,0
GMFG,Stim48hr,0
GMFG,Stim8hr,0
GMNN,Rest,0
GMNN,Stim48hr,0
GMNN,Stim8hr,0
GMPPA,Rest,0
GMPPA,Stim48hr,0
GMPPA,Stim8hr,0
GMPR,Rest,0
GMPR,Stim48hr,0
GMPR,Stim8hr,0
GMPR2,Rest,0
GMPR2,Stim48hr,0
GMPR2,Stim8hr,0
GNA12,Rest,0
GNA12,Stim48hr,0
GNA12,Stim8hr,0
GNA13,Rest,1
GNA13,Stim48hr,0
GNA13,Stim8hr,0
GNA15,Rest,0
GNA15,Stim48hr,0
GNA15,Stim8hr,0
GNAI1,Rest,0
GNAI1,Stim48hr,0
GNAI1,Stim8hr,0
GNAI2,Rest,0
GNAI2,Stim48hr,0
GNAI2,Stim8hr,0
GNAI3,Rest,0
GNAI3,Stim48hr,0
GNAI3,Stim8hr,0
GNAL,Rest,0
GNAL,Stim48hr,0
GNAL,Stim8hr,0
GNAO1,Rest,0
GNAO1,Stim48hr,0
GNAO1,Stim8hr,0
GNAQ,Rest,0
GNAQ,Stim48hr,0
GNAQ,Stim8hr,0
GNAS,Rest,0
GNAS,Stim48hr,2
GNAS,Stim8hr,0
GNAZ,Rest,0
GNAZ,Stim48hr,0
GNAZ,Stim8hr,0
GNB1,Rest,0
GNB1,Stim48hr,1
GNB1,Stim8hr,0
GNB1L,Rest,1
GNB1L,Stim48hr,0
GNB1L,Stim8hr,0
GNB2,Rest,0
GNB2,Stim48hr,0
GNB2,Stim8hr,0
GNB4,Rest,0
GNB4,Stim48hr,0
GNB4,Stim8hr,0
GNB5,Rest,0
GNB5,Stim48hr,0
GNB5,Stim8hr,0
GNE,Rest,0
GNE,Stim48hr,0
GNE,Stim8hr,0
GNG10,Rest,0
GNG10,Stim48hr,0
GNG10,Stim8hr,0
GNG11,Rest,0
GNG11,Stim48hr,0
GNG11,Stim8hr,0
GNG2,Rest,0
GNG2,Stim48hr,0
GNG2,Stim8hr,1
GNG4,Rest,0
GNG4,Stim48hr,0
GNG4,Stim8hr,0
GNG5,Rest,0
GNG5,Stim48hr,1
GNG5,Stim8hr,1
GNG7,Rest,0
GNG7,Stim48hr,0
GNG7,Stim8hr,0
GNG8,Rest,0
GNG8,Stim48hr,0
GNG8,Stim8hr,0
GNGT2,Rest,0
GNGT2,Stim48hr,0
GNGT2,Stim8hr,0
GNL1,Rest,0
GNL1,Stim48hr,0
GNL1,Stim8hr,0
GNLY,Rest,0
GNLY,Stim48hr,0
GNLY,Stim8hr,0
GNMT,Rest,0
GNMT,Stim48hr,0
GNMT,Stim8hr,0
GNPAT,Rest,1
GNPAT,Stim48hr,0
GNPAT,Stim8hr,4
GNPDA1,Rest,0
GNPDA1,Stim48hr,0
GNPDA1,Stim8hr,0
GNPDA2,Rest,0
GNPDA2,Stim48hr,0
GNPDA2,Stim8hr,0
GNPNAT1,Rest,0
GNPNAT1,Stim8hr,2
GNPTAB,Rest,0
GNPTAB,Stim48hr,0
GNPTAB,Stim8hr,0
GNPTG,Rest,0
GNPTG,Stim48hr,0
GNPTG,Stim8hr,0
GNRH2,Rest,0
GNRH2,Stim48hr,0
GNRH2,Stim8hr,0
GNS,Rest,2
GNS,Stim48hr,0
GNS,Stim8hr,0
GOLGA1,Rest,0
GOLGA1,Stim48hr,0
GOLGA1,Stim8hr,0
GOLGA2,Rest,0
GOLGA2,Stim48hr,0
GOLGA2,Stim8hr,0
GOLGA3,Rest,0
GOLGA3,Stim48hr,0
GOLGA3,Stim8hr,0
GOLGA4,Rest,0
GOLGA4,Stim48hr,0
GOLGA4,Stim8hr,0
GOLGA5,Rest,0
GOLGA5,Stim48hr,0
GOLGA5,Stim8hr,0
GOLGA7,Rest,0
GOLGA7,Stim48hr,0
GOLGA7,Stim8hr,0
GOLGA7B,Stim48hr,0
GOLGA7B,Stim8hr,0
GOLGA8A,Rest,1
GOLGA8A,Stim48hr,1
GOLGA8A,Stim8hr,2
GOLGA8B,Rest,0
GOLGA8B,Stim48hr,0
GOLGA8B,Stim8hr,0
GOLGA8N,Rest,0
GOLGA8N,Stim48hr,0
GOLGA8N,Stim8hr,0
GOLGB1,Rest,0
GOLGB1,Stim48hr,0
GOLGB1,Stim8hr,0
GOLIM4,Rest,0
GOLIM4,Stim48hr,0
GOLIM4,Stim8hr,0
GOLM1,Rest,0
GOLM1,Stim48hr,0
GOLM1,Stim8hr,0
GOLM2,Rest,0
GOLM2,Stim48hr,0
GOLM2,Stim8hr,0
GOLPH3,Rest,0
GOLPH3,Stim48hr,0
GOLPH3,Stim8hr,1
GOLPH3L,Rest,0
GOLPH3L,Stim48hr,0
GOLPH3L,Stim8hr,0
GOLT1B,Stim48hr,0
GOLT1B,Stim8hr,2
GON4L,Stim48hr,0
GON7,Rest,0
GON7,Stim48hr,0
GON7,Stim8hr,0
GOPC,Rest,0
GOPC,Stim48hr,0
GOPC,Stim8hr,0
GORAB,Rest,2
GORAB,Stim48hr,0
GORAB,Stim8hr,0
GORASP1,Rest,0
GORASP1,Stim48hr,0
GORASP1,Stim8hr,0
GORASP2,Rest,0
GORASP2,Stim48hr,0
GORASP2,Stim8hr,0
GOSR1,Rest,0
GOSR1,Stim48hr,0
GOSR1,Stim8hr,0
GOT1,Rest,0
GOT1,Stim48hr,0
GOT1,Stim8hr,0
GOT2,Rest,0
GOT2,Stim48hr,0
GOT2,Stim8hr,0
GP1BA,Rest,0
GP1BA,Stim48hr,0
GP1BA,Stim8hr,0
GP1BB,Rest,0
GP1BB,Stim48hr,2
GP1BB,Stim8hr,0
GP5,Rest,0
GP5,Stim48hr,0
GP5,Stim8hr,0
GP6,Rest,0
GP6,Stim48hr,0
GP6,Stim8hr,0
GP9,Rest,0
GP9,Stim48hr,0
GP9,Stim8hr,0
GPA33,Rest,0
GPA33,Stim48hr,0
GPA33,Stim8hr,0
GPAA1,Rest,0
GPAA1,Stim48hr,0
GPAA1,Stim8hr,0
GPALPP1,Rest,0
GPALPP1,Stim48hr,1
GPALPP1,Stim8hr,0
GPAM,Rest,0
GPAM,Stim48hr,0
GPAM,Stim8hr,0
GPANK1,Rest,0
GPANK1,Stim48hr,0
GPANK1,Stim8hr,0
GPAT2,Rest,0
GPAT2,Stim48hr,0
GPAT2,Stim8hr,0
GPAT3,Rest,0
GPAT3,Stim48hr,0
GPAT3,Stim8hr,0
GPAT4,Rest,0
GPAT4,Stim48hr,0
GPAT4,Stim8hr,0
GPATCH11,Rest,0
GPATCH11,Stim48hr,0
GPATCH11,Stim8hr,0
GPATCH2,Rest,0
GPATCH2,Stim48hr,0
GPATCH2,Stim8hr,0
GPATCH2L,Rest,0
GPATCH2L,Stim48hr,0
GPATCH2L,Stim8hr,0
GPATCH3,Rest,0
GPATCH3,Stim48hr,0
GPATCH3,Stim8hr,0
GPATCH4,Rest,0
GPATCH4,Stim48hr,0
GPATCH4,Stim8hr,0
GPATCH8,Rest,0
GPATCH8,Stim48hr,0
GPATCH8,Stim8hr,0
GPBP1,Rest,0
GPBP1,Stim48hr,0
GPBP1,Stim8hr,0
GPBP1L1,Rest,0
GPBP1L1,Stim48hr,0
GPBP1L1,Stim8hr,0
GPC1,Rest,0
GPC1,Stim48hr,0
GPC1,Stim8hr,0
GPC2,Rest,0
GPC2,Stim48hr,0
GPC2,Stim8hr,0
GPCPD1,Rest,0
GPCPD1,Stim48hr,0
GPCPD1,Stim8hr,0
GPD1L,Rest,2
GPD1L,Stim48hr,0
GPD1L,Stim8hr,0
GPD2,Rest,0
GPD2,Stim48hr,0
GPD2,Stim8hr,0
GPHN,Rest,0
GPHN,Stim48hr,0
GPHN,Stim8hr,0
GPHRA,Rest,0
GPHRA,Stim48hr,0
GPHRA,Stim8hr,0
GPHRB,Rest,0
GPHRB,Stim48hr,0
GPHRB,Stim8hr,0
GPI,Rest,0
GPI,Stim48hr,3
GPI,Stim8hr,3
GPM6A,Rest,0
GPM6A,Stim48hr,0
GPM6A,Stim8hr,0
GPM6B,Rest,0
GPM6B,Stim48hr,0
GPM6B,Stim8hr,0
GPN1,Stim48hr,0
GPN1,Stim8hr,0
GPNMB,Rest,0
GPNMB,Stim48hr,0
GPNMB,Stim8hr,0
GPR107,Rest,0
GPR107,Stim48hr,0
GPR107,Stim8hr,0
GPR108,Rest,0
GPR108,Stim48hr,0
GPR108,Stim8hr,0
GPR132,Rest,0
GPR132,Stim48hr,0
GPR132,Stim8hr,0
GPR135,Rest,0
GPR135,Stim48hr,0
GPR135,Stim8hr,0
GPR137,Rest,0
GPR137,Stim48hr,0
GPR137,Stim8hr,0
GPR137B,Rest,1
GPR137B,Stim48hr,0
GPR137B,Stim8hr,0
GPR146,Rest,0
GPR146,Stim48hr,0
GPR146,Stim8hr,0
GPR15,Rest,0
GPR15,Stim48hr,0
GPR15,Stim8hr,0
GPR150,Rest,0
GPR150,Stim48hr,0
GPR150,Stim8hr,0
GPR155,Rest,0
GPR155,Stim48hr,0
GPR155,Stim8hr,0
GPR157,Rest,0
GPR157,Stim48hr,0
GPR157,Stim8hr,0
GPR160,Rest,0
GPR160,Stim48hr,0
GPR160,Stim8hr,0
GPR171,Rest,0
GPR171,Stim48hr,0
GPR171,Stim8hr,0
GPR18,Rest,0
GPR18,Stim48hr,0
GPR18,Stim8hr,0
GPR180,Rest,0
GPR180,Stim48hr,0
GPR180,Stim8hr,0
GPR183,Rest,0
GPR183,Stim48hr,1
GPR183,Stim8hr,0
GPR19,Rest,0
GPR19,Stim48hr,0
GPR19,Stim8hr,0
GPR25,Rest,0
GPR25,Stim48hr,0
GPR25,Stim8hr,0
GPR27,Rest,0
GPR27,Stim48hr,0
GPR27,Stim8hr,0
GPR3,Rest,0
GPR3,Stim48hr,0
GPR3,Stim8hr,0
GPR34,Rest,0
GPR34,Stim48hr,0
GPR34,Stim8hr,0
GPR35,Rest,0
GPR35,Stim48hr,0
GPR35,Stim8hr,0
GPR52,Rest,0
GPR52,Stim48hr,0
GPR52,Stim8hr,0
GPR55,Rest,0
GPR55,Stim48hr,0
GPR55,Stim8hr,0
GPR63,Rest,2
GPR63,Stim48hr,0
GPR63,Stim8hr,0
GPR65,Rest,0
GPR65,Stim48hr,0
GPR65,Stim8hr,0
GPR68,Rest,0
GPR68,Stim48hr,0
GPR68,Stim8hr,0
GPR75,Rest,0
GPR75,Stim48hr,0
GPR75,Stim8hr,0
GPR82,Rest,0
GPR82,Stim48hr,0
GPR82,Stim8hr,0
GPRASP1,Rest,1
GPRASP1,Stim48hr,0
GPRASP1,Stim8hr,3
GPRASP2,Rest,0
GPRASP2,Stim48hr,0
GPRASP2,Stim8hr,0
GPRASP3,Rest,0
GPRASP3,Stim48hr,0
GPRASP3,Stim8hr,0
GPRC5A,Rest,0
GPRC5A,Stim48hr,0
GPRC5A,Stim8hr,0
GPRC5B,Rest,0
GPRC5B,Stim48hr,0
GPRC5B,Stim8hr,0
GPRIN3,Rest,2
GPRIN3,Stim48hr,0
GPRIN3,Stim8hr,0
GPS1,Stim8hr,0
GPS2,Rest,0
GPS2,Stim48hr,0
GPS2,Stim8hr,0
GPSM1,Rest,0
GPSM1,Stim48hr,0
GPSM1,Stim8hr,0
GPSM2,Rest,0
GPSM2,Stim48hr,0
GPSM2,Stim8hr,0
GPSM3,Rest,1
GPSM3,Stim48hr,0
GPSM3,Stim8hr,0
GPT2,Rest,0
GPT2,Stim48hr,0
GPT2,Stim8hr,0
GPX2,Rest,0
GPX2,Stim48hr,0
GPX2,Stim8hr,0
GPX3,Rest,0
GPX3,Stim48hr,0
GPX3,Stim8hr,0
GPX4,Rest,0
GPX7,Rest,0
GPX7,Stim48hr,0
GPX7,Stim8hr,0
GRAMD1A,Rest,0
GRAMD1A,Stim48hr,1
GRAMD1A,Stim8hr,0
GRAMD1B,Rest,0
GRAMD1B,Stim48hr,0
GRAMD1B,Stim8hr,0
GRAMD2B,Rest,0
GRAMD2B,Stim48hr,0
GRAMD2B,Stim8hr,0
GRAMD4,Rest,0
GRAMD4,Stim48hr,0
GRAMD4,Stim8hr,0
GRAP,Rest,0
GRAP,Stim48hr,0
GRAP,Stim8hr,0
GRAP2,Rest,0
GRAP2,Stim48hr,0
GRAP2,Stim8hr,0
GRAPL,Rest,0
GRAPL,Stim48hr,0
GRAPL,Stim8hr,0
GRB10,Rest,0
GRB10,Stim48hr,0
GRB10,Stim8hr,0
GRB2,Rest,0
GRB2,Stim48hr,0
GRB2,Stim8hr,0
GREM2,Rest,0
GREM2,Stim48hr,0
GREM2,Stim8hr,0
GRHL1,Rest,0
GRHL1,Stim48hr,0
GRHL1,Stim8hr,0
GRHL2,Rest,0
GRHL2,Stim48hr,0
GRHL2,Stim8hr,0
GRHL3,Rest,0
GRHL3,Stim48hr,0
GRHL3,Stim8hr,0
GRHPR,Rest,0
GRHPR,Stim48hr,0
GRHPR,Stim8hr,0
GRIN2B,Rest,0
GRIN2B,Stim48hr,0
GRIN2B,Stim8hr,0
GRIN3A,Rest,0
GRIN3A,Stim48hr,0
GRIN3A,Stim8hr,1
GRINA,Rest,0
GRINA,Stim48hr,0
GRINA,Stim8hr,0
GRIP1,Rest,0
GRIP1,Stim48hr,0
GRIP1,Stim8hr,0
GRIPAP1,Rest,0
GRIPAP1,Stim48hr,0
GRIPAP1,Stim8hr,0
GRK2,Rest,0
GRK2,Stim48hr,1
GRK2,Stim8hr,0
GRK3,Stim48hr,0
GRK3,Stim8hr,0
GRK4,Rest,0
GRK4,Stim48hr,0
GRK4,Stim8hr,0
GRK5,Rest,0
GRK5,Stim48hr,0
GRK5,Stim8hr,0
GRK6,Rest,0
GRK6,Stim48hr,0
GRK6,Stim8hr,0
GRM2,Rest,0
GRM2,Stim48hr,0
GRM2,Stim8hr,0
GRN,Rest,0
GRN,Stim48hr,0
GRN,Stim8hr,0
GRPEL2,Rest,0
GRPEL2,Stim48hr,0
GRPEL2,Stim8hr,0
GRSF1,Rest,0
GRSF1,Stim48hr,1
GRSF1,Stim8hr,0
GRWD1,Rest,1
GRWD1,Stim8hr,1
GSAP,Rest,0
GSAP,Stim48hr,0
GSAP,Stim8hr,0
GSC,Rest,0
GSC,Stim48hr,0
GSC,Stim8hr,0
GSC2,Rest,0
GSC2,Stim48hr,0
GSC2,Stim8hr,0
GSDMA,Rest,0
GSDMA,Stim48hr,0
GSDMA,Stim8hr,1
GSDMB,Rest,0
GSDMB,Stim48hr,0
GSDMB,Stim8hr,0
GSDMD,Rest,0
GSDMD,Stim48hr,0
GSDMD,Stim8hr,0
GSDME,Rest,0
GSDME,Stim48hr,0
GSDME,Stim8hr,0
GSK3A,Rest,0
GSK3A,Stim48hr,0
GSK3A,Stim8hr,0
GSK3B,Rest,0
GSK3B,Stim48hr,0
GSK3B,Stim8hr,0
GSKIP,Rest,0
GSKIP,Stim48hr,0
GSKIP,Stim8hr,0
GSN,Rest,0
GSN,Stim48hr,0
GSN,Stim8hr,0
GSPT2,Rest,0
GSPT2,Stim48hr,0
GSPT2,Stim8hr,0
GSR,Stim48hr,0
GSS,Rest,0
GSS,Stim48hr,1
GSS,Stim8hr,0
GSTA1,Rest,0
GSTA1,Stim48hr,0
GSTA1,Stim8hr,0
GSTA4,Rest,0
GSTA4,Stim8hr,0
GSTCD,Rest,0
GSTCD,Stim48hr,0
GSTCD,Stim8hr,0
GSTK1,Rest,0
GSTK1,Stim48hr,0
GSTK1,Stim8hr,0
GSTM1,Rest,0
GSTM1,Stim48hr,0
GSTM1,Stim8hr,0
GSTM2,Rest,0
GSTM2,Stim48hr,0
GSTM2,Stim8hr,0
GSTM3,Rest,0
GSTM3,Stim48hr,0
GSTM3,Stim8hr,0
GSTM4,Rest,0
GSTM4,Stim48hr,0
GSTM4,Stim8hr,0
GSTO1,Rest,0
GSTO1,Stim48hr,0
GSTO1,Stim8hr,0
GSTO2,Rest,0
GSTO2,Stim48hr,0
GSTO2,Stim8hr,0
GSTP1,Rest,0
GSTP1,Stim48hr,0
GSTP1,Stim8hr,1
GSTZ1,Rest,0
GSTZ1,Stim48hr,0
GSTZ1,Stim8hr,0
GSX1,Rest,0
GSX1,Stim48hr,0
GSX1,Stim8hr,0
GSX2,Rest,0
GSX2,Stim48hr,0
GSX2,Stim8hr,0
GTF2A1,Rest,0
GTF2A1,Stim48hr,0
GTF2A1,Stim8hr,0
GTF2A2,Rest,0
GTF2A2,Stim48hr,0
GTF2A2,Stim8hr,0
GTF2H1,Rest,0
GTF2H1,Stim48hr,0
GTF2H1,Stim8hr,0
GTF2H2C,Stim8hr,0
GTF2H3,Rest,0
GTF2H3,Stim48hr,0
GTF2H3,Stim8hr,0
GTF2H5,Rest,0
GTF2H5,Stim48hr,0
GTF2H5,Stim8hr,0
GTF2I,Rest,0
GTF2I,Stim48hr,0
GTF2I,Stim8hr,0
GTF2IRD1,Rest,0
GTF2IRD1,Stim48hr,0
GTF2IRD1,Stim8hr,0
GTF2IRD2B,Rest,0
GTF2IRD2B,Stim48hr,0
GTF2IRD2B,Stim8hr,0
GTF3A,Rest,0
GTF3A,Stim48hr,0
GTF3A,Stim8hr,0
GTF3C2,Rest,0
GTF3C3,Rest,0
GTF3C3,Stim8hr,0
GTF3C4,Rest,0
GTF3C4,Stim48hr,0
GTF3C4,Stim8hr,0
GTF3C5,Rest,0
GTF3C5,Stim48hr,0
GTF3C5,Stim8hr,0
GTF3C6,Rest,1
GTF3C6,Stim8hr,3
GTPBP1,Rest,0
GTPBP1,Stim48hr,0
GTPBP1,Stim8hr,0
GTPBP10,Rest,0
GTPBP10,Stim48hr,0
GTPBP10,Stim8hr,0
GTPBP2,Rest,0
GTPBP2,Stim48hr,0
GTPBP2,Stim8hr,0
GTPBP3,Rest,0
GTPBP3,Stim48hr,0
GTPBP3,Stim8hr,0
GTPBP6,Rest,0
GTPBP6,Stim48hr,0
GTPBP6,Stim8hr,0
GTPBP8,Rest,0
GTPBP8,Stim48hr,0
GTPBP8,Stim8hr,0
GTSE1,Rest,0
GTSE1,Stim48hr,0
GTSE1,Stim8hr,0
GTSF1,Rest,0
GTSF1,Stim48hr,0
GTSF1,Stim8hr,0
GUCA1B,Rest,1
GUCA1B,Stim48hr,0
GUCA1B,Stim8hr,0
GUCA2A,Rest,0
GUCA2A,Stim48hr,0
GUCA2A,Stim8hr,0
GUCY1A1,Rest,0
GUCY1A1,Stim48hr,0
GUCY1A1,Stim8hr,0
GUCY1B1,Rest,0
GUCY1B1,Stim48hr,0
GUCY1B1,Stim8hr,0
GUF1,Rest,0
GUF1,Stim48hr,0
GUF1,Stim8hr,0
GUSB,Rest,0
GUSB,Stim48hr,0
GUSB,Stim8hr,0
GVQW3,Rest,0
GVQW3,Stim48hr,0
GVQW3,Stim8hr,0
GXYLT1,Rest,0
GXYLT1,Stim48hr,0
GXYLT1,Stim8hr,0
GYG1,Rest,0
GYG1,Stim48hr,0
GYG1,Stim8hr,0
GYPC,Rest,0
GYPC,Stim48hr,0
GYPC,Stim8hr,0
GYPE,Rest,0
GYPE,Stim48hr,0
GYPE,Stim8hr,0
GYS1,Stim48hr,0
GZF1,Rest,1
GZF1,Stim48hr,0
GZF1,Stim8hr,0
GZMA,Rest,0
GZMA,Stim48hr,0
GZMA,Stim8hr,0
GZMB,Rest,0
GZMB,Stim48hr,0
GZMB,Stim8hr,0
GZMH,Rest,0
GZMH,Stim48hr,0
GZMH,Stim8hr,0
GZMK,Rest,0
GZMK,Stim48hr,0
GZMK,Stim8hr,0
GZMM,Rest,0
GZMM,Stim48hr,0
GZMM,Stim8hr,0
H1-0,Stim48hr,0
H1-0,Stim8hr,0
H1-1,Rest,0
H1-1,Stim48hr,0
H1-1,Stim8hr,0
H1-10,Rest,0
H1-10,Stim48hr,0
H1-10,Stim8hr,0
H1-3,Rest,0
H1-3,Stim48hr,0
H1-3,Stim8hr,0
H1-4,Rest,0
H1-4,Stim48hr,0
H1-4,Stim8hr,0
H1-5,Rest,0
H1-5,Stim48hr,0
H1-5,Stim8hr,0
H2AC11,Rest,0
H2AC11,Stim48hr,0
H2AC11,Stim8hr,0
H2AC12,Rest,0
H2AC12,Stim48hr,0
H2AC12,Stim8hr,0
H2AC13,Rest,0
H2AC13,Stim48hr,0
H2AC13,Stim8hr,0
H2AC14,Rest,0
H2AC14,Stim48hr,0
H2AC14,Stim8hr,0
H2AC15,Rest,0
H2AC15,Stim48hr,0
H2AC15,Stim8hr,0
H2AC16,Rest,0
H2AC16,Stim48hr,0
H2AC16,Stim8hr,0
H2AC17,Rest,0
