symbol	status	alias_symbol	prev_symbol
OR4A19P	Approved		
OR4A21P	Approved		
OR4A40P	Approved		
OR4A41P	Approved		
OR4A42P	Approved		
OR4A43P	Approved		
OR4A44P	Approved		
OR4A45P	Approved		
OR4A46P	Approved		
OR4A47	Approved		
OR4A48P	Approved		
OR4A49P	Approved		
OR4A50P	Approved		
OR4B1	Approved	OST208	
OR4B2P	Approved	hg449	
OR4C1P	Approved	HTPCRX11|HSHTPCRX11	OR4C1
OR4C2P	Approved		OR4C8P
OR4C3	Approved		
OR4C4P	Approved	OR4C47P	OR4C17P|OR4C17
OR4C5	Approved	OR4C5Q	OR4C5P
OR4C6	Approved		
OR4C7P	Approved		
OR4C9P	Approved		
OR4C10P	Approved		
OR4C11	Approved		OR4C11P
OR4C12	Approved		
OR4C13	Approved		
OR4C14P	Approved		
OR4C15	Approved		
OR4C16	Approved		
OR4C45	Approved		
OR4C46	Approved		
OR4C48P	Approved		
OR4C49P	Approved		
OR4C50P	Approved		
OR4D1	Approved	TPCR16	OR4D3
OR4D2	Approved		
OR4D5	Approved		
OR4D6	Approved		
OR4D7P	Approved	OST724	
OR4D8P	Approved		
OR4D9	Approved		
OR4D10	Approved	OST711	OR4D10P
OR4D11	Approved		OR4D11P
OR4E1	Approved		OR4E1P
OR4E2	Approved		
OR4F1P	Approved	HSDJ0609N19	OR4F1
OR4F2P	Approved	OR4F2|hs6M1-11|S191N21	
OR4F3	Approved		
OR4F4	Approved	OR4F18	
OR4F5	Approved		
OR4F6	Approved		OR4F12
OR4F7P	Approved		OR4F10
OR4F8BP	Approved		
OR4F8P	Approved		OR4F20P|OR4F9P
OR4F13P	Approved		
OR4F14P	Approved		OR4F14
OR4F15	Approved		
OR4F16	Approved		
OR4F17	Approved		OR4F19|OR4F11P|OR4F18
OR4F21	Approved		OR4F21P
OR4F28P	Approved		
OR4F29	Approved		
OR4G1P	Approved	OLB	OR4G8P
OR4G2P	Approved		OR4G7P
OR4G3P	Approved	OLC|OLC-7501	OR4G3|OR4G5P
OR4G4P	Approved		
OR4G6P	Approved		
OR4G11P	Approved		
OR4H6BP	Approved		
OR4H6P	Approved	OR15-71|OR4H6|OR15-82|OR4H9|OR5-39|OR5-84|OR4-114|OR4-115|OR4-119|OR15-69|OR15-80|OR15-81|OR14-58	OR4H9P|OR4H10P|OR4H5P|OR4H11P|OR4H5|OR4H7|OR4H7P|OR4H2P|OR4H3P|OR4H11|OR4H2|OR4H3|OR4H1P|OR4H4P|OR4H10|OR4H4|OR4H8P|OR4H8
OR4H12P	Approved	C14orf14	OR4H12
OR4K1	Approved		
OR4K2	Approved		
OR4K3	Approved		OR4K3P
OR4K4P	Approved		
OR4K5	Approved		
OR4K6P	Approved		
OR4K7P	Approved		OR4K10P
OR4K8P	Approved		OR4K9P
OR4K11P	Approved	OR21-1	
OR4K12P	Approved	OR21-2	
OR4K13	Approved		
OR4K14	Approved		
OR4K15	Approved	OR4K15Q	
OR4K16P	Approved		
OR4K17	Approved		
OR4L1	Approved		OR4L2P
OR4M1	Approved		
OR4M2	Approved		
OR4M2-OT1	Approved		
OR4M2B	Approved		
OR4N1P	Approved		
OR4N2	Approved		
OR4N3BP	Approved		
OR4N3P	Approved		
OR4N4	Approved		
OR4N4C	Approved		
OR4N5	Approved		
OR4P1P	Approved		
OR4P4	Approved		OR4P3P
OR4Q1P	Approved		
OR4Q2	Approved		OR4Q2P
OR4Q3	Approved	C14orf13	OR4Q4
OR4R1P	Approved		
OR4R2P	Approved		
OR4R3P	Approved		
OR4S1	Approved		
OR4S2	Approved	OST725	OR4S2P
OR4T1P	Approved		
OR4U1P	Approved		
OR4V1P	Approved		
OR4W1P	Approved		
OR4X1	Approved		
OR4X2	Approved		
OR4X7P	Approved		
OR5A1	Approved	OST181	OR5A1P
OR5A2	Approved		
OR5AC1	Approved		OR5AC1P
OR5AC2	Approved	HSA1	
OR5AC4P	Approved		
OR5AH1P	Approved		
OR5AK1P	Approved		OR5AK5P
OR5AK2	Approved		
OR5AK3P	Approved		OR5AK3
OR5AK4P	Approved		
OR5AL1	Approved		OR5AL1P
OR5AL2P	Approved		
OR5AM1P	Approved		
OR5AN1	Approved		
OR5AN2P	Approved		
OR5AO1P	Approved		
OR5AP1P	Approved		
OR5AP2	Approved		
OR5AQ1P	Approved		
OR5AR1	Approved		
OR5AS1	Approved		
OR5AU1	Approved		
OR5AW1P	Approved		
OR5AZ1P	Approved		
OR5B1P	Approved	OR8-122|OR8-123|OR6-57|OR6-55|OR3-144|OR912-92	OR5B9P|OR5B9|OR5B5P|OR5B14P|OR5B7P|OR5B7|OR5B8|OR5B8P|OR5B5|OR5B6|OR5B6P
OR5B2	Approved	OST073	
OR5B3	Approved	OST129	OR5B13
OR5B10P	Approved	OR13-67|OR13-34|OR13-64	OR5B11P|OR5B4P|OR5B10|OR5B11|OR5B18P
OR5B12	Approved	OST743	OR5B12P|OR5B16
OR5B15P	Approved		
OR5B17	Approved		OR5B20P
OR5B19P	Approved		
OR5B21	Approved		
OR5BA1P	Approved		
OR5BB1P	Approved		
OR5BC1P	Approved		
OR5BD1P	Approved		
OR5BE1P	Approved		
OR5BH1P	Approved		OR5BH2P
OR5BJ1P	Approved	OST740	
OR5BK1P	Approved		
OR5BL1P	Approved		
OR5BM1P	Approved		
OR5BN1P	Approved		
OR5BN2P	Approved		
OR5BP1P	Approved		
OR5BQ1P	Approved		OR5BQ2P
OR5BR1P	Approved		
OR5BS1	Approved		OR5BS1P
OR5BT1P	Approved		
OR5C1	Approved	OR9-F|hRPK-465_F_21	OR5C2P
OR5D2P	Approved	OR11-7a|OR912-91|OR8-127|OR912-47|OR18-44|R5D9P|OR18-17|OR18-42|OR18-43|OR912-94|OR8-125	OR5D6P|OR5D10P|OR5D1P|OR5D5P|OR5D12P|OR5D8P|OR5D7P|OR5D9P|OR5D12|OR5D11P|OR5D11
OR5D3	Approved	OR11-8b|OR11-8c	OR5D3P|OR5D4
OR5D13	Approved		
OR5D14	Approved		
OR5D15P	Approved		
OR5D16	Approved		
OR5D17P	Approved		
OR5D18	Approved		
OR5E1P	Approved	TPCR24|HSTPCR24	OR5E1
OR5F1	Approved	OR11-10	
OR5F2P	Approved		
OR5G1P	Approved	OR11-104|OR93	OR5G2P
OR5G3	Approved		OR5G6P|OR5G3P
OR5G4P	Approved		
OR5G5P	Approved		
OR5H1	Approved	HTPCRX14|HSHTPCRX14	
OR5H2	Approved		
OR5H3P	Approved		
OR5H4P	Approved		
OR5H5P	Approved		
OR5H6	Approved		
OR5H7P	Approved		
OR5H8	Approved		OR5H8P
OR5H14	Approved		
OR5H15	Approved		
OR5I1	Approved	HSOlf1|OLF1	
OR5J1P	Approved	HTPCRH02	OR5J1
OR5J2	Approved		
OR5J7P	Approved		
OR5K1	Approved	HTPCRX10|HSHTPCRX10	
OR5K2	Approved		
OR5K3	Approved		
OR5K4	Approved		
OR5L1	Approved	OST262	
OR5L2	Approved	HTPCRX16|HSHTPCRX16	
OR5M1	Approved	OST050	
OR5M2P	Approved		
OR5M3	Approved		
OR5M4P	Approved		
OR5M5P	Approved		
OR5M6P	Approved		
OR5M7P	Approved		
OR5M8	Approved		
OR5M9	Approved		
OR5M10	Approved		
OR5M11	Approved	OR11-199	
OR5M12P	Approved		
OR5M13P	Approved		
OR5M14P	Approved		OR5M15P
OR5P1P	Approved		
OR5P2	Approved	JCG3	
OR5P3	Approved	JCG1	
OR5P4P	Approved	OST730	
OR5S1P	Approved		
OR5T1	Approved		OR5T1P
OR5T2	Approved		
OR5T3	Approved	OR5T3Q	
OR5V1	Approved	hs6M1-21	
OR5W1P	Approved		
OR5W2	Approved		OR5W2P|OR5W3P
OR6A2	Approved	OR11-55	OR6A2P|OR6A1
OR6B1	Approved	OR7-3	
OR6B2	Approved		OR6B2P
OR6B3	Approved	OR6B3Q	OR6B3P
OR6C1	Approved	OST267	
OR6C2	Approved	OR6C67	
OR6C3	Approved	OST709	
OR6C4	Approved		
OR6C5P	Approved		
OR6C6	Approved		
OR6C7P	Approved		
OR6C64P	Approved		
OR6C65	Approved		
OR6C66P	Approved		
OR6C68	Approved		
OR6C69P	Approved		
OR6C70	Approved		
OR6C71P	Approved		
OR6C72P	Approved		
OR6C73P	Approved		
OR6C74	Approved		
OR6C75	Approved		
OR6C76	Approved		
OR6D1P	Approved		
OR6E1P	Approved		
OR6F1	Approved	OST731	
OR6J1	Approved		OR6J2|OR6J1P
OR6K1P	Approved		
OR6K2	Approved		
OR6K3	Approved		
OR6K4P	Approved		
OR6K5P	Approved		
OR6K6	Approved		
OR6L1P	Approved		
OR6L2P	Approved		
OR6M1	Approved		
OR6M2P	Approved		
OR6M3P	Approved		
OR6N1	Approved		
OR6N2	Approved		
OR6P1	Approved		
OR6Q1	Approved		
OR6R1P	Approved		
OR6R2P	Approved		
OR6S1	Approved	OR6S1Q	
OR6T1	Approved		
OR6U2P	Approved		OR6U1P
OR6V1	Approved	GPR138	
OR6W1P	Approved	sdolf	OR6W1
OR6X1	Approved		
OR6Y1	Approved		OR6Y2
OR7A1P	Approved	OR19-3|OLF4p|hg513	OR7A6P
OR7A2P	Approved	hg1003|OR19-18|OLF4p	OR7A7|OR7A2
OR7A3P	Approved	OR11-7b|OR19-12|OR14-59|OR14-11	OR7A12P|OR7A14P|OR7A14|OR7A13P
OR7A5	Approved	HTPCR2	
OR7A8P	Approved	OST042|HG83|OR19-11	OR7A9P
OR7A10	Approved		
OR7A11P	Approved	OST527	OR7A11
OR7A15P	Approved	OR19-134|OR19-1|OR19-146	OR7A4P|OR7A16P|OR7A20P
OR7A17	Approved	HTPCRX19	
OR7A18P	Approved		
OR7A19P	Approved		
OR7C1	Approved	OR19-5	OR7C4
OR7C2	Approved	OR19-18	OR7C3
OR7D1P	Approved	OR19-A	OR7D3P|OR7D3
OR7D2	Approved	OR19-4|HTPCRH03|FLJ38149	
OR7D4	Approved	hg105|OR19-B	OR7D4P
OR7D11P	Approved		
OR7E1P	Approved		
OR7E2P	Approved	OR11-6|hg94	OR7F2P|OR7E51P
OR7E4P	Approved	OR11-11a	OR7F4P
OR7E5P	Approved	OR11-12|FLJ31393	OR7F5P
OR7E7P	Approved		
OR7E8P	Approved	OR11-11a	
OR7E10P	Approved	OR11-1	
OR7E11P	Approved	OR11-2	OR7E144P
OR7E12P	Approved	OR11-3	OR7E58P|OR7E79P
OR7E13P	Approved	OR11-4	
OR7E14P	Approved	OR11-5	OR7E151P
OR7E15P	Approved	OR11-392|OST001	OR7E80P|OR7E42P
OR7E16P	Approved	OR19-133|OR19-9	OR7E60P|OR7E17P
OR7E18P	Approved	OR19-14|TPCR26	OR7E61|OR7E98P
OR7E19P	Approved	OR19-7	OR7E65
OR7E21P	Approved	OR4DG|OST035	OR7E49P|OR7E127P
OR7E22P	Approved	OR6DG|OR3.6	
OR7E23P	Approved	OR21-3	OR7E92P
OR7E24	Approved	OR19-8|HSHT2|OR7E24Q	OR7E24P
OR7E25P	Approved	OR19-C|CIT-B-440L2	
OR7E26P	Approved	OR1-51|OR1-72|OR1-73|OR912-95	OR7E67P|OR7E69P|OR7E70P|OR7E68P
OR7E28P	Approved	OST128|hg616	OR7E133P|OR7E107P|OR7E27P
OR7E29P	Approved	OST032	
OR7E31P	Approved	OST205	OR7E32P
OR7E33P	Approved	hg688	
OR7E35P	Approved	OST018	OR7E120
OR7E36P	Approved	OST024	OR7E119P
OR7E37P	Approved	hg533	
OR7E38P	Approved	OST127	OR7E76
OR7E39P	Approved	hg611	OR7E138P
OR7E41P	Approved	OR11-20|hg84|OR8-126	OR7F6P|OR7E50P|OR7E95P
OR7E43P	Approved	OR4-116	
OR7E46P	Approved	OST379|MCEEP	
OR7E47P	Approved	OR7E141	
OR7E53P	Approved	OR3-143|OR3-142	OR7E78P|OR7E78|OR7E132P
OR7E55P	Approved	OR2DG|OR3.2|OST013	OR7E56P
OR7E59P	Approved	OST119	OR7E59|OR7E137P
OR7E62P	Approved	OR7E62|OR2-53|OR7E63|OR7E64	OR7E63P|OR7E64P|OR7E82P
OR7E66P	Approved	hg630|HG630|OR3DG|OR3.3	OR7E6P|OR7E20P
OR7E83P	Approved		OR7E134P
OR7E84P	Approved	OST185	OR7E54P
OR7E85BP	Approved		
OR7E85P	Approved		OR7E88P
OR7E86P	Approved		
OR7E87P	Approved	OR11-9	OR7E3P|OR7F3P
OR7E89P	Approved		
OR7E90P	Approved	OST705	OR7E123P
OR7E91P	Approved		
OR7E93P	Approved		OR7E131P
OR7E94P	Approved		
OR7E96P	Approved		
OR7E97P	Approved		
OR7E99P	Approved		
OR7E100P	Approved		
OR7E101P	Approved		
OR7E102P	Approved		OR7E102
OR7E103P	Approved		OR4D12P
OR7E104P	Approved		
OR7E105P	Approved		
OR7E106P	Approved	OST215	OR7E40P
OR7E108P	Approved	OST726	
OR7E109P	Approved	OST721	
OR7E110P	Approved	hg674|OR912-109|OR912-46|OR912-108|OR912-110|hg523	OR7E68P|OR7E71P|OR7E72P|OR7E73P|OR7E74P|OR7E75P
OR7E111FP	Approved		
OR7E111P	Approved		
OR7E115P	Approved	OST704	
OR7E116P	Approved	OST733	
OR7E117P	Approved	OST716	
OR7E121P	Approved		
OR7E122P	Approved	OST719	
OR7E125P	Approved	PJCG6	
OR7E126P	Approved	hg500|OR11-1	
OR7E128P	Approved		
OR7E129P	Approved		
OR7E130P	Approved	OST702	
OR7E136P	Approved		OR7E147P|OR7E139P
OR7E140P	Approved		
OR7E145P	Approved		
OR7E148P	Approved		OR7E150P
OR7E149P	Approved		
OR7E154P	Approved		
OR7E155P	Approved		
OR7E156P	Approved		
OR7E157P	Approved		
OR7E158P	Approved		
OR7E159P	Approved		
OR7E160P	Approved		
OR7E161P	Approved		
OR7E162P	Approved		
OR7E163P	Approved		
OR7G1	Approved	OR19-15	OR7G1P
OR7G2	Approved	OST260	
OR7G3	Approved	OST085	
OR7G15P	Approved		
OR7H1P	Approved	OR7H1	
OR7H2P	Approved		
OR7K1P	Approved		
OR7L1P	Approved		
OR7M1P	Approved		
OR8A1	Approved	OST025	
OR8A2P	Approved		
OR8A3P	Approved		
OR8B1P	Approved	OR11-561	OR8B11P
OR8B2	Approved		
OR8B3	Approved		
OR8B4	Approved		OR8B4P
OR8B5P	Approved		
OR8B6P	Approved		
OR8B7P	Approved		OR8B13P
OR8B8	Approved	TPCR85	
OR8B9P	Approved		
OR8B10P	Approved		
OR8B12	Approved		
OR8C1P	Approved	OR11-175|OR912-45|OR912-106	OR8C3P|OR8C4P
OR8D1	Approved	OST004	OR8D3
OR8D2	Approved		
OR8D4	Approved		
OR8F1P	Approved		
OR8G1	Approved	TPCR25|HSTPCR25	OR8G1P
OR8G2P	Approved	TPCR120|HSTPCR120|ORL206|ORL486	OR8G4|OR8G2
OR8G3	Approved		OR8G3P
OR8G5	Approved		OR8G5P|OR8G6
OR8G7P	Approved		
OR8H1	Approved		
OR8H2	Approved		
OR8H3	Approved		
OR8I1P	Approved		
OR8I2	Approved		
OR8I4P	Approved		
OR8J1	Approved		
OR8J2	Approved		OR8J2P
OR8J3	Approved		
OR8K1	Approved		
OR8K2P	Approved		
OR8K3	Approved		
OR8K4P	Approved		
OR8K5	Approved		
OR8L1P	Approved		
OR8Q1P	Approved		
OR8R1P	Approved		
OR8S1	Approved		
OR8S21P	Approved		
OR8T1P	Approved		
OR8U1	Approved		
OR8U3	Approved		OR5R1P|OR5R1
OR8U8	Approved		
OR8U9	Approved		
OR8V1P	Approved		
OR8X1P	Approved		
OR9A1P	Approved	HTPCRX06|HSHTPCRX06	OR9A1
OR9A2	Approved		
OR9A3P	Approved		OR9A6P
OR9A4	Approved		
OR9G1	Approved		OR9G5
OR9G2P	Approved		OR9G6
OR9G3P	Approved		
OR9G4	Approved		
OR9G9	Approved		
OR9H1	Approved		OR9H1P
OR9I1	Approved		
OR9I2P	Approved		
OR9I3P	Approved	OST714	
OR9K1P	Approved		
OR9K2	Approved		
OR9L1P	Approved		OR9L2P
OR9M1P	Approved		OR5BG1P
OR9N1P	Approved		
OR9P1P	Approved		OR9P2P
OR9Q1	Approved		
OR9Q2	Approved		OR9Q2P
OR9R1P	Approved		
OR9S24P	Approved		OR5J6P
OR10A2	Approved	OST363	OR10A2P
OR10A3	Approved	HTPCRX12|HSHTPCRX12	
OR10A4	Approved		OR10A4P
OR10A5	Approved	OR11-403|JCG6	OR10A1
OR10A6	Approved		
OR10A7	Approved		
OR10AA1P	Approved		
OR10AB1P	Approved		
OR10AC1	Approved		OR10AC1P
OR10AD1	Approved		OR10AD1P
OR10AE1P	Approved		OR10AE2P
OR10AE3P	Approved		
OR10AF1P	Approved		
OR10AG1	Approved		
OR10AH1P	Approved		
OR10AK1P	Approved		
OR10B1P	Approved		OR10B2
OR10C1	Approved	hs6M1-17|OR10C1P	OR10C2
OR10D1P	Approved	OST074|HTPCRX03	OR10D2P
OR10D3	Approved	HTPCRX09	OR10D3P
OR10D4P	Approved		OR10D4|OR10D6P
OR10D5P	Approved		
OR10G1P	Approved		
OR10G2	Approved		
OR10G3	Approved		
OR10G4	Approved		
OR10G5P	Approved		
OR10G6	Approved	OR10G6Q	OR10G6P
OR10G7	Approved		
OR10G8	Approved		
OR10G9	Approved		OR10G10P
OR10H1	Approved		
OR10H2	Approved		
OR10H3	Approved		
OR10H4	Approved		
OR10H5	Approved		
OR10J1	Approved	HGMP07J|HSHGMP07J	
OR10J2P	Approved		
OR10J3	Approved		OR10J3P
OR10J4	Approved	OST717	OR10J4P
OR10J5	Approved		
OR10J6P	Approved		OR10J6
OR10J7P	Approved		
OR10J8P	Approved		
OR10J9P	Approved		
OR10K1	Approved		
OR10K2	Approved		
OR10N1P	Approved		
OR10P1	Approved	OST701	OR10P1P|OR10P2P|OR10P3P
OR10Q1	Approved		
OR10Q2P	Approved		
OR10R1P	Approved		
OR10R2	Approved	OR10R2Q	
OR10R3P	Approved		
OR10S1	Approved		
OR10T1P	Approved		
OR10T2	Approved		
OR10U1P	Approved		
OR10V1	Approved		
OR10V2P	Approved		
OR10V3P	Approved		
OR10V7P	Approved		
OR10W1	Approved		OR10W1P
OR10X1	Approved		OR10X1P
OR10Y1P	Approved		
OR10Z1	Approved		
OR11A1	Approved	hs6M1-18	OR11A2
OR11G1P	Approved		
OR11G2	Approved		
OR11H1	Approved	OR22-1	
OR11H2	Approved		OR11H2P|OR11H8P|C14orf15
OR11H3P	Approved		
OR11H4	Approved		
OR11H5P	Approved		
OR11H6	Approved		
OR11H7	Approved		OR11H7P
OR11H12	Approved		
OR11H13P	Approved		
OR11I1P	Approved		OR11I2P
OR11J1P	Approved		
OR11J2P	Approved		
OR11J5P	Approved		
OR11J6P	Approved		
OR11J7P	Approved		
OR11K1BP	Approved		
OR11K1P	Approved		
OR11K2P	Approved		
OR11L1	Approved		
OR11M1P	Approved		
OR11N1P	Approved		
OR11P1P	Approved		
OR11Q1P	Approved		
OR12D1	Approved	hs6M1-19	OR12D1P
OR12D2	Approved	hs6M1-20	
OR12D3	Approved	hs6M1-27	
OR13A1	Approved		
OR13C1P	Approved		
OR13C2	Approved		
OR13C3	Approved		
OR13C4	Approved		
OR13C5	Approved		
OR13C6P	Approved		
OR13C7	Approved	OST706	OR13C7P
OR13C8	Approved		
OR13C9	Approved		
OR13D1	Approved		
OR13D2P	Approved		
OR13D3P	Approved		
OR13E1P	Approved	OST741	OR13E2
OR13F1	Approved		
OR13G1	Approved		
OR13H1	Approved		
OR13I1P	Approved		OR13I2P
OR13J1	Approved		
OR13K1P	Approved		
OR13Z1P	Approved		
OR13Z2P	Approved		
OR13Z3P	Approved		
OR14A2	Approved		OR5AX1P|OR5AX1
OR14A16	Approved		OR5AT1
OR14C36	Approved		OR5BF1
OR14I1	Approved		OR5BU1P|OR5BU1
OR14J1	Approved	hs6M1-28	OR5U1
OR14K1	Approved		OR5AY1
OR14L1	Approved		OR5AV1|OR5AV1P|OR14L1P
OR51A1P	Approved		
OR51A2	Approved		
OR51A3P	Approved		
OR51A4	Approved		
OR51A5P	Approved		
OR51A6P	Approved		
OR51A7	Approved		
OR51A8P	Approved		
OR51A9P	Approved		
OR51A10P	Approved		OR51A11P|OR51A13
OR51AB1P	Approved		
OR51B2	Approved		OR51B1P
OR51B3P	Approved		
OR51B4	Approved		
OR51B5	Approved		
OR51B6	Approved		
OR51B8P	Approved		
OR51C1	Approved	OST734	OR51C1P|OR51C2P|OR51C3P
OR51C4P	Approved		
OR51D1	Approved	OR51D1Q	
OR51E1	Approved	GPR136	OR51E1P|OR52A3P|GPR164
OR51E2	Approved	PSGR	
OR51F1	Approved		OR51F1P
OR51F2	Approved		
OR51F3P	Approved		
OR51F4P	Approved		
OR51F5P	Approved		
OR51G1	Approved		OR51G3P
OR51G2	Approved		
OR51H1	Approved		OR51H1P
OR51H2P	Approved		
OR51I1	Approved		
OR51I2	Approved		
OR51J1	Approved		OR51J2|OR51J1P
OR51K1P	Approved		
OR51L1	Approved		
OR51M1	Approved		
OR51N1P	Approved		
OR51P1P	Approved		OR51P2P
OR51Q1	Approved		
OR51R1P	Approved		
OR51S1	Approved		
OR51T1	Approved		
OR51V1	Approved		OR51A12
OR52A1	Approved	HPFH1OR	
OR52A4P	Approved		OR52A4
OR52A5	Approved		
OR52B1P	Approved		
OR52B2	Approved		
OR52B3P	Approved		
OR52B4	Approved		
OR52B5P	Approved		
OR52B6	Approved		
OR52D1	Approved		
OR52E1	Approved		OR52E1P
OR52E2	Approved		
OR52E3P	Approved		
OR52E4	Approved		
OR52E5	Approved		
OR52E6	Approved		
OR52E7P	Approved		
OR52E8	Approved		
OR52H1	Approved		
OR52H2P	Approved		
OR52I1	Approved		
OR52I2	Approved		
OR52J1P	Approved		
OR52J2P	Approved		OR52J4P
OR52J3	Approved		
OR52K1	Approved		
OR52K2	Approved		
OR52K3P	Approved		
OR52L1	Approved		
OR52L2P	Approved		OR52L2
OR52M1	Approved		OR52M1P
OR52M2P	Approved		OR52M4
OR52N1	Approved		
OR52N2	Approved		
OR52N3P	Approved		
OR52N4	Approved		
OR52N5	Approved	OR52N5Q	
OR52P1	Approved		OR52P1P
OR52P2P	Approved		
OR52Q1P	Approved		
OR52R1	Approved		
OR52S1P	Approved		
OR52T1P	Approved		
OR52U1P	Approved		
OR52V1P	Approved		
OR52W1	Approved		OR52W1P
OR52X1P	Approved		
OR52Y1P	Approved		OR52Y2P
OR52Z1	Approved		OR52Z1P
OR55B1P	Approved		OR55B2P|OR55C1P
OR56A1	Approved		
OR56A3	Approved		OR56A6|OR56A3P
OR56A4	Approved		
OR56A5	Approved		OR56A5P
OR56A7P	Approved		
OR56B1	Approved		OR56B1P
OR56B2	Approved		OR56B2P
OR56B3P	Approved		
OR56B4	Approved		
ORAI1	Approved	FLJ14466|CRACM1	TMEM142A
ORAI2	Approved	CBCIP2|FLJ12474|FLJ14733|H_NH0514P08.8	C7orf19|TMEM142B
ORAI3	Approved	MGC13024	TMEM142C
ORC1	Approved	HSORC1|PARC1	ORC1L
ORC1P1	Approved		
ORC2	Approved		ORC2L
ORC3	Approved	IMAGE50150|LATHEO	ORC3L
ORC4	Approved	HsORC4|Orc4p	ORC4L
ORC5	Approved	Orc5p|ORC5T|PPP1R117	ORC5L
ORC6	Approved		ORC6L
ORM1	Approved	A1AG1	
ORM2	Approved	AGP-B|AGP-B'|AGP2	
ORMDL1	Approved		
ORMDL1P1	Approved		
ORMDL2	Approved	HSPC160|adoplin-2|MST095|MSTP095	
ORMDL3	Approved		
OS9	Approved	OS-9|ERLEC2	
OS9-AS1	Approved		
OSBP	Approved	OSBP1	
OSBP2	Approved	KIAA1664|ORP-4|ORP4	OSBPL1
OSBPL1A	Approved	ORP-1|ORP1	OSBPL1B
OSBPL2	Approved	KIAA0772|ORP-2|DFNA67	
OSBPL3	Approved	ORP-3|ORP3|KIAA0704	OSBP3
OSBPL5	Approved	KIAA1534|ORP5|OBPH1	
OSBPL6	Approved	ORP6	
OSBPL7	Approved	ORP7|MGC71150	
OSBPL8	Approved	OSBP10|ORP8|MST120|MSTP120	
OSBPL9	Approved		
OSBPL9P1	Approved		
OSBPL9P2	Approved		
OSBPL9P3	Approved		
OSBPL9P4	Approved		
OSBPL9P5	Approved		
OSBPL9P6	Approved		
OSBPL10	Approved		
OSBPL10-AS1	Approved		
OSBPL11	Approved	ORP-11|ORP11|FLJ13012|FLJ13164	
OSCAR	Approved		
OSCP1	Approved	NOR1	C1orf102
OSER1	Approved	dJ1183I21.1|HSPC207|Perit1|Osr1	C20orf111
OSER1-DT	Approved		OSER1-AS1
OSGEP	Approved	PRSMG1|GCPL1|OSGEP1|KAE1|TCS3	
OSGEPL1	Approved	Qri7|OSGEPL	
OSGEPL1-AS1	Approved		
OSGIN1	Approved	BDGI|OKL38	
OSGIN2	Approved	hT41	C8orf1
OSM	Approved	MGC20461	
OSMR	Approved	OSMRB|OSMRbeta	
OSMR-DT	Approved		OSMR-AS1
OSR1	Approved		ODD
OSR2	Approved	FLJ90037	
OST4	Approved		
OSTC	Approved	DC2	
OSTCP1	Approved	DC2L	OSTCL
OSTCP2	Approved		
OSTCP3	Approved		
OSTCP4	Approved		
OSTCP5	Approved		
OSTCP6	Approved		
OSTCP7	Approved		
OSTCP8	Approved		
OSTF1	Approved	SH3P2|OSF|bA235O14.1	
OSTF1P1	Approved		OSTF1P
OSTM1	Approved	HSPC019|GL	
OSTM1-AS1	Approved		
OSTN	Approved		
OSTN-AS1	Approved		
OTC	Approved	OTCase|OTCD|OTC1	
OTOA	Approved	CT108	DFNB22
OTOAP1	Approved	LOC653786	
OTOF	Approved	FER1L2|DFNB6	DFNB9
OTOG	Approved	mlemp|OTGN|FLJ46346	
OTOGL	Approved	FLJ90579	C12orf64
OTOL1	Approved	C1QTNF15|C1QTNF16	
OTOP1	Approved		
OTOP1P1	Approved		
OTOP1P2	Approved		
OTOP1P3	Approved		
OTOP1P4	Approved		
OTOP1P5	Approved		
OTOP2	Approved		
OTOP3	Approved		
OTOR	Approved	MIAL|MIAL1|FDP	
OTOS	Approved	OTOSP	
OTP	Approved		
OTP-AS1	Approved		
OTUB1	Approved	FLJ20113|FLJ40710	
OTUB2	Approved	FLJ21916|MGC3102	C14orf137
OTUD1	Approved	DUBA7	OTDC1
OTUD3	Approved	KIAA0459|DUBA4	
OTUD4	Approved	HSHIN1|KIAA1046|DUBA6	
OTUD4P1	Approved	HIN1L	
OTUD5	Approved	DKFZp761A052|DUBA	
OTUD6A	Approved	FLJ25831|HSHIN6|DUBA2	
OTUD6B	Approved	CGI-77|DUBA5	
OTUD6B-AS1	Approved	GS1-251I9.4	
OTUD7A	Approved	CEZANNE2	C15orf16|OTUD7
OTUD7B	Approved	CEZANNE	ZA20D1
OTULIN	Approved	FLJ34884	FAM105B
OTULIN-DT	Approved		
OTULINL	Approved	FLJ11127|NET20	FAM105A
OTX1	Approved		
OTX2	Approved		
OTX2-AS1	Approved	OTX2OS1	
OTX2P1	Approved		OTX2P
OTX2P2	Approved		
OVAAL	Approved	LINC01131|OVAL|RMEL2	
OVCA2	Approved		
OVCH1	Approved	OVCH	
OVCH1-AS1	Approved		
OVCH2	Approved	OVTN	
OVGP1	Approved	CHIT5|OGP	MUC9
OVOL1	Approved	HOVO1	
OVOL1-AS1	Approved		
OVOL2	Approved	bA504H3.3|HOVO2|CHED	ZNF339|CHED1
OVOL3	Approved	HOVO3	
OVOS1BP	Approved		OVOS1B
OVOS1P	Approved	OVM	
OVOS2P	Approved	DKFZp686C0338|DKFZp434C0631	
OXA1L	Approved	MGC133129|OXA1|OXA1L1	
OXA1L-DT	Approved		
OXCT1	Approved	SCOT	OXCT
OXCT1-AS1	Approved	SARRAH	
OXCT1-AS2	Approved		
