symbol	status	alias_symbol	prev_symbol
CFDP1	Approved	BCNT|p97|CP27|SWC5|Yeti|CENP-29	
CFH	Approved	HUS|FHL1|ARMS1|ARMD4	HF|HF1|HF2
CFHR1	Approved	H36-1|FHR1|CFHL|H36-2	HFL1|CFHL1|CFHR1P|HFL2|CFHL1P
CFHR2	Approved	FHR2	HFL3|CFHL2
CFHR3	Approved	FHR-3|HLF4|FHR3|DOWN16	CFHL3
CFHR4	Approved	FHR-4|FHR4	CFHL4
CFHR5	Approved	FHR5|FHR-5	CFHL5
CFI	Approved	FI|C3b-INA|C3bINA|KAF	IF
CFL1	Approved		CFL
CFL1P1	Approved	MGC35136	CFLP1
CFL1P2	Approved		CFLL2|CFLP2
CFL1P3	Approved		CFLL3|CFLP3
CFL1P4	Approved		CFLL4|CFLP4
CFL1P5	Approved		CFLL1|CFLP5
CFL1P6	Approved		CFLP6
CFL1P7	Approved		
CFL1P8	Approved		
CFL2	Approved	NEM7	
CFLAR	Approved	CASH|Casper|CLARP|FLAME|FLIP|I-FLICE|MRIT|c-FLIP|cFLIP	CASP8AP1
CFLAR-AS1	Approved		ALS2CR10
CFP	Approved		PFC
CFTR	Approved	MRP7|ABC35|TNR-CFTR|dJ760C5.1|CFTR/MRP	CF|ABCC7
CFTR-AS1	Approved	BGas	
CFTR-AS2	Approved		
CFTRP1	Approved	dJ760C5.1	C20orf189
CFTRP2	Approved		
CFTRP3	Approved		
CGA	Approved	HCG|GPHa|GPHA1|FSHA|LHA|TSHA|GPA1	
CGAS	Approved	h-cGAS|D4	C6orf150|MB21D1
CGB1	Approved		
CGB2	Approved		
CGB3	Approved		CGB
CGB5	Approved	HCG	
CGB7	Approved	CG-beta-a	
CGB8	Approved		
CGGBP1	Approved	p20-CGGBP|CGGBP	
CGN	Approved	KIAA1319	
CGNL1	Approved	FLJ14957|JACOP|KIAA1749|PCING	
CGREF1	Approved	CGR11	
CGRRF1	Approved	CGR19|RNF197	
CH25H	Approved		
CHAC1	Approved	MGC4504	
CHAC2	Approved	GCG1	
CHAD	Approved	SLRR4A	
CHADL	Approved	SLRR4B	
CHAER1	Approved	Chaer	
CHAF1A	Approved	CAF1P150|CAF1B|CAF-1|CAF1|P150|MGC71229	
CHAF1B	Approved	CAF1P60|CAF-1|CAF1|CAF1A|MPP7|MPHOSPH7	
CHAMP1	Approved	CAMP|CHAMP	C13orf8|ZNF828
CHASERR	Approved		LINC01578
CHAT	Approved	CHOACTase	
CHCHD1	Approved	FLJ25854|mS37	C10orf34
CHCHD2	Approved	MIX17B|MNRR1	C7orf17
CHCHD2P1	Approved		
CHCHD2P2	Approved		
CHCHD2P3	Approved		
CHCHD2P4	Approved		
CHCHD2P5	Approved		
CHCHD2P6	Approved		
CHCHD2P7	Approved		
CHCHD2P8	Approved		
CHCHD2P9	Approved		C9orf49|CHCHD9
CHCHD2P10	Approved		
CHCHD2P11	Approved		
CHCHD3	Approved	FLJ20420|MINOS3|PPP1R22|Mic19|MICOS19	
CHCHD3P1	Approved		
CHCHD3P2	Approved		
CHCHD3P3	Approved		
CHCHD4	Approved	FLJ31709|TIMM40|MIA40	
CHCHD4P1	Approved		
CHCHD4P2	Approved		
CHCHD4P3	Approved		
CHCHD4P4	Approved		
CHCHD4P5	Approved		
CHCHD5	Approved	MGC11104|MIC14|MIX14	C2orf9
CHCHD6	Approved	MGC13016|PPP1R23|CHCM1|Mic25|MICOS25	
CHCHD7	Approved	MGC2217|COX23	
CHCHD10	Approved	N27C7-4|MIX17A	C22orf16
CHCT1	Approved		C17orf64
CHD1	Approved		
CHD1-DT	Approved		LINC02062
CHD1L	Approved	ALC1	
CHD2	Approved	FLJ38614|DKFZp547I1315|DKFZp781D1727|DKFZp686E01200	
CHD3	Approved	Mi-2a|ZFH|Mi2-ALPHA	
CHD4	Approved	Mi-2b|Mi2-BETA	
CHD4-AS1	Approved		
CHD5	Approved		
CHD6	Approved	KIAA1335|FLJ22369|dJ620E11.1|CHD5|RIGB	
CHD7	Approved	KIAA1416|FLJ20357|FLJ20361	CRG
CHD8	Approved	KIAA1564|DUPLIN	HELSNF1
CHD9	Approved	FLJ12178|KIAA0308|BC022889	
CHD9NB	Approved	PR-lncRNA-1	
CHDH	Approved		
CHEK1	Approved	CHK1	
CHEK2	Approved	CDS1|CHK2|HuCds1|PP1425|bA444G7	RAD53
CHEK2P1	Approved		CHEK2L1
CHEK2P2	Approved		
CHEK2P3	Approved		
CHEK2P4	Approved		
CHEK2P5	Approved		
CHEK2P6	Approved		
CHEK2P7	Approved		
CHERP	Approved	ERPROT213-21|DAN16	
CHFR	Approved	FLJ10796|RNF196	
CHFR-DT	Approved		
CHGA	Approved	PHE5|PHES	
CHGB	Approved	SgI	SCG1
CHI3L1	Approved	GP39|YKL40|YK-40	
CHI3L2	Approved	YKL-39|YKL39	
CHIA	Approved	AMCase|TSA1902|CHIT2	
CHIAP1	Approved		
CHIAP2	Approved		
CHIAP3	Approved		
CHIC1	Approved	BRX	
CHIC2	Approved	BTL	
CHIC2-DT	Approved		
CHID1	Approved	MGC3234|FLJ42707|SI-CLP	
CHILL1	Approved		
CHIT1	Approved	CHIT|CHI3	
CHKA	Approved	CKI	CHK
CHKA-DT	Approved		
CHKB	Approved	CHETK	CHKL
CHKB-CPT1B	Approved		
CHKB-DT	Approved	TCONS_00029632|HRAT	CHKB-AS1
CHL1	Approved	CALL|L1CAM2|FLJ44930|MGC132578	
CHL1-AS1	Approved		
CHL1-AS2	Approved		
CHLSN	Approved	MGC11257|YCR016W	C7orf50
CHLSN-AS1	Approved	AC091729.7	
CHM	Approved	REP-1	TCD|DXS540
CHML	Approved	REP-2	
CHMP1A	Approved	KIAA0047|CHMP1|Vps46A	PRSM1|PCOLN3
CHMP1AP1	Approved		
CHMP1B	Approved	CHMP1.5|C18orf2|Vps46B	
CHMP1B-AS1	Approved		
CHMP1B2P	Approved		
CHMP2A	Approved	BC-2|CHMP2|VPS2|VPS2A	
CHMP2B	Approved	DKFZP564O123|CHMP2.5|VPS2B	
CHMP3	Approved	NEDF|CGI-149	VPS24
CHMP3-AS1	Approved		
CHMP4A	Approved	HSPC134|VPS32A|hSnf7-1|Snf7-1	C14orf123
CHMP4AP1	Approved		
CHMP4B	Approved	dJ553F4.4|Shax1|SNF7-2|VPS32B	C20orf178
CHMP4BP1	Approved		
CHMP4C	Approved	MGC22825|Shax3|VPS32C	
CHMP5	Approved	Spike|Vps60|CGI-34|HSPC177	C9orf83|SNF7DC2
CHMP5P1	Approved		
CHMP6	Approved	FLJ11749|VPS20	
CHMP7	Approved	MGC29816	
CHN1	Approved	RhoGAP2|ARHGAP2|n-chimerin	CHN|DURS2
CHN2	Approved	ARHGAP3|RhoGAP3	
CHN2-AS1	Approved		
CHODL	Approved	FLJ12627|PRED12|MT75	C21orf68
CHODL-AS2	Approved		
CHORDC1	Approved	CHP1|CHP-1	
CHORDC1P1	Approved		
CHORDC1P3	Approved		
CHORDC1P4	Approved		
CHORDC1P5	Approved		
CHORDC2P	Approved		
CHP1	Approved	Sid470p|CHP|SLC9A1BP|p22|p24	
CHP1P1	Approved		
CHP1P2	Approved		
CHP1P3	Approved		
CHP2	Approved		
CHPF	Approved	CSS2|CHSY2|CHPF1	
CHPF2	Approved	KIAA1402|ChSy-3|CSGlcA-T	
CHPT1	Approved	CPT1	
CHRAC1	Approved	CHRAC15|YCL1	
CHRD	Approved		
CHRDL1	Approved	NRLN1|CHL	MGC1
CHRDL2	Approved	BNF1	
CHRFAM7A	Approved	D-10|CHRNA7-DR1	
CHRFAM7AP1	Approved		
CHRFAM7AP2	Approved		
CHRM1	Approved		
CHRM1-AS1	Approved		
CHRM2	Approved		
CHRM3	Approved	m3AChR	
CHRM3-AS1	Approved		
CHRM3-AS2	Approved		
CHRM4	Approved		
CHRM5	Approved		
CHRNA1	Approved		CHRNA
CHRNA2	Approved		
CHRNA3	Approved		
CHRNA4	Approved	BFNC	EBN|EBN1
CHRNA5	Approved		
CHRNA6	Approved		
CHRNA7	Approved	a7nAChR	
CHRNA9	Approved	NACHRA9	
CHRNA10	Approved		
CHRNB1	Approved		CHRNB
CHRNB2	Approved		
CHRNB3	Approved		
CHRNB4	Approved		
CHRND	Approved		ACHRD
CHRNE	Approved	ACHRE	
CHRNG	Approved		ACHRG
CHROMR	Approved	CHROME	PRKRA-AS1
CHST1	Approved	C6ST|KSGal6ST	
CHST2	Approved	C6ST	
CHST3	Approved	C6ST|C6ST1	
CHST4	Approved	HEC-GLCNAC-6-ST|LSST	
CHST5	Approved	I-GLCNAC-6-ST|FLJ22167	
CHST6	Approved		MCDC1
CHST7	Approved	C6ST-2|C6ST2	
CHST8	Approved	GALNAC4ST-1	
CHST9	Approved	GALNAC4ST-2|GALNAC-4-ST2	
CHST10	Approved	HNK-1ST	
CHST11	Approved	C4ST1|C4St-1|C4ST|HSA269537	
CHST12	Approved	C4S-2|C4ST2	
CHST13	Approved	C4ST3	
CHST14	Approved	HD4ST|D4ST-1	D4ST1
CHST15	Approved	GALNAC4S-6ST|BRAG|KIAA0598	
CHSY1	Approved	KIAA0990|CSS1	
CHSY3	Approved	CSS3|CHSY-2	
CHSY3-AS1	Approved		
CHTF8	Approved	FLJ20400|CTF8	
CHTF8P1	Approved		CHTF8P
CHTF18	Approved	CHL12|C321D2.4|Ctf18	C16orf41
CHTOP	Approved	DKFZP547E1010|SRAG|FOP	C1orf77
CHUK	Approved	IKK1|IKK-alpha|IkBKA|NFKBIKA|IKKA	TCF16
CHUK-DT	Approved		
CHURC1	Approved	My015|FLJ33064	C14orf52
CHURC1-FNTB	Approved		
CIAO1	Approved	CIA1	WDR39
CIAO2A	Approved	FLJ22875|CIA2A	FAM96A
CIAO2AP1	Approved		FAM96AP1
CIAO2AP2	Approved		FAM96AP2
CIAO2B	Approved	CGI-128|MIP18|CIA2B	FAM96B
CIAO3	Approved	FLJ21988|PRN|HPRN|IOP1|NAR1	NARFL
CIAPIN1	Approved	CIAE2	
CIAPIN1P	Approved	HsT2384	
CIART	Approved	BC017397|CHRONO	C1orf51
CIB1	Approved	SIP2-28|CIB|KIP	
CIB2	Approved	KIP2	DFNB48|USH1J
CIB3	Approved	KIP3	
CIB4	Approved		
CIBAR1	Approved	FLJ38979|BARMR1	FAM92A1|FAM92A
CIBAR1-DT	Approved		LINC00535
CIBAR1P1	Approved		FAM92A2|FAM92A1P1
CIBAR1P2	Approved	MGC71735|MGC102964	FAM92A3|FAM92A1P2
CIBAR2	Approved	FLJ44299	FAM92B
CIC	Approved	KIAA0306	
CICP1	Approved		
CICP2	Approved		
CICP3	Approved		
CICP4	Approved		
CICP5	Approved		
CICP6	Approved		
CICP7	Approved		
CICP8	Approved		
CICP9	Approved		
CICP10	Approved		
CICP11	Approved		
CICP12	Approved		
CICP13	Approved		
CICP14	Approved		
CICP15	Approved		
CICP16	Approved		
CICP17	Approved		
CICP18	Approved		
CICP19	Approved		
CICP20	Approved		
CICP21	Approved		
CICP22	Approved		
CICP23	Approved		
CICP24	Approved		
CICP25	Approved		
CICP26	Approved		
CICP27	Approved		
CICP28	Approved		
CIDEA	Approved	CIDE-A	
CIDEB	Approved		
CIDEC	Approved	CIDE-3|FLJ20871|Fsp27	
CIDECP1	Approved	CICE	CIDECP
CIDECP2	Approved		
CIITA	Approved	C2TA|NLRA	MHC2TA
CILK1	Approved	MRK|LCK2|KIAA0936|MGC46090	ICK
CILP	Approved	HsT18872|CILP1	
CILP2	Approved	MGC45771	
CIMAP1A	Approved	SHIPPO1|hSHIPPO|CT135	ODF3
CIMAP1B	Approved	FAP123	ODF3B
CIMAP1C	Approved	MGC48986	ODF3L1
CIMAP1D	Approved	FLJ40059	C19orf19|ODF3L2
CIMAP2	Approved	FLJ40201|LEM	C1orf177|LEXM
CIMAP3	Approved	FLJ23853|pitchfork	C1orf88|PIFO
CIMIP1	Approved	bA196N14.1|LLC1	C20orf85
CIMIP2A	Approved		FAM166A
CIMIP2B	Approved		FAM166B
CIMIP2C	Approved	LOC339778	C2orf70|FAM166C
CIMIP3	Approved		GUCA1ANB
CIMIP4	Approved	MGC35206|EAN57	C22orf33|TEX33
CIMIP5	Approved	FLJ25143	C2orf50
CIMIP6	Approved	FLJ40298	C2orf73
CIMIP7	Approved		C3orf84
CINP	Approved	MGC849	
CIP2A	Approved		KIAA1524
CIPC	Approved		KIAA1737
CIR1P1	Approved		
CIR1P2	Approved		
CIR1P3	Approved		
CIRBP	Approved	CIRP	
CIRBP-AS1	Approved	MGC39338	C19orf23
CIROP	Approved		LMLN2
CIROZ	Approved	FLJ37118	C1orf127
CIRSR	Approved	CIR	CIR1
CISAT	Approved		
CISD1	Approved	MDS029|mitoNEET	C10orf70|ZCD1
CISD1P1	Approved		ZCD1B|CISD1B
CISD2	Approved	Miner1|ERIS|NAF-1	ZCD2|WFS2
CISD3	Approved	Miner2|MiNT	
CISH	Approved	CIS|G18|CIS-1|SOCS	
CIST1	Approved		
CISTR	Approved	CISTR-ACT|CISTRACT|re52431	
CIT	Approved	KIAA0949|STK21|CRIK|CITK	
CITED1	Approved		MSG1
CITED2	Approved	MRG1	
CITED4	Approved		
CIZ1	Approved	LSFR1|ZNF356	
CKAP2	Approved	LB1|FLJ10749|se20-10|TMAP	
CKAP2-DT	Approved		
CKAP2L	Approved	FLJ40629|radmis	
CKAP2LP1	Approved		
CKAP2P1	Approved		
CKAP4	Approved	P63|CLIMP-63|CLIMP63|ERGIC-63	
CKAP5	Approved	ch-TOG|KIAA0097|TOG|TOGp	
CKB	Approved		CKBB
CKBP1	Approved		
CKLF	Approved	UCK-1|CKLF3|CKLF4|HSPC224|C32	CKLF1
CKLF-CMTM1	Approved		
CKM	Approved		CKMM
CKMT1A	Approved		CKMT1
CKMT1B	Approved	UMTCK	CKMT|CKMT1
CKMT2	Approved	SMTCK	
CKMT2-AS1	Approved		
CKS1B	Approved	ckshs1|CKS1	
CKS1BP1	Approved		CKS1BP
CKS1BP2	Approved	bA192N10.2	
CKS1BP3	Approved		
CKS1BP4	Approved		
CKS1BP5	Approved		
CKS1BP6	Approved		
CKS1BP7	Approved		CKS1|CKS1A
CKS2	Approved		
CLASP1	Approved	KIAA0622|MAST1	
CLASP1-AS1	Approved		
CLASP2	Approved	KIAA0627	
CLASRP	Approved	SWAP2|CLASP	SFRS16
CLBA1	Approved		C14orf79
CLC	Approved	LGALS10|MGC149659|Gal-10	
CLCA1	Approved	CaCC|CLCRG1	
CLCA2	Approved	CLCRG2	
CLCA3P	Approved		CLCA3
CLCA4	Approved	CaCC2	
CLCA4-AS1	Approved		
CLCC1	Approved	MCLC	
CLCF1	Approved	NNT1|BSF3|CLC|NR6|CISS2|BSF-3|NNT-1	
CLCN1	Approved	CLC1|ClC-1	
CLCN2	Approved	CLC2|EJM6|ClC-2	
CLCN3	Approved	CLC3|ClC-3	
CLCN3P1	Approved		
CLCN4	Approved	CLC4|ClC-4	
CLCN5	Approved	DENTS|XLRH|hClC-K2|hCIC-K2|CLC5|XRN|ClC-5	NPHL2|NPHL1
CLCN6	Approved	CLC-6|KIAA0046|ClC-6	
CLCN7	Approved	CLC-7|OPTA2|CLC7|ClC-7|PPP1R63	
CLCN7-AS1	Approved		
CLCNKA	Approved	hClC-Ka|ClC-K1|CLCK1	
CLCNKB	Approved	hClC-Kb|CLCKB|ClC-K2|ClC-Kb	
CLCP1	Approved		
CLCP2	Approved	LGALS10P1	
CLDN1	Approved	SEMP1|ILVASC	
CLDN2	Approved		
CLDN3	Approved	RVP1|CPE-R2|HRVP1	C7orf1|CPETR2
CLDN4	Approved	CPE-R|WBSCR8|hCPE-R	CPETR|CPETR1
CLDN5	Approved	CPETRL1|BEC1	AWAL|TMVCF
CLDN6	Approved		
CLDN7	Approved	Hs.84359	CEPTRL2|CPETRL2
CLDN7P1	Approved		
CLDN8	Approved		
CLDN9	Approved		
CLDN10	Approved	OSP-L|CPETRL3	
CLDN10-AS1	Approved		
CLDN11	Approved	OSP	OTM
CLDN12	Approved		
CLDN14	Approved		DFNB29
CLDN15	Approved		
CLDN16	Approved	PCLN1|HOMG3	
CLDN17	Approved	MGC126552|MGC126554	
CLDN18	Approved		SFTPJ
CLDN19	Approved		
CLDN20	Approved		
CLDN22	Approved	CLDN21	
CLDN23	Approved	CLDNL	
CLDN24	Approved		CLDN21
CLDN25	Approved		
CLDN34	Approved		
CLDND1	Approved	Z38	C3orf4
CLDND1-AS1	Approved		
CLDND2	Approved	MGC33839	
CLEC1A	Approved	CLEC1|CLEC-1|MGC34328	
CLEC1B	Approved	CLEC2|CLEC-2	
CLEC2A	Approved	UNQ5792|INPE5792|KACL|PILAR	
CLEC2B	Approved	AICL|HP10085	CLECSF2
CLEC2D	Approved	LLT1|CLAX|OCIL	
CLEC2L	Approved	FLJ32986	
CLEC3A	Approved		CLECSF1
CLEC3B	Approved	TN	TNA
CLEC4A	Approved	DCIR|DDB27|CD367|hDCIR	CLECSF6
CLEC4C	Approved	HECL|DLEC|BDCA2|CD303	CLECSF11|CLECSF7
CLEC4D	Approved	Mpcl|CD368|MCL|Dectin-3	CLECSF8
CLEC4E	Approved	MINCLE	CLECSF9
CLEC4F	Approved	FLJ39110|KCLR	CLECSF13
CLEC4G	Approved	UNQ431|LSECTIN	
CLEC4GP1	Approved		
CLEC4M	Approved	L-SIGN|CD209L1|HP10347|DC-SIGNR|LSIGN|DCSIGNR|DC-SIGN2	CD209L|CD299
CLEC4OP	Approved		LINC01835|CLEC4O
CLEC5A	Approved	MDL-1	CLECSF5
CLEC6A	Approved	dectin-2|hDECTIN-2	CLECSF10
CLEC7A	Approved	DECTIN-1|hDectin-1|CD369|SCARE2	CLECSF12
CLEC9A	Approved	DNGR1|UNQ9341|HEEE9341|CD370|DNGR-1	
CLEC10A	Approved	HML2|HML|CD301	CLECSF13|CLECSF14
CLEC11A	Approved	P47|LSLCL|CLECSF3	SCGF
CLEC12A	Approved	CLL-1|MICL|CD371|DCAL-2	
CLEC12A-AS1	Approved		
CLEC12B	Approved		
CLEC14A	Approved		C14orf27
CLEC16A	Approved	Gop-1	KIAA0350
CLEC17A	Approved	FLJ45910	
CLEC18A	Approved		MRCL
CLEC18B	Approved		MRCL2
CLEC18C	Approved	MGC34761	MRCL3
CLEC19A	Approved		
CLEC20A	Approved	FLJ44005|RP4-593C16.2	NCRNA00083|LINC00083
CLECL1	Approved	DCAL1	CLECL1P
CLGN	Approved		
CLHC1	Approved	FLJ31438	C2orf63
CLIC1	Approved	NCC27|p64CLCP|G6|CLCNL1	
CLIC1P1	Approved		
CLIC1P2	Approved		
CLIC1P3	Approved		
CLIC2	Approved	XAP121|CLCNL2	
CLIC3	Approved		
CLIC4	Approved	DKFZP566G223|CLIC4L|P64H1|H1|huH1|p64H1	
CLIC4P1	Approved		
CLIC4P2	Approved		
CLIC4P3	Approved		
CLIC5	Approved	DFNB102	
CLIC6	Approved	CLIC5	CLIC1L
CLINT1	Approved	ENTH|KIAA0171|EPNR|CLINT	
CLIP1	Approved	CYLN1|CLIP170|CLIP|CLIP-170	RSN
CLIP1-AS1	Approved		
CLIP2	Approved	CLIP-115|KIAA0291|WSCR4|CLIP|WSCR3	WBSCR4|CYLN2|WBSCR3
CLIP3	Approved	CLIPR-59|RSNL1	
CLIP4	Approved	FLJ21069	RSNL2
CLK1	Approved		
CLK2	Approved		
CLK2P1	Approved		CLK2P
CLK3	Approved		
CLK3-AS1	Approved		
CLK3P1	Approved		
CLK3P2	Approved		
CLK4	Approved		
CLLU1	Approved		
CLLU1-AS1	Approved		CLLU1OS
CLMAT3	Approved	SPARC-AS1	
CLMB	Approved	MGC17624|MICT1	C16orf74
CLMN	Approved	FLJ12383|KIAA1188|KIAA0500	
CLMP	Approved	ASAM|FLJ22415|ACAM	
CLN3	Approved	BTN1|JNCL|SLC29B1	BTS
CLN5	Approved		
CLN6	Approved	FLJ20561|HsT18960|nclf	
CLN8	Approved	FLJ39417|TLCD6	EPMR|C8orf61
CLN8-AS1	Approved		
CLNK	Approved	MIST	
CLNK-AS1	Approved		
CLNK-AS2	Approved		
CLNK-AS3	Approved		
CLNK-DT	Approved		
CLNS1A	Approved	ICln	CLCI
CLNS1AP1	Approved	ICln	CLNS1B
CLOCK	Approved	KIAA0334|KAT13D|bHLHe8	
CLOCK-AS1	Approved		
CLP1	Approved	HEAB|hClp1	
CLPB	Approved	SKD3|FLJ13152|ANKCLP	
CLPP	Approved		
CLPS	Approved		
CLPSL1	Approved	dJ510O8.6	C6orf127
CLPSL2	Approved	dJ510O8.5|UNQ3045	C6orf126
CLPTM1	Approved		
CLPTM1L	Approved	FLJ14400|CRR9	
CLPTM1L-DT	Approved		
CLPTM1LP1	Approved		
CLPX	Approved		
CLRN1	Approved		USH3|USH3A|RP61
CLRN2	Approved	DFNB117	
CLRN3	Approved	MGC32871|USH3AL1	TMEM12
CLSPN	Approved		
CLSPN-AS1	Approved		
CLSPN-DT	Approved		
CLSTN1	Approved	CSTN1|KIAA0911|CDHR12	
CLSTN2	Approved	CSTN2|CS2|FLJ39113|CDHR13	
CLSTN2-AS1	Approved		
CLSTN3	Approved	CSTN3|KIAA0726|CDHR14	
CLTA	Approved	Lca	
CLTAP1	Approved		
CLTAP2	Approved		
CLTB	Approved	Lcb	
CLTC	Approved	Hc	CLTCL2
CLTCL1	Approved	CLTD|CLH22|CHC22	CLTCL
CLTRN	Approved	NX17	TMEM27
CLU	Approved	SGP-2|SP-40|TRPM-2|KUB1|CLU1|CLU2	CLI|APOJ
CLUH	Approved	CLU1	KIAA0664
CLUHP1	Approved	KIAA0664L1	KIAA0664P1
CLUHP2	Approved	KIAA0664L2	KIAA0664P2
CLUHP3	Approved	MGC3020	C16orf67|KIAA0664P3|KIAA0664L3
CLUHP4	Approved	KIAA0664L4	KIAA0664P4
CLUHP5	Approved	KIAA0664L5	KIAA0664P5
CLUHP6	Approved		
CLUHP7	Approved		
CLUHP8	Approved		
CLUHP9	Approved		
CLUHP10	Approved		
CLUHP11	Approved		
CLUL1	Approved		
CLVS1	Approved	MGC34646|CRALBPL|C6orf212L	RLBP1L1
CLVS1-AS1	Approved		
CLVS2	Approved	bA160A10.4	C6orf212|C6orf213|RLBP1L2
CLXN	Approved	FLJ11767|ODAD5	EFCAB1
CLYBL	Approved	CLB	
CLYBL-AS1	Approved		
CLYBL-AS2	Approved		
CLYBL-AS3	Approved		
CMA1	Approved		
CMAHP	Approved		CMAH
CMAS	Approved		
CMBL	Approved	FLJ23617	
CMC1	Approved	MGC61571	C3orf68
CMC1P1	Approved		
CMC1P2	Approved		
CMC1P3	Approved		
CMC1P4	Approved		
CMC2	Approved	DC13|MGC45036	C16orf61
CMC2P1	Approved		
CMC4	Approved	P8MTCP1|p8	MTCP1NB
CMIP	Approved		
CMKLR1	Approved	RVER1|ERV1|ChemR23	
CMKLR2	Approved		GPR1
CMKLR2-AS	Approved	GPR1AS	GPR1-AS1|GPR1-AS
CMPK1	Approved	UMP-CMPK	CMPK
CMPK1P1	Approved		
CMPK1P2	Approved		
CMPK2	Approved	TYKi|UMP-CMPK2|NDK	
CMSS1	Approved	MGC4308	C3orf26
CMTM1	Approved	CKLFH1a|CKLFH	CKLFSF1
CMTM2	Approved	MGC39436|FLJ25732	CKLFSF2
CMTM2-AS1	Approved		
CMTM3	Approved	FLJ31762|BNAS2	CKLFSF3
CMTM4	Approved		CKLFSF4
CMTM5	Approved	FLJ37521	CKLFSF5
CMTM6	Approved	FLJ20396	CKLFSF6
CMTM7	Approved	FLJ30992	CKLFSF7
CMTM8	Approved		CKLFSF8
CMTR1	Approved	MTr1|ISG95	KIAA0082|FTSJD2
CMTR2	Approved	FLJ11171|AFT|MTr2	FTSJD1
CMYA5	Approved	SPRYD2|DKFZp451G223|TRIM76	C5orf10
CMYA5-AS1	Approved		
CNBD1	Approved	FLJ35802	
CNBD2	Approved	dJ954P9.1	C20orf152|CNMPD1
CNBP	Approved	RNF163|ZCCHC22|CNBP1	DM2|ZNF9
CNDP1	Approved	MGC10825|CN1|CPGL2|HsT2308	
CNDP1-AS1	Approved		
CNDP2	Approved	FLJ10830|CN2|HsT2298|CPGL	PEPA
CNEP1R1	Approved	FLJ38101|NEP1-R1	C16orf69|TMEM188
CNEP1R1P1	Approved		
CNFN	Approved	PLAC8L2	
CNGA1	Approved	RCNC1|RCNCa|CNG1|RP49	CNCG1|CNCG
CNGA2	Approved	CNG2|OCNC1|OCNCa|OCNCALPHA|OCNCalpha|FLJ46312	CNCA1|CNCA
CNGA3	Approved	CCNC1|CCNCa|CNG3	CNCG3|ACHM2
CNGA4	Approved	OCNC2|OCNCb|CNG5	CNCA2|CNGB2
CNGB1	Approved	RCNC2|RCNCb|GARP|GAR1|CNGB1B|RP45	CNCG2|CNCG3L
CNGB3	Approved		ACHM3|ACHM1|RMCH
CNGB3-AS1	Approved		
CNIH1	Approved	TGAM77|CNIL	CNIH
CNIH2	Approved	MGC50896|Cnil|CNIH-2	
CNIH3	Approved	FLJ38993|CNIH-3	
CNIH3-AS1	Approved		
CNIH3-AS2	Approved		
CNIH4	Approved	HSPC163	
CNKSR1	Approved	CNK1|KSR|CNK	
CNKSR2	Approved	KIAA0902|CNK2|KSR2	
CNKSR3	Approved	FLJ31349	MAGI1
CNMD	Approved	CHM-I|CHM1|BRICD3	MYETS1|LECT1
CNN1	Approved	SMCC|Sm-Calp	
CNN2	Approved		
CNN2P1	Approved		
CNN2P2	Approved		
CNN2P3	Approved		
CNN2P4	Approved		CNN2P5
CNN2P6	Approved		
CNN2P7	Approved		
CNN2P8	Approved		
CNN2P9	Approved		
CNN2P10	Approved		
CNN2P11	Approved		
CNN2P12	Approved		
CNN3	Approved		
CNN3-DT	Approved	RP4-639F20.1	ALG14-AS1
CNN3P1	Approved		
CNNM1	Approved	SLC70A1	ACDP1
CNNM2	Approved	SLC70A2	ACDP2
CNNM3	Approved	SLC70A3	ACDP3
CNNM3-DT	Approved	LOC100506036	
CNNM4	Approved	SLC70A4|KIAA1592	ACDP4
CNOT1	Approved	CDC39|NOT1H|KIAA1007|AD-005	NOT1
CNOT2	Approved	CDC36|NOT2H	NOT2
CNOT3	Approved	NOT3H|KIAA0691|LENG2	NOT3
CNOT4	Approved	CLONE243|NOT4H	NOT4
CNOT4P1	Approved		
CNOT6	Approved	CCR4|KIAA1194|Ccr4a	
CNOT6L	Approved	DKFZp434K098|Ccr4b	
CNOT6L-DT	Approved		
CNOT6LP1	Approved		
CNOT7	Approved		CAF1
CNOT7P1	Approved		
CNOT7P2	Approved		
CNOT8	Approved	CAF1|hCAF1|CALIF	POP2
CNOT9	Approved	RCD1|RCD1+|CT129|CAF40	RQCD1
CNOT10	Approved	FLJ12890|FLJ13165	
CNOT10-AS1	Approved		
CNOT11	Approved	C40	C2orf29
CNOT12	Approved	TAB182|KIAA1741|FLJ45975	TNKS1BP1
CNP	Approved	CN37	
CNPPD1	Approved	CGI-57	C2orf24
CNPY1	Approved		
CNPY2	Approved	HP10390|ZSIG9	TMEM4
CNPY2-AS1	Approved		
CNPY3	Approved	CAG4A	TNRC5
CNPY4	Approved	MGC40499|PRAT4B	
CNR1	Approved	CB1K5|CB-R|CB1|CANN6|CB1A	CNR
CNR2	Approved	CB2	
CNRIP1	Approved	DKFZP566K1924|CRIP1|CRIP1a|CRIP1b	C2orf32
CNST	Approved	FLJ32001|PPP1R64	C1orf71
CNTD1	Approved	FLJ40137	CNTD
CNTF	Approved	HCNTF	
CNTFR	Approved		
CNTFR-AS1	Approved		
CNTLN	Approved	FLJ20276|bA340N12.1|OTTHUMG00000019597	C9orf101|C9orf39
CNTN1	Approved	F3|GP135	
CNTN2	Approved	TAG-1|TAX1	TAX|AXT
CNTN3	Approved	BIG-1	PANG
